,A,B,Distance,PassagersAtoB,PassagersBtoA,PassagersTotal,EurotramAtoB,EurotramBtoA,EurotramTotal,TraintramAtoB,TraintramBtoA,TraintramTotal,OccupancyAtoB,OccupancyBtoA,OccupancyTotal
0,Fânzeres,Venda Nova,440.45,409,452,862,108,174,282,0,0,0,0.01757544581618655,0.012043618220813462,0.014162190491381878
1,Venda Nova,Carreira,583.47,880,807,1687,105,173,278,0,0,0,0.03880184466126077,0.021602908359122208,0.028098909480433535
2,Carreira,Baguim,786.02,1349,1041,2391,88,153,241,0,0,0,0.07098840777042444,0.031523557003943686,0.045933958943571516
3,Baguim,Campainha,751.7,1692,1118,2810,109,141,250,0,0,0,0.07189603262939658,0.036712048448220784,0.05205226555121342
4,Campainha,Rio Tinto,859.99,2376,1425,3802,109,143,252,0,0,0,0.1009552594351575,0.046146315189488835,0.06985335853384553
5,Rio Tinto,Levada,452.83,2706,1651,4357,109,149,258,0,0,0,0.11495262610007179,0.05130622806103145,0.07819559777519966
6,Levada,Nau Vitória,1111.62,3330,2189,5520,109,153,262,0,0,0,0.14147380607892088,0.06625674563483834,0.09754933948371237
7,Nau Vitória,Nasoni,499.02,3511,2259,5771,109,153,262,0,0,0,0.1491381222925763,0.06838026648699791,0.1019780003908454
8,Nasoni,Contumil,650.0,3675,2306,5981,107,143,250,0,0,0,0.1590429508203477,0.07466312019774926,0.1107776877042214
9,Contumil,Estádio do Dragão,619.19,4528,2955,7483,89,135,224,0,0,0,0.2355667868982181,0.10134103222968777,0.15467180082566637
10,Estádio do Dragão,Campanhã,1166.02,7891,5888,13780,215,260,475,110,131,241,0.10704867806855217,0.06643111429907754,0.08487272102630009
11,Campanhã,Heroismo,950.92,17519,11644,29164,256,260,516,196,283,479,0.16861646902938687,0.09216231243588098,0.12666377471434437
12,Heroismo,24 de Agosto,571.9,18943,12703,31647,246,257,503,196,283,479,0.18619096252049264,0.10106877833739286,0.13914770687909753
13,24 de Agosto,Bolhão,680.44,24890,16330,41221,278,232,510,183,283,466,0.23608057259565568,0.13575605052470288,0.1826151686269529
14,Bolhão,Trindade,451.8,27509,23480,50989,284,214,498,174,281,455,0.2632593760887404,0.20256895438614592,0.2313424394966424
15,Trindade,Lapa,857.4300000000001,28157,33017,61175,300,201,501,176,272,448,0.2596391352744949,0.29780017468922837,0.2789305394418774
16,Lapa,Carolina Michaelis,460.97,27763,32665,60428,294,200,494,189,259,448,0.25153505510065305,0.30405549441099955,0.2774403287177339
17,Carolina Michaelis,Casa da Música,627.48,25908,30956,56865,276,210,486,223,232,455,0.22545244745252477,0.3008480334097799,0.2610692258923902
18,Casa da Música,Francos,871.87,21398,25878,47277,248,221,469,231,226,457,0.19302996267073005,0.2493510146511893,0.22026265023474412
