,A,B,Distance,PassagersAtoB,PassagersBtoA,PassagersTotal,EurotramAtoB,EurotamBtoA,EurotramTotal,TraintramAtoB,TraintramBtoA,TraintramTotal,OccupancyAtoB,OccupancyBtoA,OccupancyTotal
3,Fânzeres,Venda Nova,440.45,2355,654,3009,213,216,429,0,0,0,0.05118675013041214,0.01402086111960893,0.0324738549641336
4,Venda Nova,Carreira,583.47,4470,1142,5612,213,220,433,0,0,0,0.09716826046876659,0.024035614828846544,0.06001079617134762
5,Carreira,Baguim,786.02,6952,1392,8344,257,224,481,0,0,0,0.1252366880484262,0.028773891142410885,0.0803143044580989
6,Baguim,Campainha,751.7,8858,1425,10284,259,199,458,0,0,0,0.1583448406220366,0.033166152683345246,0.10395497402858775
7,Campainha,Rio Tinto,859.99,12848,1811,14659,237,194,431,0,0,0,0.2509777302220563,0.043223566709835105,0.15746425523047647
8,Rio Tinto,Levada,452.83,14031,2230,16261,237,194,431,0,0,0,0.2740932123327554,0.053219745578529896,0.1746745289213407
9,Levada,Nau Vitória,1111.62,17395,2800,20195,237,194,431,0,0,0,0.33980920263896774,0.06682299463834002,0.21693374010504252
10,Nau Vitória,Nasoni,499.02,17927,2940,20868,237,194,431,0,0,0,0.35020433587615063,0.0701708043312544,0.22415676019236905
11,Nasoni,Contumil,650.0,18161,3022,21184,243,199,442,0,0,0,0.3460126863968951,0.07032469546977245,0.22189071763106386
12,Contumil,Estádio do Dragão,619.19,20851,3908,24760,237,207,444,0,0,0,0.4073200407904937,0.08741656074553866,0.2581758507695349
13,Estádio do Dragão,Campanhã,1166.02,30985,8940,39925,364,279,643,178,257,435,0.2523876518452466,0.0721023428828327,0.16179495623098814
14,Campanhã,Heroismo,950.92,72365,18374,90739,486,479,965,308,302,610,0.3990157891421408,0.10301696104086175,0.252250663544053
15,Heroismo,24 de Agosto,571.9,74326,21431,95758,481,485,966,308,302,610,0.41228392842002876,0.11929378254863857,0.2660428254276343
16,24 de Agosto,Bolhão,680.44,85257,30885,116143,462,492,954,308,290,598,0.4839321166708814,0.1733289468806417,0.3277470208629575
17,Bolhão,Trindade,451.8,82702,45900,128603,466,504,970,308,267,575,0.46714219113482247,0.2621683154195906,0.36522572470229153
18,Trindade,Lapa,857.4300000000001,82143,73076,155220,470,493,963,310,285,595,0.4604483654780247,0.4124686913365788,0.4365416502834862
19,Lapa,Carolina Michaelis,460.97,79777,73864,153641,468,488,956,303,294,597,0.45268360953674047,0.4142236247340731,0.4333403693631929
20,Carolina Michaelis,Casa da Música,627.48,68556,75497,144053,467,463,930,285,303,588,0.39962556380773434,0.43103724644835933,0.41549448668682065
21,Casa da Música,Francos,871.87,51312,75604,126917,473,463,936,268,305,573,0.30428959508535486,0.43043035199422086,0.36864526973833645
22,Francos,Ramalde,965.03,42054,73808,115863,474,432,906,246,305,551,0.2573844902139472,0.4368620221145956,0.3486245546341815
23,Ramalde,Viso,621.15,39953,68265,108218,442,445,887,274,305,579,0.24447777121214959,0.3974444111991508,0.3228632254228736
24,Viso,Sete Bicas,743.81,36250,65487,101737,430,427,857,286,307,593,0.2212960387504794,0.3889558525984938,0.3062767343394518
25,Sete Bicas,Sra da Hora,674.5,30729,61595,92325,403,399,802,282,337,619,0.19574991846545028,0.3628415311547218,0.2825624450003851
26,Sra da Hora,Vasco da Gama,824.48,17152,13533,30686,213,173,386,0,0,0,0.3728238353166539,0.36216599657856197,0.3680471355713433
27,Vasco da Gama,Estádio do Mar,661.6,18184,10944,29129,200,172,372,0,0,0,0.4209470149014159,0.2945811894796515,0.36251980529780437
28,Estádio do Mar,Pedro Hispano,786.97,16943,10651,27595,192,173,365,0,0,0,0.40855857289507014,0.2850559343670051,0.35002170586669956
29,Pedro Hispano,Parque de Real,656.68,15604,9103,24708,190,173,363,0,0,0,0.38023076579843756,0.24361510904024242,0.31512192662717653
30,Parque de Real,C. Matosinhos,723.67,14579,8004,22583,190,173,363,0,0,0,0.35525107935153033,0.21420581248551038,0.28803115877901947
31,C. Matosinhos,Matosinhos Sul,616.61,9788,5637,15425,185,173,358,0,0,0,0.24495342792675306,0.1508519848619588,0.19947982555186644
32,Matosinhos Sul,Brito Capelo,535.72,4142,3423,7566,195,173,368,0,0,0,0.09834270509817127,0.09162438514226692,0.0951843644667271
33,Brito Capelo,Mercado,487.53,1693,2200,3894,193,173,366,0,0,0,0.04063154296949753,0.058895947749463794,0.04926471790647612
34,Mercado,Sr. de Matosinhos,708.96,285,551,836,189,173,362,0,0,0,0.007004200451447506,0.014745236566045814,0.01070364588742957
35,Sra da Hora,Fonte do Cuco,687.03,9303,22716,32019,66,63,129,177,242,419,0.15997875082620108,0.3085462388680355,0.2429842506106233
36,Fonte do Cuco,Custoias,689.2,9201,22254,31456,66,63,129,179,252,431,0.15689175545475548,0.29242392716912224,0.23343637368788128
37,Custoias,Esposade,1779.24,9022,21852,30874,66,63,129,177,239,416,0.1551483788222248,0.29984559223988405,0.23562897069198946
38,Esposade,Crestins,2035.56,8862,21455,30318,64,85,149,183,239,422,0.14968342898813128,0.27637507419448065,0.22155806944895645
39,Crestins,Verdes,591.8199999999999,8731,21067,29799,62,85,147,176,216,392,0.15307554950584198,0.29290218272167673,0.23105962364786606
40,Verdes,Pedras Rubras,960.78,6903,18899,25803,0,0,0,176,196,372,0.15816982276512154,0.38882134867988466,0.27969589555892144
41,Pedras Rubras,Lidador,1147.58,6285,16006,22292,0,0,0,176,196,372,0.1440059946808164,0.32930407010231333,0.24163616345128253
42,Lidador,Vilar do Pinheiro,1987.51,6228,15340,21568,0,0,0,176,196,372,0.14269663010339106,0.31559113726863597,0.23379158549153087
43,Vilar do Pinheiro,Modivas Sul,2037.38,6249,14406,20655,0,0,0,176,196,372,0.14317339822786868,0.2963782938477553,0.2238942572103896
44,Modivas Sul,Modivas Centro,1051.08,6326,14125,20451,0,0,0,176,196,372,0.14494670166267348,0.29059037497636436,0.22168369082795147
45,Modivas Centro,Modivas Norte,852.51,6545,13658,20203,0,0,0,176,197,373,0.14996069561959346,0.27955649639302715,0.21840673517017373
46,Modivas Norte,Mindelo,1834.12,6023,13060,19084,0,0,0,176,195,371,0.13800055778978645,0.2700752486670917,0.2074198697064294
47,Mindelo,Espaço Natureza,776.86,5915,11922,17837,0,0,0,176,195,371,0.13552544099081193,0.24653487547454447,0.19387271787579266
48,Espaço Natureza,Varziela,1539.0,5625,12068,17693,0,0,0,174,195,369,0.13036017610421574,0.249557444519138,0.19335060250234537
49,Varziela,Árvore,858.71,5294,10879,16173,0,0,0,168,195,363,0.12707198086063484,0.224967851489292,0.17966067169421102
50,Árvore,Azurara,664.57,5348,10756,16105,0,0,0,162,195,357,0.13313073850727414,0.2224237817817913,0.18190424953957343
51,Azurara,Santa Clara,1218.09,5335,10697,16032,0,0,0,170,195,365,0.12654181256774474,0.22120399744198432,0.1771147606512426
52,Santa Clara,Vila do Conde,670.57,5003,11062,16065,0,0,0,174,197,371,0.11594473586615041,0.22642427573084448,0.1746090737457858
53,Vila do Conde,Alto de Pega,730.41,2688,8761,11450,0,0,0,171,197,368,0.06340760138292212,0.17933620037791237,0.12546720464926203
54,Alto de Pega,Portas Fronhas,671.05,2280,8636,10916,0,0,0,167,197,364,0.05505469384468299,0.17676692638904418,0.12092642409534
55,Portas Fronhas,São Brás,562.21,1986,6240,8226,0,0,0,163,195,358,0.04914831731389017,0.12903559377325116,0.0926623366143801
56,São Brás,Póvoa de Varzim,624.94,1819,5822,7641,0,0,0,153,195,348,0.04795316233583046,0.12038875103391238,0.08854206979596257
57,Sra da Hora,Fonte do Cuco,685.98,9309,20700,30009,124,127,251,115,105,220,0.1683312890477953,0.38712592190539713,0.2758861412961009
58,Fonte do Cuco,Cândido dos Reis,913.51,9575,20233,29809,122,127,249,107,106,213,0.1810527222982694,0.3766472459551516,0.2796132225501052
59,Cândido dos Reis,Pias,916.73,9449,18963,28412,122,127,249,107,106,213,0.1786699154974691,0.35300438615969426,0.26651742941738815
60,Pias,Araújo,1258.13,9606,18094,27700,120,127,247,107,106,213,0.18313886527593426,0.3368208648200796,0.26089463885481734
61,Araújo,Custió,651.69,9565,17162,26727,120,127,247,107,106,213,0.18234902340853204,0.3194803073555693,0.2517309230245926
62,Custió,Parque de Maia,1418.51,9639,15753,25393,131,126,257,107,106,213,0.1758006219431636,0.2944403957620702,0.23439335619961368
63,Parque de Maia,Forum,824.81,8831,11279,20111,120,127,247,107,106,213,0.16836778289865645,0.2099698240943933,0.18941643469411854
64,Forum,Zona Industrial,1119.4,4692,5152,9844,38,44,82,85,84,169,0.1602115742760468,0.16984730683624732,0.16511412329902822
65,Zona Industrial,Mandim,1194.23,3637,5107,8745,38,44,82,85,80,165,0.12419348385399448,0.17407150662459073,0.14915631473440752
66,Mandim,Castêlo da Maia,1468.1,2822,5088,7910,36,44,80,85,85,170,0.09780196192024586,0.16636168969630144,0.13307838712722572
67,Castêlo da Maia,ISMAI,702.48,2179,2411,4590,44,44,88,85,85,170,0.07126238696093107,0.07883206905571541,0.07504722800832324
68,Santo Ovídio,D. João II,463.71,30329,4948,35278,454,430,884,0,0,0,0.309287812041116,0.053279786250265436,0.18475902121524976
69,D. João II,João de Deus,716.25,41310,8010,49320,470,430,900,0,0,0,0.40692059765958055,0.08624377792125955,0.2537083393401605
70,João de Deus,C.M.Gaia,405.01,54163,14070,68234,474,430,904,0,0,0,0.5290247296141464,0.15149567096234343,0.34944785437047904
71,C.M.Gaia,General Torres,488.39,61354,18509,79864,460,460,920,0,0,0,0.6174993858786288,0.186290520409427,0.40189495314402796
72,General Torres,Jardim do Morro,419.98,70570,19881,90451,476,434,910,0,0,0,0.6863733599142113,0.21207967029067515,0.46017175409375566
73,Jardim do Morro,São Bento,795.7,71660,21185,92846,474,448,922,0,0,0,0.699919082706559,0.21893116966327025,0.46620695142305213
74,São Bento,Aliados,443.38,75333,30841,106175,472,468,940,0,0,0,0.7389161891349482,0.3050971743156051,0.5229297009057433
75,Aliados,Trindade,450.27,71687,37287,108975,474,452,926,0,0,0,0.7001870976785002,0.38192284585070957,0.5448356486221704
76,Trindade,Faria Guimaraes,555.34,54728,33379,88108,466,434,900,0,0,0,0.5437188801028436,0.3560708240991482,0.45323081754106165
77,Faria Guimaraes,Marques,621.04,51998,32218,84216,450,444,894,0,0,0,0.5349600355892259,0.3359450801036546,0.4361203932675328
78,Marques,Combatentes,702.75,41235,26847,68083,466,468,934,0,0,0,0.40966898010897956,0.2655878485502148,0.33747415187610813
79,Combatentes,Salgueiros,471.25,37097,20908,58005,470,436,906,0,0,0,0.36541737435361316,0.22201207931390093,0.296405554665628
80,Salgueiros,Polo Universitario,775.36,34473,17191,51664,466,430,896,0,0,0,0.3424851905104569,0.18509372902879814,0.2669513418083216
81,Polo Universitario,I.P.O.,827.64,26294,14651,40945,436,456,892,0,0,0,0.2792033087240644,0.14874925526976482,0.2125137926084135
82,I.P.O.,Hospital São João,351.77,8952,12686,21638,454,440,894,0,0,0,0.09129293939416702,0.13348063973063976,0.11205646081256523
83,Verdes (E) ,Botica,683.54,1911,2289,4200,62,85,147,0,0,0,0.14271042891334834,0.12468766505524145,0.1322891028729464
84,Botica,Aeroporto,649.66,1419,1965,3384,60,85,145,0,0,0,0.10953665272757171,0.10702614379084968,0.10806497507501052
