,A,B,Distance,PassagersAtoB,PassagersBtoA,PassagersTotal,EurotramAtoB,EurotamBtoA,EurotramTotal,TraintramAtoB,TraintramBtoA,TraintramTotal,OccupancyAtoB,OccupancyBtoA,OccupancyTotal
3,Fânzeres,Venda Nova,440.45,60,277,338,45,73,118,0,0,0,0.006275720164609052,0.017568194336950588,0.013261742322074579
4,Venda Nova,Carreira,583.47,115,528,644,45,67,112,0,0,0,0.011916948904310123,0.03650716453027723,0.0266271671805583
5,Carreira,Baguim,786.02,170,807,978,45,66,111,0,0,0,0.017553293959037812,0.056641045887719295,0.04079465997068626
6,Baguim,Campainha,751.7,182,921,1103,67,66,133,0,0,0,0.012593465180987988,0.06464798740215351,0.03842503259900997
7,Campainha,Rio Tinto,859.99,240,1227,1467,67,66,133,0,0,0,0.016623827948295374,0.08607649288887038,0.05108906017444537
8,Rio Tinto,Levada,452.83,266,1405,1672,67,66,133,0,0,0,0.018411451933730505,0.09861525707587232,0.05821183644035727
9,Levada,Nau Vitória,1111.62,534,1665,2199,67,66,133,0,0,0,0.03691934938831567,0.11682275787036953,0.07657066487565066
10,Nau Vitória,Nasoni,499.02,551,1712,2263,67,66,133,0,0,0,0.03807516730922394,0.12009133117734958,0.0787749178001735
11,Nasoni,Contumil,650.0,583,1808,2391,67,56,123,0,0,0,0.04031871096205812,0.14949153217331465,0.09002341005010986
12,Contumil,Estádio do Dragão,619.19,686,2115,2802,67,46,113,0,0,0,0.047427389857943966,0.21293710975956318,0.11480302804798365
13,Estádio do Dragão,Campanhã,1166.02,1789,3400,5189,91,110,201,45,88,133,0.058058630366228284,0.07460549816838329,0.06793130604546171
14,Campanhã,Heroismo,950.92,4214,5862,10076,106,110,216,89,175,264,0.09371996359513958,0.08728812898787822,0.08986756265849866
15,Heroismo,24 de Agosto,571.9,4484,6271,10756,112,110,222,72,159,231,0.10664447869492565,0.09925019309072676,0.10220453479621283
16,24 de Agosto,Bolhão,680.44,6155,7533,13688,112,110,222,89,139,228,0.13304109513878173,0.12937842344296901,0.13100001511475626
17,Bolhão,Trindade,451.8,8847,8355,17203,113,119,232,89,130,219,0.19034641672489094,0.14420490007493283,0.16474287691828354
18,Trindade,Lapa,857.4300000000001,10876,11917,22793,147,154,301,89,113,202,0.2020809243617267,0.1944442971759274,0.19801502674059884
