,A,B,Distance,PassagersAtoB,PassagersBtoA,PassagersTotal,EurotramAtoB,EurotramBtoA,EurotramTotal,TraintramAtoB,TraintramBtoA,TraintramTotal,OccupancyAtoB,OccupancyBtoA,OccupancyTotal
0,Fânzeres,Venda Nova,440.45,496,2187,2684,194,194,388,0,0,0,0.011860442917143946,0.05219930186348419,0.03202987239031407
1,Venda Nova,Carreira,583.47,746,4083,4830,195,191,386,0,0,0,0.017729940002017983,0.09898556372874348,0.057936738270941736
2,Carreira,Baguim,786.02,1018,5719,6737,195,187,382,0,0,0,0.02416973304541221,0.14159910913768156,0.08165479411675873
3,Baguim,Campainha,751.7,1248,6590,7838,198,193,391,0,0,0,0.029198899018950165,0.15808123945199182,0.09281601335034924
4,Campainha,Rio Tinto,859.99,1651,8574,10226,193,193,386,0,0,0,0.039618003561479355,0.20568693918701914,0.12265247137424924
5,Rio Tinto,Levada,452.83,1872,9592,11465,193,193,386,0,0,0,0.044927915977460924,0.23010353770003114,0.13751572683874605
6,Levada,Nau Vitória,1111.62,2682,11734,14416,193,194,387,0,0,0,0.06434904148149317,0.28002922871873726,0.17246779167277315
7,Nau Vitória,Nasoni,499.02,3036,11973,15010,193,194,387,0,0,0,0.07283539012893438,0.28574412916079606,0.17956483553508729
8,Nasoni,Contumil,650.0,3259,12146,15406,216,194,410,0,0,0,0.06986422121621841,0.2898641752170259,0.17396176042635658
9,Contumil,Estádio do Dragão,619.19,4287,14031,18319,194,198,392,0,0,0,0.10232146466856532,0.3280923103217592,0.21635877956482139
10,Estádio do Dragão,Campanhã,1166.02,10027,21196,31224,285,283,568,174,174,348,0.09576680409128455,0.2032640966715869,0.1494043484483601
11,Campanhã,Heroismo,950.92,17193,44543,61736,390,407,797,350,318,668,0.10052398993716949,0.26708378769012214,0.18275270861848247
12,Heroismo,24 de Agosto,571.9,19857,46642,66499,397,421,818,350,312,662,0.11508146642079775,0.27711650784583186,0.19509121192730572
