,A,B,Distance,PassagersAtoB,PassagersBtoA,PassagersTotal,EurotramAtoB,EurotamBtoA,EurotramTotal,TraintramAtoB,TraintramBtoA,TraintramTotal,OccupancyAtoB,OccupancyBtoA,OccupancyTotal
3,Fânzeres,Venda Nova,440.45,360,548,908,87,88,175,0,0,0,0.019157088122605366,0.028850011486962243,0.02403124387153911
4,Venda Nova,Carreira,583.47,660,1078,1739,87,88,175,0,0,0,0.035159148540873264,0.05673881394959638,0.04601063743211689
5,Carreira,Baguim,786.02,976,1475,2451,87,88,175,0,0,0,0.051956631011871854,0.07760435157394509,0.06485377049451439
6,Baguim,Campainha,751.7,1169,1749,2919,100,88,188,0,0,0,0.05413526902335394,0.09205525083958334,0.0718850477458443
7,Campainha,Rio Tinto,859.99,1709,2302,4011,88,90,178,0,0,0,0.08991528363879375,0.11843720794100891,0.10433648131968906
8,Rio Tinto,Levada,452.83,1873,2625,4499,88,88,176,0,0,0,0.09855578298465911,0.13815189718343035,0.11835384008404475
9,Levada,Nau Vitória,1111.62,2429,3393,5823,88,88,176,0,0,0,0.12782784245225048,0.178540972540775,0.15318440749651274
10,Nau Vitória,Nasoni,499.02,2602,3527,6130,89,88,177,0,0,0,0.13540234378809124,0.18560529813271123,0.16036200470519046
11,Nasoni,Contumil,650.0,2689,3631,6321,91,88,179,0,0,0,0.13682991560931215,0.19105744412095624,0.16348925923514837
12,Contumil,Estádio do Dragão,619.19,3326,4496,7822,93,88,181,0,0,0,0.1655985559875942,0.2365499881163726,0.20009427989550857
13,Estádio do Dragão,Campanhã,1166.02,6388,8089,14477,240,219,459,88,110,198,0.08672222474987286,0.10846353153095237,0.09766033942905931
14,Campanhã,Heroismo,950.92,12716,16391,29107,240,214,454,176,198,374,0.1331719951000799,0.17194500239222385,0.1525422430831919
15,Heroismo,24 de Agosto,571.9,14511,17736,32247,244,218,462,176,198,374,0.15060630914534257,0.18438486448972674,0.16748155218426874
16,24 de Agosto,Bolhão,680.44,20769,21532,42301,262,220,482,154,196,350,0.21912390127955417,0.22399337272252637,0.22157577727933433
17,Bolhão,Trindade,451.8,26169,27695,53865,255,220,475,159,180,339,0.27688787025561734,0.30051918299122227,0.28855465360670024
18,Trindade,Lapa,857.4300000000001,31145,36341,67486,241,217,458,175,192,367,0.3262788130009809,0.38461071319050316,0.3552961264465626
19,Lapa,Carolina Michaelis,460.97,30823,35831,66654,278,205,483,174,198,372,0.2986727711681328,0.38370519824673466,0.33906602886106896
20,Carolina Michaelis,Casa da Música,627.48,29579,33632,63212,260,214,474,173,198,371,0.298592122597571,0.3528128553710478,0.32518145762077155
21,Casa da Música,Francos,871.87,27387,27286,54673,259,200,459,182,198,380,0.27094901721850706,0.2956102011659369,0.2827200320029957
22,Francos,Ramalde,965.03,25339,24952,50291,265,221,486,176,180,356,0.2511642869261379,0.27011901430454616,0.26022423547479595
23,Ramalde,Viso,621.15,23926,23698,47625,261,220,481,176,189,365,0.23920798397326798,0.25106863053613226,0.24496651285135354
24,Viso,Sete Bicas,743.81,22555,22437,44993,261,222,483,178,198,376,0.22439286108123246,0.23118019062811465,0.22772702644798853
25,Sete Bicas,Sra da Hora,674.5,19417,21209,40626,261,221,482,189,198,387,0.1880672091381392,0.21901117060995795,0.20304368563313607
26,Sra da Hora,Vasco da Gama,824.48,6852,7846,14699,132,130,262,0,0,0,0.24034886256265847,0.2794408923389068,0.2597456712302626
27,Vasco da Gama,Estádio do Mar,661.6,6440,7920,14360,130,131,261,0,0,0,0.2293677980205352,0.2799102603156039,0.25473585380848157
28,Estádio do Mar,Pedro Hispano,786.97,6268,7588,13857,137,131,268,0,0,0,0.21183211607108812,0.2681828318635876,0.23937668237264573
29,Pedro Hispano,Parque de Real,656.68,5593,7106,12699,133,131,264,0,0,0,0.19468894661874345,0.25115313476882734,0.2227071611932169
30,Parque de Real,C. Matosinhos,723.67,5443,6633,12076,131,132,263,0,0,0,0.1923639099316348,0.2326647926081865,0.21259096891758472
31,C. Matosinhos,Matosinhos Sul,616.61,4042,4661,8704,136,131,267,0,0,0,0.1376131377194431,0.16474875830736085,0.15092686916894582
32,Matosinhos Sul,Brito Capelo,535.72,1994,2481,4475,152,131,283,0,0,0,0.060737976793085124,0.08770110731578329,0.07321914321878639
33,Brito Capelo,Mercado,487.53,1016,1209,2226,154,131,285,0,0,0,0.03056682449455063,0.042749114964043294,0.03616640362263322
34,Mercado,Sr. de Matosinhos,708.96,264,241,505,142,131,273,0,0,0,0.008621652486362538,0.008517104891150694,0.00857148495898982
35,Sra da Hora,Fonte do Cuco,687.03,7009,10028,17037,130,88,218,89,110,199,0.13976938692370033,0.21664735996345327,0.17666826307533953
36,Fonte do Cuco,Custoias,689.2,6587,9731,16319,130,88,218,85,110,195,0.13400385320819608,0.21023740783651265,0.17097370880114215
37,Custoias,Esposade,1779.24,6429,9647,16077,130,88,218,107,109,216,0.11772962924897401,0.20953962701251894,0.15972347260688222
38,Esposade,Crestins,2035.56,6304,9578,15883,128,88,216,110,110,220,0.11478287832189094,0.20693526225524275,0.15692591447731094
39,Crestins,Verdes,591.8199999999999,6268,9528,15797,134,88,222,110,110,220,0.11149291371343287,0.20585267940362661,0.15409987518396986
40,Verdes,Pedras Rubras,960.78,4696,5518,10214,0,0,0,110,110,220,0.17215712199680708,0.2022822624997217,0.18721969224826437
41,Pedras Rubras,Lidador,1147.58,4110,4991,9102,0,0,0,110,110,220,0.15067503308344024,0.18297818679614775,0.16682660993979398
42,Lidador,Vilar do Pinheiro,1987.51,3930,4750,8681,0,0,0,110,110,220,0.14409616918363607,0.17413827387175534,0.15911722152769572
43,Vilar do Pinheiro,Modivas Sul,2037.38,3840,4639,8479,0,0,0,111,110,221,0.13949932741669133,0.17005589731879625,0.1547084798566531
44,Modivas Sul,Modivas Centro,1051.08,3808,4568,8377,0,0,0,111,110,221,0.1383605672414007,0.16746325667727083,0.15284606877056683
45,Modivas Centro,Modivas Norte,852.51,3733,4562,8295,0,0,0,111,110,221,0.13562179472124286,0.16723443540947971,0.15135659325384945
46,Modivas Norte,Mindelo,1834.12,3222,4353,7576,0,0,0,113,93,206,0.11500424304825119,0.18875358657822303,0.14829884959333556
47,Mindelo,Espaço Natureza,776.86,3089,4212,7302,0,0,0,126,105,231,0.09888541006770726,0.16175988394077412,0.12746471637364673
48,Espaço Natureza,Varziela,1539.0,3078,4198,7276,0,0,0,128,109,237,0.09696793752807267,0.1553073025921104,0.12379912230436008
49,Varziela,Árvore,858.71,2894,4008,6903,0,0,0,111,110,221,0.1051585746638543,0.14692987670928392,0.12594972047832154
50,Árvore,Azurara,664.57,2872,3985,6858,0,0,0,108,110,218,0.10725706671870294,0.14608665557348785,0.1268499785261632
51,Azurara,Santa Clara,1218.09,2864,3966,6831,0,0,0,107,110,217,0.10796003546056486,0.14539571934634676,0.12693664941188287
52,Santa Clara,Vila do Conde,670.57,2989,4022,7012,0,0,0,115,104,219,0.10482700694811425,0.15597451140222282,0.1291162328075996
53,Vila do Conde,Alto de Pega,730.41,2245,2865,5110,0,0,0,111,108,219,0.08155515209605421,0.10697654517974135,0.09409172950718758
54,Alto de Pega,Portas Fronhas,671.05,2134,2605,4739,0,0,0,110,110,220,0.07822811254085157,0.09549439406203127,0.08686125330144141
55,Portas Fronhas,São Brás,562.21,1689,2053,3742,0,0,0,110,110,220,0.06191421680528026,0.07526518291075425,0.06858969985801726
56,São Brás,Póvoa de Varzim,624.94,1566,1870,3436,0,0,0,110,110,220,0.05741457869421994,0.06854838709677423,0.06298148289549708
57,Sra da Hora,Fonte do Cuco,685.98,5659,5426,11085,0,0,0,96,88,184,0.23771197398595018,0.24864528535522443,0.24294094898864654
58,Fonte do Cuco,Cândido dos Reis,913.51,5421,5478,10899,0,0,0,88,88,176,0.24841990844733322,0.2510150615761755,0.24971748501175434
59,Cândido dos Reis,Pias,916.73,5130,5411,10542,0,0,0,88,88,176,0.2350834488522699,0.24796587002070894,0.2415246594364894
60,Pias,Araújo,1258.13,4841,5327,10168,0,0,0,88,88,176,0.22184056722300236,0.24409318491352255,0.23296687606826247
61,Araújo,Custió,651.69,4675,5176,9851,0,0,0,88,90,178,0.21424548353135725,0.23191092228820345,0.22317744694774017
62,Custió,Parque de Maia,1418.51,4377,4960,9338,0,0,0,88,88,176,0.20059384461342306,0.2272860790200834,0.2139399618167532
63,Parque de Maia,Forum,824.81,3929,4459,8388,0,0,0,89,88,177,0.1780236202925366,0.20431993220501907,0.19109749288179342
64,Forum,Zona Industrial,1119.4,1946,2369,4315,0,0,0,62,66,128,0.1265614541133966,0.14478988845960394,0.13596049057315976
65,Zona Industrial,Mandim,1194.23,1814,2255,4070,0,0,0,66,66,132,0.11084918784708682,0.13782394257484165,0.12433656521096424
66,Mandim,Castêlo da Maia,1468.1,1753,2203,3956,0,0,0,66,66,132,0.10712915907510423,0.1346092903963056,0.12086922473570491
67,Castêlo da Maia,ISMAI,702.48,1193,1628,2821,0,0,0,66,66,132,0.0729289918598097,0.09946236559139789,0.0861956787256038
68,Santo Ovídio,D. João II,463.71,5948,6178,12126,436,438,874,0,0,0,0.06315834182806662,0.06530572057286715,0.06423448815555248
69,D. João II,João de Deus,716.25,7940,9636,17577,436,454,890,0,0,0,0.08431691450868928,0.09826949772615187,0.09143429965557469
70,João de Deus,C.M.Gaia,405.01,12483,15181,27665,440,436,876,0,0,0,0.13135102016315509,0.16120544186088426,0.14621007023188787
71,C.M.Gaia,General Torres,488.39,14941,17092,32034,438,438,876,0,0,0,0.15792812945133305,0.18067177716048405,0.16929995330590855
72,General Torres,Jardim do Morro,419.98,16170,19297,35467,436,440,876,0,0,0,0.17170128947968108,0.2030461375163611,0.1874452770780135
73,Jardim do Morro,São Bento,795.7,16726,20211,36938,440,438,878,0,0,0,0.17599592728639774,0.21363409234159933,0.1947721417444596
74,São Bento,Aliados,443.38,20604,25146,45750,436,438,874,0,0,0,0.21878257229882372,0.2657935157471255,0.2423418322877896
75,Aliados,Trindade,450.27,22862,26655,49518,436,438,874,0,0,0,0.24276484769463202,0.2817472816131415,0.26230066698102467
76,Trindade,Faria Guimaraes,555.34,21411,25840,47251,434,442,876,0,0,0,0.22840351575404516,0.2706569197839506,0.24972315568694264
77,Faria Guimaraes,Marques,621.04,20382,24496,44879,446,440,886,0,0,0,0.21158184171253594,0.25775314265995386,0.23451115595278862
78,Marques,Combatentes,702.75,16753,19205,35959,436,438,874,0,0,0,0.17789985495190982,0.202998416853498,0.1904778527927515
