,A,B,Distance,PassagersAtoB,PassagersBtoA,PassagersTotal,EurotramAtoB,EurotamBtoA,EurotramTotal,TraintramAtoB,TraintramBtoA,TraintramTotal,OccupancyAtoB,OccupancyBtoA,OccupancyTotal
3,Fânzeres,Venda Nova,440.45,404,510,914,89,89,178,0,0,0,0.021015397419891804,0.02653286845960779,0.0237741329397498
4,Venda Nova,Carreira,583.47,716,908,1625,92,88,180,0,0,0,0.03607257393234364,0.047793326857945205,0.04180271980708219
5,Carreira,Baguim,786.02,981,1146,2127,110,88,198,0,0,0,0.041299600258523674,0.06032632733099001,0.049755923401842046
6,Baguim,Campainha,751.7,1224,1315,2540,88,88,176,0,0,0,0.0644355258731058,0.06922278635877871,0.06682915611594227
7,Campainha,Rio Tinto,859.99,1723,1694,3417,88,96,184,0,0,0,0.09067159569616103,0.08171109825418037,0.08599655355251895
8,Rio Tinto,Levada,452.83,1903,1956,3860,88,95,183,0,0,0,0.100129300512524,0.09536162229221433,0.09765427629979494
9,Levada,Nau Vitória,1111.62,2401,2440,4841,88,88,176,0,0,0,0.12632834081172317,0.12839405493295916,0.12736119787234115
10,Nau Vitória,Nasoni,499.02,2539,2538,5077,87,88,175,0,0,0,0.13513215628043446,0.13353221625499706,0.13432761501050022
11,Nasoni,Contumil,650.0,2634,2633,5268,87,88,175,0,0,0,0.1402090963395271,0.1385511756649705,0.13937539908603577
12,Contumil,Estádio do Dragão,619.19,3246,3334,6580,105,88,193,0,0,0,0.14313493051699533,0.17543381152604812,0.15786188144340282
13,Estádio do Dragão,Campanhã,1166.02,6294,6091,12386,218,240,458,110,110,220,0.08463851628718343,0.07699641429555634,0.08069916526575155
14,Campanhã,Heroismo,950.92,12237,12146,24384,221,250,471,198,198,396,0.12637051718300202,0.11780811376768431,0.12195519068291741
15,Heroismo,24 de Agosto,571.9,13662,13200,26863,236,240,476,198,198,396,0.13651991363492944,0.13077082470070323,0.1336330143921697
16,24 de Agosto,Bolhão,680.44,18620,16192,34813,218,239,457,211,200,411,0.1873004409476074,0.1599709296814669,0.17351254995675908
17,Bolhão,Trindade,451.8,23066,21900,44967,218,239,457,215,216,431,0.2297321677856483,0.20819778041790613,0.2187144378440747
18,Trindade,Lapa,857.4300000000001,25897,29466,55363,216,242,458,198,198,396,0.2704384890446105,0.2906639559578021,0.2808393135200575
19,Lapa,Carolina Michaelis,460.97,25557,29096,54654,181,255,436,199,197,396,0.2889575189241346,0.27994830733601017,0.2840902668885012
20,Carolina Michaelis,Casa da Música,627.48,24280,27231,51512,199,249,448,199,198,397,0.2629620633720638,0.2646697579289705,0.26386206172047905
21,Casa da Música,Francos,871.87,21741,22309,44051,229,268,497,181,198,379,0.23043392469258203,0.2085135993163644,0.21878570347589676
22,Francos,Ramalde,965.03,19899,20871,40771,229,259,488,182,217,399,0.21035679441397964,0.19015954189328588,0.19950902363363443
23,Ramalde,Viso,621.15,19024,20024,39049,217,260,477,198,211,409,0.19822328887012217,0.1845775496813437,0.19098289959322162
24,Viso,Sete Bicas,743.81,17929,18903,36833,217,260,477,199,197,396,0.1863343343654765,0.18000757946053797,0.1830327517124402
25,Sete Bicas,Sra da Hora,674.5,15371,17699,33070,217,273,490,203,197,400,0.15811277105260124,0.1641553694045368,0.16129038090774706
26,Sra da Hora,Vasco da Gama,824.48,5888,6593,12482,133,132,265,0,0,0,0.20499084547243188,0.23126199514315549,0.21807685210086777
27,Vasco da Gama,Estádio do Mar,661.6,5704,6580,12284,151,132,283,0,0,0,0.1748918755652054,0.2308011392612419,0.2009696946743108
28,Estádio do Mar,Pedro Hispano,786.97,5528,6492,12020,144,132,276,0,0,0,0.17774828291893627,0.2276984847660443,0.2016375098892923
29,Pedro Hispano,Parque de Real,656.68,5045,5742,10788,132,132,264,0,0,0,0.17696307790801175,0.20142283071660413,0.18919295431230793
30,Parque de Real,C. Matosinhos,723.67,4834,5440,10275,135,133,268,0,0,0,0.16578985105786256,0.18938700971520345,0.1775003812870653
31,C. Matosinhos,Matosinhos Sul,616.61,3607,3718,7326,146,132,278,0,0,0,0.11439913293423297,0.1304153113263288,0.122003937062854
32,Matosinhos Sul,Brito Capelo,535.72,1926,2191,4117,133,132,265,0,0,0,0.0670473439673206,0.07686818185189341,0.07193923302680591
33,Brito Capelo,Mercado,487.53,928,973,1902,133,134,267,0,0,0,0.032319074159385605,0.033638456142077715,0.03298123590350824
34,Mercado,Sr. de Matosinhos,708.96,221,161,383,131,112,243,0,0,0,0.00784493253300827,0.00669642857142857,0.00731558091285631
35,Sra da Hora,Fonte do Cuco,687.03,6364,7634,13998,86,130,216,108,110,218,0.1403094999978234,0.13790751916791805,0.13898926907304618
36,Fonte do Cuco,Custoias,689.2,6066,7379,13445,86,130,216,108,110,218,0.13373681203580945,0.13329441748756685,0.13349365315782383
37,Custoias,Esposade,1779.24,5896,7272,13168,86,130,216,88,88,176,0.14594937409926034,0.14572114443454479,0.14582324930757928
