,A,B,Distance,PassagersAtoB,PassagersBtoA,PassagersTotal,EurotramAtoB,EurotramBtoA,EurotramTotal,TraintramAtoB,TraintramBtoA,TraintramTotal,OccupancyAtoB,OccupancyBtoA,OccupancyTotal
0,Fânzeres,Venda Nova,440.45,851,868,1720,105,106,211,0,0,0,0.03756613756604604,0.03794626751126452,0.03775710332051599
1,Venda Nova,Carreira,583.47,1497,1489,2986,114,105,219,0,0,0,0.060803574420141185,0.06567260257863532,0.06313803997558357
2,Carreira,Baguim,786.02,1921,1834,3756,102,105,207,0,0,0,0.08722650098494963,0.08089830064039688,0.08401654428843737
3,Baguim,Campainha,751.7,2392,2046,4439,92,105,197,0,0,0,0.12039696057978021,0.09023688766725999,0.10432179481422374
4,Campainha,Rio Tinto,859.99,3073,2579,5652,92,107,199,0,0,0,0.1546540983590199,0.11158804479704404,0.13149797910710323
5,Rio Tinto,Levada,452.83,3516,2897,6413,92,108,200,0,0,0,0.17693462926492692,0.12420456271952077,0.1484603933304076
6,Levada,Nau Vitória,1111.62,4610,3844,8455,91,105,196,0,0,0,0.23457541440063687,0.16950150799116,0.1997143931098457
7,Nau Vitória,Nasoni,499.02,4804,3941,8745,90,105,195,0,0,0,0.24714740791943754,0.17377824701747782,0.20764093666453615
8,Nasoni,Contumil,650.0,4888,4016,8905,110,120,230,0,0,0,0.20572597094545209,0.15497630739936885,0.17924788561706084
9,Contumil,Estádio do Dragão,619.19,5648,4885,10534,107,114,221,0,0,0,0.24440860422669514,0.19841693858646592,0.22068439661137326
10,Estádio do Dragão,Campanhã,1166.02,10161,8721,18882,210,222,432,102,103,205,0.14381353702057045,0.11866741331505533,0.1309927679167041
11,Campanhã,Heroismo,950.92,19338,15915,35253,214,228,442,191,191,382,0.20662062036493595,0.16473308815839566,0.18534388220635642
12,Heroismo,24 de Agosto,571.9,20880,17229,38109,217,227,444,191,195,386,0.2215677312932549,0.17690538263979602,0.19886924951538032
13,24 de Agosto,Bolhão,680.44,27302,20445,47747,213,225,438,195,196,391,0.28932122801011506,0.21032508647880518,0.24923762189047807
14,Bolhão,Trindade,451.8,33445,27512,60958,213,225,438,197,197,394,0.35256333794577494,0.28231174990158425,0.3169641347197212
15,Trindade,Lapa,857.4300000000001,37868,39032,76900,286,298,584,191,195,386,0.34695590667033704,0.3462549572559035,0.3465997705847099
16,Lapa,Carolina Michaelis,460.97,35968,38777,74746,275,309,584,191,193,384,0.336886951693337,0.3383490102993296,0.3376438702965984
17,Carolina Michaelis,Casa da Música,627.48,34555,36618,71173,281,304,585,190,193,383,0.32049996350854376,0.32254780431203267,0.3215503071850766
18,Casa da Música,Francos,871.87,31828,29722,61551,295,322,617,181,192,373,0.29305562463967,0.2536777387377827,0.2726202013203078
19,Francos,Ramalde,965.03,29590,27963,57553,292,315,607,183,199,382,0.2728306286395627,0.23820604573856805,0.2548333515509298
20,Ramalde,Viso,621.15,28521,26785,55306,288,311,599,195,197,392,0.2579546803706795,0.2308441727486396,0.24407256907147146
21,Viso,Sete Bicas,743.81,26985,25415,52400,287,310,597,195,193,388,0.24453939872854633,0.22134325033775093,0.23271098654063693
22,Sete Bicas,Sra da Hora,674.5,23295,24636,47931,284,319,603,192,189,381,0.2137946164390239,0.2127969065200144,0.21328063174772727
23,Sra da Hora,Vasco da Gama,824.48,11772,9403,21176,155,174,329,0,0,0,0.3516385128860681,0.25020868086941106,0.2979947719410884
24,Vasco da Gama,Estádio do Mar,661.6,11628,9419,21048,168,178,346,0,0,0,0.32043972931830506,0.24500355254645223,0.28163152277093567
25,Estádio do Mar,Pedro Hispano,786.97,11482,9371,20854,168,163,331,0,0,0,0.3164222258587977,0.26618407175830994,0.2916825910600681
26,Pedro Hispano,Parque de Real,656.68,10837,8542,19380,165,163,328,0,0,0,0.3040953573264677,0.24262708610795475,0.2735486249831213
27,Parque de Real,C. Matosinhos,723.67,10503,8377,18880,168,163,331,0,0,0,0.2894457000608288,0.23793093025742287,0.26407739952319986
28,C. Matosinhos,Matosinhos Sul,616.61,8692,6396,15088,174,163,337,0,0,0,0.2312763724251189,0.1816692986036307,0.20728244651146138
29,Matosinhos Sul,Brito Capelo,535.72,3393,3530,6924,182,162,344,0,0,0,0.08632376456766197,0.10090592394276264,0.09319094427337798
30,Brito Capelo,Mercado,487.53,1742,1815,3558,179,179,358,0,0,0,0.04508023907766924,0.046964013620220006,0.04602212634894462
31,Mercado,Sr. de Matosinhos,708.96,380,328,708,176,173,349,0,0,0,0.010018382165624794,0.008777563690875165,0.009403305958943746
33,Fonte do Cuco,Custoias,689.2,8491,11290,19781,125,135,260,96,102,198,0.16712404808792022,0.20732746906827348,0.18792239788372997
34,Custoias,Esposade,1779.24,8216,11147,19364,125,135,260,87,90,177,0.1691454652365011,0.2165496256624366,0.19353546862187687
35,Esposade,Crestins,2035.56,8110,11022,19132,125,134,259,103,92,195,0.15434821341932972,0.2129506215118869,0.1834291752508104
36,Crestins,Verdes,591.8199999999999,8002,10936,18938,119,135,254,103,92,195,0.1561503973679249,0.2104114937699198,0.18347228710858685
37,Verdes,Pedras Rubras,960.78,5432,6242,11674,0,0,0,102,92,194,0.21475094461094296,0.2735941813009939,0.2426559846907609
38,Pedras Rubras,Lidador,1147.58,4892,5601,10494,0,0,0,102,92,194,0.19341696029927538,0.24551382720480797,0.21812269099674442
39,Lidador,Vilar do Pinheiro,1987.51,4719,5421,10140,0,0,0,102,91,193,0.18656217635667857,0.2402109888893534,0.2118577304523957
40,Vilar do Pinheiro,Modivas Sul,2037.38,4642,5316,9959,0,0,0,102,93,195,0.1835398064402172,0.23049890392410358,0.20593568370176302
41,Modivas Sul,Modivas Centro,1051.08,4643,5301,9945,0,0,0,102,92,194,0.18355497290617734,0.23237962616761126,0.2067089321847955
42,Modivas Centro,Modivas Norte,852.51,4622,5302,9925,0,0,0,102,85,187,0.18272684822853805,0.25155921316808755,0.21401428683742418
43,Modivas Norte,Mindelo,1834.12,3644,5148,8793,0,0,0,103,92,195,0.14269217922689464,0.22563831118331265,0.18182573891915338
44,Mindelo,Espaço Natureza,776.86,3493,4953,8446,0,0,0,96,92,188,0.1467209917018363,0.21708843099322125,0.1811561215678332
45,Espaço Natureza,Varziela,1539.0,3463,4925,8388,0,0,0,98,92,190,0.1424966799361065,0.21586514488149244,0.1780224629622934
46,Varziela,Árvore,858.71,3318,4697,8016,0,0,0,98,92,190,0.1365414321310459,0.20589058313827488,0.1701210210398094
47,Árvore,Azurara,664.57,3318,4672,7991,0,0,0,101,92,193,0.13249665205928238,0.2048034338449375,0.16696413353223716
48,Azurara,Santa Clara,1218.09,3298,4633,7932,0,0,0,99,92,191,0.13434441170361655,0.20309572630465345,0.1674602281606605
49,Santa Clara,Vila do Conde,670.57,3129,4437,7567,0,0,0,95,91,186,0.13284382678576578,0.1966333816857847,0.16405269504330192
50,Vila do Conde,Alto de Pega,730.41,2603,3512,6116,0,0,0,98,102,200,0.10714007858409806,0.1388576339570523,0.12331603182430473
51,Alto de Pega,Portas Fronhas,671.05,2549,3370,5920,0,0,0,100,102,202,0.10282251521977749,0.1332446996625387,0.11818421231463712
52,Portas Fronhas,São Brás,562.21,2253,2887,5141,0,0,0,100,102,202,0.0908857981740636,0.11415536392680044,0.10263577692049508
53,São Brás,Póvoa de Varzim,624.94,2185,2754,4939,0,0,0,102,102,204,0.08639273260053729,0.1088709677420079,0.0976318501712726
55,Fonte do Cuco,Cândido dos Reis,913.51,4363,5929,10293,2,3,5,90,89,179,0.19178113407613803,0.260996162141689,0.22636429377110018
56,Cândido dos Reis,Pias,916.73,4144,5709,9854,2,3,5,90,89,179,0.18214639506059305,0.25131711158983583,0.21670741457907464
57,Pias,Araújo,1258.13,3940,5549,9490,2,3,5,91,79,170,0.17131852184645266,0.2741970995511432,0.21947445183588227
58,Araújo,Custió,651.69,3822,5370,9192,2,3,5,91,88,179,0.16618313181078748,0.23899743665882528,0.20216754108561824
59,Custió,Parque de Maia,1418.51,3590,5114,8705,2,2,4,92,90,182,0.15445173303592055,0.22481401015417465,0.189253527144497
60,Parque de Maia,Forum,824.81,3305,4497,7803,1,2,3,89,90,179,0.14832254224703523,0.19767155733308261,0.17325124542726944
61,Forum,Zona Industrial,1119.4,1266,1705,2972,0,1,1,56,45,101,0.09121274436501214,0.14990508516660495,0.1176410244852987
62,Zona Industrial,Mandim,1194.23,1197,1617,2815,0,1,1,46,45,91,0.10496277569075003,0.1422164071570276,0.12356343016583665
63,Mandim,Castêlo da Maia,1468.1,1139,1557,2697,0,1,1,46,45,91,0.09987033188248239,0.13692962355664012,0.11837395293608223
64,Castêlo da Maia,ISMAI,702.48,606,762,1368,0,1,1,46,45,91,0.05318309364189231,0.06698312236317289,0.060073416971127204
65,Santo Ovídio,D. João II,463.71,7129,5100,12230,390,394,784,0,0,0,0.0846391263052697,0.059928017416747116,0.07222053331792543
66,D. João II,João de Deus,716.25,9574,7741,17315,390,390,780,0,0,0,0.11365918611589612,0.09189350537092689,0.10277634574341152
67,João de Deus,C.M.Gaia,405.01,15337,12575,27913,392,388,780,0,0,0,0.18114527181287127,0.15005173344968906,0.16567822965272422
68,C.M.Gaia,General Torres,488.39,17919,14009,31928,388,386,774,0,0,0,0.2138164162363217,0.16802272264129509,0.19097873441761334
69,General Torres,Jardim do Morro,419.98,19082,15055,34138,388,390,778,0,0,0,0.22769475505491943,0.17872418011220004,0.20314652339982872
70,Jardim do Morro,São Bento,795.7,19463,16774,36237,368,374,742,0,0,0,0.24485591973362453,0.20764097863579065,0.2260979844632878
71,São Bento,Aliados,443.38,22547,24848,47395,400,412,812,0,0,0,0.26096640002409666,0.2792196118795811,0.2702278819015099
72,Aliados,Trindade,450.27,24010,27970,51980,402,408,810,0,0,0,0.27651292005944733,0.3173870695404821,0.2971013805387833
73,Trindade,Faria Guimaraes,555.34,18575,22120,40695,404,400,804,0,0,0,0.21286299156620447,0.2560230384037283,0.23433565168437553
74,Faria Guimaraes,Marques,621.04,17316,20653,37970,404,404,808,0,0,0,0.19844282645823802,0.2366828400741705,0.21756283326620426
75,Marques,Combatentes,702.75,13786,15588,29374,406,404,810,0,0,0,0.15720754141294424,0.17863156319595747,0.1678931028948422
76,Combatentes,Salgueiros,471.25,11891,13300,25191,408,404,812,0,0,0,0.1349312129946435,0.15241568400068425,0.1436303832981416
77,Salgueiros,Polo Universitario,775.36,10607,11707,22314,402,416,818,0,0,0,0.12216559217004518,0.130286997287526,0.12629579330558555
78,Polo Universitario,I.P.O.,827.64,8487,9955,18442,402,402,804,0,0,0,0.09774893926069439,0.11464860955011759,0.106198774405406
79,I.P.O.,Hospital São João,351.77,3788,5134,8923,404,404,808,0,0,0,0.043410490255710414,0.05884442610904528,0.05112745818237785
80,Verdes (E) ,Botica,683.54,2771,4984,7755,113,135,248,0,0,0,0.11355644777358835,0.17091933808584106,0.1447822146774356
81,Botica,Aeroporto,649.66,2590,4684,7274,106,115,221,0,0,0,0.11315367487903902,0.18856682769731264,0.15239581322338955
82,Sra da Hora,Fonte do Cuco,687.03,13547,17555,31102,138,138,276,194,193,194,0.18291906306612407,0.23698352278954873,0.2099167209482077
