,A,B,Distance,PassagersAtoB,PassagersBtoA,PassagersTotal,EurotramAtoB,EurotamBtoA,EurotramTotal,TraintramAtoB,TraintramBtoA,TraintramTotal,OccupancyAtoB,OccupancyBtoA,OccupancyTotal
3,Fânzeres,Venda Nova,440.45,1205,1159,2365,104,91,195,0,0,0,0.05368589743581463,0.05901045090627933,0.05617068905536482
4,Venda Nova,Carreira,583.47,1997,1901,3898,105,91,196,0,0,0,0.08806760165804578,0.09673136711142617,0.0920900641899724
5,Carreira,Baguim,786.02,2601,2325,4927,104,91,195,0,0,0,0.11580708332106815,0.11831044442281716,0.11697531850188435
6,Baguim,Campainha,751.7,3219,2501,5721,101,91,192,0,0,0,0.1475883819490651,0.12728226997347078,0.13796413096063237
7,Campainha,Rio Tinto,859.99,4197,3038,7235,104,87,191,0,0,0,0.186835221574379,0.16170743125861925,0.17538957886510625
8,Rio Tinto,Levada,452.83,4870,3523,8394,104,91,195,0,0,0,0.21682636917555076,0.17926549153524407,0.19929795961007432
9,Levada,Nau Vitória,1111.62,6226,4664,10891,105,92,197,0,0,0,0.27455518058749706,0.2347257426225313,0.2559546308779699
10,Nau Vitória,Nasoni,499.02,6441,4751,11192,105,92,197,0,0,0,0.28400816238662113,0.2391066250474778,0.2630389165226557
11,Nasoni,Contumil,650.0,6573,4819,11392,117,95,212,0,0,0,0.2601163191942556,0.23485685479855392,0.24879721958297418
12,Contumil,Estádio do Dragão,619.19,7711,5704,13415,117,92,209,0,0,0,0.3051214318921991,0.287079611669965,0.29717957801446926
13,Estádio do Dragão,Campanhã,1166.02,14132,10129,24261,236,210,446,102,100,202,0.1852873743245741,0.14437748220807084,0.16568620770188322
14,Campanhã,Heroismo,950.92,25274,18667,43942,239,217,456,191,189,380,0.25532114886340085,0.1991332722177907,0.22799217914178124
15,Heroismo,24 de Agosto,571.9,26769,20413,47182,226,215,441,201,191,392,0.2713169206715521,0.21760467738836523,0.24513836941261993
16,24 de Agosto,Bolhão,680.44,33102,25045,58148,217,215,432,201,189,390,0.34225073656741606,0.26841042446895547,0.30599270001288026
17,Bolhão,Trindade,451.8,39129,33085,72214,218,214,432,192,192,384,0.4131726862186115,0.3525771027385025,0.3830137336464085
18,Trindade,Lapa,857.4300000000001,43777,48226,92004,298,277,575,191,194,385,0.39179571515610767,0.4467774101650955,0.4188120301872902
19,Lapa,Carolina Michaelis,460.97,40953,48206,89159,300,281,581,191,189,380,0.36510440127620164,0.4481513510021897,0.40575861491495485
20,Carolina Michaelis,Casa da Música,627.48,38939,46611,85550,301,280,581,185,190,375,0.3511310710587251,0.4331931813057308,0.39154317499919916
21,Casa da Música,Francos,871.87,36031,40159,76191,297,276,573,190,197,387,0.323817238769173,0.3702316978516565,0.34672875947324294
22,Francos,Ramalde,965.03,33837,37496,71333,318,270,588,192,200,392,0.2909372644556258,0.34744525565583495,0.31813480981351155
23,Ramalde,Viso,621.15,32576,35685,68261,315,286,601,193,194,387,0.28106267613331376,0.3247434591780067,0.3023211524620376
24,Viso,Sete Bicas,743.81,31573,33570,65144,315,302,617,190,190,380,0.2741702951922247,0.29879881872179664,0.28633257180002764
25,Sete Bicas,Sra da Hora,674.5,27500,32268,59769,313,304,617,186,184,370,0.24178986269979455,0.28993664045823525,0.2656022261743378
26,Sra da Hora,Vasco da Gama,824.48,13348,11042,24391,173,164,337,0,0,0,0.3572209296610896,0.31173552471858007,0.3350855990659217
27,Vasco da Gama,Estádio do Mar,661.6,13305,10426,23731,166,166,332,0,0,0,0.3710729081954644,0.29079581740537475,0.3309343628004196
28,Estádio do Mar,Pedro Hispano,786.97,13223,10347,23570,162,163,325,0,0,0,0.3778928001918371,0.2938832864605267,0.3357587979204414
29,Pedro Hispano,Parque de Real,656.68,12355,9623,21978,161,163,324,0,0,0,0.3552800281171289,0.2733317118361548,0.31405294307454007
30,Parque de Real,C. Matosinhos,723.67,12051,9196,21248,162,162,324,0,0,0,0.34441441227760095,0.26282399016543573,0.3036192012215183
31,C. Matosinhos,Matosinhos Sul,616.61,9938,7191,17130,161,162,323,0,0,0,0.2857921419153446,0.20552982970950381,0.2455367407470901
32,Matosinhos Sul,Brito Capelo,535.72,3664,3514,7178,160,168,328,0,0,0,0.10604129740512912,0.09683897748831315,0.10132791403310143
33,Brito Capelo,Mercado,487.53,1691,2150,3842,165,176,341,0,0,0,0.047455227690038196,0.05657390753121112,0.0521616430919339
34,Mercado,Sr. de Matosinhos,708.96,408,527,936,165,177,342,0,0,0,0.011475043537355414,0.013810420590038779,0.012683703590937154
35,Sra da Hora,Fonte do Cuco,687.03,10602,16144,26746,132,138,270,101,102,203,0.19796087946057642,0.2929738568855971,0.24614238490882365
36,Fonte do Cuco,Custoias,689.2,10170,15661,25832,137,138,275,101,103,204,0.1861417991905004,0.28293860696812184,0.23485349553302443
37,Custoias,Esposade,1779.24,9907,15347,25254,137,138,275,101,102,203,0.18131411140218984,0.2785191200774785,0.23012210817689374
38,Esposade,Crestins,2035.56,9832,15252,25085,137,127,264,102,101,203,0.17914288285603222,0.29063512538436503,0.233638755815265
39,Crestins,Verdes,591.8199999999999,9781,15045,24827,137,125,262,102,101,203,0.17820446706590248,0.28907704067270457,0.23216848022411704
40,Verdes,Pedras Rubras,960.78,7165,8638,15804,0,0,0,102,101,203,0.2832770264909167,0.34487905681940023,0.3139263125164184
41,Pedras Rubras,Lidador,1147.58,6603,7622,14226,0,0,0,102,101,203,0.2610663233707489,0.3043030180568333,0.28257817639190425
42,Lidador,Vilar do Pinheiro,1987.51,6468,7295,13764,0,0,0,102,99,201,0.25573002396876215,0.29714332261338944,0.27612761882357856
43,Vilar do Pinheiro,Modivas Sul,2037.38,6401,7077,13479,0,0,0,102,96,198,0.2530592314497541,0.297289731262261,0.27450432226793925
44,Modivas Sul,Modivas Centro,1051.08,6371,6997,13369,0,0,0,102,101,203,0.2518886079217021,0.2793698845693292,0.26556155837199935
45,Modivas Centro,Modivas Norte,852.51,6345,6902,13247,0,0,0,102,110,212,0.2508523840840895,0.25301659812547717,0.2519753253319793
46,Modivas Norte,Mindelo,1834.12,5339,6547,11886,0,0,0,104,111,215,0.20700397256600597,0.2378521479746728,0.22293023987001537
47,Mindelo,Espaço Natureza,776.86,5272,6248,11520,0,0,0,104,101,205,0.20441508882857395,0.2494462603352922,0.22660117820505465
48,Espaço Natureza,Varziela,1539.0,5227,6221,11449,0,0,0,104,101,205,0.20267172369617273,0.24839449908408184,0.22519855449704504
49,Varziela,Árvore,858.71,5029,5809,10838,0,0,0,106,101,207,0.19130871139637487,0.23194192678825912,0.2111345797759899
50,Árvore,Azurara,664.57,4995,5755,10751,0,0,0,105,101,206,0.1918352655772171,0.22979630937421233,0.2104472336524429
51,Azurara,Santa Clara,1218.09,5001,5708,10710,0,0,0,108,101,209,0.18674241924142876,0.22790530712246035,0.20663453252364977
52,Santa Clara,Vila do Conde,670.57,4776,5396,10173,0,0,0,105,102,207,0.18342306618657256,0.2133458161316124,0.19816760963775162
53,Vila do Conde,Alto de Pega,730.41,3770,4235,8005,0,0,0,96,90,186,0.15836189851704602,0.18976004584731557,0.17355455045104742
54,Alto de Pega,Portas Fronhas,671.05,3666,4111,7777,0,0,0,89,90,179,0.16613025564634223,0.18418531396782606,0.1752082179308872
55,Portas Fronhas,São Brás,562.21,3232,3384,6616,0,0,0,86,90,176,0.1515403008982435,0.15163173534070826,0.15158705714723117
56,São Brás,Póvoa de Varzim,624.94,3154,3216,6370,0,0,0,90,90,180,0.14134993717407657,0.14408602150544553,0.14271797933976105
57,Sra da Hora,Fonte do Cuco,685.98,6411,8801,15212,1,4,5,89,88,177,0.28766559550365506,0.38791799670984295,0.3382376000964599
58,Fonte do Cuco,Cândido dos Reis,913.51,6082,8691,14774,1,4,5,91,88,179,0.26696457355377773,0.3831040644556069,0.32491172277925057
59,Cândido dos Reis,Pias,916.73,5780,8343,14124,1,4,5,91,88,179,0.25372370727030225,0.36776825397610335,0.3106255958096499
60,Pias,Araújo,1258.13,5567,7987,13554,1,4,5,91,90,181,0.2443451206277723,0.34453052135742873,0.2948737129205924
61,Araújo,Custió,651.69,5415,7673,13088,1,4,5,90,88,178,0.240312470316827,0.33819772011288834,0.2894195936887764
62,Custió,Parque de Maia,1418.51,5209,7142,12351,1,3,4,90,89,179,0.2311491917565179,0.3143626975868417,0.2729251077116389
63,Parque de Maia,Forum,824.81,4694,6243,10938,2,3,5,90,89,179,0.20634957301333084,0.27480373000368735,0.24055256489450827
64,Forum,Zona Industrial,1119.4,1895,2736,4632,0,1,1,58,55,113,0.13180523332276786,0.19752424417797101,0.1640503683939327
65,Zona Industrial,Mandim,1194.23,1744,2615,4359,0,1,1,56,55,111,0.125584239097732,0.18874024966005187,0.15712582222747193
66,Mandim,Castêlo da Maia,1468.1,1604,2480,4085,0,1,1,56,55,111,0.11556439695313342,0.1790558763093822,0.14727352101455868
67,Castêlo da Maia,ISMAI,702.48,876,1266,2142,0,1,1,56,57,113,0.06312580398929314,0.0882107023414537,0.0758743330668501
68,Santo Ovídio,D. João II,463.71,8869,5655,14525,396,394,790,0,0,0,0.10369902730942536,0.06645540773810363,0.08512436134600668
69,D. João II,João de Deus,716.25,12409,8529,20938,396,396,792,0,0,0,0.14507567469355098,0.09972063849626528,0.12239815659490813
70,João de Deus,C.M.Gaia,405.01,19522,14257,33779,396,390,786,0,0,0,0.22823472737340256,0.16924842203953636,0.19896671327644602
71,C.M.Gaia,General Torres,488.39,22165,15981,38146,394,396,790,0,0,0,0.2604474768878386,0.1868406984195753,0.22355091451640535
72,General Torres,Jardim do Morro,419.98,23743,17154,40897,394,402,796,0,0,0,0.2789900243166847,0.19756090498026369,0.2378662730940198
73,Jardim do Morro,São Bento,795.7,24404,18677,43081,384,384,768,0,0,0,0.29422798551749524,0.22518035089743926,0.2597041682074673
74,São Bento,Aliados,443.38,28001,25979,53980,406,410,816,0,0,0,0.31929981501807353,0.29335534034793026,0.30626398828430057
75,Aliados,Trindade,450.27,30009,28704,58713,402,408,810,0,0,0,0.3456026366433899,0.3257131854571254,0.33558424641623447
76,Trindade,Faria Guimaraes,555.34,23576,22768,46344,396,404,800,0,0,0,0.2756289848638466,0.26091007227219315,0.26819593400506164
77,Faria Guimaraes,Marques,621.04,22049,21635,43685,398,406,804,0,0,0,0.2564862071514812,0.2467115284625281,0.251550237564771
78,Marques,Combatentes,702.75,17171,16421,33593,396,404,800,0,0,0,0.2007545249792633,0.18818003436279815,0.1944044072179484
79,Combatentes,Salgueiros,471.25,14897,13894,28792,390,400,790,0,0,0,0.17684938887070406,0.16082108061079436,0.16873378975176245
80,Salgueiros,Polo Universitario,775.36,13156,12211,25368,404,406,810,0,0,0,0.15076539976612605,0.13925372554795318,0.1449953507135604
81,Polo Universitario,I.P.O.,827.64,10650,10512,21162,396,410,806,0,0,0,0.12451679903952936,0.11870172362951201,0.12155875819820541
82,I.P.O.,Hospital São João,351.77,4853,6078,10932,404,404,808,0,0,0,0.055622165953196495,0.06966217455037985,0.06264217025178817
83,Verdes (E) ,Botica,683.54,2879,6747,9627,135,125,260,0,0,0,0.09876058479136424,0.249896816731831,0.17142223476274251
84,Botica,Aeroporto,649.66,2635,6451,9087,135,142,277,0,0,0,0.0903849412442621,0.21035472091808302,0.15188569472326058
