,A,B,Distance,PassagersAtoB,PassagersBtoA,PassagersTotal,EurotramAtoB,EurotamBtoA,EurotramTotal,TraintramAtoB,TraintramBtoA,TraintramTotal,OccupancyAtoB,OccupancyBtoA,OccupancyTotal
3,Fânzeres,Venda Nova,440.45,810,856,1667,118,131,249,0,0,0,0.03181889516628483,0.030269605640325548,0.031003807102426735
4,Venda Nova,Carreira,583.47,1331,1553,2884,117,131,248,0,0,0,0.05268224442338131,0.054898557539542356,0.05385295820651477
5,Carreira,Baguim,786.02,1673,1939,3613,131,131,262,0,0,0,0.059159478094575536,0.0685468643732521,0.06385317123391382
6,Baguim,Campainha,751.7,1990,2289,4280,134,131,265,0,0,0,0.06878523542195077,0.08089985684363125,0.07477397280398905
7,Campainha,Rio Tinto,859.99,2647,2884,5531,131,136,267,0,0,0,0.09355751822185467,0.09819475060080372,0.09591955419015831
8,Rio Tinto,Levada,452.83,3048,3376,6425,131,131,262,0,0,0,0.10772930924694117,0.11934401613517263,0.11353666269105689
9,Levada,Nau Vitória,1111.62,3975,4310,8285,131,130,261,0,0,0,0.1404795655126501,0.15352018501307774,0.14697489323316962
10,Nau Vitória,Nasoni,499.02,4109,4392,8502,132,131,263,0,0,0,0.1441455723647047,0.15524876903523696,0.14967606196105349
11,Nasoni,Contumil,650.0,4209,4470,8680,121,117,238,0,0,0,0.16106899976508074,0.17690526291273664,0.16885405349733174
12,Contumil,Estádio do Dragão,619.19,5012,5445,10457,123,121,244,0,0,0,0.1886506356796935,0.20836297120113184,0.19842601518007894
13,Estádio do Dragão,Campanhã,1166.02,9904,9958,19862,220,222,442,92,102,194,0.1408121998791285,0.13595401420775613,0.13833384307017565
14,Campanhã,Heroismo,950.92,17401,18462,35863,220,219,439,182,193,375,0.18780238648939138,0.19399424201055915,0.19093971987723582
15,Heroismo,24 de Agosto,571.9,19301,19803,39104,229,221,450,172,190,362,0.2095266362232299,0.20877207243190776,0.2091438336015584
16,24 de Agosto,Bolhão,680.44,25835,23500,49336,229,222,451,172,192,364,0.2804574042383986,0.245903347798011,0.2628629812284301
17,Bolhão,Trindade,451.8,31948,30193,62141,227,224,451,176,186,362,0.34471310840299624,0.3194718218548064,0.3319689501363902
18,Trindade,Lapa,857.4300000000001,38008,41816,79825,282,290,572,182,187,369,0.3584108037825992,0.3835854152987443,0.37117182119622527
19,Lapa,Carolina Michaelis,460.97,35769,41493,77262,288,280,568,181,192,373,0.33399087927748067,0.3838565670201494,0.3590395863959215
