,A,B,Distance,PassagersAtoB,PassagersBtoA,PassagersTotal,EurotramAtoB,EurotramBtoA,EurotramTotal,TraintramAtoB,TraintramBtoA,TraintramTotal,OccupancyAtoB,OccupancyBtoA,OccupancyTotal
0,Fânzeres,Venda Nova,440.45,859,4053,4913,197,190,387,0,0,0,0.02021056589574947,0.09877844086738538,0.058783941204821374
1,Venda Nova,Carreira,583.47,1241,7256,8498,197,199,396,0,0,0,0.029187664491614963,0.1688218528438293,0.09935737025447017
2,Carreira,Baguim,786.02,1532,9670,11202,194,194,388,0,0,0,0.036560885494453764,0.23078245775149253,0.13367167162297314
3,Baguim,Campainha,751.7,1801,11201,13002,194,196,390,0,0,0,0.04298467596535127,0.26458208804411054,0.15435158049724054
4,Campainha,Rio Tinto,859.99,2296,13612,15909,186,197,383,0,0,0,0.05716414849414408,0.3199058923981136,0.1923080742097629
5,Rio Tinto,Levada,452.83,2622,15528,18151,186,197,383,0,0,0,0.06527280353198069,0.3649406163518801,0.21941003362472264
6,Levada,Nau Vitória,1111.62,4169,18863,23033,189,197,386,0,0,0,0.10212490496938739,0.4433163135017642,0.27625627150016
7,Nau Vitória,Nasoni,499.02,4307,19115,23422,189,197,386,0,0,0,0.10551562212539824,0.44922186228034267,0.2809304648987766
8,Nasoni,Contumil,650.0,4407,19354,23762,202,200,402,0,0,0,0.10101382892419408,0.4480317086264408,0.2736595402188442
9,Contumil,Estádio do Dragão,619.19,5132,21522,26654,187,200,387,0,0,0,0.12705745546385713,0.4982016408665012,0.31886323603369904
10,Estádio do Dragão,Campanhã,1166.02,12027,30368,42396,290,305,595,184,176,360,0.1110903625509043,0.27726289240814506,0.19465576590353914
11,Campanhã,Heroismo,950.92,23997,58995,82992,367,378,745,297,291,588,0.15691729622638453,0.38354865894255147,0.27056101766038143
12,Heroismo,24 de Agosto,571.9,26045,60981,87026,359,382,741,296,291,587,0.17254107222623188,0.3942403228507393,0.28474280531242313
13,24 de Agosto,Bolhão,680.44,37436,67071,104507,352,382,734,310,300,610,0.24482593898725416,0.4274434352332396,0.33731353378607565
14,Bolhão,Trindade,451.8,55150,72336,127486,350,384,734,313,292,605,0.3599309375319832,0.4656041265913745,0.4131332638102965
15,Trindade,Lapa,857.4300000000001,80333,101417,181750,401,438,839,313,290,603,0.4891241228066324,0.609010121211285,0.5494817618234961
16,Lapa,Carolina Michaelis,460.97,73835,101654,175490,403,439,842,313,294,607,0.4483811779017167,0.6060375909777146,0.5279359903722817
17,Carolina Michaelis,Casa da Música,627.48,72646,95927,168573,401,432,833,313,302,615,0.44232029192476285,0.5702897929758245,0.5070687453153592
18,Casa da Música,Francos,871.87,75683,73717,149400,401,425,826,317,307,624,0.4580436323792499,0.4389607632707699,0.4484247592983967
19,Francos,Ramalde,965.03,73514,67457,140971,384,429,813,335,307,642,0.4427962296974703,0.3996273988892405,0.4210328595674044
20,Ramalde,Viso,621.15,70142,64656,134798,386,415,801,334,307,641,0.4220154924465527,0.3900241383150165,0.4060406300359861
21,Viso,Sete Bicas,743.81,68730,59485,128216,387,421,808,333,311,644,0.41360039625019357,0.3539484172598181,0.3836059306056314
22,Sete Bicas,Sra da Hora,674.5,64432,51877,116310,392,425,817,329,311,640,0.3875302122244966,0.3071012231540555,0.3469961056059273
23,Sra da Hora,Vasco da Gama,824.48,17879,29577,47457,236,248,484,0,0,0,0.35074567202169754,0.5521528837554973,0.4539460615051321
24,Vasco da Gama,Estádio do Mar,661.6,15711,29967,45678,242,243,485,0,0,0,0.3005625083160152,0.570942213100692,0.4360311026720492
25,Estádio do Mar,Pedro Hispano,786.97,14834,30229,45063,238,237,475,0,0,0,0.2885587697313779,0.590513633479205,0.4392183543802937
26,Pedro Hispano,Parque de Real,656.68,13488,29535,43023,234,239,473,0,0,0,0.2668606556118083,0.5721285836561218,0.42110808648409354
27,Parque de Real,C. Matosinhos,723.67,12412,29000,41412,234,240,474,0,0,0,0.24557296227890207,0.5594145438698516,0.40448009219837017
28,C. Matosinhos,Matosinhos Sul,616.61,9322,24075,33397,246,240,486,0,0,0,0.17545004665423541,0.4644149812178991,0.318148779772094
29,Matosinhos Sul,Brito Capelo,535.72,4630,8593,13224,239,245,484,0,0,0,0.08970466654403883,0.16239091842415673,0.12649832710318942
30,Brito Capelo,Mercado,487.53,2587,3787,6375,235,237,472,0,0,0,0.050971178362726036,0.07399193444648666,0.0625303291929194
31,Mercado,Sr. de Matosinhos,708.96,765,1014,1780,234,237,471,0,0,0,0.015143707343747264,0.019827316768176412,0.017500428009542823
33,Fonte do Cuco,Custoias,689.2,23876,18282,42158,110,111,221,182,193,375,0.34655619419475303,0.25448704854259346,0.29955864258286163
34,Custoias,Esposade,1779.24,23201,17974,41176,110,111,221,183,183,366,0.33555569780930067,0.25915080953840786,0.2972936761314493
35,Esposade,Crestins,2035.56,22816,17851,40668,108,110,218,194,183,377,0.31937847459092106,0.2581846396543342,0.289281262085548
36,Crestins,Verdes,591.8199999999999,22422,17293,39715,108,108,216,182,183,365,0.32750701865404463,0.25167862934946184,0.28952427906478345
37,Verdes,Pedras Rubras,960.78,19476,11120,30597,0,0,0,182,183,365,0.43151777614157505,0.24504186934012848,0.33802437629317855
38,Pedras Rubras,Lidador,1147.58,17476,9721,27197,0,0,0,182,183,365,0.3871974448790015,0.2142009326540889,0.30046220724294936
39,Lidador,Vilar do Pinheiro,1987.51,16729,9360,26090,0,0,0,180,190,370,0.37477451134123996,0.19865026140690423,0.284332328942527
40,Vilar do Pinheiro,Modivas Sul,2037.38,16187,9035,25223,0,0,0,178,180,358,0.3667028198261318,0.2024047146796168,0.28409483399827506
41,Modivas Sul,Modivas Centro,1051.08,16046,9005,25051,0,0,0,180,182,362,0.3594545926797787,0.1995124488249753,0.27904169162570625
42,Modivas Centro,Modivas Norte,852.51,15826,8979,24806,0,0,0,174,186,360,0.3667699940114173,0.1946730932740832,0.2778532619637947
43,Modivas Norte,Mindelo,1834.12,14639,7482,22122,0,0,0,170,182,352,0.3472455817319881,0.16576934428307336,0.25341411805101516
44,Mindelo,Espaço Natureza,776.86,13650,7046,20696,0,0,0,178,182,360,0.30922140291067607,0.15610846713722543,0.23181430760298713
45,Espaço Natureza,Varziela,1539.0,13721,6779,20501,0,0,0,175,182,357,0.3161723873703698,0.1502094748803944,0.2315638437480294
46,Varziela,Árvore,858.71,12971,6324,19295,0,0,0,183,182,365,0.28581241068761526,0.14011415992501614,0.213162871951196
47,Árvore,Azurara,664.57,12891,6292,19183,0,0,0,183,182,365,0.28405148485433634,0.13940661096469906,0.2119271915723802
48,Azurara,Santa Clara,1218.09,12743,6124,18867,0,0,0,175,184,359,0.2936194961253327,0.13421329404619012,0.21191826720454657
49,Santa Clara,Vila do Conde,670.57,12229,5776,18005,0,0,0,175,184,359,0.28178530014229913,0.12658736402048987,0.20224095405201245
50,Vila do Conde,Alto de Pega,730.41,9266,4321,13588,0,0,0,181,184,365,0.20644260496321876,0.09470993736565532,0.15011709581814567
51,Alto de Pega,Portas Fronhas,671.05,8887,4204,13091,0,0,0,191,184,375,0.1876248843860871,0.09213666728436772,0.14077199919484346
52,Portas Fronhas,São Brás,562.21,6397,3663,10060,0,0,0,179,182,361,0.14411915460469352,0.08115669928753687,0.1123763100957669
53,São Brás,Póvoa de Varzim,624.94,6004,3542,9546,0,0,0,179,180,359,0.1352564998010729,0.07934587813629404,0.10722331902207514
55,Fonte do Cuco,Cândido dos Reis,913.51,20671,12588,33260,42,64,106,141,121,262,0.4693898154235432,0.28719309984849717,0.378507094681038
56,Cândido dos Reis,Pias,916.73,19639,12292,31931,42,64,106,142,120,262,0.44344462458271267,0.28203380374529013,0.36338579793283304
57,Pias,Araújo,1258.13,18778,12124,30903,42,64,106,140,120,260,0.4288218976461238,0.2781906040599655,0.35368554098457916
58,Araújo,Custió,651.69,18122,11922,30044,44,64,108,139,120,259,0.41209797129249487,0.27354445969742575,0.3431313626885719
59,Custió,Parque de Maia,1418.51,16693,11879,28572,55,81,136,132,103,235,0.37414863276987465,0.27601809033319935,0.3259655244090721
60,Parque de Maia,Forum,824.81,13209,10794,24004,60,80,140,118,100,218,0.31284125357643344,0.2565349467782037,0.28473618869138045
61,Forum,Zona Industrial,1119.4,5454,5270,10725,21,41,62,66,45,111,0.2609394162837936,0.2633223602250375,0.26210503226443727
62,Zona Industrial,Mandim,1194.23,5328,3564,8893,19,41,60,66,45,111,0.2603013860703904,0.1781034439766106,0.21966529614376776
63,Mandim,Castêlo da Maia,1468.1,5197,2010,7207,21,24,45,66,67,133,0.24863187154210348,0.09221385206535126,0.1687819084334205
64,Castêlo da Maia,ISMAI,702.48,2740,1102,3842,15,24,39,66,67,133,0.13977351433364016,0.05055045871594378,0.09280040255654924
65,Santo Ovídio,D. João II,463.71,6568,15384,21953,396,398,794,0,0,0,0.07679807332528296,0.17895745773152352,0.12800642974050178
66,D. João II,João de Deus,716.25,10467,24034,34502,396,394,790,0,0,0,0.1223791970692487,0.2824115607126442,0.20219280627873965
67,João de Deus,C.M.Gaia,405.01,19784,37554,57338,396,396,792,0,0,0,0.23130334783102238,0.439043522607095,0.3351734352190587
68,C.M.Gaia,General Torres,488.39,22962,42453,65416,398,396,794,0,0,0,0.2671058056881401,0.4963265898076881,0.38142750658403557
69,General Torres,Jardim do Morro,419.98,25096,48284,73381,398,402,800,0,0,0,0.2919283178131661,0.5560695128095521,0.42465926829885003
70,Jardim do Morro,São Bento,795.7,27279,50767,78047,382,384,766,0,0,0,0.3306107664304769,0.6120724327549256,0.4717090430213232
71,São Bento,Aliados,443.38,38157,57862,96019,402,402,804,0,0,0,0.4394400387526699,0.6663677997768911,0.5529039192647806
72,Aliados,Trindade,450.27,44677,57899,102576,404,402,806,0,0,0,0.5119851505115707,0.6667944357080934,0.5891977220363872
73,Trindade,Faria Guimaraes,555.34,38474,35722,74197,418,408,826,0,0,0,0.4261327041114499,0.4053476132671576,0.41586597643049195
74,Faria Guimaraes,Marques,621.04,36483,33241,69725,410,404,814,0,0,0,0.4119669145660794,0.3809275067748706,0.3965616065222854
75,Marques,Combatentes,702.75,29240,24892,54133,410,404,814,0,0,0,0.33018290798254973,0.28526053159561404,0.3078872813728175
76,Combatentes,Salgueiros,471.25,23816,20947,44764,408,404,812,0,0,0,0.27025142123124724,0.24004747956760103,0.2552238443444085
77,Salgueiros,Polo Universitario,775.36,19951,19283,39235,412,404,816,0,0,0,0.22419706165291048,0.22098386419058355,0.22260621388969962
78,Polo Universitario,I.P.O.,827.64,15381,13804,29185,406,404,810,0,0,0,0.17539724565075926,0.15818738652107792,0.16681356282558485
79,I.P.O.,Hospital São João,351.77,9169,6699,15869,408,402,810,0,0,0,0.10404879577585695,0.0771604938267613,0.0907042311048243
80,Verdes (E) ,Botica,683.54,3149,6206,9356,108,110,218,0,0,0,0.13502698103730365,0.2612233538456792,0.19870404988556653
81,Botica,Aeroporto,649.66,2652,4928,7580,108,110,218,0,0,0,0.11371488767122434,0.2074074074074781,0.16099092973997625
82,Sra da Hora,Fonte do Cuco,687.03,46731,30835,77567,158,175,333,321,318,321,0.427268007695388,0.26892127357354767,0.3476395044123588
