,A,B,Distance,PassagersAtoB,PassagersBtoA,PassagersTotal,EurotramAtoB,EurotamBtoA,EurotramTotal,TraintramAtoB,TraintramBtoA,TraintramTotal,OccupancyAtoB,OccupancyBtoA,OccupancyTotal
3,Fânzeres,Venda Nova,440.45,416,1945,2361,139,138,277,0,0,0,0.013855582200905946,0.06526746460299854,0.03946872217017951
4,Venda Nova,Carreira,583.47,657,3592,4250,139,138,277,0,0,0,0.02189447162070048,0.12053648341119141,0.07103742334303892
5,Carreira,Baguim,786.02,863,4929,5793,139,138,277,0,0,0,0.028749358436105016,0.16538849046119028,0.09682228341611139
6,Baguim,Campainha,751.7,1056,5606,6662,139,138,277,0,0,0,0.03517266583699393,0.18807383123968943,0.11134725365494332
7,Campainha,Rio Tinto,859.99,1495,7111,8606,135,131,266,0,0,0,0.051291293709718515,0.2513154028356171,0.14979940760254826
8,Rio Tinto,Levada,452.83,1767,8294,10061,135,132,267,0,0,0,0.06061501910051438,0.29090980600753985,0.17446862161634719
9,Levada,Nau Vitória,1111.62,2426,10093,12519,135,138,273,0,0,0,0.08319855982652954,0.33861304815892523,0.21230918030224605
10,Nau Vitória,Nasoni,499.02,2739,10285,13024,135,138,273,0,0,0,0.09393424855240191,0.34504462964785754,0.22086916646878607
11,Nasoni,Contumil,650.0,2921,10405,13326,135,138,273,0,0,0,0.10018235703759382,0.3490895176111665,0.2260035590857734
12,Contumil,Estádio do Dragão,619.19,3708,12021,15730,135,139,274,0,0,0,0.1271867114814655,0.40039219678077054,0.26578365475374066
13,Estádio do Dragão,Campanhã,1166.02,8609,18556,27166,214,229,443,157,155,312,0.1011000830324888,0.21109844791432286,0.1569712998457645
14,Campanhã,Heroismo,950.92,15814,39780,55595,263,291,554,275,242,517,0.1265056565523419,0.3237592002260326,0.22428255431849375
15,Heroismo,24 de Agosto,571.9,18151,41789,59940,256,289,545,275,242,517,0.14697924163989434,0.34130280844366895,0.2437238317749464
16,24 de Agosto,Bolhão,680.44,27684,47898,75582,265,285,550,275,242,517,0.22069622885958207,0.3939789972021403,0.30598230686268657
17,Bolhão,Trindade,451.8,40864,53643,94508,267,289,556,275,242,517,0.32465272341514934,0.43812008822627974,0.380602271352723
18,Trindade,Lapa,857.4300000000001,56021,71156,127177,288,293,581,248,237,485,0.4528367449615887,0.5829419837042538,0.5174531674840672
19,Lapa,Carolina Michaelis,460.97,56223,69237,125460,300,293,593,236,241,477,0.4558830492199338,0.5626474438170813,0.5092063142921243
