,A,B,Distance,PassagersAtoB,PassagersBtoA,PassagersTotal,EurotramAtoB,EurotramBtoA,EurotramTotal,TraintramAtoB,TraintramBtoA,TraintramTotal,OccupancyAtoB,OccupancyBtoA,OccupancyTotal
0,Fânzeres,Venda Nova,440.45,246,1030,1277,137,137,274,0,0,0,0.00834685050013517,0.03481350139270014,0.021580175946417653
1,Venda Nova,Carreira,583.47,457,1896,2353,137,137,274,0,0,0,0.015453088817261703,0.06408265703219318,0.039767872924727436
2,Carreira,Baguim,786.02,670,2666,3337,137,137,274,0,0,0,0.02265819585679104,0.09011852238866189,0.05638835912272646
3,Baguim,Campainha,751.7,807,3025,3832,135,125,260,0,0,0,0.02768114598792652,0.11204957774267497,0.06824289202386327
4,Campainha,Rio Tinto,859.99,1273,3742,5016,140,136,276,0,0,0,0.042111168286394336,0.12740477645184856,0.0841399027447341
5,Rio Tinto,Levada,452.83,1513,4460,5974,140,138,278,0,0,0,0.05004513780231219,0.14965369065793777,0.09949111008316229
6,Levada,Nau Vitória,1111.62,2008,5600,7608,140,138,278,0,0,0,0.06642379739774187,0.1878752500741318,0.1267126480068851
7,Nau Vitória,Nasoni,499.02,2223,5734,7957,140,138,278,0,0,0,0.07352593998442027,0.19237474183970668,0.13252282723632502
8,Nasoni,Contumil,650.0,2341,5810,8152,140,138,278,0,0,0,0.0774419149249342,0.19492582570892564,0.13576126632130406
9,Contumil,Estádio do Dragão,619.19,2926,6897,9824,140,138,278,0,0,0,0.09678803268025844,0.2314142524007996,0.163616875563117
10,Estádio do Dragão,Campanhã,1166.02,6917,11401,18318,235,231,466,159,159,318,0.07669340675574084,0.12763151173965448,0.10203988092019627
11,Campanhã,Heroismo,950.92,12390,23997,36387,298,297,595,242,241,483,0.09961476211283307,0.19364940575426676,0.1465442237407024
12,Heroismo,24 de Agosto,571.9,14342,25703,40046,293,299,592,244,241,485,0.11585590956193172,0.20670090516726933,0.1613794471256626
13,24 de Agosto,Bolhão,680.44,20762,30513,51275,294,293,587,244,241,485,0.16741448997432312,0.2479610930207527,0.20753130930019348
14,Bolhão,Trindade,451.8,29918,36792,66710,292,292,584,246,241,487,0.24111930384837946,0.2995134507596241,0.27016975341332883
15,Trindade,Lapa,857.4300000000001,39423,47891,87314,271,295,566,269,242,511,0.3147600463572712,0.3870432144682994,0.35068215416093
16,Lapa,Carolina Michaelis,460.97,39312,46964,86277,259,295,554,285,241,526,0.31046508556531827,0.38031771228403466,0.3449534794378268
17,Carolina Michaelis,Casa da Música,627.48,38156,43020,81177,259,295,554,287,241,528,0.30016265855805985,0.3483783368123123,0.32392110871232915
18,Casa da Música,Francos,871.87,36869,31915,68785,259,293,552,281,240,521,0.293472670683376,0.2598826541425979,0.2768685700903158
19,Francos,Ramalde,965.03,34520,28021,62541,259,299,558,283,238,521,0.2736938410727219,0.22669412097807023,0.2504311100228945
20,Ramalde,Viso,621.15,32823,27154,59978,260,299,559,283,238,521,0.259795966711781,0.21968530665212704,0.23996016436311524
21,Viso,Sete Bicas,743.81,31658,25366,57025,258,291,549,283,238,521,0.25143401433351115,0.20812881196135974,0.23013373803275158
22,Sete Bicas,Sra da Hora,674.5,28854,21564,50418,260,299,559,283,238,521,0.22837659271745972,0.17445895554964005,0.20171286810217418
23,Sra da Hora,Vasco da Gama,824.48,8189,9242,17431,151,153,304,0,0,0,0.2510865031658068,0.2796563140484064,0.2654653882481678
24,Vasco da Gama,Estádio do Mar,661.6,7468,9312,16781,151,153,304,0,0,0,0.22899017111324071,0.2818009203233963,0.25556926528808876
25,Estádio do Mar,Pedro Hispano,786.97,7254,9081,16335,151,153,304,0,0,0,0.22241007670616308,0.2747871729647874,0.2487709179152733
26,Pedro Hispano,Parque de Real,656.68,6664,8438,15103,151,153,304,0,0,0,0.2043417940414908,0.25533347323852473,0.23000536942684013
27,Parque de Real,C. Matosinhos,723.67,6219,8032,14252,151,153,304,0,0,0,0.19067901116253572,0.24307041474256483,0.2170470530959056
28,C. Matosinhos,Matosinhos Sul,616.61,4623,5918,10542,147,149,296,0,0,0,0.14562012204326186,0.18389875122490346,0.16488875632726388
29,Matosinhos Sul,Brito Capelo,535.72,2368,2743,5111,149,150,299,0,0,0,0.07359280414794299,0.08466993409331335,0.07914989274929936
30,Brito Capelo,Mercado,487.53,1256,1392,2648,153,152,305,0,0,0,0.03800610083082454,0.04239875886478173,0.04019522876905895
31,Mercado,Sr. de Matosinhos,708.96,322,336,659,151,148,299,0,0,0,0.009903064819508813,0.010541791791791788,0.010219223989735838
33,Fonte do Cuco,Custoias,689.2,10400,8343,18743,77,78,155,153,159,312,0.19056324442303332,0.14824576059324432,0.16907926529749637
34,Custoias,Esposade,1779.24,10072,8239,18311,75,78,153,149,157,306,0.18949567856177482,0.14771000564447956,0.16809805079851567
35,Esposade,Crestins,2035.56,9906,8164,18071,69,78,147,159,159,318,0.18232647810947447,0.14507418974601752,0.16337299227473667
36,Crestins,Verdes,591.8199999999999,9789,8044,17834,76,78,154,159,159,318,0.1752940523862676,0.14293410853055713,0.15905174323779991
37,Verdes,Pedras Rubras,960.78,7742,4365,12108,0,0,0,159,159,318,0.19635620087370784,0.11070500387607089,0.15353060237488936
38,Pedras Rubras,Lidador,1147.58,6852,4029,10882,0,0,0,159,159,318,0.173788116225892,0.10219133961597177,0.13798972792093187
39,Lidador,Vilar do Pinheiro,1987.51,6502,3902,10405,0,0,0,159,159,318,0.1649151816280134,0.09896773322234019,0.1319414574251768
40,Vilar do Pinheiro,Modivas Sul,2037.38,6209,3915,10124,0,0,0,159,159,318,0.15747754139282905,0.09928961891951109,0.12838358015617005
