,A,B,Distance,PassagersAtoB,PassagersBtoA,PassagersTotal,EurotramAtoB,EurotamBtoA,EurotramTotal,TraintramAtoB,TraintramBtoA,TraintramTotal,OccupancyAtoB,OccupancyBtoA,OccupancyTotal
3,Fânzeres,Venda Nova,440.45,598,168,767,40,0,40,0,0,0,0.0693287037035114,,0.08880761237499507
4,Venda Nova,Carreira,583.47,994,287,1282,40,2,42,0,0,0,0.11507704100473864,0.6665994528455199,0.1413400129971568
5,Carreira,Baguim,786.02,1294,322,1617,40,35,75,0,0,0,0.1498405089881567,0.04266346853206298,0.09982455677531298
6,Baguim,Campainha,751.7,1560,356,1917,40,35,75,0,0,0,0.18062163789265773,0.047209534859928105,0.1183626564773839
7,Campainha,Rio Tinto,859.99,2025,466,2491,40,35,75,0,0,0,0.23440826109631932,0.061719095962792105,0.15381998403400662
8,Rio Tinto,Levada,452.83,2339,573,2913,40,35,75,0,0,0,0.27076887028784674,0.07588207863916556,0.1798217008517955
9,Levada,Nau Vitória,1111.62,2823,726,3549,40,35,75,0,0,0,0.32677983331510546,0.09607562610201215,0.21911786994899524
10,Nau Vitória,Nasoni,499.02,3021,746,3767,40,35,75,0,0,0,0.3496932960835118,0.09874588145031532,0.2325845025880201
11,Nasoni,Contumil,650.0,3042,750,3792,40,35,75,0,0,0,0.3521176524514867,0.09923031595033158,0.23410356208428099
12,Contumil,Estádio do Dragão,619.19,3496,930,4426,40,35,75,0,0,0,0.40464730025842177,0.1230708047645136,0.27324493569459796
13,Estádio do Dragão,Campanhã,1166.02,5839,2265,8105,120,73,193,60,60,120,0.14313310702730733,0.07392008645187863,0.113443813350847
14,Campanhã,Heroismo,950.92,11015,4867,15882,160,75,235,60,80,140,0.22280272867841835,0.13504694568021097,0.1858032151167034
15,Heroismo,24 de Agosto,571.9,11554,5300,16854,160,75,235,60,88,148,0.23370217557572415,0.13939887424588562,0.1927048654851065
16,24 de Agosto,Bolhão,680.44,14732,6566,21298,160,75,235,62,97,159,0.2950215315719299,0.16311781628687744,0.2361480620567282
17,Bolhão,Trindade,451.8,14917,8457,23374,160,75,235,100,100,200,0.2512999230647019,0.20627795241221886,0.23290712915525785
18,Trindade,Lapa,857.4300000000001,15979,15594,31573,200,97,297,100,100,200,0.2349928081264837,0.34083882387846315,0.277564955540899
19,Lapa,Carolina Michaelis,460.97,14834,15634,30469,193,104,297,100,100,200,0.22311243753116472,0.3308008741197756,0.2678570245883075
20,Carolina Michaelis,Casa da Música,627.48,14211,15723,29935,181,114,295,100,100,200,0.22241716290948702,0.3181345135979472,0.26416384787618713
21,Casa da Música,Francos,871.87,12519,15786,28306,180,115,295,100,102,202,0.1966059453657691,0.3148730139816672,0.2487026431246665
22,Francos,Ramalde,965.03,11887,15454,27342,180,115,295,79,119,198,0.20331074706009314,0.2843398765624935,0.24234583929857487
23,Ramalde,Viso,621.15,11315,14819,26135,180,116,296,79,120,199,0.19352096512562997,0.27035512709127113,0.2306982603582105
24,Viso,Sete Bicas,743.81,11056,14228,25285,180,144,324,79,120,199,0.1890914331592515,0.23377541563919552,0.21188125274143385
25,Sete Bicas,Sra da Hora,674.5,10398,14167,24566,180,152,332,79,120,199,0.1778420977600739,0.22634283296362276,0.20291774384694145
26,Sra da Hora,Vasco da Gama,824.48,2938,3120,6059,140,112,252,0,0,0,0.09718112371973059,0.1290095192243853,0.1113270772773549
27,Vasco da Gama,Estádio do Mar,661.6,2960,2604,5565,134,112,246,0,0,0,0.1022849437296281,0.10766191902144236,0.10473299752102322
28,Estádio do Mar,Pedro Hispano,786.97,2858,2505,5363,100,112,212,0,0,0,0.13232088799049946,0.10355508572556833,0.11712386037883774
29,Pedro Hispano,Parque de Real,656.68,2599,2232,4831,100,112,212,0,0,0,0.12033293238625559,0.09228257810815667,0.10551387729593918
30,Parque de Real,C. Matosinhos,723.67,2508,1796,4304,98,152,250,0,0,0,0.11851425148688184,0.05470442574484653,0.07971787743572437
31,C. Matosinhos,Matosinhos Sul,616.61,1720,1046,2767,98,150,248,0,0,0,0.08128283874876265,0.032307809630948106,0.05166084533072966
32,Matosinhos Sul,Brito Capelo,535.72,825,755,1580,97,150,247,0,0,0,0.03939193922385309,0.023305398212404845,0.02962278476345942
33,Brito Capelo,Mercado,487.53,440,520,961,94,150,244,0,0,0,0.021700915322310436,0.016075263485125165,0.018242522799450638
34,Mercado,Sr. de Matosinhos,708.96,92,109,202,76,113,189,0,0,0,0.005634672497131717,0.00450671910848734,0.004960287666884021
35,Sra da Hora,Fonte do Cuco,687.03,4276,8411,12688,38,40,78,40,30,70,0.23592571260960607,0.523134163701189,0.37093249153712754
36,Fonte do Cuco,Custoias,689.2,4188,8223,12412,20,40,60,40,40,80,0.29415353266909944,0.4431000565931853,0.3784354681578504
37,Custoias,Esposade,1779.24,4099,7968,12067,20,40,60,40,40,80,0.2878641430843998,0.4293485802975279,0.3679236295074381
38,Esposade,Crestins,2035.56,4096,7802,11898,20,40,60,35,40,75,0.3150863570881499,0.42037830729334624,0.3770070984002045
39,Crestins,Verdes,591.8199999999999,3942,7677,11620,20,40,60,20,40,60,0.42485359162971353,0.4136640939973445,0.41739392654146756
40,Verdes,Pedras Rubras,960.78,2461,7408,9869,0,0,0,20,40,60,0.49627768227564784,0.7467894680589169,0.6632855394644939
41,Pedras Rubras,Lidador,1147.58,2288,6941,9230,0,0,0,20,40,60,0.4614141196268683,0.699783518682204,0.6203270523304254
42,Lidador,Vilar do Pinheiro,1987.51,2212,6728,8941,0,0,0,20,42,62,0.4460348526911761,0.6460104442479058,0.5815021889070252
43,Vilar do Pinheiro,Modivas Sul,2037.38,2128,6673,8801,0,0,0,20,73,93,0.429083021699155,0.3686227728737366,0.3816249769222137
44,Modivas Sul,Modivas Centro,1051.08,2099,6568,8668,0,0,0,20,77,97,0.42335683115512346,0.34399510956776175,0.36035835113216624
45,Modivas Centro,Modivas Norte,852.51,2039,6561,8600,0,0,0,20,79,99,0.41117453302431417,0.3348993748549773,0.35030849771746964
46,Modivas Norte,Mindelo,1834.12,1850,6604,8455,0,0,0,20,79,99,0.3730463282101869,0.3371149364122889,0.3443738034421673
47,Mindelo,Espaço Natureza,776.86,1762,6276,8039,0,0,0,20,79,99,0.35528624145180193,0.3203794772658333,0.32743134881855424
48,Espaço Natureza,Varziela,1539.0,1637,6322,7960,0,0,0,20,79,99,0.33020027388919115,0.3227224305475948,0.32423310597013955
49,Varziela,Árvore,858.71,1328,5891,7220,0,0,0,20,77,97,0.2677964003209681,0.30853622112821155,0.30013625807517164
50,Árvore,Azurara,664.57,1324,5883,7208,0,0,0,20,60,80,0.2671330371617682,0.39536802402940446,0.3633092773124954
51,Azurara,Santa Clara,1218.09,1340,5724,7064,0,0,0,20,97,117,0.2702270624447966,0.23795062425712868,0.2434679641182685
52,Santa Clara,Vila do Conde,670.57,1261,5540,6802,0,0,0,20,99,119,0.2543944498148564,0.22567156101996572,0.23049893728801457
53,Vila do Conde,Alto de Pega,730.41,886,4308,5195,0,0,0,19,99,118,0.18821876444531677,0.17548596139837078,0.1775361584991502
54,Alto de Pega,Portas Fronhas,671.05,824,4028,4852,0,0,0,13,99,112,0.255611255979123,0.16408295171815054,0.17470677274844199
55,Portas Fronhas,São Brás,562.21,683,3009,3693,0,0,0,0,99,99,,0.1225945761835834,0.15042038815909603
56,São Brás,Póvoa de Varzim,624.94,663,2795,3458,0,0,0,0,99,99,,0.11384001303371226,0.14088297827101467
57,Sra da Hora,Fonte do Cuco,685.98,3939,3615,7554,40,0,40,40,40,80,0.21224345566603453,0.36446037291841343,0.26526283133821144
58,Fonte do Cuco,Cândido dos Reis,913.51,3793,3615,7409,40,0,40,40,40,80,0.2044108018194416,0.3644962160119043,0.26017088990895104
59,Cândido dos Reis,Pias,916.73,3725,3465,7191,40,0,40,40,40,80,0.20074337844694093,0.3493810579965985,0.25251605334625987
60,Pias,Araújo,1258.13,3663,3385,7048,40,0,40,40,40,80,0.1973604325051222,0.341272518459074,0.2474871141295324
61,Araújo,Custió,651.69,3676,3180,6857,38,0,38,40,40,80,0.20282203320951198,0.3206519056736593,0.24449603259785846
62,Custió,Parque de Maia,1418.51,3651,3034,6685,24,0,24,40,40,80,0.24176815711032948,0.30586951149860403,0.26717917994967105
63,Parque de Maia,Forum,824.81,3556,2765,6321,0,0,0,40,40,80,0.3585122028374071,0.2787623211343807,0.3186372619858939
64,Forum,Zona Industrial,1119.4,2047,1694,3741,0,0,0,40,40,80,0.20635689339528895,0.17085136177634994,0.18860412758581943
65,Zona Industrial,Mandim,1194.23,1617,1620,3238,0,0,0,40,40,80,0.16305097526732323,0.16340306507592356,0.16322702017162338
66,Mandim,Castêlo da Maia,1468.1,1091,1581,2672,0,0,0,40,80,120,0.11002390346651507,0.07968750000036197,0.08979963448907967
67,Castêlo da Maia,ISMAI,702.48,840,581,1421,0,0,0,40,78,118,0.08471392462421073,0.030035153019222487,0.048570329834472736
68,Santo Ovídio,D. João II,463.71,6515,1015,7531,246,158,404,0,0,0,0.12262872628638552,0.02975634662314378,0.08630735008145435
69,D. João II,João de Deus,716.25,8815,1563,10379,240,158,398,0,0,0,0.17005974135861907,0.04581396855402592,0.12073604260704691
70,João de Deus,C.M.Gaia,405.01,12157,2567,14724,238,192,430,0,0,0,0.2364919045805988,0.06190083510131693,0.15853496192938457
71,C.M.Gaia,General Torres,488.39,13646,3026,16672,238,194,432,0,0,0,0.2654461510870071,0.07221859172561577,0.17867266378119712
72,General Torres,Jardim do Morro,419.98,15245,3659,18904,198,196,394,0,0,0,0.35645887202746496,0.08643745029697383,0.22213349471991098
73,Jardim do Morro,São Bento,795.7,15644,3947,19591,198,196,394,0,0,0,0.36578954971774164,0.09323586965652411,0.23020447029642532
74,São Bento,Aliados,443.38,15648,5787,21435,198,200,398,0,0,0,0.36589088371028555,0.13395908077581176,0.2493422390195952
75,Aliados,Trindade,450.27,15197,6441,21638,182,202,384,0,0,0,0.3865845058702765,0.14763271854801965,0.2608859094142976
76,Trindade,Faria Guimaraes,555.34,6940,5041,11981,198,194,392,0,0,0,0.16228290828718875,0.12029951999096691,0.14150541509977285
77,Faria Guimaraes,Marques,621.04,6580,4767,11347,196,194,390,0,0,0,0.1554376172043747,0.11376299730005093,0.1347071652519675
78,Marques,Combatentes,702.75,5271,3352,8623,196,194,390,0,0,0,0.12452141291805728,0.07999828374294742,0.10237401020018212
79,Combatentes,Salgueiros,471.25,4635,2628,7264,194,192,386,0,0,0,0.11063339521830025,0.0633700909610595,0.08712418688309242
80,Salgueiros,Polo Universitario,775.36,4254,2049,6304,192,192,384,0,0,0,0.10259033464722954,0.049416682015276596,0.07600350833125306
81,Polo Universitario,I.P.O.,827.64,3425,1767,5192,188,192,380,0,0,0,0.08434992437475283,0.042618500273256664,0.06326457324978635
82,I.P.O.,Hospital São João,351.77,1764,1605,3370,152,230,382,0,0,0,0.053751260135726044,0.03232689210926937,0.040851771533409194
83,Verdes (E) ,Botica,683.54,1539,405,1945,20,20,40,0,0,0,0.35639603717610313,0.09394175169243064,0.22516889443426688
84,Botica,Aeroporto,649.66,1198,282,1480,20,20,40,0,0,0,0.2774385710889434,0.06527777777779352,0.17135817443336845
