,A,B,Distance,PassagersAtoB,PassagersBtoA,PassagersTotal,EurotramAtoB,EurotramBtoA,EurotramTotal,TraintramAtoB,TraintramBtoA,TraintramTotal,OccupancyAtoB,OccupancyBtoA,OccupancyTotal
0,Fânzeres,Venda Nova,440.45,1451,589,2041,179,211,390,0,0,0,0.03755431409050234,0.012936358991424013,0.02423536915228304
1,Venda Nova,Carreira,583.47,2854,1038,3892,179,207,386,0,0,0,0.0738320950058956,0.023221126309430525,0.0466909796686721
2,Carreira,Baguim,786.02,3905,1326,5232,200,205,405,0,0,0,0.09041436199822882,0.029958452317882495,0.05981322253039919
3,Baguim,Campainha,751.7,5124,1392,6517,202,211,413,0,0,0,0.1174536188677223,0.030549617015100946,0.07305472203744844
4,Campainha,Rio Tinto,859.99,6638,1721,8359,204,213,417,0,0,0,0.15065253153582003,0.03741089879253524,0.09280968315615658
5,Rio Tinto,Levada,452.83,7631,2059,9691,201,209,410,0,0,0,0.17576983964755227,0.04562919493346417,0.10942985246402932
6,Levada,Nau Vitória,1111.62,9586,2970,12557,204,210,414,0,0,0,0.21756536033189464,0.06548500781769073,0.14042315253483467
7,Nau Vitória,Nasoni,499.02,9976,3065,13041,202,210,412,0,0,0,0.22865094050453166,0.06757570932746522,0.1465494877201046
8,Nasoni,Contumil,650.0,10249,3101,13351,203,206,409,0,0,0,0.23375227389628295,0.06970495946293158,0.15112697616212556
9,Contumil,Estádio do Dragão,619.19,12104,3962,16067,211,196,407,0,0,0,0.2655957203144691,0.09360659552995444,0.18277049068851117
10,Estádio do Dragão,Campanhã,1166.02,18963,8160,27123,213,201,414,142,155,297,0.23346748582726198,0.09968994071181035,0.16631949261552292
11,Campanhã,Heroismo,950.92,44174,15692,59866,279,337,616,234,231,465,0.3734218987190392,0.12063375029635219,0.24103115908709763
12,Heroismo,24 de Agosto,571.9,45557,17670,63228,285,338,623,233,221,454,0.38173107631505643,0.1382515547495053,0.25581839413176427
13,24 de Agosto,Bolhão,680.44,53607,24874,78481,284,340,624,233,226,459,0.44999882359300025,0.19209730204225806,0.31567459577756396
14,Bolhão,Trindade,451.8,52607,36942,89549,292,331,623,238,232,470,0.430866489731914,0.28630627178264895,0.35659004886339446
15,Trindade,Lapa,857.4300000000001,56846,55540,112387,401,451,852,241,235,476,0.38833621107764066,0.3567259907585597,0.3720438883061907
16,Lapa,Carolina Michaelis,460.97,52833,55816,108650,410,454,864,252,234,486,0.3497608276610132,0.35757850260444013,0.35373380451927605
17,Carolina Michaelis,Casa da Música,627.48,48099,53899,101999,412,451,863,259,227,486,0.31391696141755265,0.35065183668511357,0.3323136015872536
18,Casa da Música,Francos,871.87,36515,50180,86695,407,448,855,262,221,483,0.23883638466119636,0.3310563813376286,0.28474768522949634
19,Francos,Ramalde,965.03,32585,47478,80063,395,447,842,276,217,493,0.2119149889719409,0.3157468444394422,0.2632505376834951
20,Ramalde,Viso,621.15,31705,44039,75744,395,442,837,277,215,492,0.2058569869523063,0.295978760239504,0.25014048967003083
21,Viso,Sete Bicas,743.81,29028,41465,70494,391,440,831,285,217,502,0.18711887402722585,0.2785633862381095,0.23189657972232075
22,Sete Bicas,Sra da Hora,674.5,22919,39930,62849,372,433,805,295,226,521,0.14930144716502985,0.26695592764320925,0.20736473760214436
23,Sra da Hora,Vasco da Gama,824.48,11513,10418,21932,222,218,440,0,0,0,0.24010685517166058,0.2212568582939183,0.23076753853677917
24,Vasco da Gama,Estádio do Mar,661.6,12213,8748,20961,212,199,411,0,0,0,0.26670888819640004,0.20352169341637918,0.23611460167274032
25,Estádio do Mar,Pedro Hispano,786.97,11483,8472,19956,207,197,404,0,0,0,0.25682998991852474,0.1991139877304828,0.22868629578227653
26,Pedro Hispano,Parque de Real,656.68,10705,7378,18083,210,198,408,0,0,0,0.2360075228086167,0.17252179690842728,0.20519827347470124
27,Parque de Real,C. Matosinhos,723.67,10503,6881,17385,211,200,411,0,0,0,0.2304657024395636,0.1592938206610573,0.19583218332593524
28,C. Matosinhos,Matosinhos Sul,616.61,7740,4976,12717,212,200,412,0,0,0,0.1690388761124008,0.11519831120907593,0.14290267955738872
29,Matosinhos Sul,Brito Capelo,535.72,3516,3062,6578,206,197,403,0,0,0,0.0790230537854691,0.07197224216683219,0.07557637912325701
30,Brito Capelo,Mercado,487.53,1503,1959,3462,205,180,385,0,0,0,0.03395583480998847,0.0503917985785285,0.04164018150696822
31,Mercado,Sr. de Matosinhos,708.96,293,477,771,205,181,386,0,0,0,0.006631654112427713,0.0122263147124664,0.009255057139906995
33,Fonte do Cuco,Custoias,689.2,8306,16262,24568,117,79,196,152,162,314,0.13191802773523556,0.28410689329023403,0.20438650457844162
34,Custoias,Esposade,1779.24,8096,15796,23892,117,79,196,156,158,314,0.12658828585621998,0.28082854753687636,0.19876073892933957
35,Esposade,Crestins,2035.56,8014,15583,23598,118,79,197,147,158,305,0.12938995998068933,0.27705083291516003,0.19966230312420247
36,Crestins,Verdes,591.8199999999999,8025,15270,23296,118,78,196,139,158,297,0.13384819349528437,0.2725337729340268,0.20084273093848407
37,Verdes,Pedras Rubras,960.78,5828,11369,17197,0,0,0,139,158,297,0.16906553526864657,0.29016581219571164,0.23348925161368458
38,Pedras Rubras,Lidador,1147.58,5473,9765,15239,0,0,0,139,158,297,0.15877691920228074,0.24923042235751586,0.2068969646518671
39,Lidador,Vilar do Pinheiro,1987.51,5391,9269,14661,0,0,0,139,158,297,0.15641016793790646,0.23655774037328997,0.19904759704494548
40,Vilar do Pinheiro,Modivas Sul,2037.38,5512,8850,14362,0,0,0,139,129,268,0.15990956922295005,0.27663644327068226,0.21609526605935847
41,Modivas Sul,Modivas Centro,1051.08,5527,8761,14289,0,0,0,139,135,274,0.16035405909992081,0.26169824929151775,0.21028641558118208
42,Modivas Centro,Modivas Norte,852.51,5609,8638,14247,0,0,0,139,136,275,0.16271553366928915,0.25611005332560705,0.20890336884477725
43,Modivas Norte,Mindelo,1834.12,4600,8381,12981,0,0,0,138,139,277,0.1344249850001568,0.24312699901272772,0.1889722050281256
44,Mindelo,Espaço Natureza,776.86,4521,7808,12329,0,0,0,140,139,279,0.1302294060391298,0.22650732709485294,0.17819582548983057
45,Espaço Natureza,Varziela,1539.0,4357,7914,12271,0,0,0,136,139,275,0.1291928236026892,0.22957800899647798,0.179932971856277
46,Varziela,Árvore,858.71,4302,7408,11710,0,0,0,140,139,279,0.12390562468205088,0.21491312759278514,0.16924628025406543
47,Árvore,Azurara,664.57,4323,7334,11658,0,0,0,152,139,291,0.114705254123028,0.2127552990726571,0.16154015531889895
48,Azurara,Santa Clara,1218.09,4347,7210,11558,0,0,0,156,120,276,0.11238125912308444,0.2422812359489515,0.16885950991693968
49,Santa Clara,Vila do Conde,670.57,4110,7103,11214,0,0,0,158,120,278,0.10491397092170757,0.2386786854666159,0.16265413547346655
50,Vila do Conde,Alto de Pega,730.41,2342,5289,7631,0,0,0,147,120,267,0.06425186742726365,0.177737735258515,0.11525675184580357
51,Alto de Pega,Portas Fronhas,671.05,1986,5141,7127,0,0,0,155,120,275,0.051676626370814785,0.17276476717207484,0.10451508781136462
52,Portas Fronhas,São Brás,562.21,1694,3903,5598,0,0,0,161,120,281,0.042446784754413415,0.13116994511761246,0.08033567885969416
53,São Brás,Póvoa de Varzim,624.94,1634,3676,5311,0,0,0,159,120,279,0.04144446280934824,0.12355510752668789,0.0767608691393868
