,A,B,Distance,PassagersAtoB,PassagersBtoA,PassagersTotal,EurotramAtoB,EurotamBtoA,EurotramTotal,TraintramAtoB,TraintramBtoA,TraintramTotal,OccupancyAtoB,OccupancyBtoA,OccupancyTotal
3,Fânzeres,Venda Nova,440.45,555,2200,2756,218,157,375,0,0,0,0.011807679238826665,0.06488662918055027,0.03403006628109495
4,Venda Nova,Carreira,583.47,975,3916,4892,237,160,397,0,0,0,0.019063505239491553,0.11332229771689854,0.05705193545708631
5,Carreira,Baguim,786.02,1242,4869,6112,199,159,358,0,0,0,0.028905489013356035,0.14179933602912434,0.07904549369354363
6,Baguim,Campainha,751.7,1480,5562,7042,199,162,361,0,0,0,0.03444513910475305,0.15895595697675674,0.09031979975645553
7,Campainha,Rio Tinto,859.99,1944,6701,8645,199,174,373,0,0,0,0.045226885139443486,0.17830510973573466,0.10730627141224419
8,Rio Tinto,Levada,452.83,2231,7514,9745,198,181,379,0,0,0,0.052180365284421194,0.1921996419102896,0.11904972958331878
9,Levada,Nau Vitória,1111.62,3460,9347,12807,198,186,384,0,0,0,0.08090292740689044,0.23266630685840833,0.15441331432871944
10,Nau Vitória,Nasoni,499.02,3681,9557,13239,191,185,376,0,0,0,0.08924231197905902,0.2391817735204364,0.16301571725872607
11,Nasoni,Contumil,650.0,3784,9688,13473,178,181,359,0,0,0,0.09844039612674543,0.2478140851351497,0.17375136467972918
12,Contumil,Estádio do Dragão,619.19,4614,11250,15864,179,172,351,0,0,0,0.11934417025635602,0.3028161864209602,0.20925068529997973
13,Estádio do Dragão,Campanhã,1166.02,9566,16323,25889,179,187,366,149,118,267,0.12651132588745392,0.2343380544799919,0.17821281417729523
14,Campanhã,Heroismo,950.92,15528,33045,48574,310,190,500,221,231,452,0.1275293933198241,0.33607503464710003,0.22069726470516682
15,Heroismo,24 de Agosto,571.9,17827,34613,52441,296,195,491,221,232,453,0.15013043882294533,0.34733477334436574,0.24011484890108944
16,24 de Agosto,Bolhão,680.44,25769,39774,65543,304,195,499,220,237,457,0.2143453318022419,0.3942125157723652,0.2964178688583633
17,Bolhão,Trindade,451.8,37403,46314,83717,302,195,497,220,247,467,0.3122380745073569,0.448017981887548,0.3751341156303433
18,Trindade,Lapa,857.4300000000001,55119,63282,118401,383,269,652,222,269,491,0.40004334901863414,0.5070038494352529,0.4508825791024144
19,Lapa,Carolina Michaelis,460.97,49105,62956,112061,366,285,651,222,269,491,0.36614958118599855,0.4908011448960741,0.4270881497733317
20,Carolina Michaelis,Casa da Música,627.48,48088,58213,106302,382,303,685,220,271,491,0.35082898514167005,0.4388297206773393,0.3941089767377214
21,Casa da Música,Francos,871.87,48041,44245,92287,359,332,691,219,271,490,0.3643517147328029,0.3184966664037429,0.3408260576809482
22,Francos,Ramalde,965.03,46062,40241,86304,372,333,705,197,271,468,0.3564987667581658,0.28922465707317196,0.3216172321416612
23,Ramalde,Viso,621.15,43946,39120,83066,372,340,712,200,271,471,0.3381755483946787,0.27814207583213885,0.3069723412661639
