,A,B,Distance,PassagersAtoB,PassagersBtoA,PassagersTotal,EurotramAtoB,EurotramBtoA,EurotramTotal,TraintramAtoB,TraintramBtoA,TraintramTotal,OccupancyAtoB,OccupancyBtoA,OccupancyTotal
0,Fânzeres,Venda Nova,440.45,457,2749,3206,204,201,405,0,0,0,0.010371278140885985,0.06333630332956285,0.036657623975266354
1,Venda Nova,Carreira,583.47,853,5203,6056,200,198,398,0,0,0,0.019757051729159293,0.12165959983415146,0.07045228922862776
2,Carreira,Baguim,786.02,1188,7560,8748,198,192,390,0,0,0,0.027784075414368364,0.1823018098992172,0.10385434469921703
3,Baguim,Campainha,751.7,1389,8914,10304,192,205,397,0,0,0,0.03349967617249223,0.20132972584212452,0.12016254816814619
4,Campainha,Rio Tinto,859.99,1880,11168,13048,188,206,394,0,0,0,0.04629825540624048,0.25099635175755075,0.15332314842240777
5,Rio Tinto,Levada,452.83,2229,12790,15020,188,205,393,0,0,0,0.05490126472393036,0.2888590295492791,0.17694030235547362
6,Levada,Nau Vitória,1111.62,3199,15378,18577,188,205,393,0,0,0,0.07878340198878242,0.3473064107821659,0.21885265593952952
7,Nau Vitória,Nasoni,499.02,3456,15642,19099,190,206,396,0,0,0,0.08423065910757281,0.35155314079896416,0.22329235412885215
8,Nasoni,Contumil,650.0,3593,15958,19552,206,212,418,0,0,0,0.08076031393829451,0.3485065328380383,0.2165550469687866
9,Contumil,Estádio do Dragão,619.19,4139,17957,22096,188,224,412,0,0,0,0.10193771834764855,0.3711453216769841,0.24830301724515136
10,Estádio do Dragão,Campanhã,1166.02,8696,30726,39422,299,321,620,176,176,352,0.08034816511451472,0.27195371370805554,0.17820890440232667
11,Campanhã,Heroismo,950.92,18691,57391,76083,458,502,960,248,248,496,0.11650924111959288,0.3377224960958399,0.23029779115362614
12,Heroismo,24 de Agosto,571.9,20542,59692,80235,451,501,952,250,248,498,0.1288619476131172,0.35171172201318107,0.2437751254823835
13,24 de Agosto,Bolhão,680.44,32204,66093,98298,426,499,925,279,248,527,0.19977109926343262,0.3904219662101714,0.2974270586810338
14,Bolhão,Trindade,451.8,48522,70194,118716,424,510,934,279,248,527,0.3017995678580172,0.4089084290236041,0.3571080010884627
15,Trindade,Lapa,857.4300000000001,70383,92398,162781,425,483,908,281,264,545,0.43584293012240577,0.5441584689936616,0.4913595153906294
16,Lapa,Carolina Michaelis,460.97,70322,90976,161298,425,481,906,287,258,545,0.43149137053604075,0.5419120096798131,0.48752002620332957
17,Carolina Michaelis,Casa da Música,627.48,69565,83305,152871,421,473,894,283,258,541,0.43176221968870665,0.5013812901299954,0.46710697204137047
18,Casa da Música,Francos,871.87,72937,60410,133347,397,442,839,303,284,587,0.45331819249431266,0.3641305323660856,0.40804099064023247
19,Francos,Ramalde,965.03,70782,51848,122631,389,461,850,321,286,607,0.43257094621956427,0.30409132126342625,0.3670099471846762
20,Ramalde,Viso,621.15,67101,49313,116415,387,437,824,321,290,611,0.4111600600057955,0.29651443502561164,0.3532958754489225
21,Viso,Sete Bicas,743.81,65650,44083,109734,383,435,818,321,290,611,0.4044141239997765,0.26575541117681184,0.3343361653290433
22,Sete Bicas,Sra da Hora,674.5,60060,36508,96568,387,437,824,317,294,611,0.3702700996346015,0.21821433831715434,0.29306642543926364
23,Sra da Hora,Vasco da Gama,824.48,14043,16242,30285,190,207,397,0,0,0,0.34218848437384913,0.36326328885936315,0.3531771103902255
24,Vasco da Gama,Estádio do Mar,661.6,12178,16718,28897,190,207,397,0,0,0,0.29675677889612756,0.37390784880021477,0.3369841629519111
25,Estádio do Mar,Pedro Hispano,786.97,11577,16187,27765,190,191,381,0,0,0,0.2821061370464559,0.3923695886265187,0.33738256552884954
26,Pedro Hispano,Parque de Real,656.68,10230,15732,25962,189,191,380,0,0,0,0.25059400832134066,0.3813410206755915,0.3163115855836089
27,Parque de Real,C. Matosinhos,723.67,9117,15122,24239,191,189,380,0,0,0,0.22099475544225688,0.3704318409977538,0.2953200427317014
28,C. Matosinhos,Matosinhos Sul,616.61,6396,10760,17156,186,187,373,0,0,0,0.1592018887362306,0.2664045712077408,0.2129469332996955
29,Matosinhos Sul,Brito Capelo,535.72,3331,4610,7942,186,185,371,0,0,0,0.08293124961773418,0.11538718783378456,0.09911547756913397
30,Brito Capelo,Mercado,487.53,1890,2357,4247,193,194,387,0,0,0,0.04534756945429641,0.056247848645849,0.05081179209812381
31,Mercado,Sr. de Matosinhos,708.96,455,556,1011,190,188,378,0,0,0,0.011103939148158395,0.013691883372734437,0.012391064847153887
33,Fonte do Cuco,Custoias,689.2,22313,12086,34399,105,105,210,168,167,335,0.3467794337865627,0.18856100380925792,0.2678229678271628
34,Custoias,Esposade,1779.24,21699,11883,33583,105,103,208,162,169,331,0.34522569336281417,0.1852208989481543,0.26440195769451585
35,Esposade,Crestins,2035.56,21329,11739,33069,105,82,187,176,169,345,0.32157917552869864,0.1968896960651051,0.26255283594268725
36,Crestins,Verdes,591.8199999999999,20997,11595,32592,106,82,188,168,169,337,0.3252379359170598,0.19446947633617923,0.26245256393636646
37,Verdes,Pedras Rubras,960.78,18714,7700,26414,0,0,0,168,169,337,0.4491649970045338,0.18373398855335724,0.3160556782263473
38,Pedras Rubras,Lidador,1147.58,16662,6797,23460,0,0,0,168,169,337,0.3999345117903027,0.16219234169368055,0.28071069355193734
39,Lidador,Vilar do Pinheiro,1987.51,16010,6603,22613,0,0,0,168,169,337,0.3842702200957872,0.15754542302945748,0.2705714346233548
40,Vilar do Pinheiro,Modivas Sul,2037.38,15314,6369,21683,0,0,0,168,169,337,0.3675601787904361,0.1519690670444174,0.2594447547991092
41,Modivas Sul,Modivas Centro,1051.08,15139,6389,21529,0,0,0,160,167,327,0.38154076308508184,0.1542808713343337,0.2654783718851585
42,Modivas Centro,Modivas Norte,852.51,14873,6445,21318,0,0,0,164,167,331,0.36570161198176965,0.15561979534870124,0.259708671263575
43,Modivas Norte,Mindelo,1834.12,13744,5586,19330,0,0,0,161,163,324,0.34423903504322845,0.13819023295157506,0.24057868090452628
44,Mindelo,Espaço Natureza,776.86,12713,5517,18231,0,0,0,161,165,326,0.3184154778675531,0.1348381599635303,0.2255005777014066
45,Espaço Natureza,Varziela,1539.0,12786,5307,18093,0,0,0,163,165,328,0.31631754356382497,0.12969440449524497,0.22243700104456976
46,Varziela,Árvore,858.71,11409,4944,16353,0,0,0,163,165,328,0.28224575522256623,0.12083148208651472,0.20104650196815008
47,Árvore,Azurara,664.57,11348,4972,16321,0,0,0,163,165,328,0.2807480563103081,0.12150641743871254,0.20064174407307253
48,Azurara,Santa Clara,1218.09,11188,4994,16182,0,0,0,163,163,326,0.27678139153773,0.12354802288918389,0.20016470721345697
49,Santa Clara,Vila do Conde,670.57,11380,4486,15866,0,0,0,161,163,324,0.2850213332692508,0.11098136587337964,0.1974641891781181
50,Vila do Conde,Alto de Pega,730.41,8485,2794,11279,0,0,0,179,167,346,0.19114257826559536,0.06747711421823725,0.13145433405776646
51,Alto de Pega,Portas Fronhas,671.05,8130,2643,10773,0,0,0,179,165,344,0.18315315685842343,0.06459334598921107,0.12628580571476053
52,Portas Fronhas,São Brás,562.21,5735,2349,8085,0,0,0,165,165,330,0.14017491074135932,0.057422282425642665,0.098798596583501
53,São Brás,Póvoa de Varzim,624.94,5397,2326,7723,0,0,0,165,165,330,0.13189988463639185,0.05684261974584555,0.0943712521911187
55,Fonte do Cuco,Cândido dos Reis,913.51,19026,11302,30328,102,129,231,145,118,263,0.32808103842166975,0.19784238497763854,0.2634504460489229
56,Cândido dos Reis,Pias,916.73,18027,11054,29081,102,129,231,145,118,263,0.3108552850727196,0.1935040869652338,0.2526200588263293
57,Pias,Araújo,1258.13,17202,11015,28217,102,129,231,143,118,261,0.29918877400740856,0.19281924502782785,0.24617475904068706
58,Araújo,Custió,651.69,16555,10881,27436,114,129,243,141,118,259,0.2778196507860315,0.19046808650537628,0.23506587967375192
59,Custió,Parque de Maia,1418.51,15386,10829,26215,124,171,295,129,76,205,0.2617791785641262,0.19412853348888853,0.22883728274641446
60,Parque de Maia,Forum,824.81,11906,9939,21846,136,171,307,107,76,183,0.21295302864440846,0.17818565886589,0.19558926489526013
61,Forum,Zona Industrial,1119.4,5477,5210,10687,52,87,139,65,34,99,0.200245812386069,0.19139956731966057,0.1958330636377565
62,Zona Industrial,Mandim,1194.23,5387,4045,9433,56,87,143,65,34,99,0.1909348659767889,0.14861760021530115,0.17015482912450278
63,Mandim,Castêlo da Maia,1468.1,5354,2992,8346,54,52,106,65,68,133,0.19270372040842929,0.1065017057740444,0.14936206322933698
64,Castêlo da Maia,ISMAI,702.48,2898,2415,5313,44,52,96,65,68,133,0.1131099826351712,0.08595529612756272,0.09890785917802734
65,Santo Ovídio,D. João II,463.71,6153,20406,26559,380,386,766,0,0,0,0.07496345029239766,0.24475203694941236,0.16052271197595858
66,D. João II,João de Deus,716.25,9313,29933,39247,376,388,764,0,0,0,0.11468032001130228,0.3571658880591003,0.23782744095704264
67,João de Deus,C.M.Gaia,405.01,17411,44134,61546,398,402,800,0,0,0,0.2025340659172634,0.5082761999195738,0.35616948825342437
68,C.M.Gaia,General Torres,488.39,20106,49818,69924,378,400,778,0,0,0,0.2462565324540395,0.5765977888842808,0.41609779540017894
69,General Torres,Jardim do Morro,419.98,21594,57078,78672,376,388,764,0,0,0,0.265884199875965,0.6810642298801437,0.4767347910299196
70,Jardim do Morro,São Bento,795.7,22925,59293,82218,374,386,760,0,0,0,0.2837846003664937,0.7111590779596916,0.5008458481967232
71,São Bento,Aliados,443.38,31599,64380,95980,400,408,808,0,0,0,0.3657332210025317,0.7305362204830528,0.549940676185765
72,Aliados,Trindade,450.27,37644,63371,101015,384,396,780,0,0,0,0.453856034487677,0.7408721861500979,0.5995719268701368
73,Trindade,Faria Guimaraes,555.34,39657,50499,90157,386,390,776,0,0,0,0.4756444199808702,0.5994739620948605,0.5378783393422828
74,Faria Guimaraes,Marques,621.04,37944,48380,86324,392,394,786,0,0,0,0.4481346303592232,0.5684823212362486,0.5084615899082665
75,Marques,Combatentes,702.75,31011,38128,69139,402,412,814,0,0,0,0.3571404327777427,0.42844662910678927,0.3932315296912159
76,Combatentes,Salgueiros,471.25,25923,34280,60204,386,392,778,0,0,0,0.31092622866028374,0.4048600746183902,0.3582553644129543
77,Salgueiros,Polo Universitario,775.36,22183,32851,55035,386,390,776,0,0,0,0.2660704245228539,0.38997775671793516,0.3283434394147117
78,Polo Universitario,I.P.O.,827.64,17104,22809,39913,388,404,792,0,0,0,0.2040890460863695,0.261379511718046,0.2333129704742449
79,I.P.O.,Hospital São João,351.77,10158,9211,19369,398,386,784,0,0,0,0.11816650304495663,0.11047543657647285,0.11437983001327967
80,Verdes (E) ,Botica,683.54,2303,3937,6241,106,84,190,0,0,0,0.10061375572071452,0.21701986368350862,0.15207750871479192
81,Botica,Aeroporto,649.66,1898,3225,5123,103,84,187,0,0,0,0.0853245877465972,0.177744708994709,0.1268395085211501
82,Sra da Hora,Fonte do Cuco,687.03,42958,23258,66218,205,236,441,321,294,321,0.34621977658230463,0.18826306425288003,0.26717529066375795
