,A,B,Distance,PassagersAtoB,PassagersBtoA,PassagersTotal,EurotramAtoB,EurotramBtoA,EurotramTotal,TraintramAtoB,TraintramBtoA,TraintramTotal,OccupancyAtoB,OccupancyBtoA,OccupancyTotal
0,Fânzeres,Venda Nova,440.45,41,254,295,42,41,83,0,0,0,0.004519400352733687,0.028786059071743725,0.016506545021160335
1,Venda Nova,Carreira,583.47,67,453,520,42,42,84,0,0,0,0.007417861502335716,0.049971741714973546,0.02869480160865463
2,Carreira,Baguim,786.02,82,639,722,42,42,84,0,0,0,0.009085528848371051,0.07051600841339294,0.03980076863088199
3,Baguim,Campainha,751.7,103,691,794,42,42,84,0,0,0,0.011357177559673548,0.07621650597317778,0.043786841766425666
4,Campainha,Rio Tinto,859.99,133,875,1008,42,42,84,0,0,0,0.014719137075477954,0.09647329131513636,0.05559621419530716
5,Rio Tinto,Levada,452.83,166,1016,1183,42,42,84,0,0,0,0.018358439029074268,0.11209994922139989,0.06522919412523707
6,Levada,Nau Vitória,1111.62,381,1307,1688,42,42,84,0,0,0,0.042031059211120964,0.1441436602576761,0.09308735973439854
7,Nau Vitória,Nasoni,499.02,398,1366,1765,42,42,84,0,0,0,0.0439591514397485,0.150608694592888,0.09728392301631827
8,Nasoni,Contumil,650.0,446,1393,1839,42,42,84,0,0,0,0.049166307084949894,0.15360567678566275,0.10138599193530633
9,Contumil,Estádio do Dragão,619.19,505,1607,2112,42,42,84,0,0,0,0.0557303470117553,0.1771509119569861,0.11644062948437069
10,Estádio do Dragão,Campanhã,1166.02,1952,2446,4398,46,46,92,42,42,84,0.09592887494934453,0.12020162945534554,0.10806525220234504
11,Campanhã,Heroismo,950.92,4075,3921,7997,48,46,94,84,84,168,0.13062435642775058,0.1274696394456915,0.1290579942391372
12,Heroismo,24 de Agosto,571.9,4218,4229,8447,48,46,94,84,84,168,0.13519830341709835,0.1374486373489606,0.1363156264615009
13,24 de Agosto,Bolhão,680.44,4886,5334,10221,48,46,94,84,84,168,0.15661475268938374,0.17338287249777518,0.16494036446101729
14,Bolhão,Trindade,451.8,6044,6337,12382,49,46,95,84,84,168,0.1924164009496138,0.20598393729910763,0.19912947759957564
15,Trindade,Lapa,857.4300000000001,8989,8872,17861,132,133,265,84,84,168,0.18218028494799243,0.1790248170994821,0.18059910535391965
16,Lapa,Carolina Michaelis,460.97,8770,8947,17718,131,130,261,84,84,168,0.17853142876670297,0.182924390169444,0.1807230702205062
17,Carolina Michaelis,Casa da Música,627.48,8240,8847,17088,131,121,252,84,84,168,0.16773919018317524,0.18837759128957154,0.17782644067398884
18,Casa da Música,Francos,871.87,7647,6848,14495,132,130,262,84,84,168,0.15498344976368247,0.14000713094546824,0.14752821338080005
