,A,B,Distance,PassagersAtoB,PassagersBtoA,PassagersTotal,EurotramAtoB,EurotramBtoA,EurotramTotal,TraintramAtoB,TraintramBtoA,TraintramTotal,OccupancyAtoB,OccupancyBtoA,OccupancyTotal
0,Fânzeres,Venda Nova,440.45,576,973,1550,82,82,164,0,0,0,0.03257678410117434,0.05494507086364358,0.043760927482408965
1,Venda Nova,Carreira,583.47,1123,1740,2864,82,82,164,0,0,0,0.06342795369060786,0.09828940539341453,0.0808586795420112
2,Carreira,Baguim,786.02,1662,2282,3945,82,82,164,0,0,0,0.09388133666149939,0.1288543538816601,0.11136784527157975
3,Baguim,Campainha,751.7,2093,2609,4702,74,82,156,0,0,0,0.1309734777896715,0.147308551902672,0.13955986290035127
4,Campainha,Rio Tinto,859.99,3022,3104,6127,83,78,161,0,0,0,0.16860060429846468,0.184273816193191,0.17619383739031966
5,Rio Tinto,Levada,452.83,3487,3612,7099,83,79,162,0,0,0,0.19451781508931723,0.21170741849794755,0.2029003994675999
6,Levada,Nau Vitória,1111.62,4297,4705,9002,83,82,165,0,0,0,0.23969478527114316,0.2656511660904115,0.25259431998132503
7,Nau Vitória,Nasoni,499.02,4687,4859,9546,83,82,165,0,0,0,0.2614630863563051,0.27435171839673284,0.2678683459157904
8,Nasoni,Contumil,650.0,4881,4964,9846,83,82,165,0,0,0,0.27226515239187393,0.28031146670937657,0.27626392677996614
9,Contumil,Estádio do Dragão,619.19,5716,5979,11695,73,82,155,0,0,0,0.3625409633430034,0.3375933658642481,0.34934287951553283
10,Estádio do Dragão,Campanhã,1166.02,10295,10660,20955,231,228,459,104,104,208,0.13602155951637487,0.1420633783203982,0.13902948162145096
11,Campanhã,Heroismo,950.92,19433,21024,40458,230,226,456,188,186,374,0.2017954229416014,0.22144153262796834,0.21154862421984966
12,Heroismo,24 de Agosto,571.9,21600,23023,44623,210,225,435,209,186,395,0.22224269761046764,0.24304965155037178,0.23251260763974674
13,24 de Agosto,Bolhão,680.44,29197,29148,58345,208,229,437,207,188,395,0.3033032292348799,0.30335310902912643,0.30332814631226696
