,A,B,Distance,PassagersAtoB,PassagersBtoA,PassagersTotal,EurotramAtoB,EurotramBtoA,EurotramTotal,TraintramAtoB,TraintramBtoA,TraintramTotal,OccupancyAtoB,OccupancyBtoA,OccupancyTotal
0,Fânzeres,Venda Nova,440.45,713,721,1435,126,148,274,0,0,0,0.026234567901154693,0.0225643811937575,0.0242521312854803
1,Venda Nova,Carreira,583.47,1172,1309,2482,126,148,274,0,0,0,0.04308461580843633,0.04096847560132847,0.041941591171020406
2,Carreira,Baguim,786.02,1501,1573,3075,147,148,295,0,0,0,0.04730260957388782,0.04922636503079571,0.04826774790481111
3,Baguim,Campainha,751.7,1778,1768,3547,147,147,294,0,0,0,0.05601565310170622,0.05569838670557356,0.05585701990363989
4,Campainha,Rio Tinto,859.99,2274,2172,4446,147,147,294,0,0,0,0.07162526116616884,0.0684198999281899,0.07002258054717937
5,Rio Tinto,Levada,452.83,2610,2465,5076,147,147,294,0,0,0,0.08221973446855665,0.0776478214826079,0.07993377797558228
6,Levada,Nau Vitória,1111.62,3411,3189,6601,147,147,294,0,0,0,0.107446922665277,0.10045416701722056,0.10395054484124877
7,Nau Vitória,Nasoni,499.02,3513,3292,6805,145,147,292,0,0,0,0.11218662042166845,0.10368587141987254,0.10790713376665476
8,Nasoni,Contumil,650.0,3586,3343,6929,132,148,280,0,0,0,0.1257826300621871,0.10458233663802259,0.11457676068084299
9,Contumil,Estádio do Dragão,619.19,4284,4009,8294,125,129,254,0,0,0,0.1586817608008393,0.14390511259904132,0.15117708513929623
10,Estádio do Dragão,Campanhã,1166.02,8687,7759,16446,168,169,337,83,83,166,0.15274719824234997,0.13592193237646097,0.14431861998899906
11,Campanhã,Heroismo,950.92,14814,14284,29099,169,172,341,165,167,332,0.19134787918134263,0.1818157627638673,0.18654686808661852
12,Heroismo,24 de Agosto,571.9,16174,15396,31570,169,172,341,165,164,329,0.20890204059152923,0.19784309705412734,0.20335832201315937
13,24 de Agosto,Bolhão,680.44,21191,18252,39444,170,172,342,165,162,327,0.2729519348514211,0.23603757688463273,0.2545319160549224
14,Bolhão,Trindade,451.8,25750,23639,49390,170,172,342,165,164,329,0.3316699832861596,0.30375837754215623,0.3176976629713516
15,Trindade,Lapa,857.4300000000001,30399,33954,64353,275,289,564,165,164,329,0.30302256535350136,0.32935052460441283,0.3163661926342068
16,Lapa,Carolina Michaelis,460.97,28663,33702,62366,275,279,554,165,164,329,0.28571840852458247,0.3339034064389238,0.30988464928004794
17,Carolina Michaelis,Casa da Música,627.48,27797,32078,59876,275,277,552,165,164,329,0.2770910822737847,0.31917895156896,0.2981542979036014
18,Casa da Música,Francos,871.87,26241,26026,52268,270,271,541,165,164,329,0.2644246888839796,0.2623463236391894,0.26338567383114386
19,Francos,Ramalde,965.03,24834,24414,49248,254,257,511,166,164,330,0.2586065378959946,0.2538269557087866,0.25621485701045743
20,Ramalde,Viso,621.15,23881,23467,47348,254,261,515,171,164,335,0.24550917497358743,0.2418157975405866,0.24366461500488698
21,Viso,Sete Bicas,743.81,22600,22402,45002,253,256,509,167,164,331,0.23526087812541016,0.23343744325445537,0.2343496164726867
22,Sete Bicas,Sra da Hora,674.5,19582,21522,41105,253,256,509,169,164,333,0.2028039212592013,0.224270795078375,0.21350435416599128
23,Sra da Hora,Vasco da Gama,824.48,8791,7884,16675,147,146,293,0,0,0,0.2768721451130598,0.2500110146542852,0.26348741799025743
24,Vasco da Gama,Estádio do Mar,661.6,8443,7928,16372,145,148,293,0,0,0,0.2695925465919034,0.24801391993161723,0.25869276247681006
25,Estádio do Mar,Pedro Hispano,786.97,8336,8052,16388,147,146,293,0,0,0,0.26254111632642424,0.2553500300166713,0.258957844649892
26,Pedro Hispano,Parque de Real,656.68,7853,7542,15395,147,146,293,0,0,0,0.24732486020245442,0.2391603980152931,0.24325656163820342
27,Parque de Real,C. Matosinhos,723.67,7630,7354,14985,147,146,293,0,0,0,0.24031941490464065,0.23322030770553032,0.2367819758224901
28,C. Matosinhos,Matosinhos Sul,616.61,6217,5747,11965,146,146,292,0,0,0,0.19716480730581473,0.18224591539347357,0.18970536134964416
29,Matosinhos Sul,Brito Capelo,535.72,2387,2849,5237,153,131,284,0,0,0,0.07225680492232386,0.10069539117234602,0.08537460350948196
30,Brito Capelo,Mercado,487.53,1253,1682,2935,148,126,274,0,0,0,0.03919661290752863,0.0618067325300534,0.049593967186499874
31,Mercado,Sr. de Matosinhos,708.96,276,358,634,147,126,273,0,0,0,0.008696856293186157,0.013154027042939389,0.010754012023841495
33,Fonte do Cuco,Custoias,689.2,7564,11300,18865,124,106,230,84,81,165,0.1588750567233793,0.2628915509968991,0.2082243391720876
34,Custoias,Esposade,1779.24,7376,11092,18468,124,104,228,84,83,167,0.15491236139102849,0.25767703709614564,0.2037058600206266
35,Esposade,Crestins,2035.56,7293,11030,18323,124,123,247,85,83,168,0.1523726501745095,0.23394094041375105,0.19285118033112225
36,Crestins,Verdes,591.8199999999999,7213,10951,18165,124,125,249,82,83,165,0.15309844276930692,0.2301585615541697,0.19181727927313896
37,Verdes,Pedras Rubras,960.78,4864,5400,10265,0,1,1,84,83,167,0.23351998011898195,0.25965904436718734,0.24657946648434206
38,Pedras Rubras,Lidador,1147.58,4415,4888,9303,0,1,1,84,83,167,0.21194695146083276,0.2350156380218653,0.22347242898940395
39,Lidador,Vilar do Pinheiro,1987.51,4300,4785,9086,0,1,1,84,83,167,0.20644109308015288,0.23007011572686759,0.21824652330333855
40,Vilar do Pinheiro,Modivas Sul,2037.38,4197,4689,8887,0,0,0,84,85,169,0.2015038112081962,0.22248360608175444,0.21205577904400952
41,Modivas Sul,Modivas Centro,1051.08,4193,4652,8845,0,0,0,84,85,169,0.20130020398205806,0.2207035430872316,0.21105927986335835
42,Modivas Centro,Modivas Norte,852.51,4185,4610,8795,0,0,0,84,85,169,0.2009049621221287,0.21872092840924104,0.2098656552251142
43,Modivas Norte,Mindelo,1834.12,3457,4169,7627,0,0,0,84,84,168,0.1659789862969805,0.20015213843276772,0.18306556236487412
44,Mindelo,Espaço Natureza,776.86,3262,4028,7290,0,0,0,84,84,168,0.1566121890179829,0.19335760034876281,0.17498489468337286
45,Espaço Natureza,Varziela,1539.0,3232,4005,7238,0,0,0,84,84,168,0.155183714087026,0.19228458389799014,0.17373414899250805
46,Varziela,Árvore,858.71,3125,3831,6957,0,0,0,84,84,168,0.15002553830327217,0.18394720438674408,0.1669863713450081
47,Árvore,Azurara,664.57,3139,3811,6950,0,0,0,85,84,169,0.14893575563275524,0.1829574676889319,0.16584595570801464
48,Azurara,Santa Clara,1218.09,3111,3786,6898,0,0,0,83,84,167,0.15115217327230707,0.1817836444652892,0.1665596198603939
49,Santa Clara,Vila do Conde,670.57,2935,3609,6544,0,0,0,82,84,166,0.14435018226688956,0.17325313191757544,0.1589757712467547
50,Vila do Conde,Alto de Pega,730.41,2421,2956,5378,0,0,0,84,84,168,0.1162428967587768,0.14193309881759145,0.12908799778818414
51,Alto de Pega,Portas Fronhas,671.05,2366,2864,5231,0,0,0,86,84,170,0.11097548521442319,0.13752140169766752,0.12409229100614391
52,Portas Fronhas,São Brás,562.21,2069,2413,4482,0,0,0,88,84,172,0.09480655914980358,0.11584669570800987,0.1050819746782299
53,São Brás,Póvoa de Varzim,624.94,1992,2322,4314,0,0,0,84,84,168,0.0956262757684957,0.11146313364059648,0.10354470470454609
55,Fonte do Cuco,Cândido dos Reis,913.51,3751,4554,8306,2,3,5,82,81,163,0.18064111774814148,0.21965818868247547,0.2001346119389267
