,A,B,Distance,PassagersAtoB,PassagersBtoA,PassagersTotal,EurotramAtoB,EurotramBtoA,EurotramTotal,TraintramAtoB,TraintramBtoA,TraintramTotal,OccupancyAtoB,OccupancyBtoA,OccupancyTotal
0,Fânzeres,Venda Nova,440.45,614,835,1450,78,78,156,0,0,0,0.036502849002848996,0.04959108787797731,0.043046968440413155
1,Venda Nova,Carreira,583.47,1058,1439,2498,78,78,156,0,0,0,0.0628489885886745,0.0854538217762999,0.0741514051824872
2,Carreira,Baguim,786.02,1533,1805,3339,79,77,156,0,0,0,0.08988926393163121,0.10857657544600993,0.09911312923039507
3,Baguim,Campainha,751.7,1879,1969,3849,83,79,162,0,0,0,0.10485973664766882,0.11543438247440053,0.11001650837798861
4,Campainha,Rio Tinto,859.99,2629,2410,5040,78,85,163,0,0,0,0.15608906261221367,0.13131119472433617,0.143168088560253
5,Rio Tinto,Levada,452.83,3010,2763,5774,82,80,162,0,0,0,0.16996464196703293,0.1599348091151909,0.16501163808958005
6,Levada,Nau Vitória,1111.62,3904,3564,7469,78,79,157,0,0,0,0.23176289267304082,0.20889915273003004,0.2202582082431182
7,Nau Vitória,Nasoni,499.02,4152,3655,7808,77,78,155,0,0,0,0.24967984769967702,0.21696243454184416,0.23321560107831596
8,Nasoni,Contumil,650.0,4301,3705,8007,77,78,155,0,0,0,0.2586233607550421,0.2199490720058056,0.23916146061026503
9,Contumil,Estádio do Dragão,619.19,5110,4309,9420,80,78,158,0,0,0,0.29576445236722143,0.25579079045913283,0.276030619273355
10,Estádio do Dragão,Campanhã,1166.02,9211,8225,17436,192,211,403,95,80,175,0.14163918509479684,0.12573847639720828,0.1336654272743515
11,Campanhã,Heroismo,950.92,17111,15494,32606,191,200,391,176,161,337,0.20154526224420527,0.18638829054516506,0.1940468765593487
12,Heroismo,24 de Agosto,571.9,18577,16922,35499,204,206,410,175,164,339,0.2123989888119661,0.19869821623491424,0.20563971243885826
13,24 de Agosto,Bolhão,680.44,24422,21108,45530,207,208,415,161,160,321,0.28854628194056126,0.2494823119588578,0.2690179898944989
14,Bolhão,Trindade,451.8,30451,28883,59335,211,209,420,172,158,330,0.34512946801074906,0.34251597123941696,0.34385228351994646
15,Trindade,Lapa,857.4300000000001,34175,41174,75349,210,210,420,170,149,319,0.3904827159335943,0.5002264877273321,0.4436719225842028
16,Lapa,Carolina Michaelis,460.97,33371,40945,74317,221,204,425,173,157,330,0.36818172994231824,0.4933196108465061,0.42799769466846194
17,Carolina Michaelis,Casa da Música,627.48,31510,38976,70486,213,199,412,182,158,340,0.3457190046417651,0.47434888343949944,0.40670300967922485
18,Casa da Música,Francos,871.87,27684,32671,60356,214,209,423,179,152,331,0.3055183031817549,0.3943893927110446,0.34796181079524974
19,Francos,Ramalde,965.03,25642,30119,55761,215,210,425,169,159,328,0.29023018512862053,0.35521655618470643,0.32205528085580504
