,A,B,Distance,PassagersAtoB,PassagersBtoA,PassagersTotal,EurotramAtoB,EurotramBtoA,EurotramTotal,TraintramAtoB,TraintramBtoA,TraintramTotal,OccupancyAtoB,OccupancyBtoA,OccupancyTotal
0,Fânzeres,Venda Nova,440.45,395,564,959,80,80,160,0,0,0,0.022858796296296304,0.03265907019763671,0.027758933246966506
1,Venda Nova,Carreira,583.47,726,1062,1788,86,79,165,0,0,0,0.039084049244532716,0.06228355096181075,0.05019168946068402
2,Carreira,Baguim,786.02,1012,1335,2347,93,79,172,0,0,0,0.050416977617433835,0.07823557000659963,0.06319412179617859
3,Baguim,Campainha,751.7,1232,1468,2701,79,80,159,0,0,0,0.07224261408695062,0.08499249492935469,0.07865764847306589
4,Campainha,Rio Tinto,859.99,1635,1838,3474,82,95,177,0,0,0,0.09234890298841815,0.08960292855511576,0.09087507490274738
5,Rio Tinto,Levada,452.83,2002,2153,4155,79,84,163,0,0,0,0.11736270615476618,0.11867622467120906,0.11803961140250362
6,Levada,Nau Vitória,1111.62,2636,2741,5377,79,81,160,0,0,0,0.15451770651128965,0.1566803891551208,0.15561256459972916
7,Nau Vitória,Nasoni,499.02,2828,2835,5663,79,81,160,0,0,0,0.1657410717181909,0.16204110487008855,0.1638679635013391
8,Nasoni,Contumil,650.0,2890,2902,5792,82,81,163,0,0,0,0.16318110297149777,0.16590063946645153,0.16453252908248706
9,Contumil,Estádio do Dragão,619.19,3367,3571,6938,81,80,161,0,0,0,0.19245548409118562,0.20668675303885176,0.19952692207760359
10,Estádio do Dragão,Campanhã,1166.02,6661,6723,13384,210,210,420,93,92,185,0.09734992651624448,0.09862136727245543,0.09798449273143803
11,Campanhã,Heroismo,950.92,13602,12967,26570,220,224,444,168,167,335,0.15252241644593623,0.14440748354913052,0.14845098562456027
12,Heroismo,24 de Agosto,571.9,14939,14079,29019,218,219,437,168,166,334,0.16833330443871827,0.15913820601655346,0.1637430189942764
13,24 de Agosto,Bolhão,680.44,20231,17148,37379,214,215,429,182,167,349,0.221451801639916,0.19518390803085522,0.20857464747445287
14,Bolhão,Trindade,451.8,25455,23038,48494,209,215,424,182,177,359,0.2819586092213178,0.25503499978591176,0.2684926306703764
15,Trindade,Lapa,857.4300000000001,29299,32409,61708,212,217,429,175,172,347,0.32849843354995467,0.3619996196104327,0.3452805182949327
16,Lapa,Carolina Michaelis,460.97,29014,32026,61041,185,225,410,179,170,349,0.3439722822452593,0.3528732596182228,0.3485856308813903
17,Carolina Michaelis,Casa da Música,627.48,27827,30220,58048,194,221,415,180,171,351,0.3215412480705498,0.33524768353304396,0.32853409941490297
18,Casa da Música,Francos,871.87,24978,24355,49333,199,226,425,172,170,342,0.29166890886503616,0.2677115518533266,0.2793283252740972
19,Francos,Ramalde,965.03,22859,22730,45590,194,216,410,165,181,346,0.27599965443146607,0.24830434106299326,0.2614594878469811
20,Ramalde,Viso,621.15,21938,21908,43846,194,216,410,175,177,352,0.25717721729667875,0.2419453017357537,0.2493339795460596
21,Viso,Sete Bicas,743.81,20747,20802,41549,195,214,409,177,173,350,0.24120786100063765,0.23339674505833866,0.2372329081520946
22,Sete Bicas,Sra da Hora,674.5,17783,19867,37651,194,226,420,183,171,354,0.20373036320540536,0.2177927079026785,0.2109165654364265
23,Sra da Hora,Vasco da Gama,824.48,7361,6675,14037,121,120,241,0,0,0,0.2816549921704091,0.25754889308528706,0.26965195528155167
24,Vasco da Gama,Estádio do Mar,661.6,7179,6627,13806,133,120,253,0,0,0,0.24991166594426448,0.25568657857301247,0.25265075493813705
25,Estádio do Mar,Pedro Hispano,786.97,7084,6584,13669,131,120,251,0,0,0,0.250380288509996,0.25402983627505976,0.2521250922223771
26,Pedro Hispano,Parque de Real,656.68,6683,5991,12675,120,125,245,0,0,0,0.25784707598597884,0.22192543702926823,0.23951970917133056
27,Parque de Real,C. Matosinhos,723.67,6514,5870,12385,122,122,244,0,0,0,0.24721631103292302,0.2227784816062188,0.2349973963195709
28,C. Matosinhos,Matosinhos Sul,616.61,5260,4250,9510,129,120,249,0,0,0,0.18877539390517087,0.16396860580733724,0.1768203153038053
29,Matosinhos Sul,Brito Capelo,535.72,2318,2418,4736,121,120,241,0,0,0,0.08869681976596451,0.09331153260619666,0.09099460209305106
30,Brito Capelo,Mercado,487.53,1239,1216,2456,120,121,241,0,0,0,0.047827166150220694,0.04656320980139593,0.047192565659731914
31,Mercado,Sr. de Matosinhos,708.96,266,225,492,117,109,226,0,0,0,0.010559901452497942,0.009599048589874277,0.01009648126654228
33,Fonte do Cuco,Custoias,689.2,6729,9395,16124,75,90,165,93,94,187,0.17138029857343945,0.21976275579255128,0.19660033870013996
34,Custoias,Esposade,1779.24,6549,9279,15828,75,90,165,69,85,154,0.1966025172444475,0.22900067057058893,0.2143830618968374
35,Esposade,Crestins,2035.56,6462,9243,15706,75,90,165,90,83,173,0.1677747627001276,0.2309528845890842,0.19996870686497278
36,Crestins,Verdes,591.8199999999999,6370,9180,15551,72,90,162,91,83,174,0.16710512707810812,0.2293867819151641,0.1990047093006502
37,Verdes,Pedras Rubras,960.78,4133,4672,8805,0,0,0,95,83,178,0.1754369349167028,0.22698294710651537,0.199472434982739
