,A,B,Distance,PassagersAtoB,PassagersBtoA,PassagersTotal,EurotramAtoB,EurotamBtoA,EurotramTotal,TraintramAtoB,TraintramBtoA,TraintramTotal,OccupancyAtoB,OccupancyBtoA,OccupancyTotal
3,Fânzeres,Venda Nova,440.45,169,86,255,40,40,80,0,0,0,0.019560185185185187,0.010051908189652316,0.014806046687418752
4,Venda Nova,Carreira,583.47,197,173,371,40,40,80,0,0,0,0.02287621981320523,0.02011250862995245,0.021494364221578837
5,Carreira,Baguim,786.02,262,237,500,40,40,80,0,0,0,0.030370982194393503,0.02752441349330086,0.02894769784384718
6,Baguim,Campainha,751.7,299,275,574,40,40,80,0,0,0,0.03461014890635832,0.03190151582550526,0.033255832365931784
7,Campainha,Rio Tinto,859.99,330,373,703,40,40,80,0,0,0,0.03824874177305204,0.0432214473353694,0.040735094554210725
8,Rio Tinto,Levada,452.83,339,447,787,40,40,80,0,0,0,0.03929798936445997,0.05179996749339706,0.045548978428928515
9,Levada,Nau Vitória,1111.62,645,484,1130,40,40,80,0,0,0,0.07469116217483628,0.05611343918405108,0.06540230067944368
10,Nau Vitória,Nasoni,499.02,649,501,1150,40,40,80,0,0,0,0.07514483174624188,0.05803855393862154,0.0665916928424317
11,Nasoni,Contumil,650.0,657,517,1174,40,40,80,0,0,0,0.0760646683591804,0.05991921571738738,0.06799194203828389
12,Contumil,Estádio do Dragão,619.19,668,618,1286,40,40,80,0,0,0,0.07735752329374258,0.0715565268104662,0.0744570250521044
13,Estádio do Dragão,Campanhã,1166.02,1125,1163,2289,40,60,100,40,60,100,0.060640445560602496,0.04180519110781304,0.049339292888928826
14,Campanhã,Heroismo,950.92,2256,2183,4439,60,60,120,65,120,185,0.0775958934194869,0.05110543956462435,0.061834442323668956
15,Heroismo,24 de Agosto,571.9,2341,2348,4690,60,60,120,80,120,200,0.07139545836420065,0.054975267120708236,0.062106917978581
16,24 de Agosto,Bolhão,680.44,2993,2982,5976,53,60,113,80,120,200,0.095677483756258,0.06982525431207197,0.08075467484565878
17,Bolhão,Trindade,451.8,3484,3437,6921,40,60,100,80,120,200,0.12233182423089622,0.0804685839907246,0.09721388008679324
18,Trindade,Lapa,857.4300000000001,4987,4792,9780,144,182,326,80,120,200,0.09790189132008183,0.06938889005969001,0.08149199578067222
19,Lapa,Carolina Michaelis,460.97,4838,4809,9647,160,179,339,80,120,200,0.08894433571389128,0.07028270911948141,0.07854813352135642
20,Carolina Michaelis,Casa da Música,627.48,4566,4796,9363,160,173,333,80,120,200,0.08394698362079031,0.07145339147290436,0.0770459414436518
21,Casa da Música,Francos,871.87,4116,4183,8300,160,160,320,80,120,200,0.07567923113902751,0.06504559205718866,0.06991814904886684
22,Francos,Ramalde,965.03,3855,3853,7708,180,160,340,80,119,199,0.06566316804767233,0.060138076243330764,0.0627802140923025
23,Ramalde,Viso,621.15,3580,3874,7455,180,160,340,80,119,199,0.060983213172776225,0.06046784735141218,0.06071429892016664
24,Viso,Sete Bicas,743.81,3321,3757,7079,180,160,340,80,118,198,0.05656357483029474,0.058879140169342016,0.05776957954859473
