,A,B,Distance,PassagersAtoB,PassagersBtoA,PassagersTotal,EurotramAtoB,EurotamBtoA,EurotramTotal,TraintramAtoB,TraintramBtoA,TraintramTotal,OccupancyAtoB,OccupancyBtoA,OccupancyTotal
3,Fânzeres,Venda Nova,440.45,816,456,1272,160,161,321,0,0,0,0.023611111111111117,0.013134158239047778,0.018356315433845704
4,Venda Nova,Carreira,583.47,1747,840,2588,160,156,316,0,0,0,0.050572321245164455,0.024945112505797014,0.03792091439914761
5,Carreira,Baguim,786.02,2742,1081,3823,160,170,330,0,0,0,0.07935101945119932,0.02945145180946504,0.05364518157515439
6,Baguim,Campainha,751.7,3749,1191,4940,140,176,316,0,0,0,0.12397701033969176,0.03133152215742501,0.0723769916052647
7,Campainha,Rio Tinto,859.99,5327,1493,6821,160,180,340,0,0,0,0.1541489983909359,0.03841742314731612,0.09287934090901953
8,Rio Tinto,Levada,452.83,6136,1782,7918,160,180,340,0,0,0,0.1775504782189246,0.04583553611609337,0.1078190382821316
9,Levada,Nau Vitória,1111.62,7726,2353,10080,160,180,340,0,0,0,0.22357944431203244,0.06054081347520089,0.13726487504547458
10,Nau Vitória,Nasoni,499.02,7983,2477,10460,160,180,340,0,0,0,0.23100866131154718,0.06371347221644602,0.14244062002590538
11,Nasoni,Contumil,650.0,8206,2508,10715,192,177,369,0,0,0,0.197891626274259,0.06560138556322523,0.13443533194945417
12,Contumil,Estádio do Dragão,619.19,9641,3167,12808,196,167,363,0,0,0,0.22772686570008704,0.08781655534795545,0.16336041438106233
13,Estádio do Dragão,Campanhã,1166.02,16118,7173,23291,280,260,540,137,140,277,0.17064448423104983,0.07893272173681852,0.12567337783253177
14,Campanhã,Heroismo,950.92,35090,14331,49421,340,407,747,271,232,503,0.24948931768061816,0.09853202226831685,0.17274432053585415
15,Heroismo,24 de Agosto,571.9,36641,16182,52823,336,413,749,271,232,503,0.2621275838277757,0.11027396935560177,0.18435645220327584
16,24 de Agosto,Bolhão,680.44,43935,22548,66484,343,411,754,271,232,503,0.3109448476630222,0.15411581514985495,0.23116275048538273
17,Bolhão,Trindade,451.8,43767,33383,77151,343,438,781,271,232,503,0.3097567592585463,0.21942166293570103,0.26291944023270464
18,Trindade,Lapa,857.4300000000001,45912,49985,95897,342,440,782,271,246,517,0.3254375281051968,0.32031899836149447,0.32274933874086476
19,Lapa,Carolina Michaelis,460.97,44944,49902,94847,344,441,785,269,258,527,0.31872152910106494,0.31337939197828435,0.31588834037067626
20,Carolina Michaelis,Casa da Música,627.48,40453,47983,88436,347,458,805,271,262,533,0.28456090852987503,0.29275477590232657,0.2889489046281234
21,Casa da Música,Francos,871.87,29310,45823,75133,341,443,784,271,256,527,0.20807459245289628,0.2878794186147469,0.2504123241191366
22,Francos,Ramalde,965.03,25496,43182,68679,369,433,802,261,256,517,0.17652603629996244,0.27502289012994174,0.22783034749449027
23,Ramalde,Viso,621.15,24924,40087,65011,353,417,770,261,256,517,0.17679786033812078,0.26105181067569616,0.22072470328376434
24,Viso,Sete Bicas,743.81,22524,37749,60273,363,413,776,263,260,523,0.15681901482731136,0.24562120064450316,0.20272184791581052
25,Sete Bicas,Sra da Hora,674.5,18342,35893,54236,380,411,791,267,242,509,0.12369117542744856,0.24123307828644083,0.18256024725194225
26,Sra da Hora,Vasco da Gama,824.48,10008,8888,18896,182,200,382,0,0,0,0.2545894176564909,0.2057478399174035,0.2290179109868116
27,Vasco da Gama,Estádio do Mar,661.6,10693,7618,18312,204,183,387,0,0,0,0.2426719364886704,0.19274768723554808,0.2190643457565738
28,Estádio do Mar,Pedro Hispano,786.97,10037,7598,17635,202,180,382,0,0,0,0.23004977553671646,0.19543022291804293,0.21373689733943574
29,Pedro Hispano,Parque de Real,656.68,9493,6515,16009,201,180,381,0,0,0,0.21867026950869395,0.16757635963048512,0.19453141444812286
30,Parque de Real,C. Matosinhos,723.67,9406,5964,15371,201,180,381,0,0,0,0.21665686334109044,0.15341929093245094,0.18678084488031588
31,C. Matosinhos,Matosinhos Sul,616.61,6852,4184,11036,213,178,391,0,0,0,0.14893419058074917,0.10883440117385991,0.13067904348502976
32,Matosinhos Sul,Brito Capelo,535.72,2999,2558,5558,199,160,359,0,0,0,0.0697913445078171,0.07403180496078535,0.07168124331693944
33,Brito Capelo,Mercado,487.53,1394,1559,2954,200,161,361,0,0,0,0.03228706273040972,0.04483907451675454,0.037885051366425
34,Mercado,Sr. de Matosinhos,708.96,215,320,536,201,160,361,0,0,0,0.004969573164325753,0.009288194444444443,0.00688364353778556
35,Sra da Hora,Fonte do Cuco,687.03,6012,14793,20805,100,100,200,137,148,285,0.10817972227231734,0.2537225040084665,0.1826943547481203
36,Fonte do Cuco,Custoias,689.2,5709,14538,20248,100,100,200,137,126,263,0.1027334788022533,0.27510177809478276,0.18674919378243848
37,Custoias,Esposade,1779.24,5560,14263,19824,100,100,200,139,158,297,0.09916263149547472,0.23466366611265285,0.16964506190701162
38,Esposade,Crestins,2035.56,5484,14146,19631,100,101,201,140,156,296,0.09737493980593744,0.23381848046746267,0.16804004273157708
39,Crestins,Verdes,591.8199999999999,5470,13925,19395,102,100,202,140,156,296,0.09639299446352342,0.23098201190909776,0.1657205977082157
40,Verdes,Pedras Rubras,960.78,3474,9334,12809,0,0,0,140,156,296,0.10006664132197345,0.24128277495768116,0.17449136040025184
41,Pedras Rubras,Lidador,1147.58,3176,7962,11138,0,0,0,140,156,296,0.09147552358383547,0.20580744219226457,0.1517315347423319
42,Lidador,Vilar do Pinheiro,1987.51,3068,7610,10678,0,0,0,140,156,296,0.08837063154475008,0.19671533773425617,0.1454712199419222
43,Vilar do Pinheiro,Modivas Sul,2037.38,3068,7171,10240,0,0,0,140,156,296,0.08839207745812011,0.1853567107409463,0.13949505986393393
44,Modivas Sul,Modivas Centro,1051.08,3073,7064,10137,0,0,0,140,156,296,0.08852995203836224,0.18259337243900906,0.13810391684410855
45,Modivas Centro,Modivas Norte,852.51,3156,6934,10091,0,0,0,139,140,279,0.09156882732273006,0.19974060356243567,0.14584857167240312
46,Modivas Norte,Mindelo,1834.12,2675,6657,9332,0,0,0,139,138,277,0.07761823905022316,0.19451987635155432,0.13585804391514628
47,Mindelo,Espaço Natureza,776.86,2708,6204,8912,0,0,0,139,138,277,0.07855660732801376,0.18128577762168718,0.12973576075951893
48,Espaço Natureza,Varziela,1539.0,2589,6242,8832,0,0,0,139,138,277,0.0751285318316042,0.1824115805640829,0.12857640448533006
49,Varziela,Árvore,858.71,2522,5688,8211,0,0,0,131,138,269,0.07765389222832811,0.1662275209824231,0.12309315158916495
50,Árvore,Azurara,664.57,2532,5637,8169,0,0,0,135,138,273,0.07563197565181447,0.16473030230007232,0.12067069022126348
51,Azurara,Santa Clara,1218.09,2525,5571,8097,0,0,0,130,98,228,0.07833230661191068,0.2292569104377247,0.1432034082563395
52,Santa Clara,Vila do Conde,670.57,2369,5482,7851,0,0,0,154,98,252,0.06203567677843191,0.22556900164177526,0.1256319697808432
53,Vila do Conde,Alto de Pega,730.41,1624,4134,5759,0,0,0,156,118,274,0.0419859049115944,0.14129256609613164,0.0847530071735484
54,Alto de Pega,Portas Fronhas,671.05,1536,3996,5532,0,0,0,152,119,271,0.040748263716268406,0.13541886808127962,0.08231948851123644
55,Portas Fronhas,São Brás,562.21,1264,3104,4369,0,0,0,156,119,275,0.0326952281013264,0.10519768993491292,0.06406902067658748
56,São Brás,Póvoa de Varzim,624.94,1219,3013,4232,0,0,0,156,119,275,0.031508503843894996,0.1020940634318244,0.06205280053830808
57,Sra da Hora,Fonte do Cuco,685.98,4640,9475,14116,76,131,207,137,86,223,0.09209733203956721,0.19095239535733805,0.14114532098214702
58,Fonte do Cuco,Cândido dos Reis,913.51,4506,9325,13831,56,131,187,161,86,247,0.08661658582816158,0.18791549102965435,0.13607015964878644
59,Cândido dos Reis,Pias,916.73,4411,8690,13102,58,131,189,163,86,249,0.08331283049442051,0.17512784309383944,0.12773090280405985
60,Pias,Araújo,1258.13,4374,8271,12645,58,131,189,163,86,249,0.0826091710300922,0.1666746009112031,0.12327816662770029
