,A,B,Distance,PassagersAtoB,PassagersBtoA,PassagersTotal,EurotramAtoB,EurotramBtoA,EurotramTotal,TraintramAtoB,TraintramBtoA,TraintramTotal,OccupancyAtoB,OccupancyBtoA,OccupancyTotal
0,Fânzeres,Venda Nova,440.45,81,316,397,41,42,83,0,0,0,0.009146341463414637,0.034872218054027085,0.02216425491890527
1,Venda Nova,Carreira,583.47,138,565,703,41,41,82,0,0,0,0.015595924035853559,0.06389603000588231,0.03974597702086794
2,Carreira,Baguim,786.02,182,790,972,41,41,82,0,0,0,0.020552670247070626,0.08925341673427144,0.05490304349067103
3,Baguim,Campainha,751.7,201,871,1072,41,41,82,0,0,0,0.02270005528159667,0.09844272823793918,0.060571391759767924
4,Campainha,Rio Tinto,859.99,289,1125,1415,41,41,82,0,0,0,0.0327342523707715,0.1270590074855723,0.07989662992817191
5,Rio Tinto,Levada,452.83,318,1258,1576,41,41,82,0,0,0,0.03598252623174516,0.14208124365647318,0.08903188494410917
6,Levada,Nau Vitória,1111.62,571,1461,2033,41,41,82,0,0,0,0.0645162407010367,0.16506277842469047,0.11478950956286359
7,Nau Vitória,Nasoni,499.02,551,1505,2057,41,41,82,0,0,0,0.062329808270739785,0.17002212025741464,0.1161759642640772
8,Nasoni,Contumil,650.0,581,1537,2119,41,41,82,0,0,0,0.06568579750165264,0.17364895825564738,0.11966737787865002
9,Contumil,Estádio do Dragão,619.19,643,1798,2441,41,41,82,0,0,0,0.07261299294832707,0.20308195463792417,0.13784747379312562
10,Estádio do Dragão,Campanhã,1166.02,1923,2887,4811,41,41,82,42,42,84,0.09982784998091204,0.14981760637555822,0.12482272817823514
11,Campanhã,Heroismo,950.92,4979,5190,10169,41,41,82,81,84,165,0.1720243127698903,0.17484687131882368,0.17345350021361955
12,Heroismo,24 de Agosto,571.9,5245,5689,10935,41,41,82,84,84,168,0.17668226607049167,0.19165332586073286,0.18416779596561225
13,24 de Agosto,Bolhão,680.44,6735,7020,13755,41,41,82,84,84,168,0.22688704611413635,0.2364601520270537,0.23167359907059504
14,Bolhão,Trindade,451.8,8668,8127,16795,41,34,75,84,84,168,0.2919839689912051,0.2884505361569069,0.2902634172917169
15,Trindade,Lapa,857.4300000000001,11955,11593,23549,126,128,254,84,84,168,0.24881876218192878,0.2391472379572422,0.24396135817052478
16,Lapa,Carolina Michaelis,460.97,11751,11519,23271,126,128,254,84,84,168,0.2445808157127572,0.23761386281927482,0.24108174936645327
17,Carolina Michaelis,Casa da Música,627.48,11263,11081,22344,126,129,255,84,84,168,0.23442069772149124,0.22755847537057147,0.23096660465525054
18,Casa da Música,Francos,871.87,10250,8945,19196,126,126,252,84,84,168,0.2133491462572685,0.1861699370949303,0.19975954167609938
19,Francos,Ramalde,965.03,9429,8169,17598,126,126,252,84,84,168,0.19625206570012485,0.17002404753926179,0.18313805661969332
20,Ramalde,Viso,621.15,8765,8148,16914,126,126,252,88,84,172,0.1787424846557548,0.16960034193217635,0.17421811837379927
21,Viso,Sete Bicas,743.81,8383,7858,16242,126,126,252,105,83,188,0.1574276491608528,0.16439906992988326,0.1607251665052921
22,Sete Bicas,Sra da Hora,674.5,8029,5921,13950,125,126,251,105,83,188,0.15137662099976698,0.12388094495464125,0.13834316884826947
23,Sra da Hora,Vasco da Gama,824.48,2587,2347,4935,83,83,166,0,0,0,0.1443547119974798,0.1309624151031776,0.13765856355032868
24,Vasco da Gama,Estádio do Mar,661.6,2340,2335,4676,83,84,167,0,0,0,0.13057353384601197,0.12874055510201624,0.12965155651370275
25,Estádio do Mar,Pedro Hispano,786.97,2341,2313,4654,83,82,165,0,0,0,0.13059847321435628,0.13060085075411776,0.13059965477957108
26,Pedro Hispano,Parque de Real,656.68,2157,2209,4367,76,82,158,0,0,0,0.13142988415635018,0.12474921008091823,0.12796269887669562
27,Parque de Real,C. Matosinhos,723.67,1940,2167,4108,83,82,165,0,0,0,0.10822667402021181,0.12240000217607802,0.11527038861888474
28,C. Matosinhos,Matosinhos Sul,616.61,1445,1739,3184,83,82,165,0,0,0,0.08060645321634384,0.09823034480829342,0.08936499328022181
29,Matosinhos Sul,Brito Capelo,535.72,700,637,1338,83,82,165,0,0,0,0.039069184513317715,0.036005176010007515,0.03754646513591507
30,Brito Capelo,Mercado,487.53,442,384,826,83,82,165,0,0,0,0.024661922880992164,0.02168412561784982,0.02318204787749112
31,Mercado,Sr. de Matosinhos,708.96,120,84,204,83,82,165,0,0,0,0.0067282093146526275,0.0047425474254742545,0.005741395527303375
33,Fonte do Cuco,Custoias,689.2,2787,2872,5659,42,42,84,35,45,80,0.15702928837902852,0.14196529054463627,0.14900552036656473
34,Custoias,Esposade,1779.24,2678,2845,5523,42,42,84,42,42,84,0.13743486267821475,0.1460212371835417,0.14172804993087823
35,Esposade,Crestins,2035.56,2584,2817,5402,42,42,84,42,42,84,0.13263706342411752,0.14459755267021787,0.1386173080471677
36,Crestins,Verdes,591.8199999999999,2564,2796,5361,42,42,84,42,42,84,0.13160910655303168,0.14350415009848705,0.13755662832575935
37,Verdes,Pedras Rubras,960.78,1862,1063,2926,0,0,0,42,42,84,0.17883540763884326,0.10210088385771457,0.1404681457482789
38,Pedras Rubras,Lidador,1147.58,1677,917,2594,0,0,0,42,42,84,0.16104815040592943,0.08806612183226124,0.12455713611909533
39,Lidador,Vilar do Pinheiro,1987.51,1603,901,2505,0,0,0,42,42,84,0.1539870622361859,0.08657434102248251,0.12028070162933421
40,Vilar do Pinheiro,Modivas Sul,2037.38,1531,895,2427,0,0,0,42,42,84,0.14702688729938998,0.08600136921185081,0.1165141282556204
41,Modivas Sul,Modivas Centro,1051.08,1513,912,2425,0,0,0,42,42,84,0.1452636730780897,0.08761262745383619,0.11643815026596295
42,Modivas Centro,Modivas Norte,852.51,1496,897,2393,0,0,0,42,42,84,0.1436575652992926,0.08612720928426809,0.11489238729178035
43,Modivas Norte,Mindelo,1834.12,1409,674,2084,0,0,0,42,42,84,0.13534915951244056,0.06475118421770804,0.1000501718650743
44,Mindelo,Espaço Natureza,776.86,1361,681,2043,0,0,0,42,42,84,0.13074600887543378,0.06544222696393015,0.09809411791968196
