,A,B,Distance,PassagersAtoB,PassagersBtoA,PassagersTotal,EurotramAtoB,EurotamBtoA,EurotramTotal,TraintramAtoB,TraintramBtoA,TraintramTotal,OccupancyAtoB,OccupancyBtoA,OccupancyTotal
3,Fânzeres,Venda Nova,440.45,221,1388,1609,168,168,336,0,0,0,0.0060901675485008815,0.038258311528571384,0.022174239538536134
4,Venda Nova,Carreira,583.47,427,2519,2947,168,166,334,0,0,0,0.011785014112599372,0.0702720214322571,0.040853406972069975
5,Carreira,Baguim,786.02,564,3888,4452,168,166,334,0,0,0,0.015557233197503868,0.10844531336250555,0.06172316525555859
6,Baguim,Campainha,751.7,697,4570,5268,168,174,342,0,0,0,0.019213709654936555,0.12161759564963082,0.07131393235399153
7,Campainha,Rio Tinto,859.99,872,5865,6737,175,188,363,0,0,0,0.023089102869423506,0.14443490102671996,0.08593486059276162
8,Rio Tinto,Levada,452.83,1002,6913,7915,165,171,336,0,0,0,0.028128641610891722,0.18717019371493324,0.10906943152098428
9,Levada,Nau Vitória,1111.62,1591,8402,9994,165,167,332,0,0,0,0.044666998564631105,0.23294974290889636,0.13937548743659586
10,Nau Vitória,Nasoni,499.02,1685,8600,10286,165,165,330,0,0,0,0.04730416021768296,0.2413109270327237,0.14430754362520332
11,Nasoni,Contumil,650.0,1752,8706,10459,165,165,330,0,0,0,0.04918604825611423,0.2442921160200245,0.14673908213806938
12,Contumil,Estádio do Dragão,619.19,2138,9773,11911,165,165,330,0,0,0,0.05999733160731931,0.2742293917191905,0.1671133616632549
13,Estádio do Dragão,Campanhã,1166.02,5507,14706,20214,258,247,505,168,170,338,0.05654539624252496,0.1539806458124533,0.10478822976035247
14,Campanhã,Heroismo,950.92,12357,26153,38511,335,291,626,249,290,539,0.09214514073230912,0.19405342070023257,0.1432251083803888
15,Heroismo,24 de Agosto,571.9,13557,27589,41147,321,305,626,249,290,539,0.1034255475570132,0.20021156125832174,0.15302654383814257
16,24 de Agosto,Bolhão,680.44,19494,31967,51462,332,312,644,249,290,539,0.14606592462145654,0.22946707326588953,0.18866051072856732
