,A,B,Distance,PassagersAtoB,PassagersBtoA,PassagersTotal,EurotramAtoB,EurotramBtoA,EurotramTotal,TraintramAtoB,TraintramBtoA,TraintramTotal,OccupancyAtoB,OccupancyBtoA,OccupancyTotal
0,Fânzeres,Venda Nova,440.45,1929,409,2338,170,93,263,0,0,0,0.05253267973856209,0.020381416866871397,0.041163601993059296
1,Venda Nova,Carreira,583.47,3580,616,4197,166,89,255,0,0,0,0.09986237175988397,0.03206095767094557,0.07619834880335252
2,Carreira,Baguim,786.02,5697,787,6484,136,82,218,0,0,0,0.19394984200897616,0.04443841250987163,0.13771159788545978
3,Baguim,Campainha,751.7,6873,811,7684,132,107,239,0,0,0,0.24108366932904587,0.03509943792287696,0.1488647874861167
4,Campainha,Rio Tinto,859.99,8837,1110,9947,130,113,243,0,0,0,0.3147204526330949,0.045497486808052975,0.18952623395725235
5,Rio Tinto,Levada,452.83,9848,1377,11226,130,113,243,0,0,0,0.35072954129416833,0.056448687776586855,0.2138828892468979
6,Levada,Nau Vitória,1111.62,12055,1708,13764,130,113,243,0,0,0,0.4293401010862757,0.0700053498885883,0.2622420480601906
7,Nau Vitória,Nasoni,499.02,12361,1776,14137,128,115,243,0,0,0,0.4470863230290478,0.0715342715501414,0.269355928296232
8,Nasoni,Contumil,650.0,12586,1790,14377,114,125,239,0,0,0,0.511166995174215,0.06631559786954,0.27850413047511724
9,Contumil,Estádio do Dragão,619.19,14121,2193,16314,95,145,240,0,0,0,0.6881802707031666,0.07002457014946785,0.31471120161864025
10,Estádio do Dragão,Campanhã,1166.02,19422,5013,24436,199,208,407,135,112,247,0.25401417344666005,0.06896313169195724,0.16382089513137854
11,Campanhã,Heroismo,950.92,34003,10583,44586,303,232,535,189,175,364,0.30273555494421106,0.11317632254732343,0.2166164726834462
12,Heroismo,24 de Agosto,571.9,36441,11990,48432,302,238,540,216,176,392,0.3067482162978859,0.12614133076753375,0.22647098250050282
13,24 de Agosto,Bolhão,680.44,42574,16016,58590,294,237,531,214,189,403,0.3652043592720216,0.16332925792062303,0.27297234315702185
14,Bolhão,Trindade,451.8,42361,22731,65092,288,238,526,214,203,417,0.36746261321053625,0.22340185223214068,0.29992201757913767
15,Trindade,Lapa,857.4300000000001,40790,43824,84615,280,247,527,216,204,420,0.3576631777132241,0.4216177144357951,0.3881582893003049
16,Lapa,Carolina Michaelis,460.97,38956,44685,83642,282,226,508,211,202,413,0.34402105772787506,0.4517708746043131,0.3942574443133527
17,Carolina Michaelis,Casa da Música,627.48,34310,46098,80409,281,245,526,200,204,404,0.3110786920061644,0.44534334129756875,0.37608094813059306
18,Casa da Música,Francos,871.87,28098,47157,75255,310,256,566,196,198,394,0.24313360812794846,0.4516971154821123,0.3421208706742038
19,Francos,Ramalde,965.03,24723,47296,72019,301,286,587,195,187,382,0.218063243978019,0.4373135808755298,0.32510326797561556
20,Ramalde,Viso,621.15,23880,45996,69877,298,273,571,175,187,362,0.2215958803898447,0.4366357103363119,0.3278928315041913
21,Viso,Sete Bicas,743.81,22443,44687,67130,301,281,582,163,187,350,0.21285180851145205,0.4173558994010628,0.31588910532166703
22,Sete Bicas,Sra da Hora,674.5,20505,43955,64460,301,300,601,161,181,342,0.19539422410682583,0.4007320966731524,0.3003324465808988
23,Sra da Hora,Vasco da Gama,824.48,8241,7978,16220,130,168,298,0,0,0,0.2935108847044406,0.21986952096750045,0.25199494810106493
24,Vasco da Gama,Estádio do Mar,661.6,8627,6589,15216,138,183,321,0,0,0,0.28943206811931477,0.16670235401922193,0.21946466101552353
25,Estádio do Mar,Pedro Hispano,786.97,8578,6082,14661,125,183,308,0,0,0,0.31772584327790643,0.15387735188493032,0.22037430456065113
26,Pedro Hispano,Parque de Real,656.68,7634,5331,12966,124,181,305,0,0,0,0.28504130705688674,0.1363731247665461,0.19681527100917637
27,Parque de Real,C. Matosinhos,723.67,6738,4542,11280,122,151,273,0,0,0,0.25571735610869684,0.1392591650199413,0.19130275224641813
28,C. Matosinhos,Matosinhos Sul,616.61,4253,3166,7420,113,155,268,0,0,0,0.1742856140984402,0.09456790869381733,0.12818022477860233
