,A,B,Distance,PassagersAtoB,PassagersBtoA,PassagersTotal,EurotramAtoB,EurotramBtoA,EurotramTotal,TraintramAtoB,TraintramBtoA,TraintramTotal,OccupancyAtoB,OccupancyBtoA,OccupancyTotal
0,Fânzeres,Venda Nova,440.45,819,377,1196,145,144,289,0,0,0,0.026149425287356323,0.01214779127555416,0.019172832561752475
1,Venda Nova,Carreira,583.47,1451,730,2182,145,144,289,0,0,0,0.04634168960841624,0.023494952051701903,0.034957848057665844
2,Carreira,Baguim,786.02,2350,980,3330,144,153,297,0,0,0,0.07557210302636139,0.029660366945866018,0.05192060262125771
3,Baguim,Campainha,751.7,3122,1052,4175,130,154,284,0,0,0,0.11119198804973009,0.03164977373793438,0.06805994226093945
4,Campainha,Rio Tinto,859.99,4414,1254,5669,146,157,303,0,0,0,0.13997709362929955,0.037006669972521736,0.08662278170153019
5,Rio Tinto,Levada,452.83,5192,1480,6673,146,160,306,0,0,0,0.16466801756854382,0.042839272623206415,0.10096671302196217
6,Levada,Nau Vitória,1111.62,6412,1992,8404,147,163,310,0,0,0,0.20195579069044586,0.05658498596584075,0.12551888369008898
7,Nau Vitória,Nasoni,499.02,6673,2086,8759,147,165,312,0,0,0,0.21016827536505772,0.058544112191105176,0.1299824198403713
8,Nasoni,Contumil,650.0,6844,2147,8992,163,169,332,0,0,0,0.19439787730531957,0.058833682402595136,0.1253908021891737
9,Contumil,Estádio do Dragão,619.19,8171,2758,10930,185,161,346,0,0,0,0.20449933547492213,0.0793336467769398,0.14625749767036966
10,Estádio do Dragão,Campanhã,1166.02,13523,6255,19778,238,229,467,128,140,268,0.16263482023314269,0.07430692255841266,0.11819850205982989
11,Campanhã,Heroismo,950.92,30963,12897,43860,311,357,668,260,228,488,0.23518157138540052,0.09649433260978599,0.16531521937043875
12,Heroismo,24 de Agosto,571.9,32256,14310,46567,311,361,672,260,224,484,0.24500507334888347,0.10717404650979172,0.17560306813073215
