,A,B,Distance,PassagersAtoB,PassagersBtoA,PassagersTotal,EurotramAtoB,EurotamBtoA,EurotramTotal,TraintramAtoB,TraintramBtoA,TraintramTotal,OccupancyAtoB,OccupancyBtoA,OccupancyTotal
3,Fânzeres,Venda Nova,440.45,226,1353,1579,167,168,335,0,0,0,0.006265247283211356,0.03730738682504921,0.021832648605685262
4,Venda Nova,Carreira,583.47,384,2323,2708,167,176,343,0,0,0,0.010666368558170478,0.061128192366967406,0.03655931605189718
5,Carreira,Baguim,786.02,605,3581,4187,167,178,345,0,0,0,0.016783442986998028,0.09316411996617986,0.056191444442923726
6,Baguim,Campainha,751.7,743,4264,5007,170,171,341,0,0,0,0.020234254870626425,0.11545573394989868,0.06798461534732894
7,Campainha,Rio Tinto,859.99,1047,5603,6650,199,171,370,0,0,0,0.02435896387139993,0.1517013051792963,0.08321177566504934
8,Rio Tinto,Levada,452.83,1193,6502,7696,183,167,350,0,0,0,0.030194365852707513,0.18026435447088252,0.1017991889933796
9,Levada,Nau Vitória,1111.62,1863,7938,9802,185,167,352,0,0,0,0.04662985120149673,0.22008495182548948,0.12892246996344783
10,Nau Vitória,Nasoni,499.02,1918,8094,10013,185,169,354,0,0,0,0.04800969325394645,0.22175430652177383,0.13095556794960414
11,Nasoni,Contumil,650.0,2001,8225,10227,197,158,355,0,0,0,0.047034920598803834,0.24102820105476705,0.13337559190033113
12,Contumil,Estádio do Dragão,619.19,2338,9232,11570,207,167,374,0,0,0,0.05229367249713013,0.2559377720788938,0.14322566348684812
13,Estádio do Dragão,Campanhã,1166.02,4741,17807,22549,273,253,526,162,164,326,0.04782860374388218,0.18682332284807238,0.11595934580931028
14,Campanhã,Heroismo,950.92,10644,28280,38925,338,315,653,290,290,580,0.07344503692174773,0.20206382342215468,0.13663297519432135
15,Heroismo,24 de Agosto,571.9,11688,29384,41073,340,319,659,254,288,542,0.08567286010356115,0.20940177883482058,0.14840819652399825
16,24 de Agosto,Bolhão,680.44,16904,32915,49819,368,328,696,258,293,551,0.11782324944009336,0.2293551274539487,0.17359696113664927
17,Bolhão,Trindade,451.8,26464,34166,60631,357,336,693,252,289,541,0.1895648011780442,0.23685901954154606,0.21359845348942186
18,Trindade,Lapa,857.4300000000001,35916,42129,78046,370,336,706,254,274,528,0.25132195543863706,0.2997959903198003,0.2753551165089874
19,Lapa,Carolina Michaelis,460.97,35618,41478,77096,374,335,709,271,267,538,0.24068132961910674,0.2993162036318376,0.2690354595330824
20,Carolina Michaelis,Casa da Música,627.48,34483,38568,73051,375,355,730,251,245,496,0.24072260229241296,0.28061922730715955,0.260258144039929
21,Casa da Música,Francos,871.87,35148,25970,61119,385,368,753,241,231,472,0.24591935848098448,0.18987749960516506,0.21851474042189672
22,Francos,Ramalde,965.03,33108,22993,56101,404,364,768,220,232,452,0.23344632164152077,0.16887066699255318,0.20181636762616942
23,Ramalde,Viso,621.15,30757,22092,52850,393,358,751,220,234,454,0.2205653190527657,0.16321585331678254,0.1923171469397898
24,Viso,Sete Bicas,743.81,29660,20115,49776,411,359,770,218,230,448,0.20765170987112522,0.14946257907140484,0.1794229842397827
25,Sete Bicas,Sra da Hora,674.5,27563,16044,43608,417,359,776,220,223,443,0.19057917427451157,0.12077284871957715,0.1571582764176501
26,Sra da Hora,Vasco da Gama,824.48,7250,7002,14253,187,150,337,0,0,0,0.17950919740107735,0.216121917016344,0.19580566013784292
27,Vasco da Gama,Estádio do Mar,661.6,6357,7202,13559,193,144,337,0,0,0,0.15249742104055983,0.23156344930687428,0.18628231145702653
28,Estádio do Mar,Pedro Hispano,786.97,6014,7188,13203,186,150,336,0,0,0,0.14970857346815294,0.22186178202289966,0.1819198272872363
29,Pedro Hispano,Parque de Real,656.68,5403,6922,12326,188,148,336,0,0,0,0.13307295238148564,0.21656025781479818,0.1698471226318733
30,Parque de Real,C. Matosinhos,723.67,4777,6765,11542,188,146,334,0,0,0,0.11764445889731874,0.2145206506955069,0.15999153674922137
31,C. Matosinhos,Matosinhos Sul,616.61,3356,5044,8401,199,140,339,0,0,0,0.0780850500897628,0.16682110417926588,0.114731208120826
32,Matosinhos Sul,Brito Capelo,535.72,1727,2442,4170,193,112,305,0,0,0,0.04144290282788921,0.10098091946457984,0.06330604336332969
33,Brito Capelo,Mercado,487.53,969,1174,2143,187,114,301,0,0,0,0.0240000568095751,0.04769104317823699,0.03297272274322113
34,Mercado,Sr. de Matosinhos,708.96,199,208,407,186,112,298,0,0,0,0.004961901386145776,0.008597883597883601,0.006328445036194892
35,Sra da Hora,Fonte do Cuco,687.03,9757,5987,15745,93,95,188,149,127,276,0.1710614911463743,0.11511486015765508,0.14437685245149076
36,Fonte do Cuco,Custoias,689.2,9228,5933,15161,94,93,187,153,121,274,0.1584313325518568,0.11844481028527733,0.13994240082082818
37,Custoias,Esposade,1779.24,9060,5889,14949,94,97,191,153,113,266,0.15554310770649712,0.12024780454486443,0.13942150463587746
38,Esposade,Crestins,2035.56,8867,5819,14686,94,112,206,153,114,267,0.15223152583481792,0.11092632532272294,0.13265789298863548
39,Crestins,Verdes,591.8199999999999,8752,5715,14468,94,114,208,149,114,263,0.15287418223797,0.10805822774549714,0.1313531501293034
40,Verdes,Pedras Rubras,960.78,7616,3198,10814,0,0,0,149,114,263,0.2061143887000528,0.11312919411901536,0.16580901918583885
41,Pedras Rubras,Lidador,1147.58,6545,2914,9459,0,0,0,151,114,265,0.17477625842276642,0.10310120150627226,0.14394246035302932
42,Lidador,Vilar do Pinheiro,1987.51,6205,2887,9093,0,0,0,151,112,263,0.16570817387287692,0.10396354257146077,0.1394138822160001
43,Vilar do Pinheiro,Modivas Sul,2037.38,5949,2874,8824,0,0,0,151,112,263,0.158883646529267,0.10350642071317438,0.1353009496037827
44,Modivas Sul,Modivas Centro,1051.08,5902,2885,8788,0,0,0,151,121,272,0.15761701009633408,0.09616051847555919,0.13027790904444528
45,Modivas Centro,Modivas Norte,852.51,5810,2870,8681,0,0,0,151,117,268,0.15516933247672002,0.09892889030878751,0.13061660212728682
46,Modivas Norte,Mindelo,1834.12,5519,2455,7975,0,0,0,154,95,249,0.1445275399655144,0.10422755760749076,0.12915204468835678
47,Mindelo,Espaço Natureza,776.86,5203,2455,7659,0,0,0,158,95,253,0.13280191776498051,0.10423821489209492,0.122076416686229
48,Espaço Natureza,Varziela,1539.0,5321,2268,7590,0,0,0,142,92,234,0.1511087771567413,0.09944150242465728,0.1307951477748963
49,Varziela,Árvore,858.71,4973,2065,7038,0,0,0,140,92,232,0.1432415054163175,0.09050833596726848,0.12233007615203943
50,Árvore,Azurara,664.57,4919,2064,6983,0,0,0,142,93,235,0.13968954908717982,0.08951432035635402,0.11983296920647003
51,Azurara,Santa Clara,1218.09,4852,2064,6917,0,0,0,144,79,223,0.13588139552045425,0.10539381011898438,0.12508086078181693
52,Santa Clara,Vila do Conde,670.57,4687,2028,6715,0,0,0,144,77,221,0.13124627624962962,0.10621577798557552,0.12252524291780986
53,Vila do Conde,Alto de Pega,730.41,3540,1605,5146,0,0,0,146,77,223,0.0977750464225501,0.08409180700291138,0.0930503404346031
54,Alto de Pega,Portas Fronhas,671.05,3391,1562,4954,0,0,0,146,77,223,0.09366085084342295,0.08184141727495792,0.08957970113592605
55,Portas Fronhas,São Brás,562.21,2513,1349,3862,0,0,0,142,77,219,0.07137465208507629,0.07065734792886227,0.07112244925389602
56,São Brás,Póvoa de Varzim,624.94,2345,1311,3657,0,0,0,144,77,221,0.0656918189040584,0.06870548806032672,0.06674183032954556
57,Sra da Hora,Fonte do Cuco,685.98,8594,4031,12625,126,109,235,85,89,174,0.17794481022327657,0.08837468854184043,0.1344377965229998
