,A,B,Distance,PassagersAtoB,PassagersBtoA,PassagersTotal,EurotramAtoB,EurotramBtoA,EurotramTotal,TraintramAtoB,TraintramBtoA,TraintramTotal,OccupancyAtoB,OccupancyBtoA,OccupancyTotal
0,Fânzeres,Venda Nova,440.45,470,2057,2528,159,159,318,0,0,0,0.013714185883997204,0.05990203931463789,0.036808112599317544
1,Venda Nova,Carreira,583.47,729,3669,4398,159,159,318,0,0,0,0.021241361857309477,0.10684068940811782,0.06404102563271365
2,Carreira,Baguim,786.02,946,5024,5971,159,159,318,0,0,0,0.027546275493999708,0.14631281783826774,0.08692954666613373
3,Baguim,Campainha,751.7,1135,5792,6927,161,153,314,0,0,0,0.032656922435052235,0.175266988491485,0.10214526672369623
4,Campainha,Rio Tinto,859.99,1569,7649,9218,163,150,313,0,0,0,0.044564037856022025,0.2360962342619574,0.1363526303828281
5,Rio Tinto,Levada,452.83,1791,8827,10619,163,157,320,0,0,0,0.0508807470928132,0.26031416748560204,0.15363401897302523
6,Levada,Nau Vitória,1111.62,2557,10810,13368,163,159,322,0,0,0,0.07263724240072654,0.3147825615850075,0.19220589379917583
7,Nau Vitória,Nasoni,499.02,2860,11042,13903,163,159,322,0,0,0,0.081256354629213,0.32153067160478954,0.19990112605504115
8,Nasoni,Contumil,650.0,3035,11184,14219,163,160,323,0,0,0,0.08622306765950571,0.323618037517824,0.20381809916827018
9,Contumil,Estádio do Dragão,619.19,3986,12992,16978,163,160,323,0,0,0,0.11323049697987458,0.37593097172533013,0.24336076310765445
10,Estádio do Dragão,Campanhã,1166.02,10170,20333,30504,247,242,489,166,166,332,0.10760180761702948,0.2176104335953081,0.16229007113804647
11,Campanhã,Heroismo,950.92,18562,43789,62352,290,311,601,281,247,528,0.1402769410797895,0.3409563765393832,0.239117488920511
12,Heroismo,24 de Agosto,571.9,21228,46081,67309,286,309,595,281,247,528,0.16148058467308204,0.36000854783768416,0.2594193325728642
13,24 de Agosto,Bolhão,680.44,31621,52694,84316,286,295,581,281,249,530,0.24053505798789682,0.419971813532589,0.3281611150281855
14,Bolhão,Trindade,451.8,45997,59635,105633,286,298,584,281,249,530,0.34988934099664687,0.4728455856234244,0.4100919994394429
15,Trindade,Lapa,857.4300000000001,62646,80219,142865,319,304,623,254,242,496,0.4749690611685205,0.6382800332591398,0.5546539812400685
16,Lapa,Carolina Michaelis,460.97,63266,77937,141204,327,306,633,238,245,483,0.4879563036337657,0.6143787660272032,0.5504775419749814
17,Carolina Michaelis,Casa da Música,627.48,62473,70903,133377,327,312,639,238,245,483,0.4818410019717085,0.5532766142257475,0.5173504376043483
18,Casa da Música,Francos,871.87,62777,51610,114388,325,288,613,236,277,513,0.48767268438883,0.3942655899887517,0.44057771040508437
19,Francos,Ramalde,965.03,60234,45230,105465,322,283,605,236,283,519,0.47028913543615997,0.3444512154796072,0.40658621111569193
20,Ramalde,Viso,621.15,57142,43825,100967,330,283,613,234,283,517,0.4418931091669144,0.3337483554972866,0.3874057868410113
21,Viso,Sete Bicas,743.81,55189,41225,96415,326,278,604,233,283,516,0.43049368310489133,0.3165574376141816,0.37307763121214543
22,Sete Bicas,Sra da Hora,674.5,50952,36390,87342,324,285,609,228,283,511,0.40269915203455064,0.27621871601237785,0.33818174959330605
23,Sra da Hora,Vasco da Gama,824.48,13408,16288,29696,162,168,330,0,0,0,0.3831878643624969,0.44885732240679954,0.4166195884577783
24,Vasco da Gama,Estádio do Mar,661.6,12207,16556,28763,162,168,330,0,0,0,0.34885365137743557,0.4562628668932368,0.4035347065491162
25,Estádio do Mar,Pedro Hispano,786.97,11655,16257,27912,160,168,328,0,0,0,0.337250723881164,0.4480147005569758,0.39398349242243347
26,Pedro Hispano,Parque de Real,656.68,10547,15466,26013,160,168,328,0,0,0,0.3051895103407688,0.4262032363882126,0.3671721505114108
27,Parque de Real,C. Matosinhos,723.67,9649,14726,24375,158,168,326,0,0,0,0.2827385309726682,0.40581997218922405,0.3461670037468442
28,C. Matosinhos,Matosinhos Sul,616.61,6821,10780,17601,150,163,313,0,0,0,0.21053429519494876,0.30618932046307895,0.26034825404065237
29,Matosinhos Sul,Brito Capelo,535.72,3781,5390,9171,161,165,326,0,0,0,0.10873860885466842,0.15123475014812174,0.13024739202466779
30,Brito Capelo,Mercado,487.53,2313,3281,5594,161,165,326,0,0,0,0.06652374915031643,0.0920643462065835,0.07945073845793627
31,Mercado,Sr. de Matosinhos,708.96,964,1519,2484,161,165,326,0,0,0,0.02773845583900989,0.04264870931537597,0.035285056524900694
33,Fonte do Cuco,Custoias,689.2,17548,13430,30979,80,81,161,154,168,322,0.31634899887583645,0.22702720301069965,0.2702512474331198
34,Custoias,Esposade,1779.24,17093,13236,30329,76,81,157,156,168,324,0.31019837477382217,0.22373526337665045,0.26543223959339196
35,Esposade,Crestins,2035.56,16752,13173,29925,76,79,155,161,168,329,0.29732911349673796,0.22430666158130508,0.26006146753517
36,Crestins,Verdes,591.8199999999999,16584,12936,29520,81,79,160,161,168,329,0.28880083933078177,0.22028204977617366,0.2541568256851879
37,Verdes,Pedras Rubras,960.78,14067,7267,21335,0,0,0,161,168,329,0.35232578359062267,0.174430160405924,0.26148546536864886
38,Pedras Rubras,Lidador,1147.58,12350,6295,18646,0,0,0,161,168,329,0.30932268470599206,0.15110937455773904,0.22853290931113943
39,Lidador,Vilar do Pinheiro,1987.51,11837,6172,18010,0,0,0,161,168,329,0.29646871336193403,0.14815989873367252,0.22073655270069412
40,Vilar do Pinheiro,Modivas Sul,2037.38,11359,6129,17489,0,0,0,161,168,329,0.28450062696059786,0.14712142097666928,0.2143495430539109
41,Modivas Sul,Modivas Centro,1051.08,11175,6148,17324,0,0,0,161,168,329,0.2798990031317337,0.14757169015323093,0.2123276092703706
42,Modivas Centro,Modivas Norte,852.51,10872,6297,17169,0,0,0,161,168,329,0.27229208485791556,0.15115639961374475,0.2104355647332326
43,Modivas Norte,Mindelo,1834.12,10010,5704,15715,0,0,0,161,167,328,0.2507175884313341,0.13774607123684562,0.19319855376218908
44,Mindelo,Espaço Natureza,776.86,9298,5498,14797,0,0,0,162,167,329,0.23144487853046752,0.13276465153891923,0.18135491528551748
45,Espaço Natureza,Varziela,1539.0,9341,5345,14687,0,0,0,160,167,327,0.2354280503437035,0.12908051010892369,0.1811160038017823
46,Varziela,Árvore,858.71,8643,4712,13356,0,0,0,167,167,334,0.20871113838678146,0.11377315674109473,0.1612421475639381
47,Árvore,Azurara,664.57,8578,4722,13301,0,0,0,167,167,334,0.20713117528428793,0.11403110733891499,0.16058114131160145
48,Azurara,Santa Clara,1218.09,8444,4666,13110,0,0,0,167,167,334,0.203887107007187,0.11266772040976346,0.15827741370847523
49,Santa Clara,Vila do Conde,670.57,8401,4450,12851,0,0,0,151,161,312,0.22435953863414,0.11145412846985718,0.16609745197885303
50,Vila do Conde,Alto de Pega,730.41,6276,2707,8983,0,0,0,161,167,328,0.15718293227889807,0.06538238505157697,0.11044301951376811
51,Alto de Pega,Portas Fronhas,671.05,6085,2382,8468,0,0,0,167,167,334,0.14692800444595944,0.0575352487163438,0.10223162658115163
52,Portas Fronhas,São Brás,562.21,4644,1958,6602,0,0,0,167,167,334,0.1121364051374768,0.047281040257869625,0.0797087226976732
53,São Brás,Póvoa de Varzim,624.94,4344,1897,6242,0,0,0,167,167,334,0.1048999084310232,0.04582769943983,0.07536380393542659
55,Fonte do Cuco,Cândido dos Reis,913.51,14998,10080,25078,84,40,124,69,115,184,0.4254110229641816,0.27127565383767754,0.3463170338355237
56,Cândido dos Reis,Pias,916.73,14166,9813,23980,84,40,124,69,115,184,0.40182289661004844,0.2640833000413548,0.3311423369479205
57,Pias,Araújo,1258.13,13569,9653,23223,84,40,124,69,110,179,0.38489022836136155,0.2687590502965582,0.32628294618636244
58,Araújo,Custió,651.69,13044,9308,22353,84,67,151,69,77,146,0.3700043145649346,0.27729201334563547,0.32478511011111855
59,Custió,Parque de Maia,1418.51,12021,9071,21092,82,77,159,69,77,146,0.3451973442078373,0.2538994415431718,0.29896348171771414
60,Parque de Maia,Forum,824.81,9842,8245,18088,82,77,159,69,77,146,0.28264045294608475,0.23078519026013947,0.2563806045329504
61,Forum,Zona Industrial,1119.4,5007,4856,9864,78,77,155,69,77,146,0.14746677526257357,0.13592425785977322,0.14154909844924485
62,Zona Industrial,Mandim,1194.23,4954,3685,8639,80,77,157,70,77,147,0.143018548325646,0.10315068482109925,0.12277640662358759
63,Mandim,Castêlo da Maia,1468.1,4829,2568,7397,82,77,159,71,77,148,0.13672737918386835,0.07187721249864491,0.10411609166937585
64,Castêlo da Maia,ISMAI,702.48,2652,1769,4422,82,79,161,71,79,150,0.0750904625062227,0.04828677433435181,0.06143985683727612
65,Santo Ovídio,D. João II,463.71,6761,16023,22784,382,388,770,0,0,0,0.08193959666472755,0.191190044766644,0.13699047181218674
66,D. João II,João de Deus,716.25,9974,23622,33596,390,380,770,0,0,0,0.11840622805818093,0.28779717513438785,0.2020017603815038
67,João de Deus,C.M.Gaia,405.01,19223,35888,55112,378,380,758,0,0,0,0.23544453878487187,0.4372430095078858,0.3366099990417918
68,C.M.Gaia,General Torres,488.39,23039,40528,63568,378,406,784,0,0,0,0.28218441551661344,0.4621455943446922,0.3753785974097257
69,General Torres,Jardim do Morro,419.98,24292,46592,70885,378,380,758,0,0,0,0.29753172378639714,0.5676490199889158,0.43294672715969146
70,Jardim do Morro,São Bento,795.7,26039,48450,74489,414,376,790,0,0,0,0.2911926444050312,0.5965589802850491,0.4365315586972928
71,São Bento,Aliados,443.38,34461,56863,91325,378,378,756,0,0,0,0.42207699964410345,0.6964478742927666,0.559262436968435
72,Aliados,Trindade,450.27,39629,57517,97147,378,398,776,0,0,0,0.4853680470071728,0.6690615706641151,0.579581993418852
73,Trindade,Faria Guimaraes,555.34,35519,47278,82798,380,374,754,0,0,0,0.43274709440505976,0.5852426746376483,0.5083881381809061
74,Faria Guimaraes,Marques,621.04,33716,45108,78824,400,374,774,0,0,0,0.3902395427856793,0.5583797742721949,0.4714855977933754
75,Marques,Combatentes,702.75,27223,34840,62064,378,376,754,0,0,0,0.33342790391679206,0.42898924032739305,0.3810818329491342
76,Combatentes,Salgueiros,471.25,22982,30772,53755,378,416,794,0,0,0,0.28148602212375273,0.3424661650015112,0.313435316125198
77,Salgueiros,Polo Universitario,775.36,20167,27997,48165,380,378,758,0,0,0,0.24570410223038608,0.3429109127167597,0.29417926629878877
78,Polo Universitario,I.P.O.,827.64,15779,20290,36070,396,374,770,0,0,0,0.18448080380886608,0.25117405786937314,0.21687467006682665
79,I.P.O.,Hospital São João,351.77,9214,9397,18611,374,402,776,0,0,0,0.11406579863447937,0.10822047171549662,0.11103767824603727
80,Verdes (E) ,Botica,683.54,2635,5893,8529,80,79,159,0,0,0,0.15253425582036192,0.3454002594856542,0.2483607607861361
81,Botica,Aeroporto,649.66,2295,5529,7824,80,79,159,0,0,0,0.1328321079862435,0.3240154711673701,0.22782258403221206
82,Sra da Hora,Fonte do Cuco,687.03,34957,24550,59508,164,121,285,232,283,232,0.38864183437493743,0.2578659632230871,0.3219741640495821
