,A,B,Distance,PassagersAtoB,PassagersBtoA,PassagersTotal,EurotramAtoB,EurotramBtoA,EurotramTotal,TraintramAtoB,TraintramBtoA,TraintramTotal,OccupancyAtoB,OccupancyBtoA,OccupancyTotal
0,Fânzeres,Venda Nova,440.45,725,719,1445,110,175,285,0,0,0,0.030555555555486426,0.01904056899199525,0.023484949770886582
1,Venda Nova,Carreira,583.47,1384,1288,2673,97,169,266,0,0,0,0.06606774866285699,0.03530798506660058,0.046524891340423404
2,Carreira,Baguim,786.02,1833,1558,3392,89,142,231,0,0,0,0.0953742433242852,0.05081430757361967,0.0679824213476856
3,Baguim,Campainha,751.7,2291,1711,4002,110,132,242,0,0,0,0.09643891329103028,0.06001442234307369,0.07657100913759943
4,Campainha,Rio Tinto,859.99,3075,2141,5217,110,134,244,0,0,0,0.12943572402856324,0.07400241526115553,0.09899284134482293
5,Rio Tinto,Levada,452.83,3567,2440,6008,110,149,259,0,0,0,0.15016448744431388,0.07583208658208748,0.1074018321220292
6,Levada,Nau Vitória,1111.62,4619,3154,7774,110,153,263,0,0,0,0.19443333242599792,0.09545025792605594,0.13685002292603168
7,Nau Vitória,Nasoni,499.02,4824,3272,8096,110,153,263,0,0,0,0.20304909295327314,0.09900895724496224,0.14252384290243067
8,Nasoni,Contumil,650.0,4976,3315,8291,108,146,254,0,0,0,0.21333100546691416,0.10512324920832897,0.15113284635764868
9,Contumil,Estádio do Dragão,619.19,5998,4150,10148,91,135,226,0,0,0,0.30515729562891913,0.1423341043687461,0.20789565483191313
10,Estádio do Dragão,Campanhã,1166.02,11069,7676,18745,219,278,497,108,130,238,0.14940468399976964,0.0831779325097729,0.11266901033584684
11,Campanhã,Heroismo,950.92,22928,14228,37157,251,264,515,198,282,480,0.2219191261123072,0.11207080482893973,0.1613565810795804
12,Heroismo,24 de Agosto,571.9,24568,15629,40198,246,260,506,198,283,481,0.240304576022001,0.12370750182984509,0.17585850481083248
13,24 de Agosto,Bolhão,680.44,31494,19746,51240,276,244,520,186,283,469,0.2978392785075272,0.16068343369786808,0.22411903174867723
14,Bolhão,Trindade,451.8,35427,28330,63757,281,228,509,175,283,458,0.34033259149954487,0.2372112134824755,0.2852343826875185
15,Trindade,Lapa,857.4300000000001,38507,41991,80499,295,215,510,175,260,435,0.3594846362441266,0.37857909010683705,0.3691982521974005
16,Lapa,Carolina Michaelis,460.97,36913,41667,78580,286,213,499,185,255,440,0.34287931288273865,0.3814004612052773,0.3622812529665577
17,Carolina Michaelis,Casa da Música,627.48,34424,39355,73779,272,228,500,217,225,442,0.30580712175507385,0.37464483694625367,0.33903659157991695
18,Casa da Música,Francos,871.87,28894,32793,61687,245,240,485,227,219,446,0.2645601393123764,0.3089313402420546,0.2864301094151177
19,Francos,Ramalde,965.03,26918,30267,57185,247,254,501,259,218,477,0.22893246406533863,0.2778633499569463,0.2524629769670879
20,Ramalde,Viso,621.15,26203,28563,54767,274,253,527,239,227,466,0.22121177605949877,0.257455800845796,0.23874035969459448
21,Viso,Sete Bicas,743.81,24700,26892,51593,282,253,535,234,232,466,0.20766241188765316,0.23972071601083195,0.22322274551125
22,Sete Bicas,Sra da Hora,674.5,21468,25756,47225,308,257,565,219,217,436,0.17766460956858357,0.2355869278366619,0.2051772577716894
23,Sra da Hora,Vasco da Gama,824.48,10085,8842,18927,155,135,290,0,0,0,0.30124531699175594,0.30323225358717976,0.3021702702344532
24,Vasco da Gama,Estádio do Mar,661.6,10304,8450,18755,136,134,270,0,0,0,0.3507813823443896,0.29195873025513314,0.3215879179741661
25,Estádio do Mar,Pedro Hispano,786.97,9874,8468,18343,154,134,288,0,0,0,0.29685354564751576,0.29258643332367207,0.29486815310794956
26,Pedro Hispano,Parque de Real,656.68,9190,7516,16706,155,134,289,0,0,0,0.2744940526560612,0.25967776957561683,0.2676242189786233
27,Parque de Real,C. Matosinhos,723.67,8908,7163,16071,152,150,302,0,0,0,0.2713212292253226,0.22110545227485853,0.2463796181572113
28,C. Matosinhos,Matosinhos Sul,616.61,6957,5405,12363,152,156,308,0,0,0,0.21192147391090807,0.1604318623870317,0.18584232002219145
29,Matosinhos Sul,Brito Capelo,535.72,3423,3481,6905,176,134,310,0,0,0,0.09005691535516173,0.1202887555191512,0.1031248720712088
30,Brito Capelo,Mercado,487.53,1830,2077,3908,177,135,312,0,0,0,0.04787840946812243,0.07125096361460573,0.0579915338584277
31,Mercado,Sr. de Matosinhos,708.96,453,481,935,176,150,326,0,0,0,0.0119193134963264,0.01487654320987341,0.013280002014829624
33,Fonte do Cuco,Custoias,689.2,8059,11093,19152,122,120,242,130,109,239,0.1375521535923958,0.20949652759977674,0.1717054786698436
34,Custoias,Esposade,1779.24,7874,10885,18760,122,120,242,130,110,240,0.13439275830443678,0.20462130097889752,0.16781338294914583
35,Esposade,Crestins,2035.56,7770,10788,18559,122,85,207,100,110,210,0.15190927796547896,0.23638745794211885,0.19174298461617162
36,Crestins,Verdes,591.8199999999999,7697,10700,18397,122,79,201,131,110,241,0.1308128943063469,0.24130955326987213,0.17829955740410008
37,Verdes,Pedras Rubras,960.78,4858,6570,11429,0,0,0,131,110,241,0.1495478611953885,0.24086328674667096,0.19122710107356722
38,Pedras Rubras,Lidador,1147.58,4437,5780,10217,0,0,0,131,110,241,0.1365842212475461,0.21188563768619484,0.1709541623606223
39,Lidador,Vilar do Pinheiro,1987.51,4326,5519,9845,0,0,0,131,110,241,0.13316567772156868,0.2023329837834465,0.16473581741786147
40,Vilar do Pinheiro,Modivas Sul,2037.38,4185,5398,9584,0,0,0,131,110,241,0.1288241435862681,0.19790506954547063,0.16035485667968005
41,Modivas Sul,Modivas Centro,1051.08,4207,5314,9521,0,0,0,131,110,241,0.12949467193494918,0.19481524296224664,0.15930904045363267
42,Modivas Centro,Modivas Norte,852.51,4168,5238,9407,0,0,0,131,103,234,0.12831023071237035,0.20509509241682908,0.1621086954797176
43,Modivas Norte,Mindelo,1834.12,3437,4820,8257,0,0,0,130,110,240,0.10663513188908492,0.17668799729373075,0.1387426951995476
44,Mindelo,Espaço Natureza,776.86,3419,4587,8007,0,0,0,128,110,238,0.10771874468600431,0.16816715129509746,0.135657083875081
45,Espaço Natureza,Varziela,1539.0,3374,4586,7960,0,0,0,115,110,225,0.11831594525953172,0.16812077882667315,0.14266497500346753
46,Varziela,Árvore,858.71,3270,4293,7563,0,0,0,120,110,230,0.10987967661010734,0.1573688087297256,0.13259187023253347
47,Árvore,Azurara,664.57,3273,4255,7528,0,0,0,129,110,239,0.10230986740490286,0.1559995482986386,0.1270205991969988
48,Azurara,Santa Clara,1218.09,3208,4211,7420,0,0,0,132,110,242,0.09802228229551717,0.1543908793883718,0.12364437188317837
49,Santa Clara,Vila do Conde,670.57,3050,4055,7106,0,0,0,133,112,245,0.0924924959215564,0.1459988445534505,0.11695254101042227
50,Vila do Conde,Alto de Pega,730.41,2302,3065,5367,0,0,0,125,111,236,0.07427482071270178,0.1113428278505155,0.09170934949362264
51,Alto de Pega,Portas Fronhas,671.05,2155,2993,5149,0,0,0,138,111,249,0.06298402088741693,0.10874146792833786,0.08338191896589976
52,Portas Fronhas,São Brás,562.21,1813,2450,4264,0,0,0,152,111,263,0.0481187313198471,0.0890065300134227,0.06537555890534859
53,São Brás,Póvoa de Varzim,624.94,1739,2337,4077,0,0,0,152,111,263,0.04614041994240772,0.08493170589943906,0.0625124075516491
55,Fonte do Cuco,Cândido dos Reis,913.51,4787,6412,11200,86,0,86,87,108,195,0.11924679611680436,0.2394016834836571,0.16732598374728397
56,Cândido dos Reis,Pias,916.73,4600,6142,10742,86,0,86,87,108,195,0.11458613751927271,0.22931745090496963,0.16049511770515934
57,Pias,Araújo,1258.13,4498,5888,10386,86,0,86,87,130,217,0.11202898289580833,0.18264801642013606,0.14347938681922978
58,Araújo,Custió,651.69,4418,5623,10041,86,0,86,86,130,216,0.11073337476453905,0.1744144274812815,0.13919141894822412
59,Custió,Parque de Maia,1418.51,4364,5270,9634,90,0,90,91,90,181,0.10389010719586486,0.23611706129011903,0.14976912745739562
60,Parque de Maia,Forum,824.81,4091,4691,8783,96,0,96,117,88,205,0.08223829923379133,0.21497509393969658,0.12271063364283454
