,A,B,Distance,PassagersAtoB,PassagersBtoA,PassagersTotal,EurotramAtoB,EurotramBtoA,EurotramTotal,TraintramAtoB,TraintramBtoA,TraintramTotal,OccupancyAtoB,OccupancyBtoA,OccupancyTotal
0,Fânzeres,Venda Nova,440.45,902,1197,2100,90,87,177,0,0,0,0.04645061728382804,0.0637413259267881,0.054949440176130446
1,Venda Nova,Carreira,583.47,1467,2118,3585,90,87,177,0,0,0,0.0754820430807375,0.112719041680782,0.0937849745960136
2,Carreira,Baguim,786.02,2072,2656,4729,89,87,176,0,0,0,0.10781358523700957,0.1413860507288569,0.12440906533809319
3,Baguim,Campainha,751.7,2581,2914,5496,77,87,164,0,0,0,0.155238260953759,0.15508658012295176,0.155157796122782
4,Campainha,Rio Tinto,859.99,3581,3379,6960,87,83,170,0,0,0,0.1905910580438988,0.1884791583805329,0.18955995409060838
5,Rio Tinto,Levada,452.83,4264,3919,8184,87,84,171,0,0,0,0.2269353154541575,0.21604388463401003,0.22158513891092713
6,Levada,Nau Vitória,1111.62,5447,5121,10569,88,86,174,0,0,0,0.28661159125746394,0.2757125867305669,0.28122472695106654
7,Nau Vitória,Nasoni,499.02,5806,5252,11058,88,87,175,0,0,0,0.3054930162594501,0.27948921762154955,0.29256541350803666
8,Nasoni,Contumil,650.0,5920,5365,11285,88,87,175,0,0,0,0.311449207212569,0.28551387239613607,0.29855564076097096
9,Contumil,Estádio do Dragão,619.19,6961,6526,13488,79,87,166,0,0,0,0.4079683510176942,0.34731255452563964,0.37617886731402705
10,Estádio do Dragão,Campanhã,1166.02,12640,11468,24108,259,257,516,111,110,221,0.15143319980773592,0.13852050390929307,0.14500325755430835
11,Campanhã,Heroismo,950.92,23779,21860,45639,262,264,526,198,198,396,0.224977081837168,0.2059803307357392,0.21545933502428355
12,Heroismo,24 de Agosto,571.9,25992,23940,49933,245,258,503,219,198,417,0.24239594738970627,0.22837471463239292,0.23546467252733136
13,24 de Agosto,Bolhão,680.44,34114,29920,64035,239,259,498,220,198,418,0.3212802040893505,0.28482411407711905,0.30315018901774726
14,Bolhão,Trindade,451.8,41489,39791,81280,256,258,514,199,200,399,0.3964679628215439,0.3777825801938568,0.3870950155256195
15,Trindade,Lapa,857.4300000000001,49652,55809,105461,247,258,505,199,202,401,0.4834492059843972,0.5273823328753405,0.5057444335802461
16,Lapa,Carolina Michaelis,460.97,47181,54586,101767,251,266,517,195,199,394,0.4599623978740348,0.511070545284609,0.486032962046219
17,Carolina Michaelis,Casa da Música,627.48,45567,50705,96273,255,257,512,180,200,380,0.4569583851159978,0.482398265431281,0.47001316512937485
18,Casa da Música,Francos,871.87,41781,42703,84484,255,236,491,191,213,404,0.40782801704375965,0.4114034709894972,0.4096274629514414
19,Francos,Ramalde,965.03,39296,38928,78225,259,225,484,198,221,419,0.37407802876531177,0.3764592519904251,0.3752592733985318
20,Ramalde,Viso,621.15,37221,37328,74550,255,238,493,199,207,406,0.35642308892113217,0.36331480128308885,0.35984086943102167
21,Viso,Sete Bicas,743.81,35545,35232,70778,256,257,513,199,201,400,0.33967124020724426,0.3343983618515115,0.33702586258562983
22,Sete Bicas,Sra da Hora,674.5,31297,33475,64772,254,252,506,200,199,399,0.29960270350373547,0.3225478198267899,0.31103779989108077
