,A,B,Distance,PassagersAtoB,PassagersBtoA,PassagersTotal,EurotramAtoB,EurotramBtoA,EurotramTotal,TraintramAtoB,TraintramBtoA,TraintramTotal,OccupancyAtoB,OccupancyBtoA,OccupancyTotal
0,Fânzeres,Venda Nova,440.45,1068,1287,2356,92,91,183,0,0,0,0.05379428341365787,0.06549923167551902,0.05961477681163255
1,Venda Nova,Carreira,583.47,1737,2110,3848,92,91,183,0,0,0,0.08742696219006384,0.10738108129501095,0.09734950229143098
2,Carreira,Baguim,786.02,2201,2522,4724,92,91,183,0,0,0,0.1107938451898021,0.12832868698498687,0.11951335668358251
3,Baguim,Campainha,751.7,2629,2722,5351,99,91,190,0,0,0,0.12294747103989097,0.13849194043869137,0.13039245375194802
4,Campainha,Rio Tinto,859.99,3472,3262,6734,93,101,194,0,0,0,0.17284041012929874,0.14954477005794006,0.16071226761792126
5,Rio Tinto,Levada,452.83,4049,3698,7748,93,94,187,0,0,0,0.20157664488755606,0.18217071361680845,0.19182179173541553
6,Levada,Nau Vitória,1111.62,5181,4867,10048,93,92,185,0,0,0,0.25792247283000364,0.24495315032549325,0.2514728638007336
7,Nau Vitória,Nasoni,499.02,5487,4991,10479,91,92,183,0,0,0,0.2791779180645471,0.25119813452941236,0.26511157880098213
8,Nasoni,Contumil,650.0,5664,5064,10728,90,92,182,0,0,0,0.2913902370995749,0.25483284508125853,0.2729106762991073
9,Contumil,Estádio do Dragão,619.19,6817,5917,12735,96,92,188,0,0,0,0.3287717879111736,0.2978018821772189,0.3136163021264724
10,Estádio do Dragão,Campanhã,1166.02,12789,10442,23231,260,257,517,113,90,203,0.1519183726234355,0.13417102742895468,0.14339260127260084
11,Campanhã,Heroismo,950.92,23126,19285,42412,263,251,514,205,178,383,0.21483820432262662,0.1960677649426479,0.20587612315386278
12,Heroismo,24 de Agosto,571.9,24941,21145,46087,280,256,536,203,178,381,0.22505809482686917,0.21264743842708284,0.21918873215710755
13,24 de Agosto,Bolhão,680.44,31961,26164,58125,285,261,546,183,180,363,0.2988636158587957,0.25900928342415835,0.2795044831158772
14,Bolhão,Trindade,451.8,39858,35292,75151,282,261,543,204,178,382,0.35746306244410425,0.3510991038968309,0.35444592705767675
15,Trindade,Lapa,857.4300000000001,45364,50285,95650,280,263,543,204,166,370,0.40842691491197153,0.5132476812693576,0.45755400249296374
16,Lapa,Carolina Michaelis,460.97,42229,50008,92237,293,254,547,205,178,383,0.37001947159479626,0.5050939354003755,0.4327655703883496
17,Carolina Michaelis,Casa da Música,627.48,40017,47638,87655,266,251,517,219,180,399,0.3580364954042498,0.481897599036023,0.4161704842213959
18,Casa da Música,Francos,871.87,36277,39710,75988,264,263,527,216,170,386,0.32803197282972674,0.40124807261798345,0.3626094254153547
19,Francos,Ramalde,965.03,34255,36698,70954,272,266,538,203,177,380,0.3139960494226961,0.36208750469998724,0.33715694986016287
20,Ramalde,Viso,621.15,32907,34960,67868,264,252,516,202,177,379,0.30720397095363283,0.3555482324572491,0.33034167268413195
21,Viso,Sete Bicas,743.81,31780,32622,64402,262,267,529,196,178,374,0.30209206834290037,0.3204028893605469,0.31109781936085407
22,Sete Bicas,Sra da Hora,674.5,27715,30129,57844,264,258,522,185,178,363,0.2693297460256925,0.3016844273775269,0.2852651956645571
