,A,B,Distance,PassagersAtoB,PassagersBtoA,PassagersTotal,EurotramAtoB,EurotamBtoA,EurotramTotal,TraintramAtoB,TraintramBtoA,TraintramTotal,OccupancyAtoB,OccupancyBtoA,OccupancyTotal
3,Fânzeres,Venda Nova,440.45,526,259,785,44,0,44,0,0,0,0.05534511784526493,,0.08261996473544748
4,Venda Nova,Carreira,583.47,860,444,1304,44,15,59,0,0,0,0.09056141757671918,0.137077824438295,0.10238762271101812
5,Carreira,Baguim,786.02,1176,494,1671,44,27,71,0,0,0,0.12380427698295111,0.0848529097117999,0.10899178520378094
6,Baguim,Campainha,751.7,1410,529,1939,44,27,71,0,0,0,0.1483784863440065,0.09078520043759748,0.12647681423875237
7,Campainha,Rio Tinto,859.99,1948,682,2631,44,29,73,0,0,0,0.20504357646233604,0.10900129225042295,0.16688979232335688
8,Rio Tinto,Levada,452.83,2244,807,3051,44,31,75,0,0,0,0.2361563097108078,0.12058726870113268,0.18838777276014207
9,Levada,Nau Vitória,1111.62,2770,992,3763,44,37,81,0,0,0,0.29151307978997315,0.12421255217774607,0.2150918511275978
10,Nau Vitória,Nasoni,499.02,2978,1049,4027,44,37,81,0,0,0,0.3133962569914109,0.13126989523254312,0.23020273371884165
11,Nasoni,Contumil,650.0,3027,1074,4101,44,37,81,0,0,0,0.31854873501360514,0.13440710990374338,0.23443465934613741
12,Contumil,Estádio do Dragão,619.19,3662,1299,4961,44,37,81,0,0,0,0.3853442091279277,0.16255489166965723,0.2835762493013103
13,Estádio do Dragão,Campanhã,1166.02,6207,2846,9054,176,126,302,44,23,67,0.1268744218024213,0.08646343981461183,0.11062076225009644
14,Campanhã,Heroismo,950.92,11558,6050,17608,198,130,328,86,64,150,0.18032606769920792,0.13766209937456098,0.16297112604545325
15,Heroismo,24 de Agosto,571.9,12068,6514,18582,203,130,333,44,65,109,0.22038593409250123,0.14738682782711368,0.18778124030783946
16,24 de Agosto,Bolhão,680.44,15343,7793,23137,206,130,336,44,66,110,0.27692222524251336,0.17534733544941025,0.23170911134325994
17,Bolhão,Trindade,451.8,15721,9826,25547,218,130,348,44,66,110,0.2710600066470678,0.2210771734325453,0.24937449818697982
18,Trindade,Lapa,857.4300000000001,16616,17822,34439,210,134,344,44,66,110,0.2952940942687338,0.3933325885422501,0.3390246054961079
19,Lapa,Carolina Michaelis,460.97,15636,17977,33614,198,156,354,44,66,110,0.29129407021355297,0.359090637745089,0.32401082835762707
20,Carolina Michaelis,Casa da Música,627.48,15002,18045,33048,198,163,361,44,66,110,0.2794888821283344,0.34988273713772056,0.31398224560370963
21,Casa da Música,Francos,871.87,12844,18002,30847,165,173,338,44,75,119,0.2759204869311572,0.32166001886286333,0.30089073783979675
22,Francos,Ramalde,965.03,12028,17645,29673,161,179,340,44,85,129,0.2632779194403257,0.2953480008398473,0.2814507222244237
23,Ramalde,Viso,621.15,11601,17254,28855,167,197,364,44,88,132,0.24691579973682787,0.26803115142559536,0.2591223539781721
24,Viso,Sete Bicas,743.81,11269,16755,28025,167,207,374,44,88,132,0.23985262416038006,0.2518332078776254,0.2468746477527923
25,Sete Bicas,Sra da Hora,674.5,10597,16601,27199,165,205,370,44,99,143,0.2276463937473777,0.24119117159609857,0.23572649279822663
26,Sra da Hora,Vasco da Gama,824.48,3451,7483,10934,118,129,247,0,0,0,0.13540143969195115,0.2685571800295579,0.20494431622454742
27,Vasco da Gama,Estádio do Mar,661.6,3471,7013,10485,103,135,238,0,0,0,0.15603235012073516,0.24052850731910527,0.20396084264922243
28,Estádio do Mar,Pedro Hispano,786.97,3371,6954,10325,103,135,238,0,0,0,0.15152730353238392,0.23849741402651523,0.2008590888967021
29,Pedro Hispano,Parque de Real,656.68,2976,6584,9561,103,135,238,0,0,0,0.13380741439678953,0.22581875202018273,0.18599871935123527
30,Parque de Real,C. Matosinhos,723.67,2866,6016,8882,103,169,272,0,0,0,0.128833614082938,0.1648138508206956,0.15118898176191242
31,C. Matosinhos,Matosinhos Sul,616.61,1863,2986,4849,111,169,280,0,0,0,0.07772706712382965,0.08181061002194756,0.08019177694447939
32,Matosinhos Sul,Brito Capelo,535.72,936,887,1824,111,179,290,0,0,0,0.03906562343071134,0.022952198504863238,0.029119750804067167
33,Brito Capelo,Mercado,487.53,549,608,1158,111,179,290,0,0,0,0.02292897306676181,0.01573787654139826,0.018490330728692585
34,Mercado,Sr. de Matosinhos,708.96,115,135,251,89,163,252,0,0,0,0.006018766645343005,0.003862758463976767,0.0046242057978719865
35,Sra da Hora,Fonte do Cuco,687.03,5167,7629,12796,39,78,117,44,44,88,0.2672357447684994,0.2748337911968494,0.27171429430245125
36,Fonte do Cuco,Custoias,689.2,5093,7320,12414,39,78,117,44,44,88,0.2634310117829879,0.2637112621929526,0.26359620100034437
37,Custoias,Esposade,1779.24,5012,7096,12109,39,78,117,43,44,87,0.26259847712150414,0.25564310796881357,0.2584770408237179
38,Esposade,Crestins,2035.56,4995,6869,11865,39,78,117,39,44,83,0.2760830740136484,0.24745458463505443,0.25875214970385757
39,Crestins,Verdes,591.8199999999999,4812,6774,11587,39,78,117,22,44,66,0.346705952487138,0.2440538495398008,0.2782712171889132
40,Verdes,Pedras Rubras,960.78,3123,6386,9510,0,0,0,22,44,66,0.5724130388386647,0.5853131822499548,0.5810131344461914
41,Pedras Rubras,Lidador,1147.58,2906,5910,8817,0,0,0,22,44,66,0.5327502530101175,0.5416672343343368,0.5386949072262638
42,Lidador,Vilar do Pinheiro,1987.51,2821,5665,8486,0,0,0,22,56,78,0.5170940442013406,0.40793197454782965,0.43872127624497376
43,Vilar do Pinheiro,Modivas Sul,2037.38,2644,5642,8287,0,0,0,22,88,110,0.48477719463742763,0.25856378236192246,0.30380646481702345
44,Modivas Sul,Modivas Centro,1051.08,2603,5540,8143,0,0,0,22,88,110,0.4771875518016062,0.2538617049465671,0.2985268743175749
45,Modivas Centro,Modivas Norte,852.51,2564,5496,8061,0,0,0,22,88,110,0.4701048314068182,0.2518600808386437,0.2955090309522786
46,Modivas Norte,Mindelo,1834.12,2352,5417,7769,0,0,0,22,88,110,0.4311690652705733,0.24823598136946542,0.28482259814968697
47,Mindelo,Espaço Natureza,776.86,2258,5250,7508,0,0,0,22,88,110,0.4139710893472438,0.2405707743161904,0.2752508373224011
48,Espaço Natureza,Varziela,1539.0,2031,5297,7328,0,0,0,22,81,103,0.3723430299676072,0.2637122399647547,0.2869149329750727
49,Varziela,Árvore,858.71,1674,4943,6618,0,0,0,22,66,88,0.30697017855426373,0.30203897258668,0.3032717740785759
50,Árvore,Azurara,664.57,1666,4927,6594,0,0,0,22,66,88,0.30537926639904317,0.30107495084931263,0.30215102973674524
51,Azurara,Santa Clara,1218.09,1688,4816,6504,0,0,0,22,100,122,0.3094186616679383,0.1941977584250665,0.21497529835410895
52,Santa Clara,Vila do Conde,670.57,1610,4695,6305,0,0,0,21,110,131,0.3091753859091958,0.17211324490379173,0.19408503850007788
53,Vila do Conde,Alto de Pega,730.41,1127,3712,4840,0,0,0,21,110,131,0.21645393684807676,0.13610373613987725,0.14898430266561916
54,Alto de Pega,Portas Fronhas,671.05,1064,3518,4582,0,0,0,13,110,123,0.3300537003983977,0.12896133056020825,0.15021499566505755
55,Portas Fronhas,São Brás,562.21,815,2679,3494,0,0,0,0,110,110,,0.09823426959379017,0.12811028892735957
56,São Brás,Póvoa de Varzim,624.94,785,2430,3215,0,0,0,0,110,110,,0.08907624633464188,0.1178624629487405
57,Sra da Hora,Fonte do Cuco,685.98,4006,3941,7947,44,0,44,0,44,44,0.42159785306097475,0.36116259086820296,0.38929624740621743
58,Fonte do Cuco,Cândido dos Reis,913.51,3938,3927,7865,44,0,44,0,44,44,0.4143757800274949,0.35993333004262634,0.3852772291735134
59,Cândido dos Reis,Pias,916.73,3885,3750,7636,44,0,44,0,44,44,0.40886868670872467,0.34373981229721695,0.37405842624740154
60,Pias,Araújo,1258.13,3860,3606,7466,44,0,44,0,44,44,0.406224200960484,0.33048203451339403,0.3657413188939359
61,Araújo,Custió,651.69,3860,3439,7299,43,0,43,0,44,44,0.41561926156512446,0.31517138602173655,0.36135751810327055
62,Custió,Parque de Maia,1418.51,3749,3250,7000,41,0,41,0,44,44,0.42341884096429805,0.2979046330487531,0.3541345918356848
63,Parque de Maia,Forum,824.81,3669,2880,6550,22,0,22,0,44,44,0.7723039669228937,0.26399539737712824,0.41820136791348406
64,Forum,Zona Industrial,1119.4,1824,1698,3522,22,0,22,0,44,44,0.3838906485941934,0.1556712774966054,0.22490636760486243
65,Zona Industrial,Mandim,1194.23,1396,1586,2983,22,0,22,0,44,44,0.2939758974550338,0.14543319046047432,0.1904967083127564
66,Mandim,Castêlo da Maia,1468.1,944,1533,2478,22,0,22,0,66,66,0.19879207801475676,0.09371751717722711,0.11735929336567129
67,Castêlo da Maia,ISMAI,702.48,672,590,1262,22,0,22,0,49,49,0.14153117350687602,0.04855167873617926,0.07468978564284934
68,Santo Ovídio,D. João II,463.71,7082,1352,8435,270,185,455,0,0,0,0.12145061728323871,0.03384727659371728,0.0858316765633234
69,D. João II,João de Deus,716.25,8709,2183,10893,264,193,457,0,0,0,0.1527383603020154,0.05238778949065183,0.11035835993747893
70,João de Deus,C.M.Gaia,405.01,11654,3604,15258,262,225,487,0,0,0,0.20593313344229314,0.07416687939826627,0.14505550067041215
71,C.M.Gaia,General Torres,488.39,13267,4126,17393,260,229,489,0,0,0,0.23624316171433776,0.08342309573709188,0.16467711854707945
72,General Torres,Jardim do Morro,419.98,14862,4760,19623,220,227,447,0,0,0,0.3127719399342395,0.09708279515432824,0.2032385263659177
73,Jardim do Morro,São Bento,795.7,15258,5152,20411,222,219,441,0,0,0,0.3182073076782287,0.10892030854603377,0.2142756686533972
74,São Bento,Aliados,443.38,15168,7537,22705,222,219,441,0,0,0,0.31632421968639013,0.15933234264538004,0.23836226714221506
75,Aliados,Trindade,450.27,14713,8271,22985,212,219,431,0,0,0,0.32131931670074754,0.1748534839683411,0.24689700262094005
76,Trindade,Faria Guimaraes,555.34,7790,5436,13227,220,220,440,0,0,0,0.16393811599622138,0.11441201288429728,0.13917506444025932
77,Faria Guimaraes,Marques,621.04,7433,5180,12613,220,220,440,0,0,0,0.15642558260756897,0.10901226282506117,0.13271892271631505
78,Marques,Combatentes,702.75,5835,3920,9755,220,220,440,0,0,0,0.12279941025925085,0.08249321852397322,0.10264631439161204
79,Combatentes,Salgueiros,471.25,5067,3389,8457,220,220,440,0,0,0,0.10664712374277006,0.07132562230929802,0.08898637302603404
80,Salgueiros,Polo Universitario,775.36,4533,2922,7456,222,220,442,0,0,0,0.09455103423342026,0.06150811453267104,0.07810433211992517
81,Polo Universitario,I.P.O.,827.64,3673,2663,6337,228,220,448,0,0,0,0.07458664833196632,0.05605714753426574,0.06548733990452407
