,A,B,Distance,PassagersAtoB,PassagersBtoA,PassagersTotal,EurotramAtoB,EurotamBtoA,EurotramTotal,TraintramAtoB,TraintramBtoA,TraintramTotal,OccupancyAtoB,OccupancyBtoA,OccupancyTotal
3,Fânzeres,Venda Nova,440.45,63,417,481,44,44,88,0,0,0,0.006734006733984844,0.04393373587360762,0.025333871303796232
4,Venda Nova,Carreira,583.47,119,718,838,44,44,88,0,0,0,0.012612315350365106,0.07563568889591774,0.04412400212314142
5,Carreira,Baguim,786.02,151,1068,1219,44,44,88,0,0,0,0.01592646400303144,0.11242058384356786,0.06417352392329966
6,Baguim,Campainha,751.7,174,1232,1407,44,44,88,0,0,0,0.01841255068978525,0.12973222299612294,0.0740723868429541
7,Campainha,Rio Tinto,859.99,225,1571,1796,44,44,88,0,0,0,0.023737903722692074,0.16532446983129848,0.09453118677699528
8,Rio Tinto,Levada,452.83,256,1816,2073,44,44,88,0,0,0,0.026976866754762928,0.1911618366828735,0.10906935171881822
9,Levada,Nau Vitória,1111.62,684,2106,2791,44,44,88,0,0,0,0.07199923908949027,0.22168313332115977,0.146841186205325
10,Nau Vitória,Nasoni,499.02,733,2179,2912,44,44,88,0,0,0,0.07713397184433941,0.22927952250261643,0.15320674717347793
11,Nasoni,Contumil,650.0,760,2208,2968,44,44,88,0,0,0,0.07996670240727421,0.23238637216538632,0.15617653728633027
12,Contumil,Estádio do Dragão,619.19,883,2517,3401,44,44,88,0,0,0,0.09297359043045088,0.26492141389675017,0.17894750216360053
13,Estádio do Dragão,Campanhã,1166.02,2340,3598,5939,77,77,154,44,44,88,0.0849781070305476,0.13064498006973677,0.10781154355014218
14,Campanhã,Heroismo,950.92,5414,5545,10959,78,77,155,86,88,174,0.14181934514391623,0.1441962310698661,0.14301213047078135
15,Heroismo,24 de Agosto,571.9,5854,6046,11901,78,78,156,87,88,175,0.15237037604354775,0.1563650097501152,0.15437411780317697
16,24 de Agosto,Bolhão,680.44,6715,7527,14242,83,78,161,87,88,175,0.1699858759621776,0.19465307368442686,0.18218821261683918
17,Bolhão,Trindade,451.8,8309,8884,17193,79,76,155,87,88,175,0.21504113373530462,0.23234024295111355,0.22364568545763205
18,Trindade,Lapa,857.4300000000001,14363,12236,26599,147,146,293,87,88,175,0.26933358103586147,0.22931416360688872,0.24931787060910318
19,Lapa,Carolina Michaelis,460.97,13630,12276,25906,147,143,290,87,88,175,0.2555971295782259,0.2328913549936945,0.2443101926685709
20,Carolina Michaelis,Casa da Música,627.48,13009,12181,25190,147,145,292,87,88,175,0.24395335349707242,0.22920888469684728,0.23659385945244882
21,Casa da Música,Francos,871.87,11908,9934,21842,147,144,291,87,88,175,0.22331028463166064,0.18769196521698575,0.2055681673867059
22,Francos,Ramalde,965.03,11072,9328,20400,147,145,292,87,88,175,0.2076352669300612,0.17552422547641652,0.1916074926136917
23,Ramalde,Viso,621.15,10379,9287,19666,147,145,292,87,88,175,0.19464082459168827,0.17475277471755965,0.18471398445991005
24,Viso,Sete Bicas,743.81,9737,9391,19129,147,145,292,88,89,177,0.18175319265954945,0.1759046324852258,0.1788339427452995
25,Sete Bicas,Sra da Hora,674.5,9736,7389,17125,147,145,292,88,86,174,0.18172402217686928,0.14036051509015435,0.16122294971583065
26,Sra da Hora,Vasco da Gama,824.48,4580,3145,7726,102,100,202,0,0,0,0.20789316849576805,0.14563529816469553,0.17707244060909846
27,Vasco da Gama,Estádio do Mar,661.6,4303,3209,7513,103,99,202,0,0,0,0.19344296785996173,0.15010214847760148,0.17220167519236934
28,Estádio do Mar,Pedro Hispano,786.97,4265,3119,7384,100,100,200,0,0,0,0.1974660461490801,0.14440829305116912,0.17093716960012462
29,Pedro Hispano,Parque de Real,656.68,4060,3116,7177,104,100,204,0,0,0,0.1807670371919811,0.14428648457381785,0.16288441335954812
30,Parque de Real,C. Matosinhos,723.67,3827,3106,6933,102,100,202,0,0,0,0.1737301250147797,0.14380827110779446,0.15891732605092562
31,C. Matosinhos,Matosinhos Sul,616.61,2049,2470,4520,102,101,203,0,0,0,0.09302306193526982,0.11325997906452775,0.1030916758764277
32,Matosinhos Sul,Brito Capelo,535.72,867,1488,2356,99,100,199,0,0,0,0.0405808193582006,0.06892604973156391,0.05482465371667463
33,Brito Capelo,Mercado,487.53,530,1051,1581,103,101,204,0,0,0,0.023825260288092807,0.048191960281112084,0.035889165676793525
34,Mercado,Sr. de Matosinhos,708.96,210,652,862,102,100,202,0,0,0,0.00957119885611703,0.030185185185349166,0.019776142583459673
35,Sra da Hora,Fonte do Cuco,687.03,3179,4542,7722,44,44,88,46,46,92,0.15204412421635413,0.21722192919350958,0.18463302670493187
36,Fonte do Cuco,Custoias,689.2,3006,4537,7544,44,44,88,46,43,89,0.14376146179312801,0.22499524842181645,0.18364274243400894
37,Custoias,Esposade,1779.24,2935,4459,7394,44,44,88,44,43,87,0.14376413583168815,0.221102740479425,0.18219713845675115
38,Esposade,Crestins,2035.56,2850,4450,7301,44,44,88,44,43,87,0.13960648048101432,0.2206932324040216,0.1799021046871845
39,Crestins,Verdes,591.8199999999999,2825,4440,7265,44,44,88,44,43,87,0.1383866706928345,0.2201644597203474,0.17902570206250923
40,Verdes,Pedras Rubras,960.78,2277,1741,4019,0,0,0,44,43,87,0.20873920485839995,0.1633202919357842,0.18629077663227953
41,Pedras Rubras,Lidador,1147.58,1988,1688,3677,0,0,0,44,43,87,0.18227604386838336,0.15830549580545256,0.17042853160739457
42,Lidador,Vilar do Pinheiro,1987.51,1894,1687,3581,0,0,0,44,43,87,0.17357138325634552,0.15821205988110504,0.1659799935421462
43,Vilar do Pinheiro,Modivas Sul,2037.38,1816,1645,3461,0,0,0,44,43,87,0.1664295996567116,0.1542694325007448,0.16041940209686595
44,Modivas Sul,Modivas Centro,1051.08,1776,1653,3430,0,0,0,44,43,87,0.16279721748262616,0.15509299045898814,0.1589893811376097
45,Modivas Centro,Modivas Norte,852.51,1745,1628,3374,0,0,0,44,43,87,0.16000263420372154,0.15271465493017422,0.15640052950530162
