,A,B,Distance,PassagersAtoB,PassagersBtoA,PassagersTotal,EurotramAtoB,EurotamBtoA,EurotramTotal,TraintramAtoB,TraintramBtoA,TraintramTotal,OccupancyAtoB,OccupancyBtoA,OccupancyTotal
3,Fânzeres,Venda Nova,440.45,70,354,425,62,63,125,0,0,0,0.005301672640382317,0.026079207288331997,0.015773550102948956
4,Venda Nova,Carreira,583.47,99,663,762,62,63,125,0,0,0,0.007402760750356934,0.04875269257499635,0.028243126389975202
5,Carreira,Baguim,786.02,159,966,1125,62,62,124,0,0,0,0.011898291310131233,0.07213288430411689,0.04201558780712406
6,Baguim,Campainha,751.7,194,1019,1214,62,62,124,0,0,0,0.01455465869015441,0.07614153427745125,0.04534809648380283
7,Campainha,Rio Tinto,859.99,280,1272,1552,62,62,124,0,0,0,0.02091701370774006,0.09502247525879964,0.05796974448326985
8,Rio Tinto,Levada,452.83,326,1478,1805,62,62,124,0,0,0,0.024387271925308013,0.11040879110683142,0.06739803151606971
9,Levada,Nau Vitória,1111.62,624,1743,2368,62,62,124,0,0,0,0.04661579401213382,0.1302234416954886,0.08841961785381121
10,Nau Vitória,Nasoni,499.02,643,1838,2482,62,62,124,0,0,0,0.04806545732800299,0.1372807075138687,0.09267308242093586
11,Nasoni,Contumil,650.0,674,1872,2547,62,62,124,0,0,0,0.05040290235230909,0.13980252720694547,0.09510271477962728
12,Contumil,Estádio do Dragão,619.19,779,2192,2972,62,62,124,0,0,0,0.058174766871192676,0.16375119122121554,0.11096297904620411
13,Estádio do Dragão,Campanhã,1166.02,2615,3362,5977,62,64,126,62,62,124,0.09090013434905077,0.11513819592774552,0.10310948085225749
14,Campanhã,Heroismo,950.92,5332,5553,10885,62,64,126,127,124,251,0.11879487967771603,0.12457717129705521,0.12167594280057734
15,Heroismo,24 de Agosto,571.9,5499,6086,11585,63,64,127,124,124,248,0.12396595481358277,0.13654219300193715,0.13026934594298015
16,24 de Agosto,Bolhão,680.44,6558,7884,14442,63,64,127,124,124,248,0.14784565853165754,0.17687261305779817,0.1623943848624712
17,Bolhão,Trindade,451.8,8410,9304,17714,63,64,127,124,124,248,0.18959071007067355,0.2087234765189145,0.1991803272920101
18,Trindade,Lapa,857.4300000000001,13338,13214,26553,187,186,373,124,124,248,0.18748633844443294,0.1863155931993004,0.18690185579657298
19,Lapa,Carolina Michaelis,460.97,13001,13265,26267,185,187,372,124,124,248,0.18387081966836205,0.18646277102145964,0.18517074203375214
20,Carolina Michaelis,Casa da Música,627.48,12157,13077,25235,184,179,363,124,124,248,0.17245762845717708,0.18839365719951498,0.18036413662787099
21,Casa da Música,Francos,871.87,11093,10166,21259,184,187,371,124,124,248,0.15735791362192608,0.1428961722010601,0.150093961831146
22,Francos,Ramalde,965.03,10206,9484,19691,185,189,374,124,124,248,0.14434382779253588,0.13251454619376207,0.13839327216090264
23,Ramalde,Viso,621.15,9638,9521,19159,185,189,374,123,124,247,0.13678494448609493,0.13302089620699362,0.13488818639242442
24,Viso,Sete Bicas,743.81,9011,9501,18513,185,188,373,123,125,248,0.12789273502398485,0.13268582430922715,0.13030857725565353
25,Sete Bicas,Sra da Hora,674.5,8768,7128,15897,185,188,373,123,124,247,0.1244420269781843,0.09989555947786388,0.11209125474765304
26,Sra da Hora,Vasco da Gama,824.48,2557,2064,4621,122,124,246,0,0,0,0.09704884239426666,0.07706122156648856,0.08697378148920777
27,Vasco da Gama,Estádio do Mar,661.6,2272,2182,4454,124,125,249,0,0,0,0.08484090038413257,0.08083721537119772,0.08283101834952672
28,Estádio do Mar,Pedro Hispano,786.97,2198,1990,4189,125,122,247,0,0,0,0.08141670716362387,0.07554637510533603,0.07851719092430762
29,Pedro Hispano,Parque de Real,656.68,1952,2017,3969,129,123,252,0,0,0,0.07005699421117681,0.07594897962605972,0.07293284423510775
30,Parque de Real,C. Matosinhos,723.67,1727,1913,3640,125,123,248,0,0,0,0.06397194459417432,0.07202791005277241,0.06796744359178547
31,C. Matosinhos,Matosinhos Sul,616.61,1226,1499,2725,125,124,249,0,0,0,0.04541284301294032,0.05597971105356662,0.050675058422730124
32,Matosinhos Sul,Brito Capelo,535.72,588,683,1271,125,124,249,0,0,0,0.02178548121135901,0.025514119829951217,0.023642313294513363
33,Brito Capelo,Mercado,487.53,356,369,725,126,125,251,0,0,0,0.013091569211152145,0.0136787864409149,0.013384008070595749
34,Mercado,Sr. de Matosinhos,708.96,64,57,121,125,125,250,0,0,0,0.0023967830431555785,0.0021111111111111113,0.002253947077133345
35,Sra da Hora,Fonte do Cuco,687.03,3307,4194,7502,62,62,124,62,50,112,0.11497784693966556,0.1626254867745881,0.13750218577071985
36,Fonte do Cuco,Custoias,689.2,3213,4240,7453,62,62,124,61,59,120,0.1126654340062365,0.15130021128685436,0.13181337186899886
37,Custoias,Esposade,1779.24,3121,4167,7288,62,62,124,63,62,125,0.10756517025843955,0.14485874248764202,0.12613192724808542
38,Esposade,Crestins,2035.56,3023,4167,7191,62,62,124,63,62,125,0.10421545016576711,0.1448578616203024,0.12444944041781042
39,Crestins,Verdes,591.8199999999999,2988,4138,7126,62,62,124,63,62,125,0.10299813744014857,0.14385375846947432,0.12333827494831076
40,Verdes,Pedras Rubras,960.78,2372,1428,3800,0,0,0,63,62,125,0.15183505691411003,0.09288219518692196,0.12259443749742475
41,Pedras Rubras,Lidador,1147.58,2101,1364,3466,0,0,0,63,62,125,0.13453389358186793,0.08875935195644229,0.11182972093565681
42,Lidador,Vilar do Pinheiro,1987.51,2010,1349,3360,0,0,0,63,62,125,0.12868181868705678,0.0877928095376097,0.10840087014893103
43,Vilar do Pinheiro,Modivas Sul,2037.38,1965,1325,3290,0,0,0,63,62,125,0.12577472268462947,0.08621184176467733,0.10615153374833321
44,Modivas Sul,Modivas Centro,1051.08,1928,1325,3253,0,0,0,63,62,125,0.12341444254373085,0.08618548738209704,0.10494888078356049
45,Modivas Centro,Modivas Norte,852.51,1862,1304,3166,0,0,0,63,62,125,0.11919916960025592,0.08484447147801055,0.10215923933162221
46,Modivas Norte,Mindelo,1834.12,1906,680,2586,0,0,0,63,62,125,0.12200646427182897,0.044251626479238006,0.08344006472670384
