,A,B,Distance,PassagersAtoB,PassagersBtoA,PassagersTotal,EurotramAtoB,EurotamBtoA,EurotramTotal,TraintramAtoB,TraintramBtoA,TraintramTotal,OccupancyAtoB,OccupancyBtoA,OccupancyTotal
3,Fânzeres,Venda Nova,440.45,3078,979,4057,243,243,486,0,0,0,0.05864197530864199,0.018652629335181442,0.038647302321911714
4,Venda Nova,Carreira,583.47,5541,1780,7322,245,246,491,0,0,0,0.10471637615766011,0.03351381088233017,0.06904258581604877
5,Carreira,Baguim,786.02,8893,2112,11005,285,257,542,0,0,0,0.1444627506358516,0.03804997088104963,0.09400503034621302
6,Baguim,Campainha,751.7,11409,2191,13600,285,221,506,0,0,0,0.1853409803066681,0.045906268538939345,0.12444162991009092
7,Campainha,Rio Tinto,859.99,15441,2588,18030,263,218,481,0,0,0,0.2718264159387043,0.054970674141564584,0.17354252464602973
8,Rio Tinto,Levada,452.83,17460,3086,20546,263,219,482,0,0,0,0.30735917256685075,0.06524500809363165,0.19735294431034664
9,Levada,Nau Vitória,1111.62,21973,3702,25675,263,219,482,0,0,0,0.3868008764905506,0.0782692733583524,0.2466174302541369
10,Nau Vitória,Nasoni,499.02,22614,3939,26553,263,219,482,0,0,0,0.3980835392692705,0.0832837402321949,0.25505209530844153
11,Nasoni,Contumil,650.0,23187,3957,27144,269,233,502,0,0,0,0.39907172154062165,0.07862512940354474,0.25033854232161984
12,Contumil,Estádio do Dragão,619.19,26429,5030,31460,263,227,490,0,0,0,0.4652436580270403,0.10259630427131007,0.2972417206748959
13,Estádio do Dragão,Campanhã,1166.02,37841,11764,49606,426,333,759,195,273,468,0.2695744754577786,0.08425520564167599,0.17716104340240146
14,Campanhã,Heroismo,950.92,85630,24160,109791,598,546,1144,337,328,665,0.40250657650682353,0.12123907527788218,0.2664684145431917
15,Heroismo,24 de Agosto,571.9,88436,27856,116293,590,560,1150,339,332,671,0.41811665296051354,0.13702407917541734,0.28035413179357627
16,24 de Agosto,Bolhão,680.44,99465,40213,139678,569,569,1138,339,312,651,0.48056327427576473,0.20078605417648343,0.3429746773208173
17,Bolhão,Trindade,451.8,97181,58576,155758,566,576,1142,339,299,638,0.47100607254698834,0.29499408377207176,0.3846867495923095
18,Trindade,Lapa,857.4300000000001,98009,94940,192949,588,564,1152,337,305,642,0.46541694407505324,0.4807970540209159,0.4728597400950063
19,Lapa,Carolina Michaelis,460.97,95437,95913,191350,589,565,1154,322,314,636,0.46087182747430205,0.4797767712756416,0.47015782111843607
20,Carolina Michaelis,Casa da Música,627.48,83649,96482,180131,592,531,1123,312,331,643,0.4075544252941286,0.49029501066639025,0.44805374711899615
21,Casa da Música,Francos,871.87,62442,97785,160228,592,551,1143,297,336,633,0.30984748683364677,0.48326504742992055,0.3967314572036958
22,Francos,Ramalde,965.03,52374,94864,147239,584,523,1107,289,333,622,0.2647624746094455,0.48511353875687013,0.3743038996774663
23,Ramalde,Viso,621.15,50394,87995,138390,552,539,1091,317,333,650,0.25471533723956397,0.44217084979891963,0.3487170573683065
24,Viso,Sete Bicas,743.81,45717,84173,129891,544,518,1062,325,341,666,0.23077644952450355,0.42846177356394977,0.3292062650645822
25,Sete Bicas,Sra da Hora,674.5,38647,79753,118401,512,489,1001,327,378,705,0.2016174322344493,0.4000339707275709,0.302774065673897
26,Sra da Hora,Vasco da Gama,824.48,20518,17302,37820,254,212,466,0,0,0,0.3739886257688165,0.3778412094215543,0.37574130331040534
27,Vasco da Gama,Estádio do Mar,661.6,21994,14261,36255,232,219,451,0,0,0,0.43890137605629703,0.3014897048121749,0.3721759747204595
28,Estádio do Mar,Pedro Hispano,786.97,20265,13764,34029,238,213,451,0,0,0,0.3942107547691369,0.29916950829001593,0.3493243124186873
29,Pedro Hispano,Parque de Real,656.68,18925,11773,30698,237,217,454,0,0,0,0.36968929588306754,0.25117855597866556,0.31304429465122785
30,Parque de Real,C. Matosinhos,723.67,18186,10385,28572,237,213,450,0,0,0,0.3552577303165286,0.22574043390111245,0.2939528766798983
31,C. Matosinhos,Matosinhos Sul,616.61,12532,7303,19836,229,213,442,0,0,0,0.2533717907916453,0.1587484065097902,0.20777273909020835
32,Matosinhos Sul,Brito Capelo,535.72,4993,4560,9554,244,213,457,0,0,0,0.09475523796957198,0.09913466960800087,0.09679641726713292
33,Brito Capelo,Mercado,487.53,2073,3195,5269,235,217,452,0,0,0,0.040855662403761525,0.06816867311335817,0.053968324624961685
34,Mercado,Sr. de Matosinhos,708.96,419,794,1213,227,217,444,0,0,0,0.008561936190166345,0.016939750810718558,0.012656498741202
35,Sra da Hora,Fonte do Cuco,687.03,12338,31544,43883,123,100,223,196,271,467,0.16412622560850165,0.355201960201061,0.2676061616857775
36,Fonte do Cuco,Custoias,689.2,12125,30998,43124,123,101,224,198,272,470,0.16023352096732407,0.34724096367728907,0.2614468323069545
37,Custoias,Esposade,1779.24,11991,30437,42429,123,100,223,194,258,452,0.16057632658571527,0.35564101438279566,0.26474455051888385
38,Esposade,Crestins,2035.56,11841,29963,41805,123,121,244,188,258,446,0.1617804250313016,0.332489682138229,0.2559824325413211
39,Crestins,Verdes,591.8199999999999,11732,29338,41071,121,121,242,195,235,430,0.1574966233232078,0.3475437105069359,0.2584519628299889
40,Verdes,Pedras Rubras,960.78,8960,23558,32519,0,0,0,195,215,410,0.1852805514553704,0.4418390889896505,0.3198173455282246
41,Pedras Rubras,Lidador,1147.58,8292,20743,29035,0,0,0,195,215,410,0.17146698313654846,0.3890358197580577,0.2855579584380715
42,Lidador,Vilar do Pinheiro,1987.51,8191,20018,28209,0,0,0,195,215,410,0.16938165167037736,0.37543611150312484,0.27743460011925714
43,Vilar do Pinheiro,Modivas Sul,2037.38,8253,19009,27262,0,0,0,195,215,410,0.1706595568322248,0.35651038597073303,0.26811791845363764
44,Modivas Sul,Modivas Centro,1051.08,8310,18704,27015,0,0,0,195,215,410,0.1718549485447521,0.3508057916352033,0.2656950247995009
45,Modivas Centro,Modivas Norte,852.51,8478,18188,26666,0,0,0,195,213,408,0.17532211852190302,0.3443178779008595,0.26354784584474056
46,Modivas Norte,Mindelo,1834.12,7784,17184,24968,0,0,0,195,214,409,0.16096108369741088,0.3238009577010729,0.24616336496094066
47,Mindelo,Espaço Natureza,776.86,7707,16031,23739,0,0,0,195,214,409,0.15937856121164887,0.30207150472760086,0.23403941674322276
48,Espaço Natureza,Varziela,1539.0,7335,16138,23473,0,0,0,195,215,410,0.15167542373609563,0.3026802676113221,0.23086089064627535
49,Varziela,Árvore,858.71,7089,14452,21541,0,0,0,191,213,404,0.14966195284107375,0.27359892606372865,0.21500496100054278
50,Árvore,Azurara,664.57,7159,14267,21426,0,0,0,182,215,397,0.15863039558679637,0.26757365417438606,0.21762989331055402
51,Azurara,Santa Clara,1218.09,7104,14096,21200,0,0,0,176,218,394,0.16276928041771446,0.260731625095475,0.21697179600084082
52,Santa Clara,Vila do Conde,670.57,6425,14245,20671,0,0,0,182,214,396,0.14235954681997084,0.26842749516191694,0.21048717546940637
53,Vila do Conde,Alto de Pega,730.41,3122,10978,14100,0,0,0,196,214,410,0.06423267450333972,0.20685834071812007,0.1386763149178836
54,Alto de Pega,Portas Fronhas,671.05,2703,10730,13434,0,0,0,181,214,395,0.06023677544958904,0.20219434510583675,0.13714543344056881
55,Portas Fronhas,São Brás,562.21,2316,7663,9979,0,0,0,176,215,391,0.05308307101941091,0.14371718153814597,0.10292024176500693
56,São Brás,Póvoa de Varzim,624.94,2273,7192,9466,0,0,0,170,214,384,0.05391878593667578,0.13553286101899303,0.09940162986275883
57,Sra da Hora,Fonte do Cuco,685.98,11922,24761,36683,132,144,276,132,116,248,0.19466291883239178,0.413568397424648,0.30287220560811473
58,Fonte do Cuco,Cândido dos Reis,913.51,12060,24309,36369,132,140,272,130,116,246,0.198526402167694,0.4119612612756447,0.3036897636092601
59,Cândido dos Reis,Pias,916.73,11894,22890,34785,130,140,270,131,120,251,0.19638842728272105,0.38151383299366487,0.2885150640574592
60,Pias,Araújo,1258.13,12076,21709,33786,132,140,272,126,120,246,0.20208534824970192,0.36182444450608825,0.2821149555925808
61,Araújo,Custió,651.69,11996,20438,32435,132,140,272,128,120,248,0.19909302248734803,0.34064310424207367,0.2697173980302194
62,Custió,Parque de Maia,1418.51,12092,18681,30774,144,144,288,126,120,246,0.19394163201666356,0.3069447343241009,0.2497608504529045
63,Parque de Maia,Forum,824.81,11110,13896,25006,130,144,274,131,120,251,0.18343924613860593,0.22831293325909197,0.20593078126033054
64,Forum,Zona Industrial,1119.4,5936,6452,12389,42,58,100,108,90,198,0.16556687158804176,0.18517177328887474,0.1752295726300002
65,Zona Industrial,Mandim,1194.23,4969,6313,11283,40,58,98,108,90,198,0.14028720465808497,0.18118473920586964,0.16056835908546999
66,Mandim,Castêlo da Maia,1468.1,4169,6253,10423,54,44,98,108,106,214,0.10844763844490928,0.17471953976770385,0.14039812190592035
67,Castêlo da Maia,ISMAI,702.48,3235,2932,6168,44,44,88,104,106,210,0.09167713464378639,0.08194568618685737,0.08677746095525382
68,Santo Ovídio,D. João II,463.71,37442,6572,44015,486,470,956,0,0,0,0.3566815272062185,0.06473643669375789,0.2131520371007201
69,D. João II,João de Deus,716.25,51028,10062,61090,488,460,948,0,0,0,0.4841001847893,0.10127551925384438,0.2983413808374967
70,João de Deus,C.M.Gaia,405.01,68403,17401,85805,484,474,958,0,0,0,0.6543059663090669,0.1699636011136577,0.41466266661948026
71,C.M.Gaia,General Torres,488.39,78319,21817,100137,486,484,970,0,0,0,0.7460738419432714,0.20868912260605954,0.47793548713996153
72,General Torres,Jardim do Morro,419.98,90255,22894,113150,488,470,958,0,0,0,0.8562494045334211,0.2255206014585613,0.546810430164753
73,Jardim do Morro,São Bento,795.7,91349,24720,116069,492,466,958,0,0,0,0.8595808041674928,0.2455898864086233,0.5609171635875
74,São Bento,Aliados,443.38,98017,38571,136588,485,476,961,0,0,0,0.9356420108989973,0.3751460491221569,0.658018620882581
75,Aliados,Trindade,450.27,94509,46246,140756,480,484,964,0,0,0,0.9115547575206895,0.44236798141572375,0.6759879529202709
76,Trindade,Faria Guimaraes,555.34,78985,41271,120256,478,459,937,0,0,0,0.7650067769954991,0.4162740770043123,0.594176137405366
77,Faria Guimaraes,Marques,621.04,76111,40059,116171,483,480,963,0,0,0,0.729538995396505,0.38638042536118894,0.558494225285444
78,Marques,Combatentes,702.75,63427,33421,96849,480,480,960,0,0,0,0.6117652794254832,0.3223552502010288,0.467060264813256
79,Combatentes,Salgueiros,471.25,58904,26422,85326,477,479,956,0,0,0,0.571712917901422,0.25537413248828045,0.41321262688374955
80,Salgueiros,Polo Universitario,775.36,55968,21421,77390,468,452,920,0,0,0,0.5536658453370741,0.2194114639368618,0.38944521447523067
81,Polo Universitario,I.P.O.,827.64,40741,18649,59390,473,466,939,0,0,0,0.3987649475926315,0.18528202833351504,0.29281921769407104
82,I.P.O.,Hospital São João,351.77,12833,15521,28355,467,474,941,0,0,0,0.12722663091980746,0.15160571964369432,0.1395068520198312
83,Verdes (E) ,Botica,683.54,2900,5971,8871,121,121,242,0,0,0,0.1109663928875014,0.22846207975110328,0.16971423631930235
84,Botica,Aeroporto,649.66,2345,5467,7812,119,125,244,0,0,0,0.09126517549308108,0.2024814814814816,0.14824074208549937
