,A,B,Distance,PassagersAtoB,PassagersBtoA,PassagersTotal,EurotramAtoB,EurotamBtoA,EurotramTotal,TraintramAtoB,TraintramBtoA,TraintramTotal,OccupancyAtoB,OccupancyBtoA,OccupancyTotal
3,Fânzeres,Venda Nova,440.45,570,3550,4121,227,222,449,0,0,0,0.011645456028715938,0.0740491102368742,0.04249982403364051
4,Venda Nova,Carreira,583.47,992,6472,7464,227,222,449,0,0,0,0.020236348977929405,0.13498126500636823,0.07696991547751386
5,Carreira,Baguim,786.02,1322,8582,9905,227,223,450,0,0,0,0.02697314435695063,0.17818130653348002,0.1019051891688752
6,Baguim,Campainha,751.7,1549,9735,11285,226,224,450,0,0,0,0.03174850762469824,0.20121672778351218,0.11610602165930783
7,Campainha,Rio Tinto,859.99,2283,11895,14179,226,224,450,0,0,0,0.04677661322112037,0.24585857254644258,0.14587518852972522
8,Rio Tinto,Levada,452.83,2707,13542,16250,226,224,450,0,0,0,0.0554641391651777,0.27990084359492723,0.16718374314798634
9,Levada,Nau Vitória,1111.62,4051,16390,20441,227,224,451,0,0,0,0.08262047839486433,0.33875311801165486,0.20983491580985564
10,Nau Vitória,Nasoni,499.02,4391,16682,21073,237,225,462,0,0,0,0.08577643092827979,0.3432657927261119,0.21117709414150973
11,Nasoni,Contumil,650.0,4590,16889,21480,234,229,463,0,0,0,0.0908270015953599,0.34144541373390375,0.21478297649757705
12,Contumil,Estádio do Dragão,619.19,5692,18944,24636,226,236,462,0,0,0,0.11660790616993716,0.37163253770055926,0.2468802287699952
13,Estádio do Dragão,Campanhã,1166.02,12430,29679,42110,378,381,759,202,198,400,0.09435388229548573,0.2258715534138447,0.16002675336589725
14,Campanhã,Heroismo,950.92,22959,58279,81239,491,511,1002,395,360,755,0.11253891577202885,0.29190113920699856,0.20125139541424408
15,Heroismo,24 de Agosto,571.9,26030,61031,87062,532,520,1052,393,358,751,0.12257000352987206,0.3034805956709159,0.21055937114603843
16,24 de Agosto,Bolhão,680.44,40218,68933,109152,532,523,1055,353,355,708,0.19865505371675235,0.34293786535673265,0.27053754980594286
17,Bolhão,Trindade,451.8,58949,76787,135736,543,531,1074,353,350,703,0.2877929481004619,0.38108504671979926,0.33405602793596917
18,Trindade,Lapa,857.4300000000001,80889,100691,181580,537,555,1092,353,334,687,0.3974204858551141,0.49671958062831895,0.446969328187054
19,Lapa,Carolina Michaelis,460.97,81443,98372,179816,533,552,1085,378,347,725,0.3899217535059605,0.479193049748773,0.4341711398858487
20,Carolina Michaelis,Casa da Música,627.48,80184,90744,170929,535,569,1104,353,352,705,0.39479760284365123,0.43170383306024884,0.413567538754092
