,A,B,Distance,PassagersAtoB,PassagersBtoA,PassagersTotal,EurotramAtoB,EurotramBtoA,EurotramTotal,TraintramAtoB,TraintramBtoA,TraintramTotal,OccupancyAtoB,OccupancyBtoA,OccupancyTotal
0,Fânzeres,Venda Nova,440.45,124,508,632,61,101,162,0,0,0,0.009411050394656952,0.023312462659534215,0.018077980263500184
1,Venda Nova,Carreira,583.47,171,989,1160,61,92,153,0,0,0,0.013014204559210409,0.049778532000880754,0.03512085896858081
2,Carreira,Baguim,786.02,259,1359,1619,61,87,148,0,0,0,0.019711935413003395,0.07236105119305303,0.05066107779722176
3,Baguim,Campainha,751.7,316,1540,1856,82,87,169,0,0,0,0.017848930699987726,0.08197626496920456,0.05086122703976207
4,Campainha,Rio Tinto,859.99,429,2014,2443,84,87,171,0,0,0,0.023645058445906402,0.10718501477378245,0.06614784324429948
5,Rio Tinto,Levada,452.83,493,2356,2850,84,87,171,0,0,0,0.027177886486492428,0.1254247197673123,0.0771631174539271
6,Levada,Nau Vitória,1111.62,1009,2812,3822,84,87,171,0,0,0,0.05563941301430151,0.14967885876669837,0.10348404330938062
7,Nau Vitória,Nasoni,499.02,1040,2892,3933,84,87,171,0,0,0,0.05736728731445437,0.15391942693403024,0.10649030571739647
8,Nasoni,Contumil,650.0,1086,2916,4002,84,80,164,0,0,0,0.05985492162837791,0.16880156841647662,0.11299962737866996
9,Contumil,Estádio do Dragão,619.19,1257,3315,4572,84,69,153,0,0,0,0.06929028038816212,0.222443097637488,0.13835919797119145
10,Estádio do Dragão,Campanhã,1166.02,6845,5463,12308,129,163,292,72,117,189,0.14972843029295568,0.08506630540541278,0.11195592511961693
11,Campanhã,Heroismo,950.92,10897,9246,20143,159,164,323,141,213,354,0.15721759809177374,0.10478312020272107,0.12784949829009107
12,Heroismo,24 de Agosto,571.9,11370,10007,21378,161,164,325,115,201,316,0.179640480406769,0.1173616853073988,0.14389498059716332
13,24 de Agosto,Bolhão,680.44,13990,12140,26130,161,167,328,133,171,304,0.20646928201616577,0.15469015883343426,0.17868190792302596
14,Bolhão,Trindade,451.8,17582,13897,31479,170,176,346,133,166,299,0.252241115854444,0.17550805676153594,0.21143171179761716
