,A,B,Distance,PassagersAtoB,PassagersBtoA,PassagersTotal,EurotramAtoB,EurotamBtoA,EurotramTotal,TraintramAtoB,TraintramBtoA,TraintramTotal,OccupancyAtoB,OccupancyBtoA,OccupancyTotal
3,Fânzeres,Venda Nova,440.45,484,2030,2514,203,160,363,0,0,0,0.011038131727786902,0.05875342726422457,0.03206966695045915
4,Venda Nova,Carreira,583.47,853,3632,4485,203,165,368,0,0,0,0.019455231827804523,0.10191949695335854,0.05642969852812087
5,Carreira,Baguim,786.02,1192,4657,5849,203,178,381,0,0,0,0.027197205132679002,0.12113145435225806,0.07108249741899153
6,Baguim,Campainha,751.7,1474,5195,6670,223,181,404,0,0,0,0.030607756428918772,0.13289866646396323,0.07643610968719365
7,Campainha,Rio Tinto,859.99,2283,6370,8654,203,164,367,0,0,0,0.052075759144029225,0.179843301074787,0.10917079150545775
8,Rio Tinto,Levada,452.83,2642,7251,9894,203,161,364,0,0,0,0.060267291448653865,0.20852931275496717,0.12584472394952323
9,Levada,Nau Vitória,1111.62,3960,8986,12947,200,160,360,0,0,0,0.09168763490473292,0.26002936579779296,0.16650618196831515
10,Nau Vitória,Nasoni,499.02,4249,9262,13511,187,160,347,0,0,0,0.10519979644547608,0.26799787220726096,0.18026519160941146
11,Nasoni,Contumil,650.0,4488,9429,13917,159,162,321,0,0,0,0.13068484411461048,0.2694787646190835,0.20073037408883052
12,Contumil,Estádio do Dragão,619.19,5315,10989,16305,159,184,343,0,0,0,0.15477808475052826,0.2765156825784723,0.22008338504306968
13,Estádio do Dragão,Campanhã,1166.02,10603,20538,31141,394,355,749,187,161,348,0.08064556303908896,0.17613066943554342,0.1255261186753058
14,Campanhã,Heroismo,950.92,19003,38240,57244,487,435,922,353,265,618,0.09860061948621386,0.23948111299340588,0.16243369517865808
15,Heroismo,24 de Agosto,571.9,21257,40947,62204,463,435,898,353,265,618,0.11333959041088729,0.2564317938526614,0.17914275096516366
16,24 de Agosto,Bolhão,680.44,30899,47702,78601,465,443,908,353,267,620,0.1643750519858491,0.2946316986113798,0.22464883135313213
17,Bolhão,Trindade,451.8,44436,56277,100714,451,436,887,375,271,646,0.2333669787761909,0.3487171507648341,0.28628247666196466
18,Trindade,Lapa,857.4300000000001,59510,71256,130766,455,438,893,375,289,664,0.3111151927476963,0.42853386405658195,0.36571966938166406
19,Lapa,Carolina Michaelis,460.97,59486,69936,129423,487,440,927,330,290,620,0.3180562002979525,0.4188811436087558,0.36561019173044734
