,A,B,Distance,PassagersAtoB,PassagersBtoA,PassagersTotal,EurotramAtoB,EurotramBtoA,EurotramTotal,TraintramAtoB,TraintramBtoA,TraintramTotal,OccupancyAtoB,OccupancyBtoA,OccupancyTotal
0,Fânzeres,Venda Nova,440.45,70,229,299,44,57,101,0,0,0,0.007365319865319866,0.018657903914581487,0.013738362348566525
1,Venda Nova,Carreira,583.47,127,473,600,44,47,91,0,0,0,0.013416442925892422,0.04663669738851411,0.030574156769224498
2,Carreira,Baguim,786.02,177,650,828,44,45,89,0,0,0,0.018675095444800036,0.06695887064817913,0.043088240210553505
3,Baguim,Campainha,751.7,205,694,899,44,45,89,0,0,0,0.021586182919669503,0.07148425596133443,0.04681554569354503
4,Campainha,Rio Tinto,859.99,292,887,1179,44,45,89,0,0,0,0.0307263904346976,0.09131615136727271,0.0613616628163367
5,Rio Tinto,Levada,452.83,318,1024,1342,44,45,89,0,0,0,0.03353200997351997,0.10537538814175755,0.06985731354172998
6,Levada,Nau Vitória,1111.62,588,1204,1793,44,45,89,0,0,0,0.06196698267940446,0.12392357553751442,0.09329334985485331
7,Nau Vitória,Nasoni,499.02,557,1252,1809,44,45,89,0,0,0,0.05865491836165077,0.12886215687006167,0.09415296030410573
8,Nasoni,Contumil,650.0,577,1286,1863,44,45,89,0,0,0,0.06071672318400718,0.13236128425698032,0.09694150125461158
9,Contumil,Estádio do Dragão,619.19,629,1493,2122,44,45,89,0,0,0,0.06622328948003599,0.15360969777736172,0.11040742850677371
10,Estádio do Dragão,Campanhã,1166.02,1786,2650,4436,44,44,88,45,44,89,0.08644634853818903,0.12983131787479016,0.10800787565542487
11,Campanhã,Heroismo,950.92,4781,4667,9448,46,48,94,88,84,172,0.15054173997545703,0.14960171225514476,0.15007590667060092
12,Heroismo,24 de Agosto,571.9,4955,5145,10100,47,48,95,86,84,170,0.1574038964320363,0.16491622316110238,0.1611432805090443
13,24 de Agosto,Bolhão,680.44,5983,6294,12277,47,48,95,86,84,170,0.19007044906158424,0.2017343056225337,0.1958763253331481
14,Bolhão,Trindade,451.8,7652,7215,14867,47,47,94,86,84,170,0.24307971857850516,0.23286867873899972,0.23801473941631196
15,Trindade,Lapa,857.4300000000001,10894,9949,20843,137,134,271,86,84,170,0.21395139186273576,0.19987981566307275,0.2069955368445183
16,Lapa,Carolina Michaelis,460.97,10675,9947,20622,135,135,270,86,84,170,0.21144119979527443,0.19898018340975304,0.20524144729582194
17,Carolina Michaelis,Casa da Música,627.48,10132,9792,19925,135,131,266,86,84,170,0.2006913153908984,0.19932752801883674,0.20001873120748764
18,Casa da Música,Francos,871.87,8895,8465,17360,136,137,273,86,84,170,0.17544259051826214,0.1678805791611744,0.17167205356835913
19,Francos,Ramalde,965.03,8216,7893,16109,135,137,272,86,84,170,0.16273470132208703,0.15653387460018875,0.15963625429274467
20,Ramalde,Viso,621.15,7713,7834,15547,135,137,272,86,84,170,0.15277039688095667,0.15537555163109856,0.15407214814067954
21,Viso,Sete Bicas,743.81,7403,7460,14864,135,137,272,86,84,170,0.14664426529080907,0.14796235282992118,0.14730289108429437
22,Sete Bicas,Sra da Hora,674.5,6999,5728,12727,135,137,272,86,85,171,0.13863310573722756,0.1130425096185417,0.12581453430063158
23,Sra da Hora,Vasco da Gama,824.48,2315,2396,4712,88,88,176,0,0,0,0.12183820683703846,0.12608666743973962,0.12396243713838904
24,Vasco da Gama,Estádio do Mar,661.6,2122,2407,4530,88,90,178,0,0,0,0.1116548055741598,0.12385407067177583,0.11782297332014544
25,Estádio do Mar,Pedro Hispano,786.97,2059,2439,4499,88,88,176,0,0,0,0.10836734711756976,0.12832644463548132,0.11834689587652555
26,Pedro Hispano,Parque de Real,656.68,1896,2341,4238,85,88,173,0,0,0,0.10331092390123754,0.123194773786089,0.1134252521663643
27,Parque de Real,C. Matosinhos,723.67,1762,2365,4128,70,88,158,0,0,0,0.1165730530104371,0.12445106636900938,0.12096080728609761
28,C. Matosinhos,Matosinhos Sul,616.61,1343,2054,3398,86,89,175,0,0,0,0.07235127871008049,0.10689196911583132,0.08991768697357662
29,Matosinhos Sul,Brito Capelo,535.72,598,716,1314,89,89,178,0,0,0,0.03110908594542366,0.03726819446753855,0.0341886402064811
30,Brito Capelo,Mercado,487.53,350,377,727,88,90,178,0,0,0,0.01843763286824698,0.019409785373523097,0.018929170651813557
31,Mercado,Sr. de Matosinhos,708.96,77,36,113,87,89,176,0,0,0,0.0041040090907744796,0.0018726591760299626,0.0029756560088866272
33,Fonte do Cuco,Custoias,689.2,2300,2933,5233,44,44,88,52,46,98,0.10268691416644955,0.14027887466214767,0.12083715146525911
34,Custoias,Esposade,1779.24,2240,2911,5152,44,44,88,44,41,85,0.10976258400109153,0.14800880227206054,0.12853078410652213
35,Esposade,Crestins,2035.56,2156,2889,5045,45,44,89,44,43,87,0.10449839842505368,0.14329223677202874,0.12367472518441136
36,Crestins,Verdes,591.8199999999999,2125,2881,5006,45,44,89,44,43,87,0.10300753396316406,0.14286178604331304,0.12270803778552791
37,Verdes,Pedras Rubras,960.78,1522,1121,2644,0,0,0,44,43,87,0.13949061611608843,0.10520737584815272,0.12254602609860296
38,Pedras Rubras,Lidador,1147.58,1352,1004,2357,0,0,0,45,43,88,0.1211889017386556,0.09420181998898618,0.10800203224733987
39,Lidador,Vilar do Pinheiro,1987.51,1309,972,2282,0,0,0,45,43,88,0.11737104517386904,0.09119585494631899,0.1045808954035889
40,Vilar do Pinheiro,Modivas Sul,2037.38,1245,961,2206,0,0,0,46,43,89,0.10916623111163327,0.09013330484246804,0.09997054763327254
41,Modivas Sul,Modivas Centro,1051.08,1225,970,2196,0,0,0,46,43,89,0.10743842945865194,0.09102167067258692,0.09950673701145198
42,Modivas Centro,Modivas Norte,852.51,1196,953,2149,0,0,0,46,43,89,0.10485048795045607,0.0893855531623834,0.09737866552475803
