,A,B,Distance,PassagersAtoB,PassagersBtoA,PassagersTotal,EurotramAtoB,EurotamBtoA,EurotramTotal,TraintramAtoB,TraintramBtoA,TraintramTotal,OccupancyAtoB,OccupancyBtoA,OccupancyTotal
3,Fânzeres,Venda Nova,440.45,1003,417,1421,174,196,370,0,0,0,0.026713495104299698,0.009865867436317585,0.017788805853152418
4,Venda Nova,Carreira,583.47,1800,744,2545,176,194,370,0,0,0,0.04736007284430064,0.017769257376413876,0.031844888517895145
5,Carreira,Baguim,786.02,2650,973,3624,176,200,376,0,0,0,0.06972992234481104,0.022541589351845484,0.04462974522089319
6,Baguim,Campainha,751.7,3349,1051,4401,188,196,384,0,0,0,0.08249061961207226,0.02484524514028989,0.05306745972543334
7,Campainha,Rio Tinto,859.99,4580,1295,5875,212,194,406,0,0,0,0.10002391971001692,0.030918550072573898,0.06700312732168208
8,Rio Tinto,Levada,452.83,5371,1455,6827,194,194,388,0,0,0,0.12818597463059384,0.03474533012408692,0.08146565237734038
9,Levada,Nau Vitória,1111.62,6560,1960,8520,194,194,388,0,0,0,0.156550036113243,0.04678965053442306,0.10166984332383304
10,Nau Vitória,Nasoni,499.02,6832,2054,8886,194,194,388,0,0,0,0.16304979665615804,0.04902074937361025,0.10603527301488416
11,Nasoni,Contumil,650.0,7034,2093,9127,202,192,394,0,0,0,0.16121811332186797,0.050480930341205224,0.1072548160317988
12,Contumil,Estádio do Dragão,619.19,8362,2562,10925,201,192,393,0,0,0,0.19262345975202064,0.06178613117346484,0.12870293281287887
13,Estádio do Dragão,Campanhã,1166.02,13600,5976,19577,324,324,648,129,172,301,0.13337291335245208,0.05306011840665888,0.09122119482869735
14,Campanhã,Heroismo,950.92,27504,12661,40165,319,374,693,211,258,469,0.22687605300624117,0.08745904068895506,0.15099965436282434
15,Heroismo,24 de Agosto,571.9,28818,13825,42643,333,387,720,212,259,471,0.23146815912379948,0.09352410254410976,0.156589915902992
16,24 de Agosto,Bolhão,680.44,34557,18218,52775,313,381,694,232,259,491,0.2761398008560776,0.1243356703109988,0.19426328932559486
17,Bolhão,Trindade,451.8,34978,27366,62344,324,394,718,232,255,487,0.27429562952708236,0.18447688695149786,0.2259962082592384
18,Trindade,Lapa,857.4300000000001,36286,42036,78322,349,414,763,232,221,453,0.27299131720016745,0.2914506279328672,0.28259768231966415
19,Lapa,Carolina Michaelis,460.97,35925,41795,77720,353,416,769,230,235,465,0.26953176762545983,0.28213954319768375,0.2761682500937886
20,Carolina Michaelis,Casa da Música,627.48,33549,39836,73385,351,415,766,255,242,497,0.24126297219189624,0.2661873817831507,0.254182724200087
21,Casa da Música,Francos,871.87,26398,36222,62621,331,380,711,257,258,515,0.19521237978389316,0.2479923812524511,0.2226185929348212
22,Francos,Ramalde,965.03,23827,33658,57486,320,387,707,274,259,533,0.17382928095871575,0.22769618743460546,0.2017792050815252
23,Ramalde,Viso,621.15,23422,31263,54685,330,376,706,273,259,532,0.16852556852389597,0.21494402726246664,0.1922622507066589
24,Viso,Sete Bicas,743.81,21748,29257,51005,314,376,690,273,257,530,0.160472534876035,0.20184229009302285,0.18185241493241272
25,Sete Bicas,Sra da Hora,674.5,17858,28067,45925,329,376,705,271,248,519,0.12915174907247354,0.1966604265746016,0.16344040658978262
26,Sra da Hora,Vasco da Gama,824.48,10664,7031,17695,190,192,382,0,0,0,0.25986087766598726,0.1695434568266976,0.2144657342074961
27,Vasco da Gama,Estádio do Mar,661.6,11191,6081,17273,168,162,330,0,0,0,0.30841215460443366,0.17379650385227965,0.24232810787155804
