,A,B,Distance,PassagersAtoB,PassagersBtoA,PassagersTotal,EurotramAtoB,EurotramBtoA,EurotramTotal,TraintramAtoB,TraintramBtoA,TraintramTotal,OccupancyAtoB,OccupancyBtoA,OccupancyTotal
0,Fânzeres,Venda Nova,440.45,140,127,267,51,52,103,0,0,0,0.012708787218591141,0.011345064588935614,0.012020305890998059
1,Venda Nova,Carreira,583.47,183,216,399,51,52,103,0,0,0,0.016653821349222005,0.01926665545055019,0.017972922060572157
2,Carreira,Baguim,786.02,237,284,521,51,52,103,0,0,0,0.021577247562431005,0.025296575460159496,0.02345496650109005
3,Baguim,Campainha,751.7,279,319,599,51,52,103,0,0,0,0.025389278123521996,0.028438963234118337,0.026928924975473546
4,Campainha,Rio Tinto,859.99,309,411,721,51,52,103,0,0,0,0.02812522903902643,0.0366402141993795,0.03242405649862216
5,Rio Tinto,Levada,452.83,319,503,823,52,52,104,0,0,0,0.028478969287358196,0.04486583112778803,0.03667240020757311
6,Levada,Nau Vitória,1111.62,655,599,1255,51,52,103,0,0,0,0.05953302860651663,0.053351961863434036,0.05641249005661086
7,Nau Vitória,Nasoni,499.02,675,627,1302,52,52,104,0,0,0,0.06016853014995522,0.0558269947730624,0.057997762461508805
8,Nasoni,Contumil,650.0,686,638,1325,51,54,105,0,0,0,0.062330965107541395,0.054772431911978864,0.05844371946410924
9,Contumil,Estádio do Dragão,619.19,689,719,1409,53,54,107,0,0,0,0.06026097447018742,0.06168352091327042,0.06097889510501435
10,Estádio do Dragão,Campanhã,1166.02,1252,1244,2497,81,104,185,46,61,107,0.043349577357033806,0.03310762324175864,0.03755952172810238
11,Campanhã,Heroismo,950.92,2223,2186,4409,103,105,208,83,126,209,0.05190219457501763,0.04054261400249515,0.04557107157878992
12,Heroismo,24 de Agosto,571.9,2310,2345,4656,104,103,207,94,128,222,0.05048178657765765,0.04344053253320626,0.04667123220783948
13,24 de Agosto,Bolhão,680.44,2900,3003,5903,101,103,204,94,128,222,0.06427901945756218,0.05562131939407811,0.05956305353920432
14,Bolhão,Trindade,451.8,3303,3537,6840,91,103,194,92,126,218,0.07776969456923338,0.06612082040234499,0.07127619493985837
15,Trindade,Lapa,857.4300000000001,5313,5064,10378,177,210,387,92,126,218,0.08703156812946325,0.06611455629682712,0.07539088089116933
16,Lapa,Carolina Michaelis,460.97,5167,5107,10275,190,207,397,92,126,218,0.08092683478935499,0.06724039134804277,0.07349118905637682
17,Carolina Michaelis,Casa da Música,627.48,4911,5165,10077,190,202,392,93,127,220,0.07662119957056333,0.06875473833683239,0.07237654676396903
18,Casa da Música,Francos,871.87,4467,4519,8987,191,188,379,92,126,218,0.06972309143626335,0.06290079017854767,0.06611659918172846
19,Francos,Ramalde,965.03,4139,4175,8315,207,188,395,92,126,218,0.06129688792700999,0.058114732176853326,0.059656405636479816
20,Ramalde,Viso,621.15,3844,4252,8096,207,186,393,92,126,218,0.0569341182730935,0.05953309001320987,0.05827003972486153
21,Viso,Sete Bicas,743.81,3614,4173,7787,206,188,394,92,126,218,0.05369850021060453,0.058077768077192164,0.05595962828474169
22,Sete Bicas,Sra da Hora,674.5,3810,2219,6030,208,188,396,92,109,201,0.05624923835016976,0.0328189045596189,0.0445430708740067
23,Sra da Hora,Vasco da Gama,824.48,1020,595,1616,136,138,274,0,0,0,0.034751057472270044,0.019968312485490552,0.027305733354840957
24,Vasco da Gama,Estádio do Mar,661.6,878,604,1483,134,137,271,0,0,0,0.03033709751368621,0.02044366002404281,0.025335618044752088
25,Estádio do Mar,Pedro Hispano,786.97,864,628,1493,136,121,257,0,0,0,0.029442394215835593,0.024049787495419174,0.026903462647079227
26,Pedro Hispano,Parque de Real,656.68,757,645,1402,145,121,266,0,0,0,0.024170117714609952,0.024696739822211364,0.024409671380097815
27,Parque de Real,C. Matosinhos,723.67,659,609,1269,153,121,274,0,0,0,0.019966438072734672,0.023326633040427727,0.021450319792044377
28,C. Matosinhos,Matosinhos Sul,616.61,488,504,992,149,121,270,0,0,0,0.015167595032465767,0.019314212284419395,0.01702589387500795
29,Matosinhos Sul,Brito Capelo,535.72,284,277,562,149,121,270,0,0,0,0.008848822209546232,0.010617704674763584,0.00964154361062512
30,Brito Capelo,Mercado,487.53,165,162,327,150,120,270,0,0,0,0.005109374197772376,0.006256264144156308,0.005619103062831901
31,Mercado,Sr. de Matosinhos,708.96,52,20,72,148,138,286,0,0,0,0.0016531669084471855,0.0006709608158883522,0.001179235297352364
33,Fonte do Cuco,Custoias,689.2,1278,1139,2417,54,36,90,57,50,107,0.04953542119576668,0.05649796819906844,0.052590848991543086
34,Custoias,Esposade,1779.24,1248,1131,2379,54,36,90,65,48,113,0.04491910640176579,0.05747483264859125,0.050125087619900054
35,Esposade,Crestins,2035.56,1231,1084,2315,54,36,90,65,48,113,0.04431856562306314,0.0551089718418749,0.04879259213549815
36,Crestins,Verdes,591.8199999999999,1207,1071,2279,54,36,90,65,48,113,0.043473046760760754,0.05445360667469193,0.04802591670653367
37,Verdes,Pedras Rubras,960.78,942,641,1583,0,0,0,65,50,115,0.058454841209304775,0.05173427898493288,0.05553285763349091
38,Pedras Rubras,Lidador,1147.58,800,644,1445,0,0,0,67,50,117,0.048173189062923887,0.05200856446804074,0.04981223838134989
39,Lidador,Vilar do Pinheiro,1987.51,749,638,1388,0,0,0,67,50,117,0.045136456281369794,0.05150396128068744,0.04785761226398417
40,Vilar do Pinheiro,Modivas Sul,2037.38,728,637,1365,0,0,0,67,50,117,0.043825862461787914,0.05143045782323486,0.04707568953932934
41,Modivas Sul,Modivas Centro,1051.08,721,641,1363,0,0,0,67,50,117,0.04342637285396864,0.05174986869983981,0.04698342236075119
42,Modivas Centro,Modivas Norte,852.51,706,643,1350,0,0,0,67,48,115,0.042534575076152416,0.05404011110911904,0.04733688576817328
43,Modivas Norte,Mindelo,1834.12,694,580,1274,0,0,0,67,48,115,0.04179456395443815,0.04875598308221226,0.04470019976429169
44,Mindelo,Espaço Natureza,776.86,658,546,1204,0,0,0,67,48,115,0.0396565240131606,0.045868123747429324,0.042249191728333635
45,Espaço Natureza,Varziela,1539.0,653,541,1194,0,0,0,67,59,126,0.03931750702524488,0.03698484721425319,0.03822522981216147
46,Varziela,Árvore,858.71,582,549,1132,0,0,0,67,67,134,0.0350803988431412,0.03307832975813798,0.03407936430063959
47,Árvore,Azurara,664.57,578,545,1124,0,0,0,65,67,132,0.03589805431028775,0.03283763803897323,0.034344661202878116
48,Azurara,Santa Clara,1218.09,552,535,1087,0,0,0,66,52,118,0.033730071661021294,0.04154377861839403,0.03717340015071097
49,Santa Clara,Vila do Conde,670.57,530,485,1016,0,0,0,82,48,130,0.02610635656406749,0.04076821293367263,0.03151996506976785
50,Vila do Conde,Alto de Pega,730.41,385,382,768,0,0,0,85,48,133,0.018301767268819127,0.03215268270597436,0.02330059389275485
51,Alto de Pega,Portas Fronhas,671.05,355,337,693,0,0,0,85,48,133,0.01685773197640132,0.02837250209144724,0.021013438484087064
52,Portas Fronhas,São Brás,562.21,262,254,517,0,0,0,85,48,133,0.012462723620463233,0.021421318064346676,0.015695900562616657
