,A,B,Distance,PassagersAtoB,PassagersBtoA,PassagersTotal,EurotramAtoB,EurotramBtoA,EurotramTotal,TraintramAtoB,TraintramBtoA,TraintramTotal,OccupancyAtoB,OccupancyBtoA,OccupancyTotal
0,Fânzeres,Venda Nova,440.45,539,424,963,42,40,82,0,0,0,0.059413580246913594,0.04907867886681246,0.05437216493954719
1,Venda Nova,Carreira,583.47,673,784,1458,42,40,82,0,0,0,0.07428787921073117,0.09081020762517594,0.0823475516080213
2,Carreira,Baguim,786.02,842,1033,1876,42,41,83,0,0,0,0.09287373978404362,0.11670561838214026,0.10464611354936847
3,Baguim,Campainha,751.7,983,1169,2153,42,41,83,0,0,0,0.10838138234524484,0.13209746171900155,0.12009655408408851
4,Campainha,Rio Tinto,859.99,1197,1497,2694,42,41,83,0,0,0,0.13199067393103409,0.1690823159145562,0.15031305129638836
5,Rio Tinto,Levada,452.83,1297,1752,3050,42,41,83,0,0,0,0.14300975443974492,0.1979014914507313,0.1701249498307141
6,Levada,Nau Vitória,1111.62,1595,2153,3748,42,41,83,0,0,0,0.17581597160332638,0.24321817104615173,0.20911103397869793
7,Nau Vitória,Nasoni,499.02,1612,2201,3814,40,41,81,0,0,0,0.18666420919634893,0.248573982111707,0.21800125474609808
8,Nasoni,Contumil,650.0,1653,2229,3882,40,41,81,0,0,0,0.19135868046927726,0.2516993610716033,0.22190149410749166
9,Contumil,Estádio do Dragão,619.19,1737,2402,4140,42,40,82,0,0,0,0.1915770746925117,0.27808299261761177,0.23377508343646294
10,Estádio do Dragão,Campanhã,1166.02,9094,2963,12058,64,54,118,45,45,90,0.3640292366283603,0.1298431004757289,0.2522265180133239
11,Campanhã,Heroismo,950.92,11026,4982,16008,69,56,125,76,82,158,0.32669168800836035,0.15361776124302537,0.2418806522164266
12,Heroismo,24 de Agosto,571.9,11119,5335,16455,69,58,127,79,82,161,0.3223339668624074,0.1623605742671009,0.2442851905225595
13,24 de Agosto,Bolhão,680.44,12033,6396,18429,68,58,126,77,82,159,0.3561835211765864,0.19462045904433525,0.27651708746643305
14,Bolhão,Trindade,451.8,12754,7530,20284,64,55,119,77,82,159,0.3874298036077812,0.2337550564268463,0.31142290027965236
15,Trindade,Lapa,857.4300000000001,12199,11809,24008,131,123,254,77,84,161,0.257411381037391,0.24915049288717184,0.2532805883721831
16,Lapa,Carolina Michaelis,460.97,11927,11857,23785,130,124,254,77,84,161,0.2528307257747056,0.2490256960947426,0.25091937995183955
17,Carolina Michaelis,Casa da Música,627.48,11356,11633,22989,130,123,253,77,84,161,0.24072910678921977,0.24542587412025424,0.24308305252060017
18,Casa da Música,Francos,871.87,10481,9692,20173,129,126,255,77,84,161,0.22319275807987204,0.2017193101223577,0.212333080710991
19,Francos,Ramalde,965.03,9704,9026,18731,126,125,251,77,84,161,0.20954227183446836,0.18872063883130902,0.19896336771092232
20,Ramalde,Viso,621.15,9066,8869,17935,126,125,251,77,84,161,0.19576778602865727,0.18542762850238717,0.19051423386604943
21,Viso,Sete Bicas,743.81,8609,8478,17088,124,125,249,77,84,161,0.18765621734097468,0.1772583185237256,0.18234897497898625
22,Sete Bicas,Sra da Hora,674.5,8012,6498,14510,123,124,247,75,83,158,0.17740291741588543,0.13718247970556868,0.15681458753927216
23,Sra da Hora,Vasco da Gama,824.48,2322,2277,4600,78,82,160,0,0,0,0.13786316414070024,0.12860030030103056,0.13311594642286953
24,Vasco da Gama,Estádio do Mar,661.6,2108,2208,4317,78,82,160,0,0,0,0.12515064963703876,0.12471222847950185,0.1249259587938011
25,Estádio do Mar,Pedro Hispano,786.97,2041,2195,4237,77,80,157,0,0,0,0.12274326098233398,0.1270766221638098,0.1249513431130223
26,Pedro Hispano,Parque de Real,656.68,1856,1980,3836,67,84,151,0,0,0,0.12828962456320428,0.10912922130329011,0.11763085718682818
27,Parque de Real,C. Matosinhos,723.67,1667,1859,3527,73,82,155,0,0,0,0.10574008021262314,0.10499645331497459,0.10534667759580262
28,C. Matosinhos,Matosinhos Sul,616.61,1150,1411,2562,76,82,158,0,0,0,0.07009587073810854,0.07970539662171838,0.0750830930321339
29,Matosinhos Sul,Brito Capelo,535.72,596,671,1268,77,82,159,0,0,0,0.03588658872428978,0.03790866260046256,0.0369294192767814
30,Brito Capelo,Mercado,487.53,342,484,826,77,82,159,0,0,0,0.02059442519121599,0.02733320082353103,0.02406976859907658
31,Mercado,Sr. de Matosinhos,708.96,72,142,215,77,82,159,0,0,0,0.0043668783564600406,0.008073622402890692,0.006278532518770188
33,Fonte do Cuco,Custoias,689.2,2508,2688,5197,36,38,74,38,43,81,0.1458544868756511,0.14245930541603197,0.14407820986007303
34,Custoias,Esposade,1779.24,2450,2670,5120,36,38,74,40,41,81,0.138467834122196,0.14530502845607926,0.1419508759019542
35,Esposade,Crestins,2035.56,2389,2632,5022,36,38,74,40,41,81,0.13505051711050373,0.14326296052105325,0.13923414596702008
36,Crestins,Verdes,591.8199999999999,2388,2612,5001,36,38,74,40,41,81,0.13499505305983317,0.1421650028433591,0.1386476089819354
37,Verdes,Pedras Rubras,960.78,1976,1461,3438,0,0,0,40,41,81,0.19929075261583745,0.1436924574944564,0.1711484057025458
38,Pedras Rubras,Lidador,1147.58,1771,1241,3013,0,0,0,38,41,79,0.18794307745135083,0.12213477965077657,0.15378940390928064
39,Lidador,Vilar do Pinheiro,1987.51,1716,1177,2893,0,0,0,38,41,79,0.1820910882219243,0.11584821839567212,0.147711877299439
40,Vilar do Pinheiro,Modivas Sul,2037.38,1638,1140,2778,0,0,0,38,41,79,0.17383911257377543,0.11214711441814154,0.1418217464423705
41,Modivas Sul,Modivas Centro,1051.08,1598,1121,2720,0,0,0,38,41,79,0.16960710584609642,0.11033818043128023,0.13884728379536904
42,Modivas Centro,Modivas Norte,852.51,1573,1092,2666,0,0,0,38,41,79,0.16697869170735316,0.1074419091429865,0.13607985518660592
43,Modivas Norte,Mindelo,1834.12,1441,930,2372,0,0,0,38,41,79,0.1529582177448889,0.09151823715544395,0.12107164554024026
44,Mindelo,Espaço Natureza,776.86,1338,906,2244,0,0,0,38,41,79,0.14199712363715827,0.08916983491490929,0.1145804294901683
45,Espaço Natureza,Varziela,1539.0,1326,901,2227,0,0,0,38,41,79,0.1407570233540172,0.08865862626600292,0.11371861473871867
46,Varziela,Árvore,858.71,1215,896,2112,0,0,0,38,41,79,0.12899890703565373,0.08816706836140768,0.10780769962243743
47,Árvore,Azurara,664.57,1202,891,2094,0,0,0,38,41,79,0.12763744826097145,0.08768792327781189,0.10690415048490132
48,Azurara,Santa Clara,1218.09,1184,888,2072,0,0,0,37,45,82,0.12904076305813222,0.07958404737084356,0.10189988249803479
49,Santa Clara,Vila do Conde,670.57,1158,853,2012,0,0,0,26,42,68,0.17974460384561017,0.08195232328965923,0.11934348938458164
50,Vila do Conde,Alto de Pega,730.41,897,513,1411,0,0,0,35,42,77,0.10342189632964557,0.04928722031616617,0.07389389123138408
51,Alto de Pega,Portas Fronhas,671.05,877,458,1336,0,0,0,38,42,80,0.09310268815499388,0.044057628479431475,0.06735403182532362
52,Portas Fronhas,São Brás,562.21,676,369,1045,0,0,0,38,42,80,0.07176627230317281,0.03546826996927802,0.05270982107787805
53,São Brás,Póvoa de Varzim,624.94,627,345,973,0,0,0,38,42,80,0.06661352006332859,0.03321812596006143,0.049080938159113324
55,Fonte do Cuco,Cândido dos Reis,913.51,2163,1841,4005,5,0,5,37,44,81,0.21095714682500155,0.1687846208406465,0.18921741687690619
56,Cândido dos Reis,Pias,916.73,2064,1756,3821,5,0,5,37,44,81,0.2013028192730759,0.16100303213311046,0.18052847699835448
57,Pias,Araújo,1258.13,1983,1718,3702,5,0,5,37,44,81,0.1934066291915974,0.1575070490353468,0.17490057199842815
58,Araújo,Custió,651.69,1947,1668,3616,5,0,5,37,44,81,0.18990439047876084,0.15291793344296278,0.17083805359409396
59,Custió,Parque de Maia,1418.51,1820,1640,3461,5,0,5,35,44,79,0.1865554039906117,0.15034922171042384,0.16744347185819056
60,Parque de Maia,Forum,824.81,1626,1380,3007,5,0,5,22,42,64,0.24886231792004074,0.13256356360827706,0.1774036213113025
61,Forum,Zona Industrial,1119.4,674,666,1341,3,0,3,34,40,74,0.07431352599521208,0.06719219258790637,0.07059544034255563
62,Zona Industrial,Mandim,1194.23,642,594,1237,3,0,3,34,40,74,0.07072774635257843,0.05997209865385518,0.06511216608040293
63,Mandim,Castêlo da Maia,1468.1,626,589,1215,3,0,3,34,40,74,0.06901448984162024,0.05939389327228001,0.06399152573804892
64,Castêlo da Maia,ISMAI,702.48,342,427,769,3,0,3,34,40,74,0.03774106176232016,0.04304435483870969,0.040509938989571954
