,A,B,Distance,PassagersAtoB,PassagersBtoA,PassagersTotal,EurotramAtoB,EurotamBtoA,EurotramTotal,TraintramAtoB,TraintramBtoA,TraintramTotal,OccupancyAtoB,OccupancyBtoA,OccupancyTotal
3,Fânzeres,Venda Nova,440.45,40,317,358,46,46,92,0,0,0,0.004126409017692511,0.03191503147990714,0.018020720248799825
4,Venda Nova,Carreira,583.47,79,580,659,46,46,92,0,0,0,0.007966095803661635,0.058427093110386574,0.0331965944570241
5,Carreira,Baguim,786.02,110,812,923,46,44,90,0,0,0,0.011155446706634112,0.08552147348966244,0.04751217091167019
6,Baguim,Campainha,751.7,130,937,1068,46,46,92,0,0,0,0.013104517122363782,0.09439604917085663,0.0537502831466102
7,Campainha,Rio Tinto,859.99,160,1188,1348,46,46,92,0,0,0,0.016106196169929945,0.11961004286516456,0.06785811951754725
8,Rio Tinto,Levada,452.83,174,1343,1517,46,46,92,0,0,0,0.017559482195260403,0.13518371978153457,0.07637160098839749
9,Levada,Nau Vitória,1111.62,496,1532,2028,46,46,92,0,0,0,0.04999325573209963,0.1542060648716302,0.1020996603018649
10,Nau Vitória,Nasoni,499.02,505,1574,2079,46,46,92,0,0,0,0.0508444291509834,0.15845365392157135,0.10464904153627735
11,Nasoni,Contumil,650.0,519,1599,2118,44,46,90,0,0,0,0.05462003792024757,0.16095634461941402,0.10896970578871042
12,Contumil,Estádio do Dragão,619.19,577,1868,2445,46,48,94,0,0,0,0.05808814350993758,0.18020120373808854,0.12044374873282317
13,Estádio do Dragão,Campanhã,1166.02,2438,2706,5144,60,60,120,47,49,96,0.09904364703754537,0.10776051939160881,0.10344555539008801
14,Campanhã,Heroismo,950.92,4395,4143,8539,58,61,119,80,80,160,0.1358109754821158,0.12549857545470477,0.13060367401226075
15,Heroismo,24 de Agosto,571.9,4502,4525,9027,60,60,120,79,80,159,0.13830736042504496,0.1379742651577318,0.13814018077074408
16,24 de Agosto,Bolhão,680.44,5200,5567,10768,59,60,119,81,80,161,0.15841085957858442,0.16974856672723274,0.16407694920674848
17,Bolhão,Trindade,451.8,6237,6511,12748,58,60,118,81,80,161,0.19123127863793554,0.1985155764327413,0.19488367205345514
18,Trindade,Lapa,857.4300000000001,9935,9706,19641,127,130,257,81,80,161,0.20907404133086588,0.20255657848285066,0.2058016521892388
19,Lapa,Carolina Michaelis,460.97,9374,9849,19223,125,129,254,81,80,161,0.19908175048189247,0.20647188211120013,0.20280082845518654
20,Carolina Michaelis,Casa da Música,627.48,8905,9833,18738,125,131,256,81,78,159,0.1891223797737185,0.2064130586860076,0.19781809744306075
21,Casa da Música,Francos,871.87,8215,7970,16186,127,128,255,79,78,157,0.17470989847109103,0.1696149157612674,0.17216327419969008
22,Francos,Ramalde,965.03,7599,7576,15176,129,129,258,79,78,157,0.16013759339259506,0.16049400605834485,0.1603153328619257
23,Ramalde,Viso,621.15,7118,7515,14633,127,129,256,79,78,157,0.15137601666844774,0.15919480152184176,0.15529304268253027
24,Viso,Sete Bicas,743.81,6628,7565,14194,129,127,256,79,78,157,0.1396756733951257,0.1617450537051584,0.15063073466287008
25,Sete Bicas,Sra da Hora,674.5,6562,5995,12557,127,128,255,79,79,158,0.1395474552773594,0.1269149892692106,0.1332167490244426
26,Sra da Hora,Vasco da Gama,824.48,2091,3048,5140,78,78,156,0,0,0,0.12416902707356516,0.18091521904174598,0.15254212305765558
27,Vasco da Gama,Estádio do Mar,661.6,1835,3138,4974,80,80,160,0,0,0,0.10623267813110616,0.1816240680481275,0.1439283730896168
28,Estádio do Mar,Pedro Hispano,786.97,1773,3087,4860,78,77,155,0,0,0,0.10524964994671329,0.18564350255587717,0.14518724124287857
29,Pedro Hispano,Parque de Real,656.68,1634,3082,4716,82,79,161,0,0,0,0.09228950328857496,0.18062235745979233,0.13563295347196733
30,Parque de Real,C. Matosinhos,723.67,1487,3057,4545,78,78,156,0,0,0,0.08829895722799098,0.18149167885783465,0.13489531804291283
31,C. Matosinhos,Matosinhos Sul,616.61,1063,2315,3379,78,78,156,0,0,0,0.0631239638339382,0.13746208769804572,0.10029302576599194
32,Matosinhos Sul,Brito Capelo,535.72,582,1400,1982,78,78,156,0,0,0,0.034582061034640094,0.08310508354973987,0.05884357229218998
33,Brito Capelo,Mercado,487.53,366,1071,1437,78,78,156,0,0,0,0.02174057800425925,0.06360733006303954,0.042673954033649396
34,Mercado,Sr. de Matosinhos,708.96,172,798,970,78,78,156,0,0,0,0.010223525332842414,0.04736467236479263,0.02879409884881752
35,Sra da Hora,Fonte do Cuco,687.03,2534,2991,5526,46,44,90,40,39,79,0.1276454610720502,0.15601553055814368,0.1415833697742773
36,Fonte do Cuco,Custoias,689.2,2381,2991,5373,44,44,88,45,42,87,0.11526302643778909,0.15017948243625176,0.1324012041307069
37,Custoias,Esposade,1779.24,2317,2934,5251,44,43,87,43,40,83,0.11489726119454342,0.15276989148278586,0.13337190266591076
38,Esposade,Crestins,2035.56,2247,2932,5179,44,43,87,42,40,82,0.11280484698273456,0.15265347092888068,0.1323666024713252
39,Crestins,Verdes,591.8199999999999,2210,2932,5142,44,43,87,40,40,80,0.11381489006968261,0.15265189455566022,0.13312481920010966
40,Verdes,Pedras Rubras,960.78,1782,1182,2964,0,0,0,40,40,80,0.17965401952625165,0.11922044316573219,0.1494372313459919
41,Pedras Rubras,Lidador,1147.58,1585,1178,2763,0,0,0,40,40,80,0.15981088085129394,0.11877571207026888,0.1392932964607814
42,Lidador,Vilar do Pinheiro,1987.51,1518,1184,2702,0,0,0,40,40,80,0.1530262312346389,0.11942378528370542,0.13622500825917216
43,Vilar do Pinheiro,Modivas Sul,2037.38,1447,1173,2621,0,0,0,40,40,80,0.14591950386328775,0.11831607090877101,0.1321177873860294
44,Modivas Sul,Modivas Centro,1051.08,1417,1161,2578,0,0,0,40,40,80,0.14284337275935516,0.11706341798699613,0.12995339537317563
45,Modivas Centro,Modivas Norte,852.51,1398,1150,2548,0,0,0,40,40,80,0.14093244917874667,0.11598174256990351,0.1284570958743251
46,Modivas Norte,Mindelo,1834.12,1472,686,2159,0,0,0,41,40,81,0.14485550631966887,0.06919215753305005,0.10749088963491883
47,Mindelo,Espaço Natureza,776.86,1418,698,2117,0,0,0,41,40,81,0.13954461161125595,0.07043339234771115,0.10541561444407334
48,Espaço Natureza,Varziela,1539.0,1411,697,2108,0,0,0,41,40,81,0.13878434636104098,0.07029865821624112,0.1049642534500287
49,Varziela,Árvore,858.71,1319,693,2013,0,0,0,41,40,81,0.1298088903861764,0.06992571831963014,0.1002369535631906
