,A,B,Distance,PassagersAtoB,PassagersBtoA,PassagersTotal,EurotramAtoB,EurotamBtoA,EurotramTotal,TraintramAtoB,TraintramBtoA,TraintramTotal,OccupancyAtoB,OccupancyBtoA,OccupancyTotal
3,Fânzeres,Venda Nova,440.45,125,489,615,43,88,131,0,0,0,0.013565891472801805,0.025753845563049885,0.021753219411289066
4,Venda Nova,Carreira,583.47,193,855,1049,44,79,123,0,0,0,0.020409224137151093,0.05012197227243094,0.03949302171997311
5,Carreira,Baguim,786.02,256,1096,1352,44,81,125,0,0,0,0.02698346986807392,0.06266841505924935,0.0501073143519556
6,Baguim,Campainha,751.7,313,1237,1550,59,81,140,0,0,0,0.02460739493990652,0.07071325030568779,0.05128292554439425
7,Campainha,Rio Tinto,859.99,410,1615,2026,59,78,137,0,0,0,0.032234543197416414,0.09590036551340118,0.06848223765469241
8,Rio Tinto,Levada,452.83,445,1867,2312,59,78,137,0,0,0,0.034947771813062176,0.11084166436558945,0.07815743326632589
9,Levada,Nau Vitória,1111.62,790,2357,3147,59,78,137,0,0,0,0.061998350673854084,0.13990257824314242,0.1063525824286314
10,Nau Vitória,Nasoni,499.02,813,2408,3221,59,78,137,0,0,0,0.06381853578666138,0.14294532736108,0.108868825880126
11,Nasoni,Contumil,650.0,827,2450,3277,61,70,131,0,0,0,0.06277045669809472,0.16204704738841413,0.11581901660895243
12,Contumil,Estádio do Dragão,619.19,971,2727,3699,60,64,124,0,0,0,0.07495811904316887,0.19732452828075023,0.13811497542385603
13,Estádio do Dragão,Campanhã,1166.02,7018,3858,10877,95,125,220,48,78,126,0.2164723704058603,0.08325368671065417,0.13809172500200806
14,Campanhã,Heroismo,950.92,9403,6530,15933,112,126,238,87,141,228,0.20546421226136372,0.10501146479382793,0.14760003514078007
15,Heroismo,24 de Agosto,571.9,9733,6975,16709,114,124,238,69,138,207,0.23322133986627427,0.11434122530140378,0.16263193289970088
16,24 de Agosto,Bolhão,680.44,11444,8466,19911,117,122,239,82,119,201,0.25094038069512975,0.1515587957211026,0.1962272296486435
17,Bolhão,Trindade,451.8,13705,9521,23226,140,128,268,82,110,192,0.2709793842918251,0.17334001291894172,0.22014590507994936
18,Trindade,Lapa,857.4300000000001,16025,13586,29611,151,160,311,82,98,180,0.302641472009384,0.23080348987905927,0.2648233513457989
19,Lapa,Carolina Michaelis,460.97,15041,13452,28493,144,160,304,80,97,177,0.2952489793091079,0.22950188454042084,0.2600734434660871
