,A,B,Distance,PassagersAtoB,PassagersBtoA,PassagersTotal,EurotramAtoB,EurotramBtoA,EurotramTotal,TraintramAtoB,TraintramBtoA,TraintramTotal,OccupancyAtoB,OccupancyBtoA,OccupancyTotal
0,Fânzeres,Venda Nova,440.45,166,122,289,82,94,176,0,0,0,0.009428635953011341,0.006044742193916406,0.007621329058949273
1,Venda Nova,Carreira,583.47,260,241,502,82,94,176,0,0,0,0.01470870796648112,0.01191590625360777,0.013217097960741945
2,Carreira,Baguim,786.02,307,316,624,82,94,176,0,0,0,0.01735691135376348,0.015605265129671078,0.016421373029532307
3,Baguim,Campainha,751.7,348,351,700,84,88,172,0,0,0,0.019200463015557254,0.01850691622201071,0.018845625121184605
4,Campainha,Rio Tinto,859.99,393,422,816,84,86,170,0,0,0,0.021714956104360313,0.022756524514917012,0.022241867182641935
5,Rio Tinto,Levada,452.83,402,521,923,84,88,172,0,0,0,0.022194219184957866,0.027421755010362304,0.024868772397955485
6,Levada,Nau Vitória,1111.62,691,621,1312,82,88,170,0,0,0,0.03903448558804752,0.03267937726847276,0.0357447824579147
7,Nau Vitória,Nasoni,499.02,694,634,1329,84,88,172,0,0,0,0.0382955322694223,0.033390180966636214,0.03578581764939221
8,Nasoni,Contumil,650.0,708,647,1356,88,88,176,0,0,0,0.03727238229399235,0.03407908726603201,0.03567573478001218
9,Contumil,Estádio do Dragão,619.19,703,789,1492,88,84,172,0,0,0,0.03700756597711135,0.043505754887652966,0.04018110009621307
10,Estádio do Dragão,Campanhã,1166.02,1231,1355,2586,140,182,322,89,105,194,0.023532103916727897,0.020740423091516788,0.021981570828534427
11,Campanhã,Heroismo,950.92,2488,2467,4956,181,201,382,121,165,286,0.036007728734636237,0.029260939547608444,0.032299457013591035
12,Heroismo,24 de Agosto,571.9,2558,2709,5267,183,198,381,133,165,298,0.03527967101891389,0.032376026038321105,0.033723971651847
13,24 de Agosto,Bolhão,680.44,3253,3518,6771,179,196,375,133,167,300,0.04541264516158497,0.04200584203451457,0.043576566812174415
14,Bolhão,Trindade,451.8,3758,4226,7984,176,194,370,133,167,300,0.05293568068547873,0.05072498144774645,0.051742086462514415
15,Trindade,Lapa,857.4300000000001,5869,5993,11863,249,269,518,143,176,319,0.0657690455013762,0.05890222472702836,0.06211086357765137
16,Lapa,Carolina Michaelis,460.97,5497,6106,11603,259,263,522,145,172,317,0.05981394927436135,0.06139660397101583,0.06063653803919163
17,Carolina Michaelis,Casa da Música,627.48,5217,6113,11331,259,256,515,147,172,319,0.05646598218904185,0.06241562919289223,0.05952757241830738
18,Casa da Música,Francos,871.87,4558,5603,10161,259,246,505,147,170,317,0.049330694086112147,0.05880305011260969,0.05413994755928744
19,Francos,Ramalde,965.03,4311,5305,9617,275,245,520,149,168,317,0.044748945460927114,0.05609307529039076,0.05036848905558705
20,Ramalde,Viso,621.15,3984,5348,9332,277,245,522,150,168,318,0.04106010182641509,0.05654803567835978,0.048705135307190894
21,Viso,Sete Bicas,743.81,3742,5330,9072,277,245,522,150,165,315,0.03857040679934135,0.05680341236115284,0.047534452033426974
22,Sete Bicas,Sra da Hora,674.5,3825,3730,7556,279,239,518,151,152,303,0.039149932418347314,0.041766805185245996,0.04039966014162136
23,Sra da Hora,Vasco da Gama,824.48,1128,1512,2641,164,157,321,0,0,0,0.03186455962868615,0.04460178144715245,0.038094291172297394
24,Vasco da Gama,Estádio do Mar,661.6,1015,1555,2570,164,158,322,0,0,0,0.02867112529053853,0.04556617504067576,0.03696124286979841
25,Estádio do Mar,Pedro Hispano,786.97,1003,1558,2561,168,142,310,0,0,0,0.02764280125467183,0.05079857746912512,0.03824964068193753
26,Pedro Hispano,Parque de Real,656.68,911,1554,2466,170,139,309,0,0,0,0.024810359573584323,0.05179106583535982,0.036947311581308574
27,Parque de Real,C. Matosinhos,723.67,820,1516,2336,183,137,320,0,0,0,0.020751183586761736,0.051243346167702285,0.03380564069172691
28,C. Matosinhos,Matosinhos Sul,616.61,585,1054,1640,187,139,326,0,0,0,0.01449954434968734,0.03512905691524165,0.023295563511073997
29,Matosinhos Sul,Brito Capelo,535.72,350,667,1018,185,135,320,0,0,0,0.008777955344293095,0.022901773796853864,0.01473644125396717
30,Brito Capelo,Mercado,487.53,232,545,778,187,135,322,0,0,0,0.005767072698633763,0.018696662553462227,0.011187863476279236
31,Mercado,Sr. de Matosinhos,708.96,130,406,537,187,151,338,0,0,0,0.003228132285911985,0.012478538140741945,0.00736071004946028
33,Fonte do Cuco,Custoias,689.2,1500,1934,3435,80,52,132,73,70,143,0.042410233310442795,0.06766692843273642,0.05369789472935957
34,Custoias,Esposade,1779.24,1449,1934,3383,80,52,132,82,70,152,0.03852513719095978,0.0676559080062582,0.05110529365469547
35,Esposade,Crestins,2035.56,1414,1908,3323,80,48,128,85,70,155,0.03686774869424283,0.06884225852029445,0.05028303147563672
36,Crestins,Verdes,591.8199999999999,1382,1894,3276,80,48,128,89,70,159,0.03511909049188697,0.06831062644148439,0.048839050372781974
37,Verdes,Pedras Rubras,960.78,981,814,1796,0,0,0,89,70,159,0.04446070747297437,0.04694617681568,0.04555493925907119
38,Pedras Rubras,Lidador,1147.58,873,807,1681,0,0,0,89,70,159,0.03956601384081739,0.04653360788364741,0.04263350807350985
39,Lidador,Vilar do Pinheiro,1987.51,833,805,1639,0,0,0,89,70,159,0.03777560068549224,0.04640137493321678,0.04157311136059109
40,Vilar do Pinheiro,Modivas Sul,2037.38,787,798,1586,0,0,0,89,70,159,0.03566821392441739,0.046021526660463725,0.040226276135255395
41,Modivas Sul,Modivas Centro,1051.08,781,799,1580,0,0,0,89,70,159,0.03540870909142185,0.04603211167452604,0.04008567878209665
42,Modivas Centro,Modivas Norte,852.51,753,801,1554,0,0,0,89,68,157,0.03413576260423023,0.0475208944531965,0.039933144551553196
43,Modivas Norte,Mindelo,1834.12,746,775,1521,0,0,0,91,66,157,0.03307590896546524,0.04735210743166325,0.0390773681932937
44,Mindelo,Espaço Natureza,776.86,710,755,1466,0,0,0,93,66,159,0.03080506102696736,0.046168765843581636,0.03718244793197706
45,Espaço Natureza,Varziela,1539.0,708,719,1428,0,0,0,93,71,164,0.030732654712373148,0.040885591679476876,0.0351281335213022
46,Varziela,Árvore,858.71,650,647,1298,0,0,0,94,82,176,0.02792141584215458,0.03182275418685295,0.029739084843661775
47,Árvore,Azurara,664.57,645,645,1290,0,0,0,94,83,177,0.027689990783449914,0.03134398397691807,0.02940344521880504
48,Azurara,Santa Clara,1218.09,626,638,1264,0,0,0,94,66,160,0.026855982516874866,0.038993972950248756,0.031862903570641594
