,A,B,Distance,PassagersAtoB,PassagersBtoA,PassagersTotal,EurotramAtoB,EurotramBtoA,EurotramTotal,TraintramAtoB,TraintramBtoA,TraintramTotal,OccupancyAtoB,OccupancyBtoA,OccupancyTotal
0,Fânzeres,Venda Nova,440.45,2535,600,3136,165,169,334,0,0,0,0.07115600448914564,0.01643831490353889,0.04346950886050031
1,Venda Nova,Carreira,583.47,4329,994,5323,167,179,346,0,0,0,0.1200100932413991,0.025723710001651356,0.07123187763470878
2,Carreira,Baguim,786.02,6337,1236,7574,199,179,378,0,0,0,0.14743060757022639,0.03199141523109791,0.09276495828794068
3,Baguim,Campainha,751.7,8311,1267,9578,201,158,359,0,0,0,0.1914366367324873,0.0371399432182166,0.12352889975406174
4,Campainha,Rio Tinto,859.99,11338,1590,12929,184,154,338,0,0,0,0.28528865894548716,0.04781709018911826,0.1770915536541238
5,Rio Tinto,Levada,452.83,12720,1944,14665,184,152,336,0,0,0,0.320070261823849,0.05922008378055078,0.20206660985188077
6,Levada,Nau Vitória,1111.62,15894,2466,18361,184,152,336,0,0,0,0.3999259415989382,0.07512213139448246,0.2529908846016844
7,Nau Vitória,Nasoni,499.02,16380,2556,18936,186,152,338,0,0,0,0.40772056795879535,0.07786201792192163,0.25938181172919533
8,Nasoni,Contumil,650.0,16725,2604,19330,184,170,354,0,0,0,0.42083969626611306,0.07093296820729839,0.252805391831089
9,Contumil,Estádio do Dragão,619.19,19059,3253,22313,185,160,345,0,0,0,0.4769677959689166,0.0941465304418362,0.2994274989128793
10,Estádio do Dragão,Campanhã,1166.02,27963,7834,35798,286,219,505,136,199,335,0.29280018187005274,0.08106033276437546,0.18629556667876246
11,Campanhã,Heroismo,950.92,64047,16393,80441,393,373,766,229,230,459,0.45206077021353386,0.11913482586361787,0.28802481682454745
12,Heroismo,24 de Agosto,571.9,65501,18819,84320,387,391,778,229,230,459,0.46658721156530125,0.1330042847919707,0.29913776567797623
13,24 de Agosto,Bolhão,680.44,73039,26347,99387,374,406,780,231,208,439,0.5289965558848991,0.1891721682867639,0.35834431359110536
14,Bolhão,Trindade,451.8,71244,37844,109088,371,408,779,229,196,425,0.5203035014607105,0.276770245664293,0.3986223038440019
15,Trindade,Lapa,857.4300000000001,70705,60311,131017,393,393,786,231,213,444,0.4973112053987321,0.437957451552914,0.4681076520144666
16,Lapa,Carolina Michaelis,460.97,66825,61086,127911,394,391,785,221,219,440,0.47762360234002016,0.4402037053505507,0.4589904594326185
17,Carolina Michaelis,Casa da Música,627.48,58408,62423,120831,394,365,759,211,229,440,0.4249959975205273,0.46024404215976056,0.44250384473036997
18,Casa da Música,Francos,871.87,43732,64387,108119,392,369,761,206,230,436,0.32213175655261045,0.47085815574754164,0.39676347840444265
19,Francos,Ramalde,965.03,37803,63312,101116,388,361,749,193,230,423,0.2871022087727293,0.46892783892871004,0.3791549793553573
20,Ramalde,Viso,621.15,35832,59634,95466,370,363,733,211,230,441,0.27094760931789014,0.44027411856180976,0.3566229164725373
21,Viso,Sete Bicas,743.81,31738,57710,89449,364,344,708,221,230,451,0.23786327342296185,0.43938736682666363,0.3378307195812836
22,Sete Bicas,Sra da Hora,674.5,27746,55178,82924,340,325,665,223,255,478,0.21551564955683636,0.41350802779999984,0.3162849678705692
23,Sra da Hora,Vasco da Gama,824.48,15337,12007,27345,169,136,305,0,0,0,0.42016856054358226,0.40874221375377445,0.4150735337782909
24,Vasco da Gama,Estádio do Mar,661.6,16198,9650,25848,144,133,277,0,0,0,0.5207815675104229,0.3359137515950762,0.4320183201575669
25,Estádio do Mar,Pedro Hispano,786.97,15984,9100,25084,150,136,286,0,0,0,0.4933523833511915,0.30978414061765874,0.4060611910023788
26,Pedro Hispano,Parque de Real,656.68,15010,7814,22824,151,136,287,0,0,0,0.4602266352798639,0.2660071191103359,0.36819230009151616
27,Parque de Real,C. Matosinhos,723.67,14366,6942,21309,151,136,287,0,0,0,0.44048317065278364,0.23634602560794482,0.34374919251306907
28,C. Matosinhos,Matosinhos Sul,616.61,9717,4799,14516,153,134,287,0,0,0,0.2940303155272685,0.1658281766588962,0.23417287089882988
29,Matosinhos Sul,Brito Capelo,535.72,3979,3003,6982,151,136,287,0,0,0,0.12201436187798897,0.10223494685237593,0.11264153803309918
30,Brito Capelo,Mercado,487.53,1780,1875,3655,157,142,299,0,0,0,0.052493655811137345,0.06115285590604165,0.05660605184283103
31,Mercado,Sr. de Matosinhos,708.96,404,511,916,151,136,287,0,0,0,0.01241247388208609,0.01742919389973974,0.014789734935747749
33,Fonte do Cuco,Custoias,689.2,8569,21568,30137,68,67,135,134,180,314,0.17882334088311158,0.3648693036070971,0.2815734431753254
34,Custoias,Esposade,1779.24,8387,21046,29434,68,67,135,134,185,319,0.17504082640921817,0.3487366285727727,0.27186077110567564
35,Esposade,Crestins,2035.56,8286,20774,29060,68,95,163,133,185,318,0.17381784435793804,0.31286314669461424,0.25475451659262577
36,Crestins,Verdes,591.8199999999999,8118,20252,28371,68,99,167,133,173,306,0.17029791535507244,0.315030199734935,0.25340392730766803
37,Verdes,Pedras Rubras,960.78,5971,16547,22518,0,0,0,133,151,284,0.18103970851857487,0.441867167322954,0.319719096826537
38,Pedras Rubras,Lidador,1147.58,5589,14236,19826,0,0,0,133,151,284,0.16947201537082218,0.3801604244860746,0.2814929652877346
