,A,B,Distance,PassagersAtoB,PassagersBtoA,PassagersTotal,EurotramAtoB,EurotramBtoA,EurotramTotal,TraintramAtoB,TraintramBtoA,TraintramTotal,OccupancyAtoB,OccupancyBtoA,OccupancyTotal
0,Fânzeres,Venda Nova,440.45,123,743,866,81,124,205,0,0,0,0.007030178326474625,0.02774817067175878,0.019562037110939186
1,Venda Nova,Carreira,583.47,183,1358,1542,80,131,211,0,0,0,0.010635555646193298,0.0480026351181374,0.03383502204820599
2,Carreira,Baguim,786.02,240,1827,2067,80,122,202,0,0,0,0.013909177912531656,0.069339758165937,0.0473870531150834
3,Baguim,Campainha,751.7,311,2173,2485,61,117,178,0,0,0,0.023645514089095238,0.08600545020060725,0.06463491029722392
4,Campainha,Rio Tinto,859.99,472,2787,3259,63,117,180,0,0,0,0.03472514503429619,0.11029271386875432,0.08384406477669398
5,Rio Tinto,Levada,452.83,546,3266,3813,81,116,197,0,0,0,0.031243025348268606,0.13038094929278463,0.08961865569123234
6,Levada,Nau Vitória,1111.62,980,3918,4899,81,116,197,0,0,0,0.0560330001841248,0.1564044530857598,0.11513497245107737
7,Nau Vitória,Nasoni,499.02,1022,3996,5018,81,112,193,0,0,0,0.05841413308493162,0.16520165878851753,0.1203840961875307
8,Nasoni,Contumil,650.0,1080,4091,5171,81,104,185,0,0,0,0.06175437134641569,0.18212416152087713,0.12942171284989673
9,Contumil,Estádio do Dragão,619.19,1324,4672,5996,89,105,194,0,0,0,0.06888548361395935,0.206022084800717,0.14310890178204982
10,Estádio do Dragão,Campanhã,1166.02,3078,7209,10287,197,201,398,81,80,161,0.0491437073041941,0.11396792573634772,0.08171440662064824
11,Campanhã,Heroismo,950.92,6427,12371,18798,218,273,491,138,120,258,0.07904675454418611,0.1394317581094555,0.11055604998254898
12,Heroismo,24 de Agosto,571.9,7103,13263,20367,218,261,479,177,127,304,0.0780750843459611,0.1509420474914542,0.11387464256889335
13,24 de Agosto,Bolhão,680.44,10429,15872,26301,220,240,460,159,140,299,0.11994742364679759,0.18336471852075256,0.15158443459871757
