,A,B,Distance,PassagersAtoB,PassagersBtoA,PassagersTotal,EurotramAtoB,EurotamBtoA,EurotramTotal,TraintramAtoB,TraintramBtoA,TraintramTotal,OccupancyAtoB,OccupancyBtoA,OccupancyTotal
3,Fânzeres,Venda Nova,440.45,2851,808,3660,223,200,423,0,0,0,0.059209433648739304,0.018717620826803776,0.04006436848470359
4,Venda Nova,Carreira,583.47,5171,1399,6571,223,200,423,0,0,0,0.10736866578906135,0.032399722739485125,0.07192235701857613
5,Carreira,Baguim,786.02,7680,1639,9320,225,200,425,0,0,0,0.1580356261915986,0.037952329312498034,0.10152583942496303
6,Baguim,Campainha,751.7,9923,1731,11654,225,190,415,0,0,0,0.20419123310880247,0.042183876068260205,0.13001919012638552
7,Campainha,Rio Tinto,859.99,13207,2090,15298,225,202,427,0,0,0,0.2717679602390845,0.04792073727995874,0.1658730210406222
8,Rio Tinto,Levada,452.83,14746,2524,17271,225,200,425,0,0,0,0.3034203279311207,0.0584447686429062,0.18813771179549035
9,Levada,Nau Vitória,1111.62,18151,3202,21354,225,200,425,0,0,0,0.373496912540037,0.07412403334303953,0.23261555762380287
10,Nau Vitória,Nasoni,499.02,18748,3389,22137,227,198,425,0,0,0,0.3823662813782534,0.07925719132201572,0.24115310530499445
11,Nasoni,Contumil,650.0,19112,3439,22552,236,184,420,0,0,0,0.3749382635105094,0.08653879112881574,0.24859182799091029
12,Contumil,Estádio do Dragão,619.19,21813,4344,26157,231,197,428,0,0,0,0.4371788444195416,0.10209315565540175,0.28294547832950523
13,Estádio do Dragão,Campanhã,1166.02,33099,9590,42689,269,207,476,169,212,381,0.33093980792169886,0.09857766225764729,0.21636509870463153
14,Campanhã,Heroismo,950.92,76953,19883,96836,362,310,672,275,304,579,0.525666449088243,0.1396778976494272,0.3353724783930309
15,Heroismo,24 de Agosto,571.9,78805,22734,101539,374,311,685,275,305,580,0.5289511566333258,0.1591863056777743,0.3479767325275409
16,24 de Agosto,Bolhão,680.44,87733,32516,120249,369,315,684,275,289,564,0.5931795864299304,0.23273798574991006,0.41809191079920405
17,Bolhão,Trindade,451.8,85474,46190,131665,359,310,669,275,292,567,0.5864721780306469,0.3314103713761784,0.46178960801004787
18,Trindade,Lapa,857.4300000000001,89081,75487,164569,396,352,748,278,289,567,0.576656527499998,0.5110755497084297,0.5446013136444471
19,Lapa,Carolina Michaelis,460.97,83328,76908,160237,392,362,754,281,291,572,0.5398346694127509,0.5114962595458167,0.5258514608685392
20,Carolina Michaelis,Casa da Música,627.48,74093,77483,151576,399,350,749,287,305,592,0.470853082870681,0.5123201927908198,0.4911754603960271
21,Casa da Música,Francos,871.87,55182,79587,134770,391,340,731,285,317,602,0.35570633606478186,0.5234081474873479,0.43871652720800725
22,Francos,Ramalde,965.03,46885,77908,124793,391,353,744,285,317,602,0.3022227880467944,0.5030759475836943,0.4025612515904153
23,Ramalde,Viso,621.15,44696,73066,117763,391,347,738,281,317,598,0.2899683112029905,0.47579015275174363,0.3827053138644366
