,A,B,Distance,PassagersAtoB,PassagersBtoA,PassagersTotal,EurotramAtoB,EurotamBtoA,EurotramTotal,TraintramAtoB,TraintramBtoA,TraintramTotal,OccupancyAtoB,OccupancyBtoA,OccupancyTotal
3,Fânzeres,Venda Nova,440.45,2501,636,3138,224,219,443,0,0,0,0.05171130952380949,0.013458226764172779,0.03280064332886493
4,Venda Nova,Carreira,583.47,4500,1148,5649,224,221,445,0,0,0,0.09300722732581261,0.02406958444184586,0.0587707799609662
5,Carreira,Baguim,786.02,7263,1424,8687,262,227,489,0,0,0,0.12834300816388852,0.029048981728933804,0.08224946215011608
6,Baguim,Campainha,751.7,9723,1489,11213,262,209,471,0,0,0,0.1718125557704261,0.03300242695431121,0.11021740306858319
7,Campainha,Rio Tinto,859.99,12340,1943,14284,240,199,439,0,0,0,0.2380484904805453,0.04522026557524931,0.15063888511345214
8,Rio Tinto,Levada,452.83,14116,2340,16456,240,197,437,0,0,0,0.27230203007383846,0.05500389739118047,0.17434383296060366
9,Levada,Nau Vitória,1111.62,17766,2877,20644,240,197,437,0,0,0,0.3427274751444871,0.0676241361790237,0.2187106381280196
10,Nau Vitória,Nasoni,499.02,18315,3028,21343,238,197,435,0,0,0,0.3562775424218572,0.0711696875432665,0.22715973228143796
11,Nasoni,Contumil,650.0,18739,3079,21818,250,213,463,0,0,0,0.3470243022037848,0.066931534215105,0.21816952988933813
12,Contumil,Estádio do Dragão,619.19,19906,3593,23500,241,199,440,0,0,0,0.382414975443897,0.08361053909361389,0.24727387809456441
13,Estádio do Dragão,Campanhã,1166.02,30117,9155,39273,345,261,606,175,249,424,0.2554100994200675,0.07750354598775899,0.1663784391482086
14,Campanhã,Heroismo,950.92,71084,18763,89847,492,464,956,299,301,600,0.39398317557527107,0.10729788784013801,0.25288046224098587
15,Heroismo,24 de Agosto,571.9,73734,22096,95830,495,467,962,299,301,600,0.4072082651387653,0.12589304164078627,0.2687406381915391
16,24 de Agosto,Bolhão,680.44,83556,32287,115843,471,485,956,299,277,576,0.4750571094264087,0.18613978340441126,0.3316041126596928
17,Bolhão,Trindade,451.8,81501,46509,128010,470,492,962,299,267,566,0.46393961353947266,0.26963813097647477,0.3676773372173036
18,Trindade,Lapa,857.4300000000001,82897,73238,156136,497,483,980,299,281,580,0.45672744120712905,0.42087025738616607,0.439176463203673
19,Lapa,Carolina Michaelis,460.97,80711,74103,154815,497,478,975,283,289,572,0.45462097286306624,0.4236430088346555,0.4392469532184876
20,Carolina Michaelis,Casa da Música,627.48,69574,75629,145204,503,455,958,278,301,579,0.3917683976393595,0.43734817235147566,0.41425504399738994
21,Casa da Música,Francos,871.87,51807,78427,130235,503,449,952,254,303,557,0.30183714952948787,0.45563633546549137,0.37884590623980535
22,Francos,Ramalde,965.03,42727,76516,119243,486,434,920,240,303,543,0.2597454557823009,0.45305944172368234,0.35767580774180713
23,Ramalde,Viso,621.15,41053,71138,112192,470,448,918,274,303,577,0.24224411027280165,0.41380965091515787,0.328640002355936
24,Viso,Sete Bicas,743.81,36475,68396,104872,464,418,882,280,307,587,0.21498713285834278,0.41097811688444563,0.3120379157650819
25,Sete Bicas,Sra da Hora,674.5,31321,64770,96092,434,395,829,284,341,625,0.19077998133723745,0.38125512990451066,0.28764597719371077
26,Sra da Hora,Vasco da Gama,824.48,16888,13522,30411,215,175,390,0,0,0,0.36365773558385944,0.35774716543832724,0.3610055566724027
27,Vasco da Gama,Estádio do Mar,661.6,18113,10515,28628,200,172,372,0,0,0,0.41929137167123137,0.2830388993854567,0.3562929167434
28,Estádio do Mar,Pedro Hispano,786.97,18435,10634,29069,195,173,368,0,0,0,0.4376972991850319,0.28457893213392216,0.3657150233702439
29,Pedro Hispano,Parque de Real,656.68,17287,9073,26361,195,173,368,0,0,0,0.410445506376556,0.24282446810515732,0.33164539871092563
30,Parque de Real,C. Matosinhos,723.67,16422,7957,24379,196,174,370,0,0,0,0.387911629759202,0.21171857823482682,0.3050532757990905
31,C. Matosinhos,Matosinhos Sul,616.61,11151,5570,16721,192,166,358,0,0,0,0.2688877709894867,0.1553491764963989,0.21624138359883704
32,Matosinhos Sul,Brito Capelo,535.72,4092,3505,7598,194,172,366,0,0,0,0.09767517870428913,0.09436127169111941,0.09611782349591429
33,Brito Capelo,Mercado,487.53,1681,2285,3967,190,176,366,0,0,0,0.040973781741133655,0.06012336655421203,0.05018232525780522
34,Mercado,Sr. de Matosinhos,708.96,339,562,901,188,174,362,0,0,0,0.008361339398188816,0.014953171562366965,0.011529789112462292
35,Sra da Hora,Fonte do Cuco,687.03,9717,24045,33762,85,63,148,178,250,428,0.15547003834667114,0.31802360182255257,0.24445832196637435
36,Fonte do Cuco,Custoias,689.2,9482,23476,32958,85,63,148,176,260,436,0.1529203194189605,0.3006375872750983,0.23525633195572165
37,Custoias,Esposade,1779.24,9327,22932,32260,85,63,148,178,242,420,0.1492349967831622,0.3114796095609088,0.2369840077959503
38,Esposade,Crestins,2035.56,9206,22577,31784,85,84,169,182,240,422,0.1450004994003044,0.2907077668513881,0.22516633405120384
39,Crestins,Verdes,591.8199999999999,9098,21980,31079,85,84,169,176,220,396,0.14673554115418083,0.3023264083018007,0.2307078554624871
40,Verdes,Pedras Rubras,960.78,7066,19434,26501,0,0,0,176,198,374,0.16190588647543813,0.39578029348522636,0.28572174901003194
41,Pedras Rubras,Lidador,1147.58,6521,16869,23391,0,0,0,176,198,374,0.14940520172530797,0.3435537232322383,0.2521897131113299
42,Lidador,Vilar do Pinheiro,1987.51,6385,16329,22715,0,0,0,176,198,374,0.1462999779463075,0.33254575468764214,0.24490068327995526
43,Vilar do Pinheiro,Modivas Sul,2037.38,6487,15516,22004,0,0,0,176,196,372,0.1486431466987368,0.31922551666391397,0.23851987926103443
44,Modivas Sul,Modivas Centro,1051.08,6523,15279,21803,0,0,0,176,196,372,0.14946431264765217,0.31433651208906105,0.23633246074043746
45,Modivas Centro,Modivas Norte,852.51,6612,14868,21481,0,0,0,176,192,368,0.15150577965290637,0.3122544331544852,0.2353746423493823
46,Modivas Norte,Mindelo,1834.12,6193,14102,20296,0,0,0,176,197,373,0.14190033058585602,0.2886589438888308,0.21941091187455852
47,Mindelo,Espaço Natureza,776.86,6275,13090,19366,0,0,0,172,195,367,0.1471236808273463,0.2706898176575939,0.2127787126581318
48,Espaço Natureza,Varziela,1539.0,6005,13186,19191,0,0,0,172,197,369,0.1407910463562321,0.2699021739121025,0.20972029331695427
49,Varziela,Árvore,858.71,5703,12116,17820,0,0,0,170,197,367,0.13528717388261166,0.24801438213621058,0.19579741918495225
50,Árvore,Azurara,664.57,5760,11995,17756,0,0,0,160,197,357,0.14516742797684024,0.2455331577972652,0.20055131810183666
51,Azurara,Santa Clara,1218.09,5747,11859,17606,0,0,0,162,193,355,0.14305080024785455,0.24777872102435594,0.19998738816296657
52,Santa Clara,Vila do Conde,670.57,5258,11959,17218,0,0,0,153,193,346,0.13859328762807382,0.24986642031120523,0.2006618269571038
53,Vila do Conde,Alto de Pega,730.41,2795,9065,11861,0,0,0,169,195,364,0.06670429454883041,0.18746743960458195,0.13139883654298304
54,Alto de Pega,Portas Fronhas,671.05,2361,8896,11258,0,0,0,162,195,357,0.05878839689783134,0.18395781673564124,0.12715824806974432
55,Portas Fronhas,São Brás,562.21,2039,6180,8220,0,0,0,153,195,348,0.053747808997727846,0.12780866642140407,0.09524742738168433
56,São Brás,Póvoa de Varzim,624.94,1990,5816,7807,0,0,0,151,195,346,0.05315053836445802,0.12028535980148881,0.09098663715122393
57,Sra da Hora,Fonte do Cuco,685.98,9711,21320,31031,134,127,261,110,108,218,0.17272752253689402,0.3932422585829741,0.2809802111413333
58,Fonte do Cuco,Cândido dos Reis,913.51,9902,20945,30848,134,127,261,108,108,216,0.17769078964246923,0.38634334062331205,0.2805823226408809
59,Cândido dos Reis,Pias,916.73,9760,19597,29357,136,127,263,108,108,216,0.17379204805324266,0.36146160296412916,0.2659741581953806
60,Pias,Araújo,1258.13,9773,18546,28319,134,127,261,108,108,216,0.17537338443769449,0.34207753687016584,0.2575791649102884
61,Araújo,Custió,651.69,9686,17479,27165,136,129,265,107,108,215,0.1732397208901226,0.31984836404110195,0.24570597569217323
62,Custió,Parque de Maia,1418.51,9605,16685,26291,138,131,269,107,108,215,0.17048416409543382,0.30293772808222147,0.23595966582210193
63,Parque de Maia,Forum,824.81,8817,11945,20763,134,131,265,107,108,215,0.15893096145213353,0.2168811594225416,0.1878012301226299
64,Forum,Zona Industrial,1119.4,4502,5452,9955,40,43,83,86,86,172,0.15025684447200172,0.17808259554312794,0.16431853063986124
65,Zona Industrial,Mandim,1194.23,3696,5384,9081,38,43,81,86,86,172,0.1251546649322379,0.17588499287230727,0.15097524812503554
66,Mandim,Castêlo da Maia,1468.1,2932,5333,8266,50,45,95,86,86,172,0.09128602882579062,0.17179480878477235,0.130852266007101
67,Castêlo da Maia,ISMAI,702.48,2163,2611,4774,46,45,91,86,86,172,0.06918575976268633,0.08409559391909302,0.07661483491495419
68,Santo Ovídio,D. João II,463.71,29218,5465,34683,454,468,922,0,0,0,0.29794827867515095,0.054065014924484955,0.1741550385067001
69,D. João II,João de Deus,716.25,39671,8702,48374,476,436,912,0,0,0,0.3858520480720723,0.0924062522188446,0.24556436496680117
70,João de Deus,C.M.Gaia,405.01,53738,14967,68705,474,442,916,0,0,0,0.524867637775893,0.1567744629097669,0.3472506254496618
71,C.M.Gaia,General Torres,488.39,61290,18623,79913,460,470,930,0,0,0,0.6168479177229447,0.18344512163322454,0.39781639711846245
72,General Torres,Jardim do Morro,419.98,70658,19466,90125,474,448,922,0,0,0,0.6901342510779153,0.20116876279164067,0.45254581425334806
73,Jardim do Morro,São Bento,795.7,71518,20807,92325,468,436,904,0,0,0,0.7074843866438567,0.22094317358317714,0.47282512901724577
74,São Bento,Aliados,443.38,73732,30793,104525,468,468,936,0,0,0,0.7293909521058921,0.3046160311247212,0.5170034916153067
75,Aliados,Trindade,450.27,69908,36999,106908,474,476,950,0,0,0,0.682811299105865,0.3598623386964253,0.52099687262703
76,Trindade,Faria Guimaraes,555.34,52321,32339,84660,476,436,912,0,0,0,0.5088849317047489,0.3433909238502356,0.42976718233570527
77,Faria Guimaraes,Marques,621.04,49687,31467,81155,438,458,896,0,0,0,0.5251959558038813,0.3180824899786451,0.41932768867446374
78,Marques,Combatentes,702.75,38132,26529,64661,480,474,954,0,0,0,0.3677912107868181,0.2591148211352839,0.31379476561404324
79,Combatentes,Salgueiros,471.25,33669,20437,54107,480,456,936,0,0,0,0.3247408623531043,0.20750019174651693,0.2676236125704079
80,Salgueiros,Polo Universitario,775.36,31019,16400,47419,476,438,914,0,0,0,0.3017018666660048,0.17334896682432047,0.24019358424734205
81,Polo Universitario,I.P.O.,827.64,23031,13978,37009,438,476,914,0,0,0,0.24343707146364543,0.13595987183559735,0.1874642629046182
82,I.P.O.,Hospital São João,351.77,7995,11878,19874,474,448,922,0,0,0,0.07809810197501543,0.1227575231481481,0.09979812441055061
