,A,B,Distance,PassagersAtoB,PassagersBtoA,PassagersTotal,EurotramAtoB,EurotramBtoA,EurotramTotal,TraintramAtoB,TraintramBtoA,TraintramTotal,OccupancyAtoB,OccupancyBtoA,OccupancyTotal
0,Fânzeres,Venda Nova,440.45,337,1249,1587,175,109,284,0,0,0,0.00894179894179894,0.053089188064345025,0.025885691245874726
1,Venda Nova,Carreira,583.47,593,2345,2938,175,116,291,0,0,0,0.015708693257985074,0.09359676458770654,0.04675685914887061
2,Carreira,Baguim,786.02,870,3167,4037,175,128,303,0,0,0,0.023019072040377408,0.11456173067000137,0.06169055819414595
3,Baguim,Campainha,751.7,1081,3626,4708,196,128,324,0,0,0,0.02555008845327143,0.13116342101711892,0.06727387415750748
4,Campainha,Rio Tinto,859.99,1539,4439,5979,175,113,288,0,0,0,0.04073672995504739,0.181877733321953,0.09611497085942355
5,Rio Tinto,Levada,452.83,1785,5143,6929,175,108,283,0,0,0,0.04723455127736575,0.2205015522870401,0.11335764706904358
6,Levada,Nau Vitória,1111.62,2572,6511,9084,175,108,283,0,0,0,0.06806810478714385,0.27913713675340446,0.14861741733963907
7,Nau Vitória,Nasoni,499.02,2803,6705,9509,167,108,275,0,0,0,0.07773064589178266,0.28746288472028164,0.16009821604988406
8,Nasoni,Contumil,650.0,2973,6785,9759,131,108,239,0,0,0,0.10508510382880264,0.2908869028816882,0.18904574942592248
9,Contumil,Estádio do Dragão,619.19,3231,7600,10831,129,130,259,0,0,0,0.11596328418664191,0.270675157759905,0.1936178925438782
10,Estádio do Dragão,Campanhã,1166.02,7878,12680,20559,302,264,566,157,131,288,0.07563561341414614,0.14166738867471793,0.10615314887017825
11,Campanhã,Heroismo,950.92,13782,27218,41001,395,344,739,295,221,516,0.08696503487412582,0.21081667508847157,0.14256718295666848
12,Heroismo,24 de Agosto,571.9,15741,29387,45128,368,345,713,295,217,512,0.10312281131564491,0.22898556382933558,0.16060908173174335
13,24 de Agosto,Bolhão,680.44,22987,34332,57319,368,346,714,295,217,512,0.1505911114722726,0.2670685860590619,0.20383937716601708
14,Bolhão,Trindade,451.8,32940,40355,73295,359,345,704,315,217,532,0.21161001690476883,0.3144515580202882,0.25808280570970293
15,Trindade,Lapa,857.4300000000001,41318,52808,94127,367,345,712,317,239,556,0.26169339218361765,0.3947083825619543,0.3227066313247943
16,Lapa,Carolina Michaelis,460.97,41400,51787,93187,394,345,739,280,241,521,0.2678891206798544,0.3856430419062675,0.3226369968627308
17,Carolina Michaelis,Casa da Música,627.48,40457,47205,87662,407,349,756,280,241,521,0.25711316915292254,0.3492736592264507,0.29969608957253213
18,Casa da Música,Francos,871.87,39969,35778,75747,375,366,741,287,240,527,0.2626500030305285,0.2581852921062613,0.2605220665725119
19,Francos,Ramalde,965.03,37711,30942,68653,365,384,749,302,228,530,0.2452980111002384,0.22182794774451337,0.23413319445029376
20,Ramalde,Viso,621.15,36123,29788,65911,349,387,736,300,218,518,0.2411675756282528,0.21639689744770674,0.22930481304955377
21,Viso,Sete Bicas,743.81,34639,27659,62298,349,424,773,300,220,520,0.23126005431654753,0.18925918876842998,0.2105179329401854
22,Sete Bicas,Sra da Hora,674.5,31249,23683,54932,347,430,777,294,220,514,0.21133801108762335,0.16063269975657474,0.18602175698117776
23,Sra da Hora,Vasco da Gama,824.48,8602,9722,18325,211,173,384,0,0,0,0.18875283943805451,0.2601825232035058,0.2209334000928021
24,Vasco da Gama,Estádio do Mar,661.6,7812,9911,17724,204,178,382,0,0,0,0.17730687683086022,0.2577862721587361,0.21480774690510604
25,Estádio do Mar,Pedro Hispano,786.97,7844,10129,17973,191,194,385,0,0,0,0.190131507257522,0.24172868588686292,0.21613112454087818
26,Pedro Hispano,Parque de Real,656.68,7059,9416,16476,200,174,374,0,0,0,0.16341778041760158,0.2505504340124721,0.20395543209008146
27,Parque de Real,C. Matosinhos,723.67,6584,9016,15600,203,174,377,0,0,0,0.15015605664016243,0.23991082157722726,0.1915813327649616
28,C. Matosinhos,Matosinhos Sul,616.61,4752,6451,11203,175,174,349,0,0,0,0.12571599529494965,0.17164239529079567,0.14861339815820812
29,Matosinhos Sul,Brito Capelo,535.72,2596,3156,5753,171,204,375,0,0,0,0.07030602740819249,0.07163958036018254,0.07103148021407507
30,Brito Capelo,Mercado,487.53,1372,1649,3021,174,198,372,0,0,0,0.036511041617491705,0.03856117977742385,0.037602244186487846
31,Mercado,Sr. de Matosinhos,708.96,349,416,765,178,195,373,0,0,0,0.009102146123822038,0.009876543209876545,0.009506991785432302
33,Fonte do Cuco,Custoias,689.2,11667,10079,21746,88,109,197,151,154,305,0.20665822782782498,0.16326437267144256,0.18399203179142296
34,Custoias,Esposade,1779.24,11289,9954,21243,88,109,197,151,154,305,0.19996145086781852,0.16124478730940245,0.17973832289433153
35,Esposade,Crestins,2035.56,11069,9832,20902,88,143,231,175,154,329,0.17736735278177765,0.1423402652990272,0.15896513202164442
36,Crestins,Verdes,591.8199999999999,10862,9754,20617,87,139,226,155,154,309,0.18980581209331798,0.14299132340521398,0.1643490717678628
37,Verdes,Pedras Rubras,960.78,8839,5140,13979,0,0,0,155,154,309,0.22994625470927713,0.13460044330785775,0.1824276302567898
38,Pedras Rubras,Lidador,1147.58,7750,4784,12535,0,0,0,155,154,309,0.20163841844008215,0.12526708918019153,0.16357633201282273
39,Lidador,Vilar do Pinheiro,1987.51,7319,4618,11938,0,0,0,155,144,299,0.19041037738514502,0.12933399332148773,0.16099566398993884
40,Vilar do Pinheiro,Modivas Sul,2037.38,7007,4527,11534,0,0,0,155,132,287,0.1822869980800653,0.13829224477974136,0.16205247739838322
41,Modivas Sul,Modivas Centro,1051.08,6953,4524,11478,0,0,0,155,132,287,0.18088945076121968,0.13822104287943282,0.16126495654381248
42,Modivas Centro,Modivas Norte,852.51,6835,4601,11437,0,0,0,153,134,287,0.18015545603970748,0.13845836934577996,0.16068712984811762
43,Modivas Norte,Mindelo,1834.12,6420,3874,10294,0,0,0,153,174,327,0.16920800497743457,0.08978351399343906,0.12694543179329018
44,Mindelo,Espaço Natureza,776.86,6082,3938,10021,0,0,0,125,176,301,0.19620923928801776,0.09024264944477818,0.134248708349778
45,Espaço Natureza,Varziela,1539.0,6078,3811,9889,0,0,0,125,176,301,0.19606934076780944,0.08732172091451038,0.1324826926143854
46,Varziela,Árvore,858.71,5682,3705,9388,0,0,0,133,176,309,0.17228735080595914,0.08489369237511847,0.1225097330589431
47,Árvore,Azurara,664.57,5639,3727,9366,0,0,0,133,176,309,0.1709728860978924,0.08540193843443863,0.12223344665204174
48,Azurara,Santa Clara,1218.09,5557,3742,9300,0,0,0,133,212,345,0.16848872142084395,0.0711882423235845,0.10869828209151351
49,Santa Clara,Vila do Conde,670.57,5419,3542,8961,0,0,0,142,180,322,0.15388676980580762,0.07935940858941287,0.11222551198297825
50,Vila do Conde,Alto de Pega,730.41,4120,2129,6249,0,0,0,154,176,330,0.10788741895205284,0.04877925455274695,0.07636306460575636
51,Alto de Pega,Portas Fronhas,671.05,3919,1899,5818,0,0,0,153,176,329,0.1032954768660476,0.04351174161617113,0.07131390420957873
52,Portas Fronhas,São Brás,562.21,3002,1614,4616,0,0,0,131,176,307,0.09240425203212704,0.03698479497699919,0.060632836912574914
53,São Brás,Póvoa de Varzim,624.94,2812,1579,4391,0,0,0,112,176,288,0.10125576526855656,0.03617576979472141,0.06148465692343508
55,Fonte do Cuco,Cândido dos Reis,913.51,9191,6699,15890,45,171,216,124,66,190,0.2270966103455804,0.12567868184210398,0.16944879788877582
56,Cândido dos Reis,Pias,916.73,8661,6630,15292,45,171,216,124,45,169,0.21402180933488318,0.1378671073605789,0.17266673135913416
57,Pias,Araújo,1258.13,8213,6562,14776,45,173,218,124,44,168,0.20294120104828114,0.13593425098948558,0.1664902416463674
58,Araújo,Custió,651.69,7868,6438,14306,43,173,216,120,44,164,0.2015056986089148,0.1333546264187789,0.16382782020405312
59,Custió,Parque de Maia,1418.51,7462,6417,13879,43,174,217,96,86,182,0.22547691884017435,0.1089302486554005,0.15085300098601606
60,Parque de Maia,Forum,824.81,6427,5922,12350,41,174,215,86,86,172,0.21294303387458913,0.10053474824247198,0.138616499314572
61,Forum,Zona Industrial,1119.4,2841,3075,5916,34,88,122,22,44,66,0.2219553981522702,0.10278465251405872,0.1384912429674554
62,Zona Industrial,Mandim,1194.23,2758,2839,5597,7,56,63,44,44,88,0.2220521991626254,0.1233965982813088,0.15798954209902943
63,Mandim,Castêlo da Maia,1468.1,2672,2587,5260,0,44,44,44,88,132,0.24492855021032414,0.08259148847024667,0.12452856275310001
64,Castêlo da Maia,ISMAI,702.48,1379,1719,3098,0,44,44,44,88,132,0.12641979297832842,0.05487104187946885,0.07335446924667424
65,Santo Ovídio,D. João II,463.71,5857,10818,16675,440,434,874,0,0,0,0.06162668350168351,0.115408614849451,0.08833304300389301
66,D. João II,João de Deus,716.25,8459,15826,24285,440,432,872,0,0,0,0.08901267126485159,0.16960421508979204,0.12893875719647346
67,João de Deus,C.M.Gaia,405.01,15610,24854,40465,442,434,876,0,0,0,0.16351117157641717,0.26513592597970026,0.21385950880361448
68,C.M.Gaia,General Torres,488.39,18001,27723,45725,440,436,876,0,0,0,0.18941207931116008,0.2943833906678032,0.24165807446127013
69,General Torres,Jardim do Morro,419.98,18307,31692,50000,442,436,878,0,0,0,0.1917559027865327,0.3365278255923963,0.26364719930516206
70,Jardim do Morro,São Bento,795.7,19037,32816,51854,444,436,880,0,0,0,0.1985095027795067,0.3484576533882457,0.2728019955811092
