,A,B,Distance,PassagersAtoB,PassagersBtoA,PassagersTotal,EurotramAtoB,EurotamBtoA,EurotramTotal,TraintramAtoB,TraintramBtoA,TraintramTotal,OccupancyAtoB,OccupancyBtoA,OccupancyTotal
3,Fânzeres,Venda Nova,440.45,143,865,1009,80,127,207,0,0,0,0.008333333333333331,0.031533104226340196,0.02256700919522643
4,Venda Nova,Carreira,583.47,225,1624,1850,80,131,211,0,0,0,0.01305523147592797,0.05741144680562098,0.04059392440573737
5,Carreira,Baguim,786.02,321,2069,2390,80,125,205,0,0,0,0.018593910408699333,0.07664205696960509,0.05398912172632479
6,Baguim,Campainha,751.7,397,2389,2786,60,122,182,0,0,0,0.03067443284277759,0.09066858423265362,0.07089029256566151
7,Campainha,Rio Tinto,859.99,556,3121,3677,63,120,183,0,0,0,0.040888279157829964,0.12041069819601498,0.09303412770745949
8,Rio Tinto,Levada,452.83,653,3611,4265,81,120,201,0,0,0,0.037348555637426735,0.13934615432098696,0.09824264440373136
9,Levada,Nau Vitória,1111.62,1232,4230,5462,81,120,201,0,0,0,0.07043049486103371,0.16320932065243673,0.12582083861709523
10,Nau Vitória,Nasoni,499.02,1295,4286,5581,81,114,195,0,0,0,0.07403504035222076,0.17405859056848422,0.13251034663249786
11,Nasoni,Contumil,650.0,1337,4359,5697,83,104,187,0,0,0,0.07461233939749347,0.19408377603007942,0.14105634693647173
12,Contumil,Estádio do Dragão,619.19,1602,4975,6578,86,106,192,0,0,0,0.08627100418052032,0.21731376727219695,0.15861752963738346
13,Estádio do Dragão,Campanhã,1166.02,3562,8397,11959,201,209,410,84,83,167,0.05544875845035232,0.1277600095601711,0.09201607790122147
14,Campanhã,Heroismo,950.92,7403,13823,21226,222,270,492,146,120,266,0.08797321238823828,0.15693885148262346,0.12324082439145152
15,Heroismo,24 de Agosto,571.9,8178,14715,22893,222,264,486,180,127,307,0.08832480564113937,0.1662340808376899,0.12640361345287274
16,24 de Agosto,Bolhão,680.44,11640,17245,28885,224,232,456,160,154,314,0.13217987663170622,0.19529237495113255,0.16377906725357994
17,Bolhão,Trindade,451.8,16511,19264,35776,208,224,432,160,161,321,0.19515691786801662,0.21813757943937367,0.2068933751007814
18,Trindade,Lapa,857.4300000000001,22431,25475,47906,202,219,421,160,158,318,0.26924244321324164,0.29455019260255677,0.28213300051113965
19,Lapa,Carolina Michaelis,460.97,22088,25366,47454,202,206,408,172,158,330,0.2559819337693485,0.30313514437230943,0.2791967781121411
20,Carolina Michaelis,Casa da Música,627.48,21038,23816,44855,202,194,396,199,158,357,0.22625637521208813,0.2937164576865004,0.25768132102580393
21,Casa da Música,Francos,871.87,20702,17740,38443,202,193,395,191,158,349,0.22750538028407047,0.2193674889197076,0.2236762076997126
22,Francos,Ramalde,965.03,19395,16406,35802,209,182,391,215,158,373,0.19697901407987162,0.20901461819553993,0.20231777301219248
23,Ramalde,Viso,621.15,18216,16169,34385,226,195,421,215,158,373,0.17835638716649568,0.19887207869408044,0.18744932100839903
24,Viso,Sete Bicas,743.81,17684,14851,32535,227,199,426,215,160,375,0.17277818059293593,0.1796600447863298,0.1758529547837233
25,Sete Bicas,Sra da Hora,674.5,16444,11652,28097,240,199,439,215,158,373,0.15637854092504747,0.14181553151205253,0.14999074327895628
26,Sra da Hora,Vasco da Gama,824.48,4548,4714,9263,101,80,181,0,0,0,0.208492905179249,0.27285293150816936,0.23693932565611991
27,Vasco da Gama,Estádio do Mar,661.6,3986,4762,8749,112,71,183,0,0,0,0.1647759649296047,0.31057230899979915,0.22134175962350527
28,Estádio do Mar,Pedro Hispano,786.97,3789,4747,8537,121,78,199,0,0,0,0.14498398672086166,0.281802466972317,0.19861133073902001
29,Pedro Hispano,Parque de Real,656.68,3454,4315,7770,120,80,200,0,0,0,0.13326849659149576,0.2497637885661951,0.1798666133813755
30,Parque de Real,C. Matosinhos,723.67,3164,4101,7266,122,80,202,0,0,0,0.12010418422222442,0.23732836891977332,0.166529603904422
31,C. Matosinhos,Matosinhos Sul,616.61,2250,2943,5194,129,80,209,0,0,0,0.08078058663092794,0.17036567883327033,0.11507153101459966
32,Matosinhos Sul,Brito Capelo,535.72,1103,1134,2238,131,80,211,0,0,0,0.03898690919934722,0.06567576698020339,0.04910590741009837
33,Brito Capelo,Mercado,487.53,586,660,1247,140,81,221,0,0,0,0.01940388256014987,0.03774329444959758,0.026125567460807173
34,Mercado,Sr. de Matosinhos,708.96,150,100,250,139,80,219,0,0,0,0.005019482821504751,0.005787037037037037,0.005299867923069056
35,Sra da Hora,Fonte do Cuco,687.03,6453,5374,11828,100,80,180,104,80,184,0.1361818178086372,0.144784486329067,0.13996034695808762
36,Fonte do Cuco,Custoias,689.2,6153,5319,11472,100,80,180,99,78,177,0.13332169314906941,0.14523862431509096,0.13859430461887193
37,Custoias,Esposade,1779.24,6004,5258,11262,100,80,180,86,80,166,0.13986346196399102,0.14166921895205212,0.14070083078515866
38,Esposade,Crestins,2035.56,5902,5211,11114,100,60,160,96,80,176,0.12999853471427972,0.1588730026591716,0.14210832589411365
39,Crestins,Verdes,591.8199999999999,5824,5183,11007,100,60,160,121,80,201,0.11286458237771027,0.15802005160291394,0.13041149014221934
40,Verdes,Pedras Rubras,960.78,4854,2043,6898,0,0,0,121,80,201,0.16178232013587113,0.10298888802951484,0.13838194914826665
41,Pedras Rubras,Lidador,1147.58,4355,1792,6147,0,0,0,121,80,201,0.14514075049693695,0.09035049569300818,0.12333368390830858
42,Lidador,Vilar do Pinheiro,1987.51,4217,1772,5989,0,0,0,121,97,218,0.14053904387599878,0.0736649368081016,0.11078313385037479
43,Vilar do Pinheiro,Modivas Sul,2037.38,4055,1773,5828,0,0,0,121,100,221,0.1351387503795741,0.07149561774130014,0.10634095280569449
44,Modivas Sul,Modivas Centro,1051.08,4010,1788,5798,0,0,0,123,89,212,0.13147671350903373,0.08101778928143584,0.11029348588518367
45,Modivas Centro,Modivas Norte,852.51,3960,1799,5760,0,0,0,122,81,203,0.13091415238856152,0.08959405991437391,0.11442682484959997
46,Modivas Norte,Mindelo,1834.12,3622,1511,5134,0,0,0,122,80,202,0.11974475156801682,0.07617819261936377,0.10249066881607503
47,Mindelo,Espaço Natureza,776.86,3395,1486,4882,0,0,0,142,80,222,0.09642484989144812,0.07494558047683952,0.0886845726249225
48,Espaço Natureza,Varziela,1539.0,3388,1466,4854,0,0,0,150,80,230,0.09109938522642033,0.0738949099462642,0.08511521991158341
49,Varziela,Árvore,858.71,3113,1437,4551,0,0,0,139,80,219,0.09033065332396455,0.07244854031497915,0.08379837459922103
50,Árvore,Azurara,664.57,3092,1432,4525,0,0,0,139,80,219,0.08970932391939765,0.07222110656871772,0.0833209340196059
51,Azurara,Santa Clara,1218.09,3053,1439,4492,0,0,0,137,65,202,0.08987494911113242,0.08929266151429162,0.08968757933987177
