,A,B,Distance,PassagersAtoB,PassagersBtoA,PassagersTotal,EurotramAtoB,EurotramBtoA,EurotramTotal,TraintramAtoB,TraintramBtoA,TraintramTotal,OccupancyAtoB,OccupancyBtoA,OccupancyTotal
0,Fânzeres,Venda Nova,440.45,390,168,559,40,0,40,0,0,0,0.045254629629629624,,0.06476730936012087
1,Venda Nova,Carreira,583.47,636,279,916,40,15,55,0,0,0,0.07369629965428848,0.08626343987224626,0.07712370153191332
2,Carreira,Baguim,786.02,900,306,1207,40,19,59,0,0,0,0.10424992929322502,0.07464032987060479,0.09471463456390665
3,Baguim,Campainha,751.7,1079,333,1413,40,20,60,0,0,0,0.12497620304037624,0.07720228133289506,0.10905156247121585
4,Campainha,Rio Tinto,859.99,1447,414,1861,40,20,60,0,0,0,0.16752225056458311,0.09591628835242155,0.1436535964938626
5,Rio Tinto,Levada,452.83,1651,505,2157,40,20,60,0,0,0,0.19115660447085497,0.1170877682163933,0.16646699238603443
6,Levada,Nau Vitória,1111.62,2082,600,2682,40,20,60,0,0,0,0.2409766305235752,0.13896384273064272,0.20697236792593102
7,Nau Vitória,Nasoni,499.02,2246,641,2888,40,20,60,0,0,0,0.26006138397971523,0.1485806354129415,0.22290113445745732
8,Nasoni,Contumil,650.0,2282,654,2937,40,20,60,0,0,0,0.26422719598375144,0.1514187531514029,0.22662438170630192
9,Contumil,Estádio do Dragão,619.19,2681,832,3513,40,20,60,0,0,0,0.31031623855147583,0.1926456267346215,0.27109270127919105
10,Estádio do Dragão,Campanhã,1166.02,4630,2038,6668,159,98,257,40,20,60,0.10460871648358719,0.07800675703857121,0.09473463993540875
11,Campanhã,Heroismo,950.92,8910,4258,13168,181,98,279,77,59,136,0.153117551841908,0.11894280824296623,0.1401009565908003
12,Heroismo,24 de Agosto,571.9,9497,4638,14136,179,98,277,40,59,99,0.19549431952377863,0.12957931695603578,0.16752981094483957
13,24 de Agosto,Bolhão,680.44,12406,5637,18043,186,98,284,40,59,99,0.24764659342882034,0.1574758688990648,0.2100649605452722
14,Bolhão,Trindade,451.8,12938,7300,20238,198,98,296,40,59,99,0.24556154157671545,0.20393333501580763,0.2287198252436477
15,Trindade,Lapa,857.4300000000001,12554,12506,25060,195,103,298,40,59,99,0.241245537448738,0.3391116829566733,0.2818359945599914
16,Lapa,Carolina Michaelis,460.97,12360,12527,24888,177,117,294,40,59,99,0.2566989727473054,0.3139508780658074,0.2826435992330588
17,Carolina Michaelis,Casa da Música,627.48,11872,12586,24459,175,119,294,40,59,99,0.2488031487097909,0.31205279982393164,0.27777605149142964
18,Casa da Música,Francos,871.87,10300,12549,22850,147,119,266,40,75,115,0.24719148747697473,0.28325296839964265,0.2657742065008637
19,Francos,Ramalde,965.03,9613,12209,21822,139,119,258,40,79,119,0.2406654189153235,0.2695422544827252,0.2560103877546129
20,Ramalde,Viso,621.15,9249,11794,21044,139,149,288,40,80,120,0.2315563597829553,0.22671705360681235,0.2288188851775745
21,Viso,Sete Bicas,743.81,8933,11350,20283,139,157,296,40,80,120,0.22364158062120182,0.21116138396146897,0.21648187763650706
22,Sete Bicas,Sra da Hora,674.5,8312,11168,19480,139,159,298,40,91,131,0.20809800568483466,0.19623315695564683,0.20112629230749576
23,Sra da Hora,Vasco da Gama,824.48,2352,2508,4860,94,100,194,0,0,0,0.11585580394737324,0.11612946292897837,0.11599686527809752
24,Vasco da Gama,Estádio do Mar,661.6,2381,2082,4464,79,100,179,0,0,0,0.13957865633420793,0.09642356986146242,0.11546966947792552
25,Estádio do Mar,Pedro Hispano,786.97,2300,2008,4309,79,100,179,0,0,0,0.13484184713520625,0.09298589919037514,0.11145863599284249
26,Pedro Hispano,Parque de Real,656.68,1978,1708,3686,79,100,179,0,0,0,0.11594982999865092,0.07908946279012831,0.09535744608327516
27,Parque de Real,C. Matosinhos,723.67,1904,1278,3182,79,139,218,0,0,0,0.11161092624440477,0.042575053483929884,0.06759264040171666
28,C. Matosinhos,Matosinhos Sul,616.61,1268,894,2163,78,139,217,0,0,0,0.07527653132504264,0.029802185456007,0.04614780286515345
29,Matosinhos Sul,Brito Capelo,535.72,685,554,1239,78,139,217,0,0,0,0.040664808244202766,0.018456676504840813,0.02643932293650087
30,Brito Capelo,Mercado,487.53,425,401,826,78,139,217,0,0,0,0.025248106165279786,0.013365233570390335,0.017636496530765346
31,Mercado,Sr. de Matosinhos,708.96,109,80,190,59,119,178,0,0,0,0.008604767109846652,0.0031512605042016795,0.004958883480230069
33,Fonte do Cuco,Custoias,689.2,3460,6078,9538,39,60,99,39,40,79,0.1912217649221772,0.2656505600169264,0.2327809906096006
34,Custoias,Esposade,1779.24,3408,5896,9305,39,60,99,39,40,79,0.18837393625116336,0.2577020953081381,0.22708509105455027
35,Esposade,Crestins,2035.56,3410,5689,9099,39,60,99,37,40,77,0.19375538703400386,0.2486766995174286,0.2247978680028961
36,Crestins,Verdes,591.8199999999999,3292,5633,8926,39,60,99,20,40,60,0.24602013960536478,0.2462238484419572,0.2461486653659327
37,Verdes,Pedras Rubras,960.78,1812,5340,7152,0,0,0,20,40,60,0.3654501269176739,0.5383433564632967,0.48071227994808907
38,Pedras Rubras,Lidador,1147.58,1623,4949,6572,0,0,0,20,40,60,0.32726147837871594,0.49893516360584844,0.441710601863471
39,Lidador,Vilar do Pinheiro,1987.51,1555,4750,6306,0,0,0,20,48,68,0.3136772199929945,0.3990622942934356,0.37394903714624705
40,Vilar do Pinheiro,Modivas Sul,2037.38,1435,4668,6103,0,0,0,20,78,98,0.28934144480322505,0.24132742866548268,0.2511262074691036
41,Modivas Sul,Modivas Centro,1051.08,1386,4575,5962,0,0,0,20,78,98,0.2796115454076106,0.2365293682344122,0.24532164929016698
42,Modivas Centro,Modivas Norte,852.51,1360,4491,5851,0,0,0,20,78,98,0.27423241168549267,0.2321739796778415,0.24075733314879072
43,Modivas Norte,Mindelo,1834.12,1216,4442,5659,0,0,0,20,78,98,0.24528074330682548,0.22965489500683323,0.2328438436394847
44,Mindelo,Espaço Natureza,776.86,1157,4229,5387,0,0,0,20,78,98,0.2334347521359079,0.2186404848693031,0.22165972308697754
45,Espaço Natureza,Varziela,1539.0,989,4273,5262,0,0,0,20,72,92,0.19950174233196766,0.23932933803965023,0.23067116505971927
46,Varziela,Árvore,858.71,842,3913,4756,0,0,0,20,58,78,0.16987089901768268,0.27210410759356807,0.24589046436898207
47,Árvore,Azurara,664.57,830,3909,4739,0,0,0,20,58,78,0.1674163914809122,0.2717746002767757,0.24501608520091325
48,Azurara,Santa Clara,1218.09,869,3836,4706,0,0,0,20,90,110,0.17530455749012647,0.17188928272742757,0.17251024177519098
49,Santa Clara,Vila do Conde,670.57,830,3738,4568,0,0,0,20,98,118,0.16735509458247175,0.15382070545344023,0.1561146697125981
50,Vila do Conde,Alto de Pega,730.41,617,2912,3530,0,0,0,20,98,118,0.12455456680325605,0.11982540135637898,0.12062695482195136
51,Alto de Pega,Portas Fronhas,671.05,595,2724,3319,0,0,0,12,98,110,0.20000348465861595,0.11210067122894606,0.12169006905763732
52,Portas Fronhas,São Brás,562.21,436,2099,2535,0,0,0,0,98,98,,0.0863971741766695,0.1043380926938021
53,São Brás,Póvoa de Varzim,624.94,420,1845,2266,0,0,0,0,98,98,,0.07595457537853849,0.09323833433703753
55,Fonte do Cuco,Cândido dos Reis,913.51,3031,3136,6168,39,0,39,0,40,40,0.35990539852308284,0.31622743746597487,0.336285393415881
56,Cândido dos Reis,Pias,916.73,3004,3025,6030,39,0,39,0,40,40,0.3566705463199962,0.3050053250187087,0.32873122036552754
57,Pias,Araújo,1258.13,2982,2893,5876,39,0,39,0,40,40,0.35409836884719836,0.29167557573000047,0.3203416032713914
58,Araújo,Custió,651.69,2982,2757,5740,38,0,38,0,40,40,0.3633547511882242,0.27799541307266296,0.3166444337728244
59,Custió,Parque de Maia,1418.51,2924,2615,5540,37,0,37,0,40,40,0.36595978907543947,0.26367925828941385,0.30931492164592994
60,Parque de Maia,Forum,824.81,2866,2344,5210,20,0,20,0,40,40,0.6635819789624923,0.236310576720609,0.3659322380748882
61,Forum,Zona Industrial,1119.4,1344,1362,2707,20,0,20,0,40,40,0.31126709694649857,0.13734542936055158,0.19010818244842315
62,Zona Industrial,Mandim,1194.23,1042,1285,2328,20,0,20,0,42,42,0.24138863955871062,0.12341700021731351,0.15800151989394456
63,Mandim,Castêlo da Maia,1468.1,725,1244,1969,20,0,20,0,60,60,0.16790500122834098,0.08363832221145553,0.10259832499025476
