,A,B,Distance,PassagersAtoB,PassagersBtoA,PassagersTotal,EurotramAtoB,EurotramBtoA,EurotramTotal,TraintramAtoB,TraintramBtoA,TraintramTotal,OccupancyAtoB,OccupancyBtoA,OccupancyTotal
0,Fânzeres,Venda Nova,440.45,901,1056,1958,78,78,156,0,0,0,0.0535375118708452,0.06268319073202092,0.058110351301433064
1,Venda Nova,Carreira,583.47,1399,1799,3199,78,78,156,0,0,0,0.08308808008403605,0.10683430190545785,0.09496119099474695
2,Carreira,Baguim,786.02,1939,2216,4155,79,78,157,0,0,0,0.11363997466299615,0.1315294173937746,0.12252772328083514
3,Baguim,Campainha,751.7,2437,2410,4848,76,78,154,0,0,0,0.1484924805998773,0.14307076607748176,0.14574641740022243
4,Campainha,Rio Tinto,859.99,3264,2861,6125,79,67,146,0,0,0,0.1913222437276333,0.19771124075936594,0.19425418072164757
5,Rio Tinto,Levada,452.83,3839,3249,7089,79,75,154,0,0,0,0.22503480737896175,0.20061387488389915,0.2131414960988988
6,Levada,Nau Vitória,1111.62,4657,4298,8956,79,78,157,0,0,0,0.2729494652088617,0.2551291712526294,0.26409607075926855
7,Nau Vitória,Nasoni,499.02,4971,4404,9375,79,79,158,0,0,0,0.29134319901838546,0.2580903352493109,0.2747167671338482
8,Nasoni,Contumil,650.0,5128,4488,9616,79,80,159,0,0,0,0.3005173762917299,0.25974357144307336,0.2800022543552989
9,Contumil,Estádio do Dragão,619.19,6059,5455,11514,72,80,152,0,0,0,0.38959667405081994,0.3157301387862616,0.3507195502273681
10,Estádio do Dragão,Campanhã,1166.02,11422,9850,21272,218,220,438,100,99,199,0.1588890742741825,0.13667879215788034,0.14776973937083343
11,Campanhã,Heroismo,950.92,20802,18734,39537,217,221,438,179,179,358,0.22794126342595214,0.20335245359776655,0.2155889368694443
12,Heroismo,24 de Agosto,571.9,22435,20489,42925,200,219,419,197,179,376,0.24371732097697377,0.22345015300767365,0.23360359032852943
13,24 de Agosto,Bolhão,680.44,28794,25814,54609,196,218,414,197,179,376,0.3157579768462645,0.28218822176813596,0.2989466363313131
14,Bolhão,Trindade,451.8,34634,34011,68646,203,218,421,178,182,360,0.39361372618625784,0.36879168935812284,0.38091126067577086
15,Trindade,Lapa,857.4300000000001,39727,47333,87060,202,218,420,178,182,360,0.4525965903485542,0.5132415298850327,0.4836683620363997
16,Lapa,Carolina Michaelis,460.97,39234,46618,85852,205,224,429,176,181,357,0.4462089940367138,0.4998097040615585,0.47379975245524203
17,Carolina Michaelis,Casa da Música,627.48,37540,44106,81647,215,217,432,162,181,343,0.43341762391889627,0.48067560667734455,0.4577280272125861
18,Casa da Música,Francos,871.87,34468,37552,72020,213,188,401,175,194,369,0.3855148736172267,0.4232723027089242,0.4043206711842313
19,Francos,Ramalde,965.03,32217,34463,66681,223,179,402,179,199,378,0.34806870918045324,0.3915635804858984,0.3692688941043637
20,Ramalde,Viso,621.15,30723,32876,63600,216,195,411,179,185,364,0.33744136649271,0.37360160802728826,0.3552137027100533
21,Viso,Sete Bicas,743.81,29409,31212,60621,216,215,431,178,181,359,0.32389448311668806,0.34175888639331226,0.3328525797434974
22,Sete Bicas,Sra da Hora,674.5,25277,29993,55271,216,210,426,174,180,354,0.2814653524052928,0.33325790814143214,0.3073892824654266
23,Sra da Hora,Vasco da Gama,824.48,9240,9423,18663,117,119,236,0,0,0,0.36564262454403934,0.3666144107361325,0.366132635378188
