,A,B,Distance,PassagersAtoB,PassagersBtoA,PassagersTotal,EurotramAtoB,EurotramBtoA,EurotramTotal,TraintramAtoB,TraintramBtoA,TraintramTotal,OccupancyAtoB,OccupancyBtoA,OccupancyTotal
0,Fânzeres,Venda Nova,440.45,671,654,1326,125,125,250,0,0,0,0.02488888888888888,0.024256436632435405,0.024572662760662146
1,Venda Nova,Carreira,583.47,1225,1201,2427,125,125,250,0,0,0,0.04540679752977228,0.04449424222249964,0.04495051987613596
2,Carreira,Baguim,786.02,1777,1548,3325,125,126,251,0,0,0,0.0658181293617924,0.05689520164168564,0.06133889074532447
3,Baguim,Campainha,751.7,2225,1661,3887,125,129,254,0,0,0,0.08242715246982371,0.059633945952926926,0.07085107514431314
4,Campainha,Rio Tinto,859.99,2956,2162,5118,128,126,254,0,0,0,0.10693248760282012,0.0794522129941688,0.09330054035600885
5,Rio Tinto,Levada,452.83,3462,2482,5944,125,125,250,0,0,0,0.12823253467222656,0.09194122318820204,0.11008687893021431
6,Levada,Nau Vitória,1111.62,4306,3247,7554,125,126,251,0,0,0,0.159504021143167,0.11934003433628948,0.13934201979788186
7,Nau Vitória,Nasoni,499.02,4556,3320,7877,125,126,251,0,0,0,0.16876784963467661,0.12201835088339644,0.14529997376750012
8,Nasoni,Contumil,650.0,4679,3406,8085,125,126,251,0,0,0,0.17330122641201254,0.125159842369099,0.14913463521915554
9,Contumil,Estádio do Dragão,619.19,5545,4043,9589,125,126,251,0,0,0,0.20540022073082617,0.14857726529933818,0.17687554987677245
10,Estádio do Dragão,Campanhã,1166.02,10159,7691,17851,220,235,455,128,126,254,0.12817680416976224,0.09378924877327433,0.11069047893689365
11,Campanhã,Heroismo,950.92,18678,15176,33855,284,283,567,200,196,396,0.1683624810946967,0.13830236666108098,0.15341469825308324
12,Heroismo,24 de Agosto,571.9,20213,16594,36807,276,284,560,200,200,400,0.18507526648115946,0.14957402924259033,0.16718532614596773
13,24 de Agosto,Bolhão,680.44,25974,20860,46835,280,276,556,200,198,398,0.23596293085320877,0.19187423819425134,0.21405560605484564
14,Bolhão,Trindade,451.8,31142,28169,59312,276,284,560,206,200,406,0.2813173930176672,0.2539092371953151,0.2675984763590236
15,Trindade,Lapa,857.4300000000001,33579,41128,74708,273,282,555,212,198,410,0.30104081962471074,0.3738450808166079,0.33719190104413554
16,Lapa,Carolina Michaelis,460.97,33177,40851,74028,269,283,552,212,202,414,0.29975911053592547,0.3672866574882736,0.3336056562594274
17,Carolina Michaelis,Casa da Música,627.48,31457,39056,70514,268,280,548,212,202,414,0.284780230431939,0.3532096896080285,0.3190122964736295
18,Casa da Música,Francos,871.87,28444,32862,61306,269,274,543,218,215,433,0.25358412748829,0.2921019987615262,0.27287186512237066
19,Francos,Ramalde,965.03,26356,30206,56562,272,266,538,211,219,430,0.23727623173646484,0.2702570597727281,0.253817556711143
20,Ramalde,Viso,621.15,25175,28662,53838,282,266,548,210,218,428,0.22280688298965465,0.2570209158548614,0.23980173825408532
21,Viso,Sete Bicas,743.81,24044,27085,51130,271,270,541,212,218,430,0.2164026749228826,0.24101086338165556,0.2287767963915028
22,Sete Bicas,Sra da Hora,674.5,20590,26273,46863,271,263,534,212,218,430,0.18530879781448056,0.23697402452551666,0.21111348200751245
23,Sra da Hora,Vasco da Gama,824.48,9852,8361,18213,151,152,303,0,0,0,0.3020630157449854,0.25468193113816534,0.2782942868333133
24,Vasco da Gama,Estádio do Mar,661.6,9969,7996,17966,151,152,303,0,0,0,0.30566970633947077,0.24355329651994562,0.2745089991032733
25,Estádio do Mar,Pedro Hispano,786.97,9945,8001,17946,154,152,306,0,0,0,0.29897571762149416,0.24370629810868766,0.2715216268831066
26,Pedro Hispano,Parque de Real,656.68,9276,7312,16588,152,150,302,0,0,0,0.28253681206176723,0.22570004507808503,0.25430662978510393
27,Parque de Real,C. Matosinhos,723.67,9045,6965,16011,152,152,304,0,0,0,0.275517879477216,0.2121610745055401,0.24383947699137803
28,C. Matosinhos,Matosinhos Sul,616.61,7323,5194,12518,158,152,310,0,0,0,0.21459658557888023,0.15821734424942138,0.18695257047540362
29,Matosinhos Sul,Brito Capelo,535.72,2711,2451,5163,152,152,304,0,0,0,0.08258435287360062,0.074676644533806,0.07863049870370331
30,Brito Capelo,Mercado,487.53,1274,1352,2626,152,152,304,0,0,0,0.038805202655970664,0.0411970491250819,0.04000112589052628
31,Mercado,Sr. de Matosinhos,708.96,254,289,543,154,152,306,0,0,0,0.007639311298357275,0.008802387914230022,0.008217048702320208
33,Fonte do Cuco,Custoias,689.2,7316,12539,19856,77,73,150,129,124,253,0.15047377551343502,0.269549209188307,0.20869488430174585
34,Custoias,Esposade,1779.24,7122,12321,19443,77,73,150,133,124,257,0.14354400647296361,0.2648571977505465,0.20224719423023618
35,Esposade,Crestins,2035.56,7071,12219,19290,75,75,150,130,126,256,0.14597707176445243,0.25754144711907395,0.2011821702316859
36,Crestins,Verdes,591.8199999999999,7027,12049,19076,76,75,151,128,126,254,0.14592957243717344,0.25394168784872967,0.19953344295059827
37,Verdes,Pedras Rubras,960.78,5106,6659,11765,0,0,0,128,126,254,0.16085067477035483,0.21310559360265646,0.1867724061596068
38,Pedras Rubras,Lidador,1147.58,4700,5811,10511,0,0,0,128,126,254,0.14807623287426047,0.1859668835232511,0.16687238240879912
39,Lidador,Vilar do Pinheiro,1987.51,4537,5565,10103,0,0,0,128,126,254,0.14294372501830485,0.17811257272598854,0.1603896888418015
40,Vilar do Pinheiro,Modivas Sul,2037.38,4536,5299,9836,0,0,0,128,118,246,0.14292453591175064,0.18108933826047466,0.1612312297213012
41,Modivas Sul,Modivas Centro,1051.08,4497,5226,9723,0,0,0,128,125,253,0.14167226282082118,0.16860376808890115,0.1549783424987263
42,Modivas Centro,Modivas Norte,852.51,4481,5039,9520,0,0,0,128,126,254,0.141181213930988,0.1612643950242426,0.15114373683551585
43,Modivas Norte,Mindelo,1834.12,3758,4774,8533,0,0,0,128,126,254,0.11841444069152882,0.15280967926511732,0.1354766456532302
44,Mindelo,Espaço Natureza,776.86,3683,4516,8199,0,0,0,129,126,255,0.11512403547548758,0.14454053709871892,0.12965924804226073
45,Espaço Natureza,Varziela,1539.0,3677,4465,8142,0,0,0,126,126,252,0.11767451065034014,0.14289191803957368,0.1302832143449569
46,Varziela,Árvore,858.71,3506,4139,7646,0,0,0,132,126,258,0.10711803497718955,0.1324749661031615,0.11950165250382702
47,Árvore,Azurara,664.57,3519,4122,7641,0,0,0,130,126,256,0.10915523368001323,0.13193879618843454,0.12036901835212684
48,Azurara,Santa Clara,1218.09,3450,4034,7484,0,0,0,127,134,261,0.10954731630849457,0.12139889722521284,0.11563203601286334
49,Santa Clara,Vila do Conde,670.57,3257,3740,6998,0,0,0,126,132,258,0.10425106063024706,0.11427345548428428,0.10937879753231261
50,Vila do Conde,Alto de Pega,730.41,2440,2945,5386,0,0,0,119,126,245,0.0827055853155337,0.09426663110569919,0.0886512660076188
51,Alto de Pega,Portas Fronhas,671.05,2310,2845,5156,0,0,0,125,126,251,0.0745456821789765,0.09105173143703171,0.08283158738421537
52,Portas Fronhas,São Brás,562.21,2000,2230,4230,0,0,0,126,126,252,0.06400483819868276,0.07139444738492254,0.06769964279180266
53,São Brás,Póvoa de Varzim,624.94,1938,2105,4043,0,0,0,126,126,252,0.062032173736261936,0.06736431131592423,0.06469824252609309
55,Fonte do Cuco,Cândido dos Reis,913.51,4715,7354,12070,42,36,78,85,92,177,0.15638557434114192,0.24041369484662828,0.19870396401755175
56,Cândido dos Reis,Pias,916.73,4507,7038,11546,42,36,78,86,97,183,0.1482633178235596,0.22112667928430166,0.1855333159277237
57,Pias,Araújo,1258.13,4306,6723,11030,42,34,76,86,94,180,0.14165961678400513,0.2193277672967981,0.1806565183517492
58,Araújo,Custió,651.69,4226,6462,10688,42,54,96,88,74,162,0.13678589690406784,0.2153001102811259,0.1754758533777639
59,Custió,Parque de Maia,1418.51,4181,6011,10193,42,54,96,88,74,162,0.13533354343422135,0.2002864769468232,0.16734082036346776
60,Parque de Maia,Forum,824.81,3695,5185,8881,42,54,96,88,74,162,0.11961894890295716,0.1727594012572009,0.14580531313110565
61,Forum,Zona Industrial,1119.4,1467,2185,3652,42,54,96,64,50,114,0.058833039313518166,0.09080957501491144,0.07453421779699694
62,Zona Industrial,Mandim,1194.23,1324,2123,3447,30,54,84,78,50,128,0.051279889352255886,0.08823914348244787,0.06910757319183533
63,Mandim,Castêlo da Maia,1468.1,1257,2025,3282,22,54,76,82,50,132,0.05012297371086541,0.08416624574692734,0.06678999231185406
64,Castêlo da Maia,ISMAI,702.48,666,911,1578,22,49,71,82,58,140,0.0265666627202222,0.03652675424543415,0.031534769744384974
65,Santo Ovídio,D. João II,463.71,7601,5071,12672,366,364,730,0,0,0,0.09614703501315525,0.06449703121051817,0.08036538928142936
66,D. João II,João de Deus,716.25,10362,7472,17835,366,366,732,0,0,0,0.1310796902044723,0.09452210830630697,0.11280089925538964
67,João de Deus,C.M.Gaia,405.01,16341,12834,29176,372,374,746,0,0,0,0.20337619320391306,0.15887664330405124,0.18106676738280272
68,C.M.Gaia,General Torres,488.39,18805,14539,33344,368,382,750,0,0,0,0.23657871203951955,0.17621150159364327,0.2058316795190866
69,General Torres,Jardim do Morro,419.98,20427,15610,36038,368,370,738,0,0,0,0.25698843881472755,0.19532748371951522,0.22607440983745308
70,Jardim do Morro,São Bento,795.7,20981,16946,37928,372,368,740,0,0,0,0.2611190554958855,0.2131980901216017,0.23728808893137684
71,São Bento,Aliados,443.38,24268,23109,47378,364,382,746,0,0,0,0.3086704843983225,0.2800705449836659,0.2940254752074394
72,Aliados,Trindade,450.27,25492,25340,50833,368,370,738,0,0,0,0.32070901337959934,0.3170770272136625,0.31888809890616215
73,Trindade,Faria Guimaraes,555.34,20222,19868,40090,370,368,738,0,0,0,0.2530322302761152,0.2499535141807719,0.2514970439304698
74,Faria Guimaraes,Marques,621.04,18986,18842,37829,382,368,750,0,0,0,0.23010462973309803,0.23705226566968313,0.2335136030993158
75,Marques,Combatentes,702.75,15184,14584,29769,376,376,752,0,0,0,0.18696670195011594,0.1795764009898931,0.18327155147000454
76,Combatentes,Salgueiros,471.25,13065,12327,25393,364,386,750,0,0,0,0.16617998832405925,0.14785853656490697,0.15675054781868222
77,Salgueiros,Polo Universitario,775.36,11512,10873,22385,362,368,730,0,0,0,0.1472313456471012,0.13679262628256378,0.14196908711812892
78,Polo Universitario,I.P.O.,827.64,9160,9058,18219,374,368,742,0,0,0,0.11339843232690924,0.11395889872451313,0.11367639948906318
79,I.P.O.,Hospital São João,351.77,4237,5116,9354,366,386,752,0,0,0,0.05359781351320575,0.06137257724045288,0.057588583192351224
80,Verdes (E) ,Botica,683.54,2179,5759,7938,76,75,151,0,0,0,0.13275767373705363,0.35550067947620345,0.24339161698497574
81,Botica,Aeroporto,649.66,2001,5523,7524,72,75,147,0,0,0,0.1286753532250229,0.3409259259259261,0.2369664617458919
82,Sra da Hora,Fonte do Cuco,687.03,12441,20284,32727,119,106,225,222,218,222,0.15343513784901003,0.26023757084182736,0.20553793522824926
