,A,B,Distance,PassagersAtoB,PassagersBtoA,PassagersTotal,EurotramAtoB,EurotamBtoA,EurotramTotal,TraintramAtoB,TraintramBtoA,TraintramTotal,OccupancyAtoB,OccupancyBtoA,OccupancyTotal
3,Fânzeres,Venda Nova,440.45,93,342,436,44,84,128,0,0,0,0.009890572390572385,0.01888198769421736,0.0157911886835894
4,Venda Nova,Carreira,583.47,175,660,836,44,84,128,0,0,0,0.01847813729078514,0.03642122021490998,0.030253285459742065
5,Carreira,Baguim,786.02,255,899,1154,44,72,116,0,0,0,0.026834988435957594,0.05781317329825358,0.04606282731600338
6,Baguim,Campainha,751.7,308,1002,1310,44,68,112,0,0,0,0.032487046911878405,0.06822606793704049,0.054185738248583956
7,Campainha,Rio Tinto,859.99,379,1273,1652,44,68,112,0,0,0,0.03994518100456998,0.08669126553171154,0.0683267323246202
8,Rio Tinto,Levada,452.83,385,1546,1932,45,68,113,0,0,0,0.03966188593579524,0.1053067635275366,0.07916499811489623
9,Levada,Nau Vitória,1111.62,717,1893,2610,55,67,122,0,0,0,0.06039581433706459,0.13082200953733797,0.09907249530770652
10,Nau Vitória,Nasoni,499.02,766,1966,2733,56,60,116,0,0,0,0.06338781882072612,0.15174165313237054,0.10908807794743874
11,Nasoni,Contumil,650.0,805,2008,2813,56,56,112,0,0,0,0.06656192467994197,0.16600774907639998,0.11628483687817098
12,Contumil,Estádio do Dragão,619.19,941,2298,3240,56,56,112,0,0,0,0.07787136130244131,0.19002478441514475,0.13394807285879304
13,Estádio do Dragão,Campanhã,1166.02,2350,3987,6338,109,146,255,76,88,164,0.055436261873400096,0.07473678718281312,0.06619192264821712
14,Campanhã,Heroismo,950.92,5596,6778,12374,122,148,270,125,128,253,0.09758278910147383,0.10638956533749712,0.10221750567741313
15,Heroismo,24 de Agosto,571.9,5958,7323,13282,132,146,278,118,128,246,0.10313003045248235,0.11573402889920771,0.10971855990751787
16,24 de Agosto,Bolhão,680.44,7766,8824,16590,136,146,282,118,128,246,0.13243653335186822,0.13944811918401245,0.13607574883298768
17,Bolhão,Trindade,451.8,10908,9939,20848,142,146,288,118,128,246,0.1820022101056505,0.15707774014856188,0.16920175838765472
18,Trindade,Lapa,857.4300000000001,14780,14232,29012,158,190,348,118,108,226,0.23315733352000678,0.20984025754490457,0.2211050124544711
19,Lapa,Carolina Michaelis,460.97,14632,14234,28866,153,189,342,119,106,225,0.23389719703345116,0.2120970342033818,0.2226144796553617
20,Carolina Michaelis,Casa da Música,627.48,14112,13611,27724,153,189,342,121,106,227,0.22381397284788448,0.2028208082585567,0.21299031986159778
21,Casa da Música,Francos,871.87,13190,10800,23991,153,188,341,131,106,237,0.20127771485984491,0.16144832921235788,0.18115850966567515
22,Francos,Ramalde,965.03,12241,10082,22324,141,178,319,140,106,246,0.187824521253754,0.15574991615988995,0.17184153557609236
23,Ramalde,Viso,621.15,11515,9973,21489,149,169,318,135,105,240,0.17537353151301538,0.15946084668809404,0.1676108103123892
24,Viso,Sete Bicas,743.81,11041,9658,20699,153,167,320,130,98,228,0.16911292348974719,0.15997421330867467,0.16472217700791916
25,Sete Bicas,Sra da Hora,674.5,10256,7382,17638,156,168,324,130,106,236,0.15555305173826742,0.11797380009433113,0.13725468854361667
26,Sra da Hora,Vasco da Gama,824.48,3156,3102,6259,88,120,208,0,0,0,0.16607903551953979,0.1197126470377695,0.13932919601082616
27,Vasco da Gama,Estádio do Mar,661.6,2906,3117,6024,88,108,196,0,0,0,0.15292203185864878,0.13364387780778975,0.14229937554491012
28,Estádio do Mar,Pedro Hispano,786.97,2905,3150,6055,88,130,218,0,0,0,0.15284648201864112,0.11218782466682362,0.12860049368957563
29,Pedro Hispano,Parque de Real,656.68,2740,3106,5846,87,110,197,0,0,0,0.14584435678843014,0.13072548409666745,0.13740234665597384
30,Parque de Real,C. Matosinhos,723.67,2598,2968,5566,81,110,191,0,0,0,0.14853724381038638,0.12491824964995683,0.1349346817284636
31,C. Matosinhos,Matosinhos Sul,616.61,1969,2358,4327,81,110,191,0,0,0,0.11256409000724146,0.09924521383803335,0.10489353305115302
32,Matosinhos Sul,Brito Capelo,535.72,938,796,1735,82,110,192,0,0,0,0.05300489812358468,0.03353566960236572,0.041850652616636314
33,Brito Capelo,Mercado,487.53,546,414,960,93,110,203,0,0,0,0.027198608287328303,0.017444810545492184,0.02191329916613632
34,Mercado,Sr. de Matosinhos,708.96,204,67,271,99,110,209,0,0,0,0.009542957509510662,0.0028198653198653204,0.0060044879360131136
35,Sra da Hora,Fonte do Cuco,687.03,3531,3405,6937,44,44,88,66,67,133,0.13649841069400873,0.13039297885540396,0.13343113342780707
36,Fonte do Cuco,Custoias,689.2,3354,3368,6722,44,44,88,63,79,142,0.13348642034653527,0.1157560990686243,0.12397252561538122
37,Custoias,Esposade,1779.24,3271,3301,6573,44,44,88,57,78,135,0.1383912889857428,0.1144596604045606,0.12523819453920368
38,Esposade,Crestins,2035.56,3205,3271,6476,47,44,91,66,66,132,0.12085585057696768,0.1264301820789675,0.12360854382440507
39,Crestins,Verdes,591.8199999999999,3152,3234,6386,56,44,100,66,66,132,0.1107410909408449,0.12501561968624464,0.11753788510495308
40,Verdes,Pedras Rubras,960.78,2365,1205,3570,0,0,0,67,66,133,0.1423637317294678,0.07364596250895852,0.10826318459748577
41,Pedras Rubras,Lidador,1147.58,2124,1058,3183,0,0,0,67,66,133,0.1278424066096279,0.06468579272797205,0.09650153054805431
42,Lidador,Vilar do Pinheiro,1987.51,2067,1001,3069,0,0,0,67,61,128,0.12445471885822304,0.06620360018297095,0.09669442011454822
43,Vilar do Pinheiro,Modivas Sul,2037.38,2012,1000,3013,0,0,0,67,56,123,0.1211455023988482,0.07205463056577915,0.09879518676753221
44,Modivas Sul,Modivas Centro,1051.08,1995,1013,3008,0,0,0,68,48,116,0.11831796668639578,0.08512346532183662,0.10458231094933683
45,Modivas Centro,Modivas Norte,852.51,1972,1030,3002,0,0,0,68,45,113,0.11695239008407092,0.09234087617172815,0.10715134472074857
46,Modivas Norte,Mindelo,1834.12,1888,785,2673,0,0,0,68,44,112,0.11195497792776121,0.07198058269810025,0.0962507512303944
47,Mindelo,Espaço Natureza,776.86,1770,777,2548,0,0,0,70,44,114,0.10200302740976676,0.0712336760994045,0.0901271374303287
48,Espaço Natureza,Varziela,1539.0,1762,772,2535,0,0,0,73,44,117,0.09737251254747262,0.07080150614900098,0.08737999732069696
49,Varziela,Árvore,858.71,1648,725,2374,0,0,0,89,44,133,0.07468037212239846,0.06652600466786045,0.07198268664871672
50,Árvore,Azurara,664.57,1641,732,2374,0,0,0,89,44,133,0.07439176870450552,0.06709023661213345,0.07197622425289371
51,Azurara,Santa Clara,1218.09,1606,733,2339,0,0,0,89,62,151,0.07277754831735199,0.04768944485290196,0.06247647272267715
52,Santa Clara,Vila do Conde,670.57,1544,688,2233,0,0,0,83,44,127,0.07504533030283117,0.06311476633163544,0.07091190656477911
53,Vila do Conde,Alto de Pega,730.41,1145,530,1675,0,0,0,86,44,130,0.053687401726577516,0.04860723017664478,0.051967959048138744
54,Alto de Pega,Portas Fronhas,671.05,1118,468,1587,0,0,0,98,45,143,0.046026803470770636,0.04198327977827153,0.04475436594515903
55,Portas Fronhas,São Brás,562.21,868,375,1244,0,0,0,98,45,143,0.035732433217805275,0.03368168949974474,0.03508709428554846
56,São Brás,Póvoa de Varzim,624.94,836,346,1183,0,0,0,98,45,143,0.03440787478355216,0.03109318996415769,0.03336479214807837
57,Sra da Hora,Fonte do Cuco,685.98,2816,1364,4180,2,3,5,42,40,82,0.2595911597612345,0.12911588208158759,0.1952064597930561
58,Fonte do Cuco,Cândido dos Reis,913.51,2734,1299,4033,2,3,5,42,40,82,0.25204848803787416,0.12296414703764003,0.1883501636219947
59,Cândido dos Reis,Pias,916.73,2569,1255,3825,2,3,5,42,40,82,0.23690586003668604,0.11882792481293246,0.17863878778021294
60,Pias,Araújo,1258.13,2484,1221,3705,2,3,5,44,40,84,0.21898830833620672,0.11555691749994018,0.16910409245643013
61,Araújo,Custió,651.69,2401,1186,3588,1,3,4,50,40,90,0.19037066412698633,0.11230838233759655,0.15478740869434868
62,Custió,Parque de Maia,1418.51,2339,1140,3480,0,3,3,44,40,84,0.21440584340125468,0.10794951476313283,0.16203012268208933
63,Parque de Maia,Forum,824.81,1989,1050,3039,1,3,4,52,40,92,0.15174581871090434,0.09936755954818147,0.12837025102375674
64,Forum,Zona Industrial,1119.4,752,490,1242,1,3,4,42,40,82,0.07074925508232535,0.04641198917850386,0.058617357626118485
65,Zona Industrial,Mandim,1194.23,665,421,1087,1,3,4,42,40,82,0.0625836668935681,0.039925967941311466,0.051289017717745085
66,Mandim,Castêlo da Maia,1468.1,653,402,1055,1,3,4,42,40,82,0.06141879562541668,0.038052387320569606,0.04977086152326461
67,Castêlo da Maia,ISMAI,702.48,317,182,499,1,3,4,42,40,82,0.029833443802696865,0.017221801665405,0.023546659175012884
68,Santo Ovídio,D. João II,463.71,1070,2701,3771,87,112,199,0,0,0,0.056939123031077066,0.11165141466244527,0.08773197058239987
69,D. João II,João de Deus,716.25,1562,4026,5588,88,90,178,0,0,0,0.08218274456213466,0.20711538480210442,0.14535093344751263
70,João de Deus,C.M.Gaia,405.01,3407,6402,9810,88,88,176,0,0,0,0.17927225533994556,0.3368579869224786,0.25806512113121205
71,C.M.Gaia,General Torres,488.39,3805,7413,11218,88,88,176,0,0,0,0.20022347068539187,0.3899986817812182,0.29511107623330507
72,General Torres,Jardim do Morro,419.98,4119,8320,12439,88,88,176,0,0,0,0.21669836364439665,0.4377164840992917,0.32720742387184415
73,Jardim do Morro,São Bento,795.7,5284,8845,14130,88,83,171,0,0,0,0.2780125956135094,0.49340602557119967,0.38256028383858715
74,São Bento,Aliados,443.38,9086,10103,19190,89,93,182,0,0,0,0.47268986789790074,0.5029685018988453,0.4881619171401416
75,Aliados,Trindade,450.27,10982,10388,21370,93,88,181,0,0,0,0.5467096812166148,0.5465421020810859,0.5466282062777941
76,Trindade,Faria Guimaraes,555.34,8456,5789,14245,101,88,189,0,0,0,0.38760724073867087,0.30459822703355927,0.3489575412357618
77,Faria Guimaraes,Marques,621.04,7804,5496,13300,88,88,176,0,0,0,0.41058653170494824,0.2891654953944315,0.3498760135496899
78,Marques,Combatentes,702.75,5672,4134,9807,88,88,176,0,0,0,0.2984142528968005,0.2175317739439232,0.25797301342036183
79,Combatentes,Salgueiros,471.25,4457,3500,7958,88,88,176,0,0,0,0.2345135257309749,0.1841745404535313,0.2093440330922531
80,Salgueiros,Polo Universitario,775.36,3703,3166,6869,88,88,176,0,0,0,0.1948444825842541,0.1665797932694823,0.1807121379268682
81,Polo Universitario,I.P.O.,827.64,2864,2702,5566,88,88,176,0,0,0,0.15069159077110925,0.14217720683223825,0.14643439880167375
82,I.P.O.,Hospital São João,351.77,1721,1673,3395,104,88,192,0,0,0,0.07661825656195156,0.0880681818181818,0.0818661389710571
83,Verdes (E) ,Botica,683.54,822,2076,2899,56,44,100,0,0,0,0.06803646044252815,0.21853330341227895,0.13425507134921852
84,Botica,Aeroporto,649.66,684,1964,2648,56,44,100,0,0,0,0.05657412378335048,0.20664983164983172,0.12260743524460223
