,A,B,Distance,PassagersAtoB,PassagersBtoA,PassagersTotal,EurotramAtoB,EurotramBtoA,EurotramTotal,TraintramAtoB,TraintramBtoA,TraintramTotal,OccupancyAtoB,OccupancyBtoA,OccupancyTotal
0,Fânzeres,Venda Nova,440.45,40,254,295,44,44,88,0,0,0,0.0043139730639730626,0.02677566809229326,0.015544820578133162
1,Venda Nova,Carreira,583.47,66,443,510,44,44,88,0,0,0,0.007004150087900063,0.0466762227495644,0.02684018641873223
2,Carreira,Baguim,786.02,121,615,737,44,44,88,0,0,0,0.012775134947780884,0.06480158316094556,0.03878835905436322
3,Baguim,Campainha,751.7,146,683,830,44,44,88,0,0,0,0.015448217053702798,0.07193671460375406,0.04369246582872843
4,Campainha,Rio Tinto,859.99,173,881,1055,44,44,88,0,0,0,0.018265352663114475,0.09276209488684078,0.05551372377497763
5,Rio Tinto,Levada,452.83,232,1048,1281,44,44,88,0,0,0,0.02447924054248408,0.11034537269192018,0.06741230661720214
6,Levada,Nau Vitória,1111.62,500,1227,1728,44,44,88,0,0,0,0.05269395248790243,0.1291642234776714,0.0909290879827869
7,Nau Vitória,Nasoni,499.02,518,1273,1791,44,44,88,0,0,0,0.054522909551339746,0.13395934480341662,0.09424112717737819
8,Nasoni,Contumil,650.0,548,1289,1838,44,44,88,0,0,0,0.05769696021582481,0.135713174004533,0.09670506711017891
9,Contumil,Estádio do Dragão,619.19,610,1481,2092,44,44,88,0,0,0,0.0642491522480394,0.15592525769251384,0.11008720497027662
10,Estádio do Dragão,Campanhã,1166.02,1706,2370,4077,44,44,88,44,44,88,0.0836055104047915,0.11612126024167911,0.0998633853232353
11,Campanhã,Heroismo,950.92,3588,3932,7521,48,48,96,78,84,162,0.12078903663141013,0.12603042213168245,0.12347374945660872
12,Heroismo,24 de Agosto,571.9,3739,4365,8105,46,48,94,86,84,170,0.11962508394237835,0.1399137787021575,0.12975903752372295
13,24 de Agosto,Bolhão,680.44,4365,5596,9961,46,48,94,86,84,170,0.13962438486386186,0.17938092711518455,0.15948228890845184
14,Bolhão,Trindade,451.8,5502,6637,12139,46,48,94,86,84,170,0.1759917815957628,0.21272946582469837,0.19434180317527722
15,Trindade,Lapa,857.4300000000001,9639,9330,18970,137,136,273,86,84,170,0.18931556023000598,0.1858419273104635,0.18759097196934238
16,Lapa,Carolina Michaelis,460.97,9457,9441,18899,134,134,268,86,83,169,0.18813257110458342,0.19063163245808887,0.1893727866428241
17,Carolina Michaelis,Casa da Música,627.48,8930,9432,18362,134,136,270,86,84,170,0.17763483481270964,0.18786678933857356,0.1827475534913977
18,Casa da Música,Francos,871.87,8154,7528,15682,134,136,270,86,84,170,0.16219767399481005,0.14994336098638364,0.15607442013805176
19,Francos,Ramalde,965.03,7484,7090,14575,134,136,270,86,84,170,0.14888772409452564,0.14123170360028345,0.14506215207049186
20,Ramalde,Viso,621.15,6902,7120,14022,134,136,270,85,84,169,0.13798631808861478,0.14181330754064697,0.1399033254955071
21,Viso,Sete Bicas,743.81,6461,7099,13561,134,136,270,85,83,168,0.12917509689956788,0.14210442926859762,0.13563562503563692
22,Sete Bicas,Sra da Hora,674.5,6426,5293,11719,134,136,270,85,83,168,0.12846474139196967,0.10595697763513372,0.1172180631505358
23,Sra da Hora,Vasco da Gama,824.48,2114,1984,4099,88,88,176,0,0,0,0.11126163006329648,0.1043894370752355,0.10782553356926601
24,Vasco da Gama,Estádio do Mar,661.6,1884,2068,3952,88,88,176,0,0,0,0.09916046962248719,0.10880018171230564,0.10398032566739641
25,Estádio do Mar,Pedro Hispano,786.97,1845,2083,3928,87,88,175,0,0,0,0.09818446999345616,0.10960249830847899,0.1039261070890105
26,Pedro Hispano,Parque de Real,656.68,1659,2081,3740,88,88,176,0,0,0,0.08729931657192194,0.10948482582950071,0.09839207120071132
27,Parque de Real,C. Matosinhos,723.67,1525,2101,3626,87,88,175,0,0,0,0.0811779700273478,0.1105484958404204,0.09594714872192146
28,C. Matosinhos,Matosinhos Sul,616.61,1098,1831,2929,88,88,176,0,0,0,0.057784240382937085,0.09635767569712642,0.07707095804003176
29,Matosinhos Sul,Brito Capelo,535.72,505,771,1277,88,88,176,0,0,0,0.026610694773516765,0.040590897271775596,0.03360079602264618
30,Brito Capelo,Mercado,487.53,296,455,751,89,89,178,0,0,0,0.015414909878444242,0.02368409296381119,0.019549501421127716
31,Mercado,Sr. de Matosinhos,708.96,56,164,221,88,88,176,0,0,0,0.002985944186207577,0.008680555555555554,0.005833249870881565
33,Fonte do Cuco,Custoias,689.2,2240,2678,4919,44,44,88,38,44,82,0.11837405559424168,0.13120794286895726,0.12503368965790052
34,Custoias,Esposade,1779.24,2177,2646,4824,44,44,88,44,44,88,0.10664755684956956,0.12963975259306168,0.1181436547213156
35,Esposade,Crestins,2035.56,2116,2644,4760,44,44,88,44,44,88,0.10367656369456,0.1295105078693107,0.11659353578193536
36,Crestins,Verdes,591.8199999999999,2084,2611,4695,44,44,88,44,44,88,0.1020996142579028,0.1278899987575846,0.11499480650774371
37,Verdes,Pedras Rubras,960.78,1617,1132,2750,0,0,0,44,44,88,0.14823240284006106,0.10378741012045559,0.1260099064802583
38,Pedras Rubras,Lidador,1147.58,1387,1118,2506,0,0,0,44,44,88,0.12719724340944877,0.10253015572111411,0.11486369956528145
39,Lidador,Vilar do Pinheiro,1987.51,1308,1141,2450,0,0,0,44,45,89,0.11990558090489674,0.10231208972449395,0.11100999547660319
40,Vilar do Pinheiro,Modivas Sul,2037.38,1247,1152,2399,0,0,0,44,44,88,0.11429306302586126,0.10559806792914193,0.10994556547750159
41,Modivas Sul,Modivas Centro,1051.08,1215,1154,2369,0,0,0,43,44,87,0.11401542833531648,0.10576037855177282,0.1098404606286967
42,Modivas Centro,Modivas Norte,852.51,1182,1138,2321,0,0,0,43,44,87,0.11085868382032485,0.10436738165252495,0.10757572640212718
43,Modivas Norte,Mindelo,1834.12,1332,534,1867,0,0,0,43,44,87,0.12499777276287997,0.04898350965679475,0.08655377762876791
