,A,B,Distance,PassagersAtoB,PassagersBtoA,PassagersTotal,EurotramAtoB,EurotramBtoA,EurotramTotal,TraintramAtoB,TraintramBtoA,TraintramTotal,OccupancyAtoB,OccupancyBtoA,OccupancyTotal
0,Fânzeres,Venda Nova,440.45,3954,996,4951,259,261,520,0,0,0,0.07069569569538317,0.017670234981120022,0.04408099329841648
1,Venda Nova,Carreira,583.47,7206,1668,8875,257,263,520,0,0,0,0.12982376792554773,0.02936992400774825,0.0790173045594299
2,Carreira,Baguim,786.02,10607,2059,12666,258,265,523,0,0,0,0.1903362243863519,0.03597352733722248,0.11212185590065535
3,Baguim,Campainha,751.7,13838,2144,15983,258,260,518,0,0,0,0.24832826214977916,0.038190754210542154,0.1428538373154131
4,Campainha,Rio Tinto,859.99,17924,2700,20624,260,258,518,0,0,0,0.31917046792491405,0.04845109045622088,0.18433340347139507
5,Rio Tinto,Levada,452.83,19966,3256,23222,256,262,518,0,0,0,0.36107693697488513,0.05754227592614623,0.20755168370312915
6,Levada,Nau Vitória,1111.62,24690,3941,28631,256,265,521,0,0,0,0.4465091806808999,0.06885454807875675,0.2544199721596563
7,Nau Vitória,Nasoni,499.02,25383,4245,29628,254,265,519,0,0,0,0.4626535304311492,0.07416694599499865,0.2642933283587409
8,Nasoni,Contumil,650.0,26006,4295,30302,262,251,513,0,0,0,0.4595435784946053,0.07923637027569996,0.2734673421145951
9,Contumil,Estádio do Dragão,619.19,29323,5490,34813,261,253,514,0,0,0,0.5201334663411026,0.10047695779889504,0.3135710214749965
10,Estádio do Dragão,Campanhã,1166.02,43835,12032,55867,309,257,566,181,228,409,0.3926744311985272,0.10738223403305898,0.24975794732110101
11,Campanhã,Heroismo,950.92,103077,24215,127293,459,435,894,294,315,609,0.5990923764009424,0.14072458615757258,0.36989249802414054
12,Heroismo,24 de Agosto,571.9,105044,27898,132943,479,433,912,294,321,615,0.5955737353539412,0.1611391247314752,0.380370049229484
13,24 de Agosto,Bolhão,680.44,115222,40926,156148,467,441,908,294,316,610,0.6630205887169845,0.23571661147460124,0.4494669982851823
14,Bolhão,Trindade,451.8,111888,58638,170526,457,441,898,293,312,605,0.6528832240564693,0.339673247159489,0.49570645859845813
15,Trindade,Lapa,857.4300000000001,117100,96320,213421,461,491,952,294,303,597,0.6788905726411669,0.5315723208866079,0.6034170840921461
16,Lapa,Carolina Michaelis,460.97,108749,98312,207061,459,484,943,296,307,603,0.6302441392603662,0.5441223077412704,0.5861923757766778
17,Carolina Michaelis,Casa da Música,627.48,95990,99973,195963,454,453,907,313,337,650,0.5463697905949191,0.5510479563084717,0.5487464442397576
18,Casa da Música,Francos,871.87,71086,102581,173667,462,435,897,313,344,657,0.40067672131689985,0.5722089889364611,0.48688913295029934
19,Francos,Ramalde,965.03,60872,100096,160968,462,444,906,309,346,655,0.34503255293333346,0.5508546430469168,0.4494631146158213
20,Ramalde,Viso,621.15,58397,93754,152151,461,453,914,305,346,651,0.33328796896336416,0.5104884007538738,0.42397189666159035
21,Viso,Sete Bicas,743.81,51766,90954,142720,470,446,916,286,348,634,0.30018465510503417,0.4979979415142325,0.4019301903801659
22,Sete Bicas,Sra da Hora,674.5,43769,86393,130163,482,442,924,270,350,620,0.2558558971816711,0.47398072264582275,0.368375278257908
23,Sra da Hora,Vasco da Gama,824.48,23652,18518,42171,243,266,509,0,0,0,0.45063155887159045,0.3223125553531704,0.3835729047735556
24,Vasco da Gama,Estádio do Mar,661.6,25069,15145,40215,233,273,506,0,0,0,0.49811719598275045,0.25684983107120907,0.3679472540443101
25,Estádio do Mar,Pedro Hispano,786.97,22891,14620,37511,253,263,516,0,0,0,0.4188893861962459,0.2573662090961388,0.33656265058126883
26,Pedro Hispano,Parque de Real,656.68,21348,12417,33765,250,265,515,0,0,0,0.3953350444301857,0.2169443752964372,0.30354178749728594
27,Parque de Real,C. Matosinhos,723.67,20773,11130,31903,240,267,507,0,0,0,0.4007140289061442,0.19300331731571838,0.2913279145182868
28,C. Matosinhos,Matosinhos Sul,616.61,14546,7949,22496,235,267,502,0,0,0,0.2865737610625297,0.13784470190123305,0.20746886306239778
29,Matosinhos Sul,Brito Capelo,535.72,5354,5057,10411,231,259,490,0,0,0,0.10730713625675045,0.09039635771622802,0.09836858188533144
30,Brito Capelo,Mercado,487.53,2267,3369,5636,263,267,530,0,0,0,0.03991000243695217,0.058421219357634335,0.049235464546050545
31,Mercado,Sr. de Matosinhos,708.96,550,847,1398,253,265,518,0,0,0,0.010068274282270803,0.01481481481476191,0.012496523782483433
33,Fonte do Cuco,Custoias,689.2,14051,34129,48181,50,46,96,176,226,402,0.2580724628504981,0.5172451920214748,0.40007171024004345
34,Custoias,Esposade,1779.24,13904,33272,47177,50,46,96,170,224,394,0.2625454970527653,0.508075267824879,0.39829497047843887
35,Esposade,Crestins,2035.56,13765,32923,46688,49,67,116,154,224,378,0.28220959928254874,0.47016983906307047,0.3929985540838219
36,Crestins,Verdes,591.8199999999999,13569,32049,45618,49,69,118,179,224,403,0.24682466449641732,0.4548857839331047,0.36369399792832663
37,Verdes,Pedras Rubras,960.78,10269,26969,37239,0,0,0,179,193,372,0.23134480947687672,0.5634585258643783,0.40365111932308045
38,Pedras Rubras,Lidador,1147.58,9611,23420,33032,0,0,0,179,181,360,0.21651545033695885,0.5217579863490825,0.36998461427638774
39,Lidador,Vilar do Pinheiro,1987.51,9445,22565,32010,0,0,0,179,181,360,0.21276880767675083,0.5027041133770512,0.3585418363760685
40,Vilar do Pinheiro,Modivas Sul,2037.38,9559,21410,30969,0,0,0,179,196,375,0.21534677222883256,0.4404636004256238,0.3330078344330221
41,Modivas Sul,Modivas Centro,1051.08,9647,21151,30799,0,0,0,179,199,378,0.21732978449996568,0.4285854023744959,0.32854636639687446
42,Modivas Centro,Modivas Norte,852.51,9698,20747,30446,0,0,0,179,201,380,0.21847800130757605,0.41621182007752255,0.3230687843937846
43,Modivas Norte,Mindelo,1834.12,9129,19341,28470,0,0,0,179,201,380,0.20565121299931433,0.3880127984997287,0.30211089375084926
44,Mindelo,Espaço Natureza,776.86,8647,17706,26353,0,0,0,179,203,382,0.19479062842711486,0.3517059366154739,0.2781775592183109
45,Espaço Natureza,Varziela,1539.0,8055,17948,26004,0,0,0,178,203,381,0.1824865399947822,0.35651845705899765,0.2752122070919889
46,Varziela,Árvore,858.71,7653,16352,24006,0,0,0,175,203,378,0.17634226472215986,0.32482092935647566,0.2560808068405887
47,Árvore,Azurara,664.57,7801,16176,23977,0,0,0,175,203,378,0.1797515932062924,0.3213160532250714,0.25577695136452555
