,A,B,Distance,PassagersAtoB,PassagersBtoA,PassagersTotal,EurotramAtoB,EurotramBtoA,EurotramTotal,TraintramAtoB,TraintramBtoA,TraintramTotal,OccupancyAtoB,OccupancyBtoA,OccupancyTotal
0,Fânzeres,Venda Nova,440.45,947,1359,2307,107,92,199,0,0,0,0.041017653166978585,0.06841556132343693,0.05368402276694927
1,Venda Nova,Carreira,583.47,1772,2375,4148,105,92,197,0,0,0,0.07815149983323257,0.11954764778031353,0.09748371105725007
2,Carreira,Baguim,786.02,2228,2835,5063,91,92,183,0,0,0,0.1133515523343704,0.1426812827494451,0.1280965534173588
3,Baguim,Campainha,751.7,2648,3120,5768,91,92,183,0,0,0,0.13473699592291546,0.15701997220428157,0.1459393665124547
4,Campainha,Rio Tinto,859.99,3545,3671,7217,91,92,183,0,0,0,0.1803998015713281,0.18475192696733664,0.1825877553223269
5,Rio Tinto,Levada,452.83,4168,4151,8319,91,92,183,0,0,0,0.21205081590243466,0.20890136699121922,0.21046748639515694
6,Levada,Nau Vitória,1111.62,5407,5545,10953,91,92,183,0,0,0,0.2751273879046293,0.2790670713424571,0.27710799378594164
7,Nau Vitória,Nasoni,499.02,5812,5665,11478,91,93,184,0,0,0,0.2957203535867399,0.28202671889845266,0.2887991143149426
8,Nasoni,Contumil,650.0,5990,5725,11716,88,98,186,0,0,0,0.3151730614346662,0.2705008442938416,0.2916360868120812
9,Contumil,Estádio do Dragão,619.19,7160,6721,13881,91,98,189,0,0,0,0.36426581502885663,0.317545611345028,0.3400405242298344
10,Estádio do Dragão,Campanhã,1166.02,13051,11799,24850,184,186,370,92,93,185,0.20861880274893696,0.1865762649343803,0.1975379594151328
11,Campanhã,Heroismo,950.92,24583,21747,46330,191,186,377,229,213,442,0.2507244046763456,0.23384470660456308,0.24250755906332805
12,Heroismo,24 de Agosto,571.9,26456,23649,50106,195,186,381,229,213,442,0.2674709337136448,0.254300771210001,0.2610887110655619
13,24 de Agosto,Bolhão,680.44,33974,29208,63183,183,186,369,229,215,444,0.3527286940375018,0.31240447111202096,0.33286654571154006
14,Bolhão,Trindade,451.8,41496,39125,80622,183,188,371,229,209,438,0.43082228088398766,0.4232524520791588,0.4271151661630808
15,Trindade,Lapa,857.4300000000001,50786,54149,104935,306,316,622,229,207,436,0.41327305018885513,0.4527828779187831,0.43275943800590205
16,Lapa,Carolina Michaelis,460.97,45910,54027,99937,313,316,629,229,207,436,0.3690541409004026,0.4517623630263434,0.409593345876326
17,Carolina Michaelis,Casa da Música,627.48,43507,51327,94835,311,315,626,229,206,435,0.3509605201572093,0.43086247241435816,0.3901160791482648
18,Casa da Música,Francos,871.87,39322,43543,82865,305,341,646,229,206,435,0.3205465061412038,0.3490593008513241,0.33492229454340594
19,Francos,Ramalde,965.03,37134,40484,77619,312,337,649,228,206,434,0.29962990947457935,0.32680159586718754,0.3132126826220609
20,Ramalde,Viso,621.15,36005,38701,74706,312,337,649,235,206,441,0.2865026598283183,0.31240745135557524,0.2993620461461863
21,Viso,Sete Bicas,743.81,34731,36676,71407,312,327,639,233,206,439,0.2774581932373317,0.30131601577683154,0.2892201260329538
22,Sete Bicas,Sra da Hora,674.5,29222,33781,63004,312,330,642,213,207,420,0.2430834969072567,0.27550677774352234,0.25945536306583356
23,Sra da Hora,Vasco da Gama,824.48,10943,11887,22831,184,184,368,0,0,0,0.2753542804180314,0.29910466971555166,0.28722947506679153
24,Vasco da Gama,Estádio do Mar,661.6,11088,10983,22072,190,172,362,0,0,0,0.2701972056159178,0.2956438152064416,0.2822878598964982
25,Estádio do Mar,Pedro Hispano,786.97,11012,10659,21671,186,184,370,0,0,0,0.2740945204691704,0.26820051353024393,0.27116344674819076
26,Pedro Hispano,Parque de Real,656.68,10221,9721,19943,184,184,368,0,0,0,0.2571941048260853,0.24459648412041599,0.25089529447325065
27,Parque de Real,C. Matosinhos,723.67,9815,9261,19076,186,184,370,0,0,0,0.24430466554226649,0.23303598410897622,0.238700780721387
28,C. Matosinhos,Matosinhos Sul,616.61,7568,7388,14956,178,184,362,0,0,0,0.19683766187049892,0.18589398253472056,0.19127512872745137
29,Matosinhos Sul,Brito Capelo,535.72,3823,4331,8155,189,183,372,0,0,0,0.09366714378223984,0.10957258979583044,0.10149159706311908
30,Brito Capelo,Mercado,487.53,1832,2605,4438,185,182,367,0,0,0,0.045865243595182625,0.06628852285667129,0.055993409332487636
31,Mercado,Sr. de Matosinhos,708.96,432,585,1018,183,184,367,0,0,0,0.010946980464860928,0.014744363929126564,0.012850845743947787
33,Fonte do Cuco,Custoias,689.2,12445,13002,25448,149,148,297,92,93,185,0.22627796885279666,0.23627884158618453,0.2312798594688338
34,Custoias,Esposade,1779.24,12138,12732,24870,148,148,296,92,92,184,0.2215687927055032,0.23241354680290052,0.22699116975420186
35,Esposade,Crestins,2035.56,11991,12649,24640,148,128,276,101,92,193,0.2103132557541071,0.25066106091348844,0.2292573536287165
36,Crestins,Verdes,591.8199999999999,11890,12504,24395,148,129,277,92,92,184,0.2170509781409409,0.24673419495413748,0.2313150438704107
37,Verdes,Pedras Rubras,960.78,8925,7911,16836,0,0,0,92,92,184,0.3911997399157794,0.34673080176313864,0.368965270839459
38,Pedras Rubras,Lidador,1147.58,8306,7067,15373,0,0,0,92,92,184,0.36405306197957793,0.30977029143636475,0.33691167670797134
39,Lidador,Vilar do Pinheiro,1987.51,8016,6852,14869,0,0,0,92,91,183,0.35136275737453015,0.3036322278819663,0.32762790391101476
40,Vilar do Pinheiro,Modivas Sul,2037.38,7926,6607,14533,0,0,0,91,88,179,0.3512191342200324,0.3027668488112441,0.32739901625370077
41,Modivas Sul,Modivas Centro,1051.08,7907,6569,14476,0,0,0,91,91,182,0.3503657067345126,0.2910850666426757,0.3207253866885942
42,Modivas Centro,Modivas Norte,852.51,7881,6517,14398,0,0,0,90,92,182,0.35309746551315097,0.28566910694308867,0.31901280074147115
