,A,B,Distance,PassagersAtoB,PassagersBtoA,PassagersTotal,EurotramAtoB,EurotramBtoA,EurotramTotal,TraintramAtoB,TraintramBtoA,TraintramTotal,OccupancyAtoB,OccupancyBtoA,OccupancyTotal
0,Fânzeres,Venda Nova,440.45,276,178,454,46,50,96,0,0,0,0.02777777777784235,0.01657145048545853,0.021941148979725777
1,Venda Nova,Carreira,583.47,491,352,844,46,48,94,0,0,0,0.04946694485347106,0.0340023304669416,0.04157012048588155
2,Carreira,Baguim,786.02,575,464,1040,46,46,92,0,0,0,0.05796621026827682,0.046714665007536,0.05234043763790641
3,Baguim,Campainha,751.7,653,526,1180,46,46,92,0,0,0,0.06581417189358732,0.053003641586554885,0.0594089067400711
4,Campainha,Rio Tinto,859.99,709,654,1363,46,46,92,0,0,0,0.07138228129941004,0.06584134941093647,0.06861181535517326
5,Rio Tinto,Levada,452.83,714,805,1519,46,46,92,0,0,0,0.07187591455909648,0.08106239840246478,0.07646915648078063
6,Levada,Nau Vitória,1111.62,1192,950,2143,46,46,92,0,0,0,0.11999273757297384,0.09569057958152469,0.10784165857724927
7,Nau Vitória,Nasoni,499.02,1207,1014,2222,46,46,92,0,0,0,0.12157760705966382,0.10211188982452954,0.11184474844209667
8,Nasoni,Contumil,650.0,1209,1058,2268,46,46,92,0,0,0,0.1217324833231105,0.10656744682638927,0.11414996507474988
9,Contumil,Estádio do Dragão,619.19,1228,1253,2481,46,46,92,0,0,0,0.1236441985493879,0.12615097015552532,0.1248975843524566
10,Estádio do Dragão,Campanhã,1166.02,1957,1927,3885,92,161,253,46,69,115,0.06258457491435697,0.037148368029783614,0.046715083008494834
11,Campanhã,Heroismo,950.92,3876,3491,7368,92,161,253,115,123,238,0.08011051531708487,0.05348561043950088,0.06482026098524693
12,Heroismo,24 de Agosto,571.9,4034,3782,7816,98,161,259,115,116,231,0.08119807020253518,0.05952406609352793,0.06903496333254475
13,24 de Agosto,Bolhão,680.44,5015,4876,9892,112,161,273,113,116,229,0.09605679560304795,0.07674517314856867,0.0854560895107239
14,Bolhão,Trindade,451.8,5776,5786,11562,115,161,276,69,116,185,0.13768165719708686,0.09106567171196274,0.10960318804501733
15,Trindade,Lapa,857.4300000000001,8923,8615,17539,161,230,391,69,116,185,0.17198082098514142,0.10982437223759002,0.13456944506944726
16,Lapa,Carolina Michaelis,460.97,8207,8807,17014,161,229,390,73,115,188,0.15520095507687118,0.1129374542067022,0.13001544300434353
17,Carolina Michaelis,Casa da Música,627.48,7760,8742,16502,161,211,372,79,115,194,0.14274135127866006,0.11798619237122614,0.1284629678062069
18,Casa da Música,Francos,871.87,6799,7959,14759,162,206,368,91,115,206,0.11813000026436485,0.10901516042997483,0.11303312836334305
19,Francos,Ramalde,965.03,6499,7658,14158,162,190,352,91,115,206,0.11291878176900114,0.1101063331435314,0.11137981129710313
20,Ramalde,Viso,621.15,5987,7606,13593,162,185,347,91,115,206,0.10402486061274963,0.11107106154354612,0.10785319955071332
21,Viso,Sete Bicas,743.81,5529,7468,12997,164,185,349,91,115,206,0.09534879826529911,0.10905447820041442,0.10276992675189453
