,A,B,Distance,PassagersAtoB,PassagersBtoA,PassagersTotal,EurotramAtoB,EurotamBtoA,EurotramTotal,TraintramAtoB,TraintramBtoA,TraintramTotal,OccupancyAtoB,OccupancyBtoA,OccupancyTotal
3,Fânzeres,Venda Nova,440.45,192,1117,1310,92,120,212,0,0,0,0.009712157809927404,0.04312801643397215,0.028626794766933864
4,Venda Nova,Carreira,583.47,311,2095,2407,98,119,217,0,0,0,0.014700271434674575,0.0815372350623231,0.05135279987564313
5,Carreira,Baguim,786.02,376,2579,2955,115,127,242,0,0,0,0.015140920132490484,0.09404210403202079,0.05654773978224399
6,Baguim,Campainha,751.7,491,2988,3479,115,128,243,0,0,0,0.019768889221194356,0.10808400482186499,0.06628878550467518
7,Campainha,Rio Tinto,859.99,647,3828,4476,115,105,220,0,0,0,0.026081592251857688,0.16879618919965741,0.09419537715876211
8,Rio Tinto,Levada,452.83,739,4494,5233,116,98,214,0,0,0,0.029496841288481804,0.21233177489046415,0.11322498845200642
9,Levada,Nau Vitória,1111.62,1449,5547,6997,116,99,215,0,0,0,0.057867078489412305,0.25941737077191074,0.15067395726135346
10,Nau Vitória,Nasoni,499.02,1502,5704,7207,117,96,213,0,0,0,0.05946857812302882,0.2750916198060934,0.15665079409286073
11,Nasoni,Contumil,650.0,1536,5792,7329,135,109,244,0,0,0,0.05269190584880319,0.24603878887946584,0.13906407900594348
12,Contumil,Estádio do Dragão,619.19,1866,6460,8327,139,114,253,0,0,0,0.0621649966461678,0.26236945576945886,0.15237570154757168
13,Estádio do Dragão,Campanhã,1166.02,5383,9510,14894,145,212,357,98,95,193,0.0967853563750921,0.13713447662715586,0.11917599287906987
14,Campanhã,Heroismo,950.92,10139,16363,26503,145,315,460,208,197,405,0.12230079359194627,0.13998644642670452,0.13264805121843226
15,Heroismo,24 de Agosto,571.9,10985,17402,28387,144,302,446,208,204,412,0.13285645821470218,0.1502469824294714,0.14300314998472832
16,24 de Agosto,Bolhão,680.44,15073,20650,35723,149,286,435,208,209,417,0.17994209996762778,0.18176587544965955,0.18099185011436628
17,Bolhão,Trindade,451.8,20078,22637,42716,149,284,433,208,212,420,0.2396940019204459,0.198716926997663,0.21608048782144432
18,Trindade,Lapa,857.4300000000001,29362,30979,60341,330,406,736,207,205,412,0.23947108298499278,0.22361701254541727,0.23106081041416418
19,Lapa,Carolina Michaelis,460.97,26447,31251,57698,330,400,730,242,205,447,0.20143397784784436,0.2277130093625643,0.21486433461595056
20,Carolina Michaelis,Casa da Música,627.48,25518,29025,54543,334,401,735,224,202,426,0.19984077067398487,0.21230819636315357,0.20628704575196147
21,Casa da Música,Francos,871.87,25411,21900,47312,354,399,753,222,162,384,0.1932134841281334,0.1733204120128138,0.18346597136059897
22,Francos,Ramalde,965.03,24112,20427,44540,372,388,760,220,162,382,0.17872747171444908,0.16476308649838453,0.1720399974520868
23,Ramalde,Viso,621.15,22633,20037,42671,369,392,761,233,162,395,0.16462293861384486,0.16049697452234157,0.16265935616654065
24,Viso,Sete Bicas,743.81,21766,18370,40137,363,367,730,245,162,407,0.15640605563560364,0.15379817891797481,0.15520154524890165
25,Sete Bicas,Sra da Hora,674.5,19777,13671,33448,380,355,735,246,156,402,0.1382156458055019,0.11850355948444571,0.12941668592572503
26,Sra da Hora,Vasco da Gama,824.48,5643,5238,10881,144,183,327,0,0,0,0.18144365666521214,0.13251705599190522,0.15406271500400368
27,Vasco da Gama,Estádio do Mar,661.6,4909,5219,10128,158,189,347,0,0,0,0.14384127422532864,0.1278437552395869,0.13512792814952118
28,Estádio do Mar,Pedro Hispano,786.97,4490,5155,9645,182,162,344,0,0,0,0.11421986492754044,0.147336198577298,0.1298153476346937
29,Pedro Hispano,Parque de Real,656.68,4086,4660,8746,170,160,330,0,0,0,0.11128089715761011,0.13484985850472905,0.12270827235621322
30,Parque de Real,C. Matosinhos,723.67,3706,4507,8213,169,160,329,0,0,0,0.10153235244122116,0.130411042072291,0.11557669998216699
31,C. Matosinhos,Matosinhos Sul,616.61,2631,3365,5996,176,158,334,0,0,0,0.06921436580948241,0.09861127170307353,0.08312068656154048
32,Matosinhos Sul,Brito Capelo,535.72,1327,1261,2588,196,158,354,0,0,0,0.031344653787468105,0.03696651159682701,0.03385384456113677
33,Brito Capelo,Mercado,487.53,711,710,1421,203,122,325,0,0,0,0.016220980673902707,0.026968572097759748,0.02025546114685827
34,Mercado,Sr. de Matosinhos,708.96,156,113,270,201,115,316,0,0,0,0.003597658050089303,0.004589371980660894,0.003958566600772002
35,Sra da Hora,Fonte do Cuco,687.03,7890,6170,14061,172,92,264,116,106,222,0.1197016144856836,0.13367283383119372,0.12545564272434123
36,Fonte do Cuco,Custoias,689.2,7502,6134,13637,159,92,251,117,94,211,0.11841508747505912,0.14206459310984168,0.12800061318586828
37,Custoias,Esposade,1779.24,7267,6078,13346,159,92,251,114,92,206,0.1160712289833876,0.14239861710632795,0.12674379169887873
38,Esposade,Crestins,2035.56,7167,6037,13205,159,92,251,106,92,198,0.11822055558042108,0.141440215620646,0.12781405972092746
39,Crestins,Verdes,591.8199999999999,7078,5973,13052,159,92,251,138,92,230,0.10323531740378696,0.13994397679675405,0.11732012408537698
40,Verdes,Pedras Rubras,960.78,5819,2760,8580,0,0,0,138,92,230,0.17005052892707545,0.12099728866399177,0.15042923282184198
41,Pedras Rubras,Lidador,1147.58,5291,2431,7723,0,0,0,138,92,230,0.15461967708962443,0.10658205149361556,0.13540462685122087
42,Lidador,Vilar do Pinheiro,1987.51,5116,2382,7498,0,0,0,138,92,230,0.14949731094498325,0.10441372223304603,0.13146387546020835
43,Vilar do Pinheiro,Modivas Sul,2037.38,4901,2419,7321,0,0,0,138,88,226,0.14323246078606863,0.11087041491906635,0.1306313101829881
44,Modivas Sul,Modivas Centro,1051.08,4838,2425,7263,0,0,0,138,90,228,0.14136398171401268,0.10868735451964959,0.12846531308465883
45,Modivas Centro,Modivas Norte,852.51,4765,2418,7184,0,0,0,137,91,228,0.14026042542243378,0.10718255325721114,0.12705829223368265
46,Modivas Norte,Mindelo,1834.12,4453,1915,6369,0,0,0,137,90,227,0.13108085965828015,0.08582938394626394,0.11313974593985963
47,Mindelo,Espaço Natureza,776.86,4261,1864,6126,0,0,0,136,91,227,0.1263525817456729,0.082630089256153,0.10882506273005041
48,Espaço Natureza,Varziela,1539.0,4255,1835,6091,0,0,0,137,91,228,0.12524348434913218,0.08134976641561839,0.10772450043707185
49,Varziela,Árvore,858.71,3911,1788,5699,0,0,0,147,112,259,0.10729316255802822,0.06437774742909347,0.08873514520497536
50,Árvore,Azurara,664.57,3898,1800,5699,0,0,0,149,113,262,0.10550326149058097,0.06424886837042679,0.0877103362135679
51,Azurara,Santa Clara,1218.09,3847,1805,5653,0,0,0,152,91,243,0.10206559864080182,0.08001019097939804,0.09380616614208684
52,Santa Clara,Vila do Conde,670.57,3684,1745,5429,0,0,0,161,93,254,0.09228271342800623,0.07566529347789314,0.08619838250139003
53,Vila do Conde,Alto de Pega,730.41,2888,1115,4004,0,0,0,157,91,248,0.07419660317796818,0.04942362873763959,0.06510651981478309
54,Alto de Pega,Portas Fronhas,671.05,2795,1026,3822,0,0,0,173,94,267,0.06515657653341388,0.04404222988554475,0.05772306123416407
55,Portas Fronhas,São Brás,562.21,2029,900,2929,0,0,0,174,92,266,0.04702147773023833,0.039462934403483536,0.04440724469993216
56,São Brás,Póvoa de Varzim,624.94,1904,863,2767,0,0,0,178,91,269,0.043137108580344606,0.03823998582082642,0.04148046110407637
57,Sra da Hora,Fonte do Cuco,685.98,5489,3087,8577,41,76,117,128,46,174,0.13521059889627837,0.1109671560450442,0.1253522223925262
58,Fonte do Cuco,Cândido dos Reis,913.51,5189,3033,8223,41,76,117,128,45,173,0.1278231185552179,0.11000079328607959,0.12061429959221397
59,Cândido dos Reis,Pias,916.73,4893,3030,7923,41,76,117,128,45,173,0.12052997332431943,0.10988887468220336,0.11622583497424033
60,Pias,Araújo,1258.13,4737,2995,7733,42,76,118,128,45,173,0.11606220605114162,0.10863982195308448,0.11306946327584592
61,Araújo,Custió,651.69,4538,2937,7476,45,76,121,128,45,173,0.10945312755490376,0.1065301187713167,0.10828561755756604
62,Custió,Parque de Maia,1418.51,4242,2837,7080,54,46,100,125,45,170,0.09945076854198853,0.13449010078275833,0.11104408336242892
63,Parque de Maia,Forum,824.81,3620,2640,6261,76,37,113,104,65,169,0.08578754042298917,0.10951491133694663,0.09441411411836527
