,A,B,Distance,PassagersAtoB,PassagersBtoA,PassagersTotal,EurotramAtoB,EurotamBtoA,EurotramTotal,TraintramAtoB,TraintramBtoA,TraintramTotal,OccupancyAtoB,OccupancyBtoA,OccupancyTotal
3,Fânzeres,Venda Nova,440.45,260,1121,1382,154,129,283,0,0,0,0.007846320346320343,0.04024449923982068,0.022614394824276327
4,Venda Nova,Carreira,583.47,489,2123,2612,154,134,288,0,0,0,0.01471790994592045,0.0733489917501828,0.04199764939651473
5,Carreira,Baguim,786.02,720,2976,3696,154,147,301,0,0,0,0.02165351646589468,0.09374601168793507,0.056861479248751616
6,Baguim,Campainha,751.7,870,3317,4187,171,146,317,0,0,0,0.02356761397615807,0.1051923405791736,0.06116133663874566
7,Campainha,Rio Tinto,859.99,1428,4234,5662,154,138,292,0,0,0,0.04294116966870081,0.1420493774969302,0.08977998021765854
8,Rio Tinto,Levada,452.83,1688,4964,6652,154,134,288,0,0,0,0.05075657043883488,0.17151788873076118,0.10694412825521726
9,Levada,Nau Vitória,1111.62,2218,6032,8250,154,131,285,0,0,0,0.06669246424104824,0.2131808914324915,0.13402574130097478
10,Nau Vitória,Nasoni,499.02,2476,6230,8707,154,131,285,0,0,0,0.07445913203914781,0.22019410353182878,0.14144608384806434
11,Nasoni,Contumil,650.0,2650,6351,9001,131,136,267,0,0,0,0.09365628519323635,0.21622034478407848,0.1560859185428788
12,Contumil,Estádio do Dragão,619.19,3372,7583,10955,130,153,283,0,0,0,0.1201020323453717,0.22945621793821588,0.1792228464644712
13,Estádio do Dragão,Campanhã,1166.02,7905,12527,20433,265,239,504,157,127,284,0.08219860771385874,0.15071651449990311,0.11396288807736941
14,Campanhã,Heroismo,950.92,13366,26000,39366,342,311,653,278,201,479,0.09359021871272913,0.22218241904840766,0.151504218297406
15,Heroismo,24 de Agosto,571.9,15266,27853,43120,344,311,655,279,212,491,0.10639320185575839,0.23259365515814004,0.16380202047495704
16,24 de Agosto,Bolhão,680.44,22056,32775,54832,325,309,634,278,214,492,0.15851505300634613,0.2735497630882802,0.21173948466829012
17,Bolhão,Trindade,451.8,31855,38790,70646,318,307,625,295,215,510,0.22457686694567527,0.3242473771205179,0.27017799312449114
18,Trindade,Lapa,857.4300000000001,40806,49342,90148,311,312,623,299,226,525,0.28873522159815457,0.39972787308213165,0.34048215815839644
19,Lapa,Carolina Michaelis,460.97,40777,48405,89183,345,312,657,267,228,495,0.2897477435282665,0.39056825403316225,0.3369582183421295
20,Carolina Michaelis,Casa da Música,627.48,39622,43976,83599,366,317,683,265,228,493,0.27368412402902953,0.3517680824519257,0.30986660588985854
21,Casa da Música,Francos,871.87,38715,32701,71417,334,322,656,270,230,500,0.27832150441917,0.2583254879686945,0.2687943165258686
22,Francos,Ramalde,965.03,36268,28791,65059,330,342,672,284,220,504,0.25592824045405255,0.2241762126548976,0.24083267499895797
23,Ramalde,Viso,621.15,34602,27823,62425,312,357,669,284,215,499,0.25106067197341486,0.2133181373556366,0.23270941692127792
24,Viso,Sete Bicas,743.81,33307,26015,59322,326,358,684,284,214,498,0.23647632088168877,0.19950211312165755,0.21870130800820003
25,Sete Bicas,Sra da Hora,674.5,30277,22396,52673,317,373,690,284,214,498,0.21797177322878575,0.16758512098865855,0.1932650388836136
26,Sra da Hora,Vasco da Gama,824.48,8135,9337,17472,199,159,358,0,0,0,0.18927453191188012,0.27187176656730355,0.22595877858845087
27,Vasco da Gama,Estádio do Mar,661.6,7437,9414,16852,194,173,367,0,0,0,0.17748812621213103,0.25194350474151567,0.21258562072325787
28,Estádio do Mar,Pedro Hispano,786.97,7258,9129,16387,184,175,359,0,0,0,0.1826212238127062,0.24151522809193335,0.2113300002719395
29,Pedro Hispano,Parque de Real,656.68,6523,8497,15021,186,158,344,0,0,0,0.16237848570614363,0.24900106604869798,0.20216443830534012
30,Parque de Real,C. Matosinhos,723.67,6123,8096,14219,188,158,346,0,0,0,0.15079290266502557,0.23723024411266636,0.1902642898000754
