,A,B,Distance,PassagersAtoB,PassagersBtoA,PassagersTotal,EurotramAtoB,EurotamBtoA,EurotramTotal,TraintramAtoB,TraintramBtoA,TraintramTotal,OccupancyAtoB,OccupancyBtoA,OccupancyTotal
3,Fânzeres,Venda Nova,440.45,75,315,391,43,43,86,0,0,0,0.008182601205857013,0.0340157155116431,0.021099158358750057
4,Venda Nova,Carreira,583.47,105,615,720,43,43,86,0,0,0,0.011352106355697592,0.06622566647508353,0.038788886415390564
5,Carreira,Baguim,786.02,165,838,1003,43,43,86,0,0,0,0.017784231467900233,0.09023908677813096,0.0540116591230156
6,Baguim,Campainha,751.7,194,942,1137,43,43,86,0,0,0,0.020909971094169703,0.10151444459987982,0.061212207847024754
7,Campainha,Rio Tinto,859.99,262,1266,1528,43,43,86,0,0,0,0.028209334781886655,0.1363052845261494,0.08225730965401802
8,Rio Tinto,Levada,452.83,295,1450,1746,43,43,86,0,0,0,0.031844492626319894,0.15619316061208635,0.09401882661920312
9,Levada,Nau Vitória,1111.62,501,1859,2361,43,43,86,0,0,0,0.0540439466272637,0.2002161315430132,0.12713003908513845
10,Nau Vitória,Nasoni,499.02,502,1901,2404,43,43,86,0,0,0,0.0541112474102302,0.20474339433838462,0.12942732087430742
11,Nasoni,Contumil,650.0,536,1939,2475,43,43,86,0,0,0,0.05773061695713913,0.20882540008524342,0.13327800852119126
12,Contumil,Estádio do Dragão,619.19,589,2155,2745,43,44,87,0,0,0,0.06347914920172872,0.22683030104972401,0.1460935248489907
13,Estádio do Dragão,Campanhã,1166.02,7395,2566,9962,51,44,95,47,46,93,0.32619298926372203,0.12274233263185903,0.22857551194439568
14,Campanhã,Heroismo,950.92,9476,4601,14077,51,44,95,80,87,167,0.3071124914628479,0.14805866436294907,0.22729795797239236
15,Heroismo,24 de Agosto,571.9,9601,5008,14609,51,44,95,87,87,174,0.2945972934215202,0.16113951539321644,0.22945299543936665
16,24 de Agosto,Bolhão,680.44,10734,5985,16719,51,44,95,87,87,174,0.329349315004476,0.19257332303744426,0.2625853083714922
17,Bolhão,Trindade,451.8,11941,6984,18925,49,33,82,87,87,174,0.3713051034922557,0.24332935187589783,0.31095060864479357
18,Trindade,Lapa,857.4300000000001,12068,9688,21756,137,127,264,87,87,174,0.23585074601934414,0.19770008977079434,0.2171867210889324
19,Lapa,Carolina Michaelis,460.97,11809,9617,21427,130,128,258,87,87,174,0.2378213370451029,0.19538775293809907,0.21669723971416485
20,Carolina Michaelis,Casa da Música,627.48,11203,9263,20466,130,131,261,87,87,174,0.22561527519804944,0.1857465032938661,0.20563762677343092
21,Casa da Música,Francos,871.87,9950,7310,17260,130,128,258,87,87,174,0.20038060614117606,0.14851871134825417,0.17456294929159286
22,Francos,Ramalde,965.03,9190,6707,15897,129,128,257,87,87,174,0.18588985029716748,0.13625885833944265,0.1611286816021313
23,Ramalde,Viso,621.15,8429,6721,15151,129,128,257,87,87,174,0.17049956181344525,0.13655235162164908,0.1535631161546338
24,Viso,Sete Bicas,743.81,7959,6431,14391,127,128,255,90,87,177,0.15999327903172705,0.13065828791187512,0.14540402908342048
25,Sete Bicas,Sra da Hora,674.5,7490,4825,12315,127,128,255,90,83,173,0.15055556832891331,0.1000448176337146,0.12569197297119344
26,Sra da Hora,Vasco da Gama,824.48,2002,1556,3559,85,85,170,0,0,0,0.10908548096765937,0.0847884233969507,0.09693695218230504
27,Vasco da Gama,Estádio do Mar,661.6,1776,1587,3364,85,85,170,0,0,0,0.09677420596760866,0.08647916402255122,0.09162668499507994
28,Estádio do Mar,Pedro Hispano,786.97,1743,1559,3303,83,85,168,0,0,0,0.09726557668993932,0.0849484200062101,0.091033681939243
29,Pedro Hispano,Parque de Real,656.68,1546,1514,3060,78,85,163,0,0,0,0.09177126230070137,0.08247084666237574,0.0869213523052555
30,Parque de Real,C. Matosinhos,723.67,1377,1429,2806,79,85,164,0,0,0,0.08070804954477603,0.07786335602968669,0.07923366571073583
31,C. Matosinhos,Matosinhos Sul,616.61,998,1037,2035,84,85,169,0,0,0,0.05500857474256428,0.05652016598656092,0.05576884252800638
32,Matosinhos Sul,Brito Capelo,535.72,518,443,962,84,85,169,0,0,0,0.028594298804096526,0.02414867308966546,0.026358333208080904
33,Brito Capelo,Mercado,487.53,297,208,506,85,86,171,0,0,0,0.01622596736618562,0.011202582039423592,0.013699586441615244
34,Mercado,Sr. de Matosinhos,708.96,60,23,83,84,85,169,0,0,0,0.0033488982577873855,0.0012527233115468411,0.002294609083642733
35,Sra da Hora,Fonte do Cuco,687.03,2489,2628,5118,42,43,85,41,41,82,0.12939585407019105,0.13509735270603068,0.13226251619182883
36,Fonte do Cuco,Custoias,689.2,2363,2609,4973,42,43,85,43,43,86,0.11975053227844003,0.13079709631557376,0.12530387448940788
37,Custoias,Esposade,1779.24,2262,2610,4873,42,43,85,42,43,85,0.11610891279420217,0.1308483672055792,0.1235653426728988
38,Esposade,Crestins,2035.56,2188,2603,4792,42,43,85,42,43,85,0.11231512722622534,0.13048123964891667,0.12150504292241036
39,Crestins,Verdes,591.8199999999999,2163,2584,4748,42,43,85,42,43,85,0.11102380211176198,0.12954578546555834,0.12039374663191778
40,Verdes,Pedras Rubras,960.78,1639,916,2556,0,0,0,42,43,85,0.15741565702335966,0.08596014103845773,0.12126757246629163
41,Pedras Rubras,Lidador,1147.58,1438,826,2265,0,0,0,42,43,85,0.13813796332484155,0.07750701120066171,0.10746583460319763
42,Lidador,Vilar do Pinheiro,1987.51,1375,810,2185,0,0,0,42,43,85,0.13206542332824828,0.07597494276333062,0.1036902390424664
43,Vilar do Pinheiro,Modivas Sul,2037.38,1340,813,2154,0,0,0,42,43,85,0.12872445600593216,0.07631880910644513,0.10221336404501519
44,Modivas Sul,Modivas Centro,1051.08,1315,810,2126,0,0,0,42,43,85,0.12630100187475116,0.07602312890723455,0.10086631319706629
45,Modivas Centro,Modivas Norte,852.51,1282,807,2090,0,0,0,42,43,85,0.12315079623986132,0.0757056867173169,0.09914915259904473
46,Modivas Norte,Mindelo,1834.12,1214,628,1842,0,0,0,42,43,85,0.11655672691847753,0.05897357193570869,0.087426424986018
47,Mindelo,Espaço Natureza,776.86,1170,632,1802,0,0,0,42,43,85,0.11237201601129429,0.059296959430535076,0.08552228150573375
48,Espaço Natureza,Varziela,1539.0,1158,631,1790,0,0,0,42,43,85,0.11121782336025196,0.05925253652876283,0.0849295017866751
49,Varziela,Árvore,858.71,1049,635,1685,0,0,0,42,43,85,0.10075859259090462,0.05960767366872573,0.07994106890086118
50,Árvore,Azurara,664.57,1028,621,1650,0,0,0,42,43,85,0.09877602449212029,0.0583207906831572,0.07831043562405662
51,Azurara,Santa Clara,1218.09,1007,605,1612,0,0,0,37,42,79,0.1097870339114539,0.05810890203628017,0.08231258405376661
52,Santa Clara,Vila do Conde,670.57,968,593,1561,0,0,0,29,41,70,0.13464198390965082,0.058381032221534825,0.08997485506375431
53,Vila do Conde,Alto de Pega,730.41,678,453,1132,0,0,0,42,42,84,0.06513540520568793,0.04357938763928371,0.05435739642248581
54,Alto de Pega,Portas Fronhas,671.05,651,384,1036,0,0,0,42,42,84,0.06253488212662765,0.03695496367615007,0.049744922901388856
55,Portas Fronhas,São Brás,562.21,497,304,802,0,0,0,42,42,84,0.04778270302644003,0.02926859255751261,0.038525647791976314
56,São Brás,Póvoa de Varzim,624.94,459,288,747,0,0,0,42,42,84,0.0441424655895078,0.027649769585253458,0.03589611758738063
57,Sra da Hora,Fonte do Cuco,685.98,1953,1010,2963,0,0,0,42,43,85,0.18754697014640503,0.09473847381586017,0.14059678964977645
58,Fonte do Cuco,Cândido dos Reis,913.51,1841,1082,2923,0,0,0,42,43,85,0.17675814292778064,0.10152036069955576,0.1386966766240904
59,Cândido dos Reis,Pias,916.73,1730,1057,2787,0,0,0,42,43,85,0.16611337152636424,0.09912679216427503,0.1322260431431897
