,A,B,Distance,PassagersAtoB,PassagersBtoA,PassagersTotal,EurotramAtoB,EurotamBtoA,EurotramTotal,TraintramAtoB,TraintramBtoA,TraintramTotal,OccupancyAtoB,OccupancyBtoA,OccupancyTotal
3,Fânzeres,Venda Nova,440.45,527,2204,2731,177,177,354,0,0,0,0.013784264490479186,0.05765682830557036,0.03572054639802477
4,Venda Nova,Carreira,583.47,807,4018,4825,177,177,354,0,0,0,0.02110849327571951,0.10510749940346367,0.06310799633959159
5,Carreira,Baguim,786.02,1050,5569,6620,177,174,351,0,0,0,0.027482225527379604,0.14818751062237479,0.08731903352318919
6,Baguim,Campainha,751.7,1258,6399,7657,178,175,353,0,0,0,0.032722978871731194,0.16929825814546048,0.10043027029638453
7,Campainha,Rio Tinto,859.99,1682,8401,10083,177,171,348,0,0,0,0.04400407331308051,0.22745579591609671,0.13414845424732122
8,Rio Tinto,Levada,452.83,1985,9676,11661,177,175,352,0,0,0,0.0519310587898382,0.25598894131088795,0.15338029015683738
9,Levada,Nau Vitória,1111.62,2648,11633,14281,177,175,352,0,0,0,0.06928193217247947,0.3077527556870823,0.18783986999934169
10,Nau Vitória,Nasoni,499.02,2957,11866,14824,177,175,352,0,0,0,0.07734893778069281,0.31393898222360767,0.19497182919407377
11,Nasoni,Contumil,650.0,3147,12032,15180,188,184,372,0,0,0,0.07750475477559851,0.30275585384057985,0.18891927689376134
12,Contumil,Estádio do Dragão,619.19,4107,13855,17963,168,181,349,0,0,0,0.1132028260666,0.35440515581214704,0.23829629794036508
13,Estádio do Dragão,Campanhã,1166.02,9463,21202,30666,253,263,516,165,167,332,0.0990249246769654,0.21585791511243232,0.15824204226971073
14,Campanhã,Heroismo,950.92,16690,43339,60030,338,370,708,321,292,613,0.10936449636282242,0.2845006383816426,0.19685216435837252
15,Heroismo,24 de Agosto,571.9,19146,45450,64596,342,377,719,317,280,597,0.12555799330396444,0.3012499513150748,0.21293601640869889
16,24 de Agosto,Bolhão,680.44,28988,51200,80188,361,378,739,290,278,568,0.1933908587772233,0.33999364887907213,0.26686203688422794
